cik,name,ticker,ticker_src,exchange,filing_date,year,n_amendments,last_amendment,amend_only,cert_date,form8a_date,first_8k_date,first_8k_items,form25_date,est_dist_date,est_dist_src,sic,sic_desc,inc_state,entity_type,n_filings,last_filing,accession,display_name
1856485,Sylvamo Corp,SLVM,submissions,NYSE,2021-08-09,2021,1,2021-08-23,False,2021-09-02,2022-04-22,2021-09-03,"1.01,2.03,8.01,9.01",,2021-09-02,cert,2621,Paper Mills,DE,operating,667,2026-09-02,0001193125-21-239912,Sylvamo Corp  (SLVM)  (CIK 0001856485)
1866633,"Consensus Cloud Solutions, Inc.",CCSI,submissions,Nasdaq,2021-08-18,2021,3,2021-09-21,False,2021-09-23,,2021-09-28,2.03,,2021-09-23,cert,7372,Services-Prepackaged Software,DE,operating,372,2026-08-25,0001193125-21-250536,"Consensus Cloud Solutions, Inc.  (CCSI)  (CIK 0001866633)"
1870997,Loyalty Ventures Inc.,,,,2021-09-01,2021,3,2021-10-14,False,2021-10-22,,2021-10-28,"2.02,7.01,9.01",2023-03-20,2021-10-22,cert,7389,"Services-Business Services, NEC",DE,operating,127,2023-06-05,0001104659-21-111850,Loyalty Ventures Inc.  (CIK 0001870997)
1860782,"2seventy bio, Inc.",TSVT,fts_name,,2021-09-09,2021,1,2021-10-08,False,2021-10-14,,2021-10-18,5.02,2025-05-13,2021-10-14,cert,2834,Pharmaceutical Preparations,DE,operating,349,2025-08-14,0001628280-21-018324,"2seventy bio, Inc.  (TSVT)  (CIK 0001860782)"
1867072,"Kyndryl Holdings, Inc.",KD,submissions,NYSE,2021-09-28,2021,1,2021-10-12,False,2021-10-13,,2021-10-15,"1.01,2.03,9.01",,2021-10-13,cert,7374,Services-Computer Integrated Systems Design,DE,operating,415,2026-09-03,0001104659-21-120290,"Kyndryl Holdings, Inc.  (KD)  (CIK 0001867072)"
1873923,Orion Properties Inc.,ONL,submissions,NYSE,2021-10-04,2021,0,,False,2021-10-21,,2021-10-25,"8.01,9.01",,2021-10-21,cert,6798,Real Estate Investment Trusts,MD,operating,300,2026-08-06,0001104659-21-122559,Orion Office REIT Inc.  (ONL)  (CIK 0001873923)
1880863,Meredith Holdings Corp,,,,2021-10-28,2021,0,,False,,,2021-11-15,"2.02,9.01",,2021-11-15,first_8k,2721,Periodicals: Publishing or  Publishing & Printing,IA,other,40,2021-12-07,0001628280-21-020765,Meredith Holdings Corp  (CIK 0001880863)
1891791,"TRANS GLOBAL GROUP, INC.",TGGI,fts_name,,2021-11-03,2021,0,,False,,,2022-08-08,"1.01,2.01,3.02,5.01,5.06,9.01",,2022-08-08,first_8k,,Beverages,DE,operating,44,2024-08-23,0001213900-21-056422,"TRANS GLOBAL GROUP, INC.  (TGGI)  (CIK 0001891791)"
1892492,Eightco Holdings Inc.,ORBS,submissions,Nasdaq,2021-11-08,2021,4,2022-05-13,False,2022-05-16,,2022-05-24,"1.01,3.02,9.01",,2022-05-16,cert,,Short-Term Business Credit Institutions,NV,operating,304,2026-09-03,0001493152-21-027435,"Cryptyde, Inc.  (OCTO)  (CIK 0001892492)"
1878897,Douglas Elliman Inc.,DOUG,submissions,NYSE,2021-11-10,2021,0,,False,2021-12-16,2021-12-16,2021-12-28,"1.01,5.02,8.01,9.01",,2021-12-16,cert,6770,Real Estate Agents & Managers (For Others),DE,operating,300,2026-08-18,0001193125-21-325449,Douglas Elliman Inc.  (DOUG)  (CIK 0001878897)
1868275,Constellation Energy Corp,CEG,submissions,Nasdaq,2021-12-08,2021,2,2021-12-20,False,2021-12-27,,2022-01-03,"7.01,9.01",,2021-12-27,cert,4911,Electric Services,PA,operating,401,2026-08-21,0001104659-21-147516,Constellation Energy Corp  (CEG)  (CIK 0001868275)
1872789,Embecta Corp.,EMBC,submissions,Nasdaq,2021-12-21,2021,1,2022-02-03,False,2022-02-10,,2022-02-11,"1.01,2.03,7.01,9.01",,2022-02-10,cert,3841,Surgical & Medical Instruments & Apparatus,DE,operating,260,2026-08-14,0001193125-21-363615,Embecta Corp.  (EMBC)  (CIK 0001872789)
1876588,ZimVie Inc.,ZIMV,fts_name,,2022-01-21,2022,1,2022-02-02,False,2022-02-07,,2022-02-07,"7.01,9.01",2025-10-20,2022-02-07,cert,3843,Dental Equipment & Supplies,DE,operating,325,2025-11-14,0001193125-22-014405,ZimVie Inc.  (ZIMV)  (CIK 0001876588)
1888654,"5E Advanced Materials, Inc.",FEAM,submissions,Nasdaq,2022-02-10,2022,1,2022-03-07,False,2022-03-09,,2022-03-15,"7.01,9.01",,2022-03-09,cert,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),DE,operating,366,2026-07-02,0001193125-22-032966,"5E Advanced Materials, Inc.  (FEAM, FEAV)  (CIK 0001888654)"
1877322,ESAB Corp,ESAB,submissions,NYSE,2022-02-22,2022,2,2022-03-17,False,2022-03-17,,2022-03-21,"7.01,9.01",,2022-03-17,cert,3569,"General Industrial Machinery & Equipment, NEC",DE,operating,568,2026-08-14,0001193125-22-047796,ESAB Corp  (ESAB)  (CIK 0001877322)
1710482,"John Marshall Bancorp, Inc.",JMSB,submissions,Nasdaq,2022-03-04,2022,2,2022-04-18,False,2022-04-19,,2022-04-26,"8.01,9.01",,2022-04-19,cert,,State Commercial Banks,VA,operating,271,2026-08-28,0001104659-22-030414,"John Marshall Bancorp, Inc.  (JMSB)  (CIK 0001710482)"
1903382,"Bluerock Homes Trust, Inc.",BHM,submissions,NYSE,2022-03-09,2022,4,2022-09-23,False,2022-09-22,,2022-09-26,"8.01,9.01",,2022-09-22,cert,6798,Real Estate Investment Trusts,MD,operating,309,2026-09-02,0001104659-22-032066,"Bluerock Homes Trust, Inc.  (BHM)  (CIK 0001903382)"
1899883,FTAI Infrastructure Inc.,FIP,submissions,Nasdaq,2022-04-29,2022,3,2022-07-12,False,2022-07-15,,2022-07-15,"8.01,9.01",,2022-07-15,cert,5171,"Railroads, Line-Haul Operating",DE,operating,222,2026-08-13,0001140361-22-016706,FTAI Infrastructure LLC  (FIP)  (CIK 0001899883)
1902314,"M-tron Industries, Inc.",MPTI,submissions,NYSE,2022-05-11,2022,4,2022-08-19,False,2022-08-31,2025-04-29,2022-10-11,"1.01,2.01,5.01,5.02,5.03,8.01,9.01",2025-12-29,2022-08-31,cert,,"Electronic Components, NEC",DE,operating,281,2026-08-31,0000950123-22-005195,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)"
1803737,"Enhabit, Inc.",EHAB,fts_name,,2022-05-25,2022,2,2022-06-15,False,2022-06-16,,2022-06-21,"7.01,9.01",2026-05-15,2022-06-16,cert,8082,Services-Home Health Care Services,DE,operating,427,2026-08-13,0001140361-22-020493,"Enhabit, Inc.  (EHAB)  (CIK 0001803737)"
1374339,ProMIS Neurosciences Inc.,PMN,submissions,Nasdaq,2022-06-22,2022,2,2022-07-01,False,2022-07-07,,2022-07-08,"8.01,9.01",,2022-07-07,cert,2834,Pharmaceutical Preparations,Z4,operating,368,2026-08-14,0001104659-22-073200,ProMIS Neurosciences Inc.  (PMN)  (CIK 0001374339)
1935979,Biohaven Ltd.,BHVN,submissions,NYSE,2022-08-10,2022,4,2022-09-20,False,2022-09-20,,2022-09-28,7.01,,2022-09-20,cert,2834,Pharmaceutical Preparations,D8,operating,276,2026-08-26,0001628280-22-022261,Biohaven Research Ltd.  (BHVN)  (CIK 0001935979)
1943953,"Probation Tracker, Inc.",,,,2022-08-25,2022,0,,False,,,,,,,,,Laboratory Analytical Instruments,CO,other,2,2022-09-28,0001079973-22-001026,"Probation Tracker, Inc.  (CIK 0001943953)"
1788999,Xperi Inc.,XPER,submissions,NYSE,2022-08-26,2022,3,2022-09-14,False,2022-09-15,,2022-09-20,"7.01,9.01",,2022-09-15,cert,7372,Services-Prepackaged Software,DE,operating,252,2026-08-14,0001193125-22-231416,Xperi Inc.  (XPER)  (CIK 0001788999)
1934850,"F&G Annuities & Life, Inc.",FG,submissions,NYSE,2022-08-31,2022,3,2022-11-10,False,2022-11-15,2023-11-30,2022-11-18,"8.01,9.01",,2022-11-15,cert,6311,Life Insurance,DE,operating,341,2026-08-06,0001628280-22-024082,"F&G Annuities & Life, Inc.  (FG, FGN)  (CIK 0001934850)"
1929561,"RXO, Inc.",RXO,submissions,NYSE,2022-09-28,2022,1,2022-10-13,False,2022-10-14,,2022-10-17,"7.01,9.01",,2022-10-14,cert,4700,Transportation Services,DE,operating,297,2026-08-25,0001628280-22-025619,"RXO, LLC  (RXO)  (CIK 0001929561)"
1932393,GE HealthCare Technologies Inc.,GEHC,submissions,Nasdaq,2022-10-11,2022,3,2022-12-02,False,2022-12-06,,2022-12-08,"7.01,9.01",,2022-12-06,cert,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,DE,operating,431,2026-09-03,0001193125-22-260650,GE Healthcare Holding LLC  (GEHC)  (CIK 0001932393)
1941365,"MasterBrand, Inc.",MBC,submissions,NYSE,2022-10-28,2022,2,2022-11-22,False,2022-11-28,,2022-12-01,"7.01,9.01",,2022-11-28,cert,2511,"Wood Household Furniture, (No Upholstered)",DE,operating,359,2026-08-26,0001193125-22-272559,"MasterBrand, Inc.  (MBC)  (CIK 0001941365)"
1944558,"Vitesse Energy, Inc.",VTS,submissions,NYSE,2022-10-31,2022,3,2022-12-29,False,2023-01-04,,2023-01-09,"7.01,9.01",,2023-01-04,cert,1311,Crude Petroleum & Natural Gas,DE,operating,247,2026-08-17,0001193125-22-273038,"Vitesse Energy, Inc.  (VTS)  (CIK 0001944558)"
1944013,Crane Co,CR,submissions,NYSE,2022-12-15,2022,1,2023-01-24,False,2023-02-02,,2023-02-07,"7.01,8.01,9.01",,2023-02-02,cert,3490,Miscellaneous Fabricated Metal Products,DE,operating,292,2026-09-02,0001193125-22-305284,Crane Co  (CR)  (CIK 0001944013)
1953366,Star Holdings,STHO,submissions,Nasdaq,2022-12-16,2022,3,2023-03-20,False,2023-03-21,,2023-03-22,"8.01,9.01",,2023-03-21,cert,,"Lessors of  Real Property, NEC",MD,operating,111,2026-08-07,0001104659-22-127611,Star Holdings  (STHO)  (CIK 0001953366)
1959023,RenX Enterprises Corp.,RENX,submissions,Nasdaq,2022-12-23,2022,8,2023-09-12,False,2023-09-18,,2023-09-19,"5.03,7.01,9.01",,2023-09-18,cert,,Refuse Systems,DE,operating,279,2026-08-28,0001213900-22-082588,Safe & Green Development Corp  (SGD)  (CIK 0001959023)
1963328,ReElement Technologies Corp,,,,2023-01-24,2023,4,2023-10-11,False,,,,,,,,,Refuse Systems,,other,6,2024-08-06,0001477932-23-000498,ReElement Technologies LLC  (CIK 0001963328)
1952073,Madison Square Garden Entertainment Corp.,MSGE,submissions,NYSE,2023-02-16,2023,3,2023-03-30,False,2023-03-30,,2023-04-04,"5.02,8.01,9.01",,2023-03-30,cert,7990,Services-Miscellaneous Amusement & Recreation,DE,operating,347,2026-08-28,0001193125-23-040452,"MSGE Spinco, Inc.  (MSGE)  (CIK 0001952073)"
1964333,Burke & Herbert Financial Services Corp.,BHRB,submissions,Nasdaq,2023-02-28,2023,3,2023-04-21,False,2023-04-21,,2023-04-25,"8.01,9.01",,2023-04-21,cert,,National Commercial Banks,VA,operating,496,2026-08-24,0001628280-23-005393,Burke & Herbert Financial Services Corp.  (BHRB)  (CIK 0001964333)
1955520,Knife River Corp,KNF,submissions,NYSE,2023-03-10,2023,3,2023-05-08,False,2023-05-09,,2023-05-12,"7.01,9.01",,2023-05-09,cert,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),DE,operating,186,2026-08-14,0001140361-23-011230,Knife River Holding Co  (KNF)  (CIK 0001955520)
1325950,"Energy Holdings, Inc.",,,,2023-03-22,2023,0,,False,,,,,,,,1000,Metal Mining,,operating,47,2023-05-18,0001477932-23-001659,"Energy Holdings, Inc.  (CIK 0001325950)"
1795815,California BanCorp \ CA,BCAL,submissions,Nasdaq,2023-04-06,2023,1,2023-04-24,False,2023-05-09,,2023-05-11,"7.01,9.01",,2023-05-09,cert,6021,National Commercial Banks,CA,operating,353,2026-08-24,0001493152-23-011285,Southern California Bancorp \ CA  (BCAL)  (CIK 0001795815)
1965040,Fortrea Holdings Inc.,FTRE,submissions,Nasdaq,2023-05-15,2023,2,2023-06-08,False,2023-06-09,2025-06-12,2023-06-12,7.01,,2023-06-09,cert,8071,Services-Medical Laboratories,,operating,325,2026-08-19,0001628280-23-018115,Fortrea Holdings Inc.  (FTRE)  (CIK 0001965040)
1968915,PHINIA INC.,PHIN,submissions,NYSE,2023-05-18,2023,2,2023-06-09,False,2023-06-09,,2023-06-13,"8.01,9.01",,2023-06-09,cert,3714,Motor Vehicle Parts & Accessories,DE,operating,550,2026-09-01,0001628280-23-018828,PHINIA INC.  (PHIN)  (CIK 0001968915)
1974138,NCR Atleos Corp,NATL,submissions,NYSE,2023-06-26,2023,2,2023-08-03,False,2023-08-10,,2023-08-15,"7.01,9.01",,2023-08-10,cert,3578,Calculating & Accounting Machines (No Electronic Computers),,operating,256,2026-08-12,0001193125-23-174043,"NCR ATMCo, LLC  (NATL)  (CIK 0001974138)"
1826474,"Worldwide Diversified Holdings, Inc",,,,2023-06-30,2023,0,,False,,,,,,,,,,DE,other,1,2023-06-30,0001477932-23-004932,"Worldwide Diversified Holdings, Inc  (CIK 0001826474)"
1971601,LG ORION HOLDINGS INC.,,,,2023-07-12,2023,0,,False,,,,,,,,7812,Services-Motion Picture & Video Tape Production,A1,other,3,2024-11-27,0001193125-23-185932,LG ORION HOLDINGS INC.  (CIK 0001971601)
1959348,WK Kellogg Co,KLG,fts_name,,2023-07-24,2023,4,2023-09-11,False,2023-09-11,,2023-09-12,"1.01,2.03,7.01,9.01",2025-09-26,2023-09-11,cert,2040,Grain Mill Products,DE,operating,304,2026-02-17,0001193125-23-192363,WK Kellogg Co  (KLG)  (CIK 0001959348)
1967680,Veralto Corp,VLTO,submissions,NYSE,2023-08-03,2023,2,2023-08-31,False,2023-09-08,,2023-09-12,8.01,,2023-09-08,cert,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,DE,operating,302,2026-08-19,0001628280-23-027286,Veralto Corp  (VLTO)  (CIK 0001967680)
1988175,American Carbon Corp,,,,2023-08-14,2023,5,2024-02-14,False,,,,,,,,,Gold and Silver Ores,IN,other,6,2024-02-14,0001477932-23-005997,American Carbon Corp  (CIK 0001988175)
1967649,Vestis Corp,VSTS,submissions,NYSE,2023-08-15,2023,1,2023-09-06,False,2023-09-07,,2023-09-11,"7.01,9.01",,2023-09-07,cert,5190,Wholesale-Miscellaneous Nondurable Goods,DE,operating,361,2026-09-03,0001628280-23-029559,"Epic NewCo, Inc.  (VSTS)  (CIK 0001967649)"
1943705,"Revelyst, Inc.",,,,2023-09-05,2023,1,2023-09-29,False,2024-11-26,2024-11-26,2024-10-07,"1.01,8.01,9.01",2025-01-06,2024-11-26,cert,3949,"Sporting & Athletic Goods, NEC",DE,operating,174,2025-05-15,0001193125-23-228516,Outdoor Products Spinco Inc.  (CIK 0001943705)
1952976,Net Lease Office Properties,NLOP,submissions,NYSE,2023-09-21,2023,1,2023-10-04,False,2023-10-05,,2023-10-10,"8.01,9.01",,2023-10-05,cert,6798,Real Estate Investment Trusts,,operating,107,2026-08-05,0001628280-23-032722,Net Lease Office Properties  (NLOP)  (CIK 0001952976)
1968487,"Worthington Steel, Inc.",WS,submissions,NYSE,2023-10-04,2023,3,2023-11-14,False,2023-11-15,,2023-11-27,"5.03,9.01",,2023-11-15,cert,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",OH,operating,226,2026-08-19,0001193125-23-250772,"Worthington Steel, Inc.  (WS)  (CIK 0001968487)"
1971543,Mural Oncology plc,MURA,fts_name,,2023-10-10,2023,1,2023-10-26,False,2023-11-01,,2023-10-31,"5.02,8.01",2025-12-05,2023-11-01,cert,2834,Pharmaceutical Preparations,L2,operating,184,2025-12-16,0001193125-23-253525,Mural Oncology plc  (MURA)  (CIK 0001971543)
2007691,Ionic Digital Inc.,IOND,submissions,Nasdaq,2024-01-26,2024,2,2024-06-13,False,2026-07-24,2026-07-17,2026-07-22,"2.02,7.01,9.01",,2026-07-24,cert,,Finance Services,DE,operating,29,2026-09-02,0001104659-24-007325,Ionic Digital Inc.  (CIK 0002007691)
1996810,GE Vernova Inc.,GEV,submissions,NYSE,2024-02-15,2024,1,2024-03-05,False,2024-03-07,,2024-03-08,"7.01,9.01",,2024-03-07,cert,3600,Electronic & Other Electrical Equipment (No Computer Equip),DE,operating,208,2026-08-27,0001193125-24-037526,GE Vernova LLC  (GEV)  (CIK 0001996810)
1964738,Solventum Corp,SOLV,submissions,NYSE,2024-02-20,2024,2,2024-03-11,False,2024-03-12,,2024-03-13,"7.01,9.01",,2024-03-12,cert,3841,Surgical & Medical Instruments & Apparatus,DE,operating,261,2026-09-03,0001628280-24-005591,Solventum Corp  (SOLV)  (CIK 0001964738)
2012706,"Sunrise Realty Trust, Inc.",SUNS,submissions,Nasdaq,2024-02-22,2024,5,2024-06-28,False,2024-07-02,,2024-07-03,"3.03,5.02,5.03,5.05,7.01,9.01",,2024-07-02,cert,,Real Estate Investment Trusts,MD,operating,165,2026-08-17,0001628280-24-006349,"Sunrise Realty Trust, Inc.  (SUNS)  (CIK 0002012706)"
2007919,"Inhibrx Biosciences, Inc.",INBX,submissions,Nasdaq,2024-04-25,2024,2,2024-05-15,False,2024-05-24,,2024-05-24,"7.01,9.01",,2024-05-24,cert,2836,"Biological Products, (No Diagnostic Substances)",DE,operating,137,2026-08-14,0001104659-24-051494,"Inhibrx Biosciences, Inc.  (INBX)  (CIK 0002007919)"
1699031,"GRAIL, Inc.",GRAL,submissions,Nasdaq,2024-05-06,2024,2,2024-06-03,False,2024-06-03,,2024-06-03,"8.01,9.01",,2024-06-03,cert,8071,Services-Medical Laboratories,DE,operating,251,2026-08-31,0001193125-24-132022,"GRAIL, LLC  (GRAL)  (CIK 0001699031)"
2009684,Seaport Entertainment Group Inc.,SEG,submissions,NYSE,2024-05-24,2024,5,2024-07-23,False,2024-07-24,2024-09-18,2024-08-01,"1.01,2.03,3.02,3.03,5.01,5.02,5.03,8.01,9.01",2025-07-08,2024-07-24,cert,7990,Services-Miscellaneous Amusement & Recreation,DE,operating,174,2026-08-05,0001628280-24-025079,Seaport Entertainment Group Inc.  (SEG)  (CIK 0002009684)
2011286,"Amentum Holdings, Inc.",AMTM,submissions,NYSE,2024-07-15,2024,4,2024-09-13,False,2024-09-17,,2024-09-18,"7.01,9.01",,2024-09-17,cert,7389,"Services-Business Services, NEC",DE,operating,192,2026-08-11,0001193125-24-178835,Amazon Holdco Inc.  (AMTM)  (CIK 0002011286)
2000640,Damon Inc.,DMNIF,submissions,OTC,2024-07-25,2024,1,2024-09-27,False,2024-11-12,,2024-11-15,"7.01,9.01",2025-07-18,2024-11-12,cert,7371,"Motorcycles, Bicycles & Parts",A1,operating,167,2026-02-23,0001013762-24-000861,Grafiti Holding Inc.  (DMN)  (CIK 0002000640)
2027317,Curbline Properties Corp.,CURB,submissions,NYSE,2024-09-03,2024,0,,False,2024-09-16,,2024-09-30,8.01,,2024-09-16,cert,6500,Real Estate,MD,operating,134,2026-09-03,0001193125-24-212125,Curbline Properties Corp.  (CIK 0002027317)
2015845,"Everus Construction Group, Inc.",ECG,submissions,NYSE,2024-09-12,2024,1,2024-10-09,False,2024-10-15,,2024-10-18,"7.01,9.01",,2024-10-15,cert,1531,Operative Builders,DE,operating,143,2026-09-02,0001628280-24-040236,"Everus Construction Group, Inc.  (CIK 0002015845)"
1658678,"BioStem Technologies, Inc.",BSEM,submissions,Nasdaq,2024-09-27,2024,4,2026-08-04,False,2026-08-06,,2026-08-07,"8.01,9.01",,2026-08-06,cert,,"Biological Products, (No Diagnostic Substances)",FL,operating,42,2026-08-28,0000950170-24-110010,BIOSTEM TECHNOLOGIES  (BSEM)  (CIK 0001658678)
2011954,Twin Hospitality Group Inc.,TWNPQ,submissions,OTC,2024-11-01,2024,3,2025-01-10,False,2025-01-17,,2025-01-17,"7.01,9.01",2026-06-04,2025-01-17,cert,5812,Retail-Eating  Places,DE,operating,86,2026-06-18,0001493152-24-043363,Twin Hospitality Group Inc.  (CIK 0002011954)
1804425,GLOBAL INFRASTRUCTURE FINANCE & DEVELOPMENT AUTHORITY INC,,,,2024-11-12,2024,0,,False,,,2024-11-19,"8.01,9.01",,2024-11-19,first_8k,,Construction - Special Trade Contractors,PA,other,2,2024-11-19,0001213900-24-096059,GLOBAL INFRASTRUCTURE FINANCE & DEVELOPMENT AUTHORITY INC  (CIK 0001804425)
2023554,Sandisk Corp,SNDK,submissions,Nasdaq,2024-11-25,2024,3,2025-01-27,False,2025-02-12,,2025-02-03,"8.01,9.01",,2025-02-12,cert,3572,Computer Storage Devices,DE,operating,219,2026-09-03,0001193125-24-264578,Sandisk Corp  (CIK 0002023554)
2049860,Electrified Materials Corp / IN,,,,2024-12-27,2024,5,2025-12-22,False,,,,,,,,,Refuse Systems,IN,other,7,2026-01-05,0001477932-24-008347,Electrified Materials Corp / IN  (CIK 0002049860)
2039497,"Resolute Holdings Management, Inc.",RHLD,submissions,NYSE,2024-12-30,2024,3,2025-02-10,False,2025-02-13,2025-09-18,2025-02-14,"7.01,9.01",2025-09-22,2025-02-13,cert,6199,Finance Services,DE,operating,121,2026-08-24,0001104659-24-132493,"Resolute Holdings Management, Inc.  (CIK 0002039497)"
2035989,Amrize Ltd,AMRZ,submissions,NYSE,2025-02-28,2025,1,2025-05-07,False,2025-05-28,,2025-06-02,"7.01,8.01,9.01",,2025-05-28,cert,3241,"Cement, Hydraulic",V8,operating,162,2026-09-03,0001140361-25-006351,Amrize Ltd  (AMRZ)  (CIK 0002035989)
2058873,"Qnity Electronics, Inc.",Q,submissions,NYSE,2025-04-24,2025,4,2025-09-29,False,2025-09-30,,2025-10-15,"5.03,8.01,9.01",,2025-09-30,cert,,Semiconductors & Related Devices,DE,operating,139,2026-09-02,0001193125-25-093594,"Novus SpinCo 1, Inc.  (CIK 0002058873)"
2041385,Ralliant Corp,RAL,submissions,NYSE,2025-05-05,2025,2,2025-05-28,False,2025-05-29,,2025-06-30,"1.01,2.03,3.03,5.01,5.02,5.03,5.05,7.01,8.01,9.01",,2025-05-29,cert,3823,"Industrial Instruments For Measurement, Display, and Control",DE,operating,150,2026-08-18,0001104659-25-044355,Ralliant Corp  (CIK 0002041385)
1958489,"Cortigent, Inc.",CRGT,submissions,,2025-05-28,2025,3,2025-09-19,False,,,,,,,,3845,Electromedical & Electrotherapeutic Apparatus,DE,other,36,2026-05-13,0001753926-25-000888,"Cortigent, Inc.  (CIK 0001958489)"
2064953,Solstice Advanced Materials Inc.,SOLS,submissions,Nasdaq,2025-08-21,2025,1,2025-09-30,False,2025-09-30,,2025-10-17,"8.01,9.01",,2025-09-30,cert,3724,Chemicals & Allied Products,DE,operating,159,2026-08-27,0002064953-25-000006,"Solstice Advanced Materials, LLC  (CIK 0002064953)"
2067876,"Versant Media Group, Inc.",VSNT,submissions,Nasdaq,2025-09-18,2025,3,2025-12-03,False,2025-11-06,,2025-12-08,"7.01,9.01",,2025-11-06,cert,4833,Television Broadcasting Stations,PA,operating,83,2026-08-06,0001193125-25-207527,"Versant Media Group, Inc.  (CIK 0002067876)"
2078008,Versigent PLC,VGNT,submissions,NYSE,2025-11-14,2025,2,2026-03-06,False,2026-03-10,,2026-03-12,"7.01,9.01",,2026-03-10,cert,3714,Motor Vehicle Parts & Accessories,Y9,operating,50,2026-08-04,0001193125-25-282972,Cyprium Holdings Ltd  (CIK 0002078008)
2093101,"Atrium Therapeutics, Inc.",RNA,submissions,Nasdaq,2025-12-10,2025,2,2026-02-17,False,2026-02-26,,2026-02-26,"7.01,9.01",,2026-02-26,cert,,Pharmaceutical Preparations,DE,operating,43,2026-08-14,0001193125-25-314415,"Atrium Therapeutics, Inc.  (CIK 0002093101)"
2082247,"FedEx Freight Holding Company, Inc.",FDXF,submissions,NYSE,2026-01-16,2026,1,2026-04-10,False,2026-05-07,,2026-05-13,"8.01,9.01",,2026-05-07,cert,4513,Air Courier Services,DE,operating,70,2026-09-02,0001104659-26-004329,"FedEx Freight Holding Company, Inc.  (CIK 0002082247)"
2083785,"Sunbelt Rentals Holdings, Inc.",SUNB,submissions,NYSE,2026-01-27,2026,1,2026-02-13,False,2026-01-27,,2026-03-02,"2.01,3.02,3.03,4.01,5.01,5.02,7.01,9.01",,2026-01-27,cert,7359,"Services-Equipment Rental & Leasing, NEC",DE,operating,110,2026-09-02,0001193125-26-024240,"Sunbelt Rentals Holdings, Inc.  (CIK 0002083785)"
2083632,Octave Intelligence plc,OCTV,submissions,Nasdaq,2026-02-11,2026,3,2026-04-27,False,2026-05-12,,2026-05-12,"5.03,8.01,9.01",,2026-05-12,cert,7372,Services-Prepackaged Software,L2,operating,15,2026-08-12,0001628280-26-007360,Octave Intelligence Ltd  (CIK 0002083632)
2053365,"Biointra, Corp",,,,2026-03-02,2026,0,,False,,,,,,,,,,DE,other,3,2026-03-02,0002053365-26-000006,"Biointra, Corp  (CIK 0002053365)"
2091349,"First Tracks Biotherapeutics, Inc.",TRAX,submissions,Nasdaq,2026-03-03,2026,1,2026-03-27,False,2026-04-01,,2026-04-03,"7.01,9.01",,2026-04-01,cert,2834,Pharmaceutical Preparations,DE,operating,82,2026-09-02,0001193125-26-088399,"First Tracks Biotherapeutics, Inc.  (CIK 0002091349)"
2089271,Honeywell Aerospace Inc.,HONA,submissions,Nasdaq,2026-03-03,2026,2,2026-06-08,False,2026-06-09,,2026-06-15,"5.02,8.01,9.01",,2026-06-09,cert,3724,Aircraft Engines & Engine Parts,DE,operating,77,2026-09-03,0001628280-26-013549,Honeywell Aerospace Inc.  (CIK 0002089271)
96664,"American Fusion, Inc.",AMFN,submissions,OTC,2026-03-12,2026,0,,False,,,2026-04-28,"5.03,8.01,9.01",,2026-04-28,first_8k,6770,Electric Services,TX,operating,245,2026-08-13,0001079973-26-000298,"Renewal Fuels, Inc.  (CIK 0000096664)"
2104052,Enviri Corp,NVRI,submissions,NYSE,2026-03-20,2026,3,2026-05-06,False,2026-05-07,,2026-05-11,"7.01,9.01",,2026-05-07,cert,,Refuse Systems,DE,operating,56,2026-08-19,0001628280-26-020017,Enviri II Corp  (CIK 0002104052)
2088281,"Midera Food Processing, Inc.",MFP,submissions,Nasdaq,2026-05-04,2026,1,2026-05-27,False,2026-06-17,,2026-06-22,"8.01,9.01",,2026-06-17,cert,3580,Refrigeration & Service Industry Machinery,DE,operating,46,2026-08-31,0001193125-26-202395,"Middleby Food Processing, Inc.  (CIK 0002088281)"
2011134,Kioni Holdings Ltd,,,,2026-05-05,2026,0,,False,,,,,,,,8741,Services-Management Services,,operating,27,2026-08-06,0002011134-26-000009,Kioni Holdings Ltd  (CIK 0002011134)
2090312,Mobility Global Inc.,MBGL,submissions,NYSE,2026-05-07,2026,1,2026-05-27,False,2026-06-02,,2026-06-26,5.02,,2026-06-02,cert,7389,"Services-Business Services, NEC",DE,operating,43,2026-09-03,0001104659-26-057155,Mobility Global Inc.  (CIK 0002090312)
2105139,ADI GLOBAL DISTRIBUTION INC.,ADIG,submissions,NYSE,2026-05-11,2026,3,2026-07-01,False,2026-07-07,,2026-07-14,"7.01,9.01",,2026-07-07,cert,5072,Wholesale-Hardware,DE,operating,50,2026-08-28,0001213900-26-054148,ADI GLOBAL DISTRIBUTION INC.  (CIK 0002105139)
2128626,Vylor Inc.,,,,2026-06-29,2026,1,2026-08-14,False,,,,,,,,0100,Agricultural Production-Crops,DE,other,3,2026-08-14,0001193125-26-288697,Vylor Inc.  (CIK 0002128626)
