base,state,side,family,form,q,w,depth,cadence,gross,gbar,gt,alpha,S0,S10,S25,decay,CAGR,Sharpe,MaxDD,H1,H2,IS_S,OOS_CAGR,OOS_S,OOS_MaxDD,OOS_H1,OOS_H2,keep4a,keep4b,oos4a,oos4b
EWALL,CORR,LO,CORR-LO,RATIO,0.17,504,0.25,D,0.75,0.9492574257425742,3.0899039607936474,1.4010699865357892,1.039625576993308,1.0155753621932975,0.9794457292432763,0.06017984775003171,0.09754341565605751,1.0155753621932975,-0.15844264747951042,1.0345085742881412,1.0013637528169679,0.9351906320195708,0.10623763541039843,1.0792893243514154,-0.15844264747951053,1.2460294348289493,0.9052509909142781,False,False,False,False
EWALL,CORR,LO,CORR-LO,RATIO,0.17,504,0.25,D,1.0,0.9492574257425742,3.0899039607936474,1.4010699865357892,1.0396445502457985,1.015619247714153,0.9795270873493624,0.06011746289643605,0.1299191406476803,1.015619247714153,-0.20841177877563222,1.0347576055390904,1.0012822680010691,0.9354665982566474,0.14180058616449243,1.0791156997939775,-0.20841177877563255,1.2441709991158656,0.9064996999257028,False,False,False,False
TOP20,CORR,LO,CORR-LO,RATIO,0.17,504,0.25,D,0.75,0.9492574257425742,3.0899039607936474,1.4010699865357892,1.2153500877339445,1.195363102447004,1.1653360912975845,0.05001399643635995,0.14045683637347373,1.195363102447004,-0.1964748652167172,1.180506921187018,1.2137129005487182,1.0680082597086116,0.1599738684266261,1.292883406149733,-0.1964748652167172,1.4431018367212816,1.1279015070361735,False,True,False,True
TOP20,CORR,LO,CORR-LO,RATIO,0.17,504,0.25,D,1.0,0.9492574257425742,3.0899039607936474,1.4010699865357892,1.2173612856757532,1.1974179447893587,1.1674565772837668,0.04990470839198635,0.18876635653555685,1.1974179447893587,-0.25430421363550926,1.1833539901232588,1.2150488104991781,1.0711462986585705,0.21547262572584436,1.2941830607786693,-0.25430421363550915,1.4439355173488624,1.1297136403068753,False,False,False,False
EWALL,CORR,LO,CORR-LO,BINARY,0.17,504,0.25,W,0.75,0.9497074707470747,1.6444644464446445,1.0,1.022997905158197,1.0101258246636433,0.9907745627679679,0.03222334239022906,0.0968847951297902,1.0101258246636433,-0.15844264747951076,1.041038149961625,0.9854298266013635,0.9467887394746246,0.1042214446479306,1.060272639366277,-0.15844264747951053,1.234636346275579,0.8787612218080368,False,False,False,False
EWALL,CORR,LO,CORR-LO,BINARY,0.17,504,0.25,W,1.0,0.9497074707470747,1.6444644464446445,1.0,1.0230488187082112,1.0101898306651331,0.9908582862385955,0.032190532469615674,0.12901798669678288,1.0101898306651331,-0.20841177877563233,1.0413140075578207,0.9853747666202795,0.947081206902142,0.13902377129603094,1.0601332952731959,-0.208411778775632,1.2328199505237942,0.880006472879994,False,False,False,False
TOP20,CORR,LO,CORR-LO,BINARY,0.17,504,0.25,W,0.75,0.9497074707470747,1.6444644464446445,1.0,1.1916531366220733,1.1810039243605486,1.164992271559647,0.026660865062426264,0.13848355427272074,1.1810039243605486,-0.1964748652167171,1.1894495219815984,1.179522728330156,1.083714405865317,0.15504321050169678,1.2558547442844419,-0.19647486521671698,1.427679394299903,1.0667860164525542,False,True,False,True
TOP20,CORR,LO,CORR-LO,BINARY,0.17,504,0.25,W,1.0,0.9497074707470747,1.6444644464446445,1.0,1.1938653232818688,1.183238158082416,1.1672596923810543,0.02660563090081447,0.18604037668462925,1.183238158082416,-0.25430421363550937,1.192354043510972,1.1811326734036094,1.0868257743017484,0.20860693332937452,1.2574655118279539,-0.25430421363550915,1.4287014222152934,1.0690232360501033,False,False,False,False
EWALL,CORR,LO,CORR-LO,RAMP,0.17,504,0.25,W,0.75,0.9497074707470747,1.9307447110981915,2.4443074431585807,1.0248802209841796,1.0098130963888141,0.9871605686986158,0.03771965228556384,0.09710670387233522,1.0098130963888141,-0.15844264747951076,1.0216766700586435,1.002034195169946,0.9304215555340957,0.10581547124425317,1.0726348967534152,-0.15844264747951065,1.2390457108030577,0.8990662008462623,False,False,False,False
EWALL,CORR,LO,CORR-LO,RAMP,0.17,504,0.25,W,1.0,0.9497074707470747,1.9307447110981915,2.4443074431585807,1.0249053660492669,1.009853515884817,0.9872239952385806,0.03768137081068623,0.1293066686955726,1.009853515884817,-0.20841177877563233,1.0219382473173928,1.0019296789998962,0.9307192438370385,0.14119672002488692,1.0724404165495294,-0.20841177877563233,1.23728113418793,0.9001744461145348,False,False,False,False
TOP20,CORR,LO,CORR-LO,RAMP,0.17,504,0.25,W,0.75,0.9497074707470747,1.9307447110981915,2.4443074431585807,1.1946353727372578,1.1821532053346697,1.1633850798731467,0.031250292864111184,0.1391018012109182,1.1821532053346697,-0.19647486521671698,1.1632916841729786,1.2040680447154266,1.0619259521569155,0.15803329544027012,1.2741629436343387,-0.1964748652167171,1.427431206870544,1.1057206496167709,False,True,False,True
TOP20,CORR,LO,CORR-LO,RAMP,0.17,504,0.25,W,1.0,0.9497074707470747,1.9307447110981915,2.4443074431585807,1.196706619928075,1.184250701662734,1.1655220922532517,0.03118452767482327,0.18685721106832776,1.184250701662734,-0.25430421363550937,1.1662567749696762,1.205384592531145,1.065072889514708,0.21272317766510485,1.2755269186784706,-0.25430421363550915,1.4284630469235013,1.1074425037601692,False,False,False,False
EWALL,CORR,LO,CORR-LO,RATIO,0.17,504,0.25,W,0.75,0.949707470747075,1.7509770226780912,1.4076156946817913,1.026277094871729,1.0125703175151273,0.9919658500021101,0.034311244869618895,0.09726027077474386,1.0125703175151273,-0.15844264747951087,1.0302439999067958,0.9996795299258958,0.9355352527530792,0.10579578283921465,1.073501587149394,-0.15844264747951087,1.2436934920729215,0.8957081961794295,False,False,False,False
EWALL,CORR,LO,CORR-LO,RATIO,0.17,504,0.25,W,1.0,0.949707470747075,1.7509770226780912,1.4076156946817913,1.026310788363129,1.0126179269080489,0.9920344125062682,0.03427637585686083,0.12952515048726365,1.0126179269080489,-0.20841177877563244,1.0304985772072939,0.9996003272808832,0.9358174917316792,0.14117895577697803,1.0733338287429788,-0.20841177877563222,1.2419207371175625,0.8968746013103189,False,False,False,False
TOP20,CORR,LO,CORR-LO,RATIO,0.17,504,0.25,W,0.75,0.949707470747075,1.7509770226780912,1.4076156946817913,1.1953747124585448,1.1840099457040076,1.1669246354981424,0.02845007696040236,0.1391356751401187,1.1840099457040076,-0.1964748652167172,1.172809448482028,1.1993853469993059,1.0686926147207838,0.15759594292695045,1.2723241835815378,-0.19647486521671698,1.4309018794659458,1.0977446734679905,False,True,False,True
TOP20,CORR,LO,CORR-LO,RATIO,0.17,504,0.25,W,1.0,0.949707470747075,1.7509770226780912,1.4076156946817913,1.197515062972652,1.1861739685967427,1.1691242828282509,0.028390780144401218,0.18692392223849796,1.1861739685967427,-0.25430421363550926,1.1757146886257668,1.2008709640203896,1.0717733865032155,0.21214432055022847,1.2738517731784817,-0.25430421363550915,1.4319804143319232,1.0997568264001374,False,False,False,False
EWALL,CORR,HI,CORR-HI,BINARY,0.17,504,0.25,D,0.75,0.9629837983798379,1.6444644464446445,1.0,1.1362833223999151,1.1227576280649514,1.102422568403815,0.033860753996100224,0.1045614849564469,1.1227576280649514,-0.137814982922699,1.1202549862129083,1.126153478926289,1.0124481782651213,0.11424035223911999,1.2126316846994476,-0.13781498292269878,1.4045515928922878,1.0226148889153335,False,False,False,True
EWALL,CORR,HI,CORR-HI,BINARY,0.17,504,0.25,D,1.0,0.9629837983798379,1.6444644464446445,1.0,1.136567286987813,1.123049756539122,1.1027270208127977,0.03384026617501523,0.1397415742715331,1.123049756539122,-0.18161446721878682,1.1205630752366613,1.1264465882144996,1.012759072545763,0.1530832969530851,1.2128762821608736,-0.18161446721878682,1.403245703762452,1.0240829074054525,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.17,504,0.25,D,0.75,0.9629837983798379,1.6444644464446445,1.0,1.2765817310130358,1.2655350110396146,1.2489276700491125,0.02765406096392331,0.14624642936372156,1.2655350110396146,-0.17470956103793955,1.2684513738589258,1.2680128570400206,1.1515664917303232,0.16463923707512862,1.3530686794706654,-0.1747095610379399,1.5590929428131592,1.1414900725709247,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.17,504,0.25,D,1.0,0.9629837983798379,1.6444644464446445,1.0,1.2798921853637073,1.2688517243952016,1.252253712774284,0.027638472589423202,0.19689626128027715,1.2688517243952016,-0.22635603932500759,1.272240880458424,1.2708366240530526,1.155430771716919,0.22207951440337093,1.356035416422918,-0.2263560393250077,1.5617697734872777,1.1448192209327719,False,False,False,False
EWALL,CORR,HI,CORR-HI,RAMP,0.17,504,0.25,D,0.75,0.9629837983798384,1.7507956253886636,2.1784181196171484,1.1456957394410556,1.1312235976662524,1.1094951148517382,0.03620062458931739,0.10443751652680189,1.1312235976662524,-0.11874977191333125,1.0776909836286261,1.1830240620246493,0.9680486567642378,0.11710370060176456,1.2689536303400792,-0.11874977191333247,1.4464147156782539,1.0942331709835307,False,False,False,True
EWALL,CORR,HI,CORR-HI,RAMP,0.17,504,0.25,D,1.0,0.9629837983798384,1.7507956253886636,2.1784181196171484,1.1460893284256286,1.131623362256032,1.109904130150496,0.03618519827513267,0.13959079870063773,1.131623362256032,-0.15600401351899096,1.077836197724027,1.1836697527321443,0.9681836518376788,0.15712986400856432,1.269584740402697,-0.15600401351899118,1.4458425121796554,1.095903640976943,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.17,504,0.25,D,0.75,0.9629837983798384,1.7507956253886636,2.1784181196171484,1.2865816710137894,1.2747506451263337,1.2569877533048892,0.029593917708900186,0.14616083666555002,1.2747506451263337,-0.14553792564201928,1.2276845053736856,1.320270553135462,1.108087385792023,0.16820134464653846,1.403789858414607,-0.14553792564201895,1.5993195868274266,1.2049848635609117,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.17,504,0.25,D,1.0,0.9629837983798384,1.7507956253886636,2.1784181196171484,1.2895458336552892,1.2777189707254417,1.2599622266287274,0.02958360702656182,0.19669215566361098,1.2777189707254417,-0.18911174516273788,1.230770366928087,1.3231040428166532,1.1111936359411119,0.22706799210560513,1.406850749928512,-0.18911174516273832,1.6019299482497127,1.2086339226088316,False,True,False,True
EWALL,CORR,HI,CORR-HI,RATIO,0.17,504,0.25,D,0.75,0.9629837983798379,1.4692769837376591,1.6892831102748018,1.1533084162330933,1.1411713300609778,1.1229492258635065,0.030359190369586786,0.10547989334726271,1.1411713300609778,-0.11945189212627105,1.0834190686975986,1.1971389807752646,0.9744335283750868,0.11835482882430526,1.2822951282104242,-0.11945189212627116,1.468727395447077,1.1002835127538437,False,False,False,True
EWALL,CORR,HI,CORR-HI,RATIO,0.17,504,0.25,D,1.0,0.9629837983798379,1.4692769837376591,1.6892831102748018,1.1536298846280504,1.1414989813394827,1.1232861508470393,0.030343733781011073,0.14102626375570382,1.1414989813394827,-0.15786237840827255,1.0835798538325947,1.197621680434562,0.9745847542098057,0.15886426379263208,1.2827538766262003,-0.1578623784082731,1.467825677194489,1.1018533283510952,False,True,False,True
TOP20,CORR,HI,CORR-HI,RATIO,0.17,504,0.25,D,0.75,0.9629837983798379,1.4692769837376591,1.6892831102748018,1.2897981580755506,1.2798865060571052,1.2650058047175663,0.024792353357984354,0.14693632289936032,1.2798865060571052,-0.15597245416047245,1.2340190692016821,1.3242613694974417,1.1154128547112276,0.16856469957547215,1.4075914313113587,-0.1559724541604729,1.613790976586558,1.1996358004720369,False,True,False,True
TOP20,CORR,HI,CORR-HI,RATIO,0.17,504,0.25,D,1.0,0.9629837983798379,1.4692769837376591,1.6892831102748018,1.2928082152863232,1.2829003825933845,1.2680253479801782,0.024782867306144984,0.19778622360377018,1.2829003825933845,-0.20242718078498856,1.2371683267492193,1.3271239422788637,1.1185991014930083,0.22759218414290472,1.410677338731931,-0.202427180784988,1.616612295277055,1.2031687051660382,False,False,False,False
EWALL,CORR,HI,CORR-HI,BINARY,0.17,504,0.25,W,0.75,0.9628150315031503,0.8789378937893789,1.0,1.1098973498892537,1.1027525662540247,1.092006408267279,0.0178909416219748,0.10251915140097867,1.1027525662540247,-0.13856868301885017,1.0775083394729723,1.1273294111463452,0.9667684566845199,0.11423480030799849,1.213873401270479,-0.13856868301884995,1.3975105669630281,1.0307899758378727,False,False,False,True
EWALL,CORR,HI,CORR-HI,BINARY,0.17,504,0.25,W,1.0,0.9628150315031503,0.8789378937893789,1.0,1.1101535538628546,1.10301370874004,1.0922749870229622,0.017878566839892418,0.13692865455627823,1.10301370874004,-0.18259905892396489,1.0778083986335765,1.1275598508169806,0.967073091779982,0.15307515353485002,1.214056655604534,-0.18259905892396489,1.3961124432973941,1.0322498776674989,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.17,504,0.25,W,0.75,0.9628150315031503,0.8789378937893789,1.0,1.2600957653205258,1.2542589145857164,1.2454815198874434,0.014614245433082429,0.1450011533019564,1.2542589145857164,-0.1755376892767717,1.2337159033365797,1.277252675929246,1.113871077012916,0.16604637389504262,1.3615069958134485,-0.1755376892767717,1.55419997177736,1.1627641371446444,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.17,504,0.25,W,1.0,0.9628150315031503,0.8789378937893789,1.0,1.263417734471353,1.2575834250477058,1.2488098237872873,0.01460791068406575,0.19514955584368332,1.2575834250477058,-0.22740588697621322,1.2374331253044273,1.2801848399383762,1.1176570279413653,0.22406173061378531,1.364573281917871,-0.22740588697621333,1.5569880409506525,1.1661718356697224,False,False,False,False
EWALL,CORR,HI,CORR-HI,RAMP,0.17,504,0.25,W,0.75,0.9628150315031503,0.9915350007093607,2.2693751496770505,1.118719230327702,1.1104734221039296,1.0980807751131427,0.020638455214559315,0.102889036742976,1.1104734221039296,-0.12309367457351605,1.0893926364104332,1.1309240144252661,0.9813541570894302,0.11271705603248416,1.2194178763236068,-0.12309367457351539,1.3866422390631286,1.0528847711178808,False,False,False,True
EWALL,CORR,HI,CORR-HI,RAMP,0.17,504,0.25,W,1.0,0.9628150315031503,0.9915350007093607,2.2693751496770505,1.119082803076235,1.110841079082369,1.0984545664668923,0.020628236609342654,0.1374442925839623,1.110841079082369,-0.16158024017210326,1.0895624053894664,1.1314827609181595,0.9815282096770471,0.15104847167681124,1.2199580010212396,-0.1615802401721037,1.386023217488633,1.0544251502709876,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.17,504,0.25,W,0.75,0.9628150315031503,0.9915350007093607,2.2693751496770505,1.2647956615283682,1.258076859936855,1.247979356528584,0.01681630499978426,0.14490756014381168,1.258076859936855,-0.147884066459819,1.236094487646112,1.2809308471201137,1.1182272811497929,0.16408306713964804,1.3666464228282622,-0.14788406645981933,1.5594045721554761,1.1698421744201528,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.17,504,0.25,W,1.0,0.9628150315031503,0.9915350007093607,2.2693751496770505,1.2678234274104878,1.2611071580630762,1.2510134153283292,0.0168100120821586,0.19495715508962919,1.2611071580630762,-0.19202400789361018,1.239452083209957,1.2835903690453587,1.1216726563076742,0.2212561063514984,1.3695303329924895,-0.1920240078936103,1.5619307796337962,1.1731911608075627,False,True,False,True
EWALL,CORR,HI,CORR-HI,RATIO,0.17,504,0.25,W,0.75,0.9628150315031503,0.8318848972814072,1.7209785883438398,1.1367935425382996,1.1298572266629376,1.1194344680198738,0.017359074518425777,0.10462067164044031,1.1298572266629376,-0.12200402785734932,1.0905601906535238,1.1679938333332165,0.9826558307663191,0.11576684318394292,1.2547489329378843,-0.12200402785734943,1.427892670981432,1.0840137659219065,False,False,False,True
EWALL,CORR,HI,CORR-HI,RATIO,0.17,504,0.25,W,1.0,0.9628150315031503,0.8318848972814072,1.7209785883438398,1.1370948295866476,1.130162370211631,1.1197454060040237,0.017349423582623924,0.1398359543715384,1.130162370211631,-0.16113209313705656,1.0907362404264436,1.1684219740446165,0.9828355458943384,0.15527618260688203,1.2551539201586033,-0.16113209313705645,1.4269192909784594,1.0855713156435363,False,True,False,True
TOP20,CORR,HI,CORR-HI,RATIO,0.17,504,0.25,W,0.75,0.9628150315031503,0.8318848972814072,1.7209785883438398,1.2794098617443217,1.2737564565439206,1.2652618799951656,0.014147981749156102,0.1466936903934173,1.2737564565439206,-0.15810322004926014,1.2412431981958725,1.3059848482277503,1.1239926862572545,0.16667631366440494,1.3903269575323531,-0.15810322004926036,1.5863010794797872,1.1918155903663348,False,True,False,True
TOP20,CORR,HI,CORR-HI,RATIO,0.17,504,0.25,W,1.0,0.9628150315031503,0.8318848972814072,1.7209785883438398,1.2825469057905614,1.2768953677036488,1.2684035690558293,0.014143336734732115,0.19747715077355554,1.2768953677036488,-0.2051104171828777,1.2446829082499131,1.3087975703964645,1.1275288891183624,0.22493510689938634,1.3933573701400275,-0.20511041718287737,1.5890086584901122,1.1953218342853247,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.17,504,0.25,D,0.75,0.9450382538253825,2.5517551755175516,1.0,1.0480116834760995,1.028124679000859,0.9982185759561895,0.04979310751991006,0.0984921432274044,1.028124679000859,-0.15844264747951065,1.0809384687972587,0.9862325621646857,0.9897978970705705,0.10459681195655324,1.0584625557684726,-0.15844264747951076,1.2273414221158572,0.882809826497642,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.17,504,0.25,D,1.0,0.9450382538253825,2.5517551755175516,1.0,1.048079718017124,1.0282135326435065,0.9983387902461229,0.04974092777100103,0.1312475864896756,1.0282135326435065,-0.2084117787756321,1.0811619020726038,0.9862874607181382,0.990039915055649,0.1395267482636513,1.058432783674146,-0.20841177877563222,1.2256926338065897,0.8841224600347983,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.17,504,0.25,D,0.75,0.9450382538253825,2.5517551755175516,1.0,1.211065502278624,1.1945463393401416,1.1697050851837576,0.041360417094866486,0.13976990300089898,1.1945463393401416,-0.19647486521671698,1.235333627709879,1.1684811721611859,1.1332414369073207,0.154089894391787,1.2428494825553293,-0.19647486521671698,1.4106216319484635,1.0589737726378665,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.17,504,0.25,D,1.0,0.9450382538253825,2.5517551755175516,1.0,1.213249374910209,1.196765361611387,1.1719770454860443,0.04127232942416459,0.1878597473533925,1.196765361611387,-0.2543042136355095,1.2377593538354013,1.1703974034443958,1.1359303494554838,0.20725551866429326,1.2447069306514649,-0.25430421363550915,1.4117432796132836,1.061600930259265,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.17,504,0.25,D,0.75,0.9450382538253825,3.3361739532449284,2.4270025265605977,1.0231777082708977,0.9972154091614043,0.9582212774407035,0.0649564308301942,0.09564824214604584,0.9972154091614043,-0.15844264747951065,1.0082920135805133,0.991553626025585,0.9305044870291759,0.10396043653672993,1.0495156630994937,-0.15844264747951065,1.191494027102817,0.9022179838208593,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.17,504,0.25,D,1.0,0.9450382538253825,3.3361739532449284,2.4270025265605977,1.0232407182478758,0.9973052158833035,0.9583513747811867,0.06488934346668906,0.12732036269510072,0.9973052158833035,-0.20841177877563233,1.0085043087623993,0.9915899398436357,0.9307339929765428,0.1386326622285332,1.049480548672115,-0.2084117787756321,1.1899042313008956,0.9035156237691975,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.17,504,0.25,D,0.75,0.9450382538253825,3.3361739532449284,2.4270025265605977,1.1896963344427736,1.1681231732741382,1.1357196447573619,0.053976689685411694,0.13695946413208482,1.1681231732741382,-0.19647486521671698,1.1651250973458187,1.1786383609657693,1.078206839239724,0.15398826163795842,1.2371949074224275,-0.1964748652167172,1.3711531957332548,1.0913551439947247,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.17,504,0.25,D,1.0,0.9450382538253825,3.3361739532449284,2.4270025265605977,1.191945828673913,1.1704189174089983,1.1380849141952103,0.05386091447870278,0.18392838450258786,1.1704189174089983,-0.25430421363550915,1.1679428152739135,1.1804151874354094,1.0812243352618183,0.20706859425718083,1.2389809237548282,-0.25430421363550926,1.3725197016358304,1.0935805803244645,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.17,504,0.25,D,0.75,0.9450382538253828,3.0946371528940406,1.7925642997507443,1.0350800274398515,1.0109815147659877,0.9747827710200246,0.06029725641982686,0.09700067934217871,1.0109815147659877,-0.15844264747951087,1.0217581911623446,1.0057923706951968,0.9404047282318587,0.10575639229835043,1.0662378860284527,-0.15844264747951076,1.2026351838306728,0.9248053175536325,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.17,504,0.25,D,1.0,0.9450382538253828,3.0946371528940406,1.7925642997507443,1.035124085272512,1.011050472462911,0.9748891796597416,0.06023490561277045,0.12918003543222722,1.011050472462911,-0.20841177877563233,1.0219459055458717,1.0058120204262309,0.9406093912938465,0.141104931987877,1.066184033312684,-0.20841177877563255,1.2010205340979312,0.9261023245556249,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.17,504,0.25,D,0.75,0.9450382538253828,3.0946371528940406,1.7925642997507443,1.199932507632363,1.1799225872024177,1.149863642814617,0.050068864817746084,0.13838619264212748,1.1799225872024177,-0.19647486521671698,1.175534885819228,1.1919396994578186,1.0859500119239114,0.1560534100274662,1.251972700179336,-0.19647486521671698,1.3808675010482636,1.1119506041852767,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.17,504,0.25,D,1.0,0.9450382538253828,3.0946371528940406,1.7925642997507443,1.2021482026280705,1.1821811665793633,1.1521867004178532,0.049961502210217335,0.18591306320853218,1.1821811665793633,-0.25430421363550915,1.1783003683573785,1.1936892587754657,1.0889313164583525,0.20994516303094524,1.2537243421531852,-0.25430421363550915,1.3821902936642743,1.1141513707890098,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.17,504,0.25,W,0.75,0.9429567956795679,1.4743474347434744,1.0,1.0305536474956272,1.0189491727304678,1.0015026387075117,0.029051008788115507,0.09728853906788415,1.0189491727304678,-0.15844264747951076,1.0770099754049538,0.9729457228347189,0.9844727176049365,0.10313278504504342,1.0463123533618308,-0.15844264747951098,1.2205288384313329,0.8649332099193652,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,BINARY,0.17,504,0.25,W,1.0,0.9429567956795679,1.4743474347434744,1.0,1.0306205925094853,1.019027910291082,1.0015991366819308,0.029021455827554554,0.12959990119787634,1.019027910291082,-0.2084117787756321,1.0771790087751567,0.9730407550431919,0.9846684330883697,0.13752047126302358,1.0463035108684828,-0.20841177877563233,1.2188534673195048,0.8663042932463746,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.17,504,0.25,W,0.75,0.9429567956795679,1.4743474347434744,1.0,1.1957114005629637,1.1860826665844726,1.1716057170061065,0.02410568355685716,0.1382929708114451,1.1860826665844726,-0.19647486521671698,1.2348368209819618,1.1540150161857912,1.1344517404055936,0.15170587608894093,1.2273819647193958,-0.19647486521671698,1.3969780833722985,1.041370678059355,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,BINARY,0.17,504,0.25,W,1.0,0.9429567956795679,1.4743474347434744,1.0,1.1980132096740257,1.1884058419008747,1.1739610002834786,0.024052209390547086,0.18583482486431424,1.1884058419008747,-0.25430421363550915,1.237178473207458,1.1561793401084892,1.1370815385392534,0.20397091725366967,1.2294503915653654,-0.25430421363550926,1.3981054374264106,1.0444251263515456,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.17,504,0.25,W,0.75,0.9429567956795679,1.9867053065921618,2.5206185886218493,1.0107604978594082,0.9952180681638957,0.9718532054921528,0.03890729236725543,0.09526626069094557,0.9952180681638957,-0.15844264747951076,1.011381777625265,0.9852583707972837,0.937709236162499,0.10286617476636684,1.0403544753782898,-0.15844264747951087,1.1825402621447039,0.8925036879605974,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RAMP,0.17,504,0.25,W,1.0,0.9429567956795679,1.9867053065921618,2.5206185886218493,1.0107984513591068,0.995271832746792,0.9719307812259241,0.03886767013318271,0.12679653783857825,0.995271832746792,-0.20841177877563222,1.011586574793621,0.9852404615445907,0.9379354862980498,0.13712156236841433,1.040263125262869,-0.2084117787756321,1.1809528923810992,0.8936878240285576,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.17,504,0.25,W,0.75,0.9429567956795679,1.9867053065921618,2.5206185886218493,1.1761777986417743,1.1632860427096037,1.1439035275797018,0.03227427106207248,0.135926481088533,1.1632860427096037,-0.1964748652167173,1.1667825209127993,1.1686841130915098,1.0880235040781052,0.15162582586637763,1.2216790753563578,-0.19647486521671698,1.3557809360585182,1.0753464381984816,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RAMP,0.17,504,0.25,W,1.0,0.9429567956795679,1.9867053065921618,2.5206185886218493,1.1783717023851832,1.165508049974604,1.1461678074525334,0.032203894932649746,0.18250090613063974,1.165508049974604,-0.25430421363550915,1.1694043009065906,1.1704784766833898,1.0907692104627384,0.20378857283740492,1.2235181538513074,-0.25430421363550926,1.3572439922534871,1.0775784644386814,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.17,504,0.25,W,0.75,0.9429567956795679,1.8290809763920628,1.8701683022583344,1.0160303060198863,1.0016881283512062,0.9801306734533368,0.03589963256654949,0.09585857975347722,1.0016881283512062,-0.15844264747951053,1.0190318515135224,0.9909410200182268,0.9428184343876651,0.10369167813845115,1.047839615192439,-0.15844264747951076,1.188770975536587,0.9014397446894545,False,False,False,False
EWALL,PORTVOL,LO,PORTVOL-LO,RATIO,0.17,504,0.25,W,1.0,0.9429567956795679,1.8290809763920628,1.8701683022583344,1.0160717934531016,1.0017442450796217,0.980208813932957,0.03586297952014461,0.1276146019572355,1.0017442450796217,-0.208411778775632,1.0192334479937395,0.9909324295384062,0.9430330794409972,0.13825938946893124,1.0477618958804795,-0.20841177877563244,1.187183158675276,0.9026520071937549,False,False,False,False
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.17,504,0.25,W,0.75,0.9429567956795679,1.8290809763920628,1.8701683022583344,1.179762706144295,1.1678704409232796,1.149993279771054,0.029769426373241092,0.13644386393471652,1.1678704409232796,-0.1964748652167171,1.1701177792628588,1.1746924604706268,1.0886727010099837,0.15275970117396742,1.229148808913757,-0.1964748652167172,1.3618257263368982,1.0846410524969503,False,True,False,True
TOP20,PORTVOL,LO,PORTVOL-LO,RATIO,0.17,504,0.25,W,1.0,0.9429567956795679,1.8290809763920628,1.8701683022583344,1.1819637003141454,1.1700972705609205,1.1522589606048912,0.029704739709254246,0.18322393751821808,1.1700972705609205,-0.25430421363550926,1.1727235615784473,1.1765066861721745,1.0914365873599632,0.20536216536395457,1.2309862274013408,-0.25430421363550926,1.3632376727143505,1.0869228018716768,False,False,False,False
EWALL,PORTVOL,HI,PORTVOL-HI,BINARY,0.17,504,0.25,D,0.75,0.961577407740774,0.9923492349234924,1.0,1.1099381852474297,1.1018908836675967,1.0897862596256955,0.02015192562173418,0.10222156062080923,1.1018908836675967,-0.13749628355272647,1.1041106271157952,1.1006390985421892,0.9952843326821108,0.11129742093825157,1.1892285090003694,-0.1374962835527257,1.4121604455052632,0.9700365562564399,False,False,False,True
