panel,flag,arm,cost,end,depth,published,turnover_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1_Sharpe,H2_Sharpe,H1_CAGR,H2_CAGR,R8_IS_CAGR,R8_IS_Sharpe,R8_IS_MaxDD,R8_OOS_CAGR,R8_OOS_Sharpe,R8_OOS_MaxDD,mean_held,BindSharpe,Sharpe,CAGR,MaxDD,OOS_Sharpe,pass4a,pass4b
B136,n,120,25,hi,3,0,7.84785705065097,0.10333715707813584,0.949219762034729,-0.20425563871252672,1.0501255571495738,0.8620454972820359,0.10888231903094847,0.09782220379553808,0.099546106935269,0.937521719105385,-0.11934800081170283,0.1064755509756572,0.9586707253315117,-0.20425563871252672,87.86784422217494,0.8620454972820359,0.949219762034729,0.10333715707813584,-0.20425563871252672,0.9586707253315117,0.0,0.0
B136,band,0.0,10,pub,0,1,3.3226898231404856,0.07779290013391771,1.0936688144226636,-0.12616421510282383,1.1983302829088323,0.9902857380687752,0.08523775520725008,0.07040243670522117,0.07668998872872757,1.0567522861186438,-0.079428910871994,0.07870392496768375,1.1256374310136645,-0.12616421510282372,88.17450521387529,0.9902857380687752,1.0936688144226636,0.07779290013391771,-0.12616421510282383,1.1256374310136645,0.0,0.0
B136,band,0.0,25,pub,0,1,3.3226898231404856,0.07243563607578585,1.0232134702220774,-0.12692572597072416,1.1318544769438843,0.9159128650573299,0.08018398405702598,0.06474632110324685,0.07155258279706067,0.9906261178221858,-0.08272845881277668,0.07316492093256333,1.0514442126475945,-0.1269257259707245,88.17450521387529,0.9159128650573299,1.0232134702220774,0.07243563607578585,-0.12692572597072416,1.0514442126475945,0.0,0.0
B136,band,0.01,10,pub,0,1,2.8543850309968506,0.07894003009785244,1.1030757388061108,-0.12421868297496874,1.2067840988878202,1.0002668177079974,0.08650371745230179,0.07143236884473292,0.07810615026804979,1.0677165691799753,-0.08047518359609807,0.0796286724214228,1.1338833763551863,-0.12421868297496874,88.18684826558842,1.0002668177079974,1.1030757388061108,0.07894003009785244,-0.12421868297496874,1.1338833763551863,0.0,0.0
B136,band,0.01,25,pub,0,1,2.8543850309968506,0.07433142699606576,1.0428951997894578,-0.12488229213120006,1.1509906784255748,0.9357465210617261,0.08222646189096783,0.06649750526266218,0.07372815305065106,1.0118442192367383,-0.08196016084360691,0.07482953210282517,1.0699716787865314,-0.12488229213120006,88.18684826558842,0.9357465210617261,1.0428951997894578,0.07433142699606576,-0.12488229213120006,1.0699716787865314,0.0,0.0
B136,band,0.03,10,pub,0,1,2.0110891272076903,0.0803031894255104,1.1057901818007876,-0.12240793860208032,1.229067725847855,0.9843850631086558,0.0892473890081733,0.07143641325459016,0.0808727653598118,1.0911618922065958,-0.07897348036179963,0.07983337481604336,1.1185082795688426,-0.12240793860208021,88.16067248350713,0.9843850631086558,1.1057901818007876,0.0803031894255104,-0.12240793860208032,1.1185082795688426,0.0,0.0
B136,band,0.03,25,pub,0,1,2.0110891272076903,0.07704992234239327,1.0639810341503695,-0.12284879701088991,1.1905864581466725,0.9393033946163348,0.086254463645691,0.06792747070742289,0.07779649910370745,1.0524638689243497,-0.08005274897715198,0.07643420182382155,1.0740236940215924,-0.12284879701089035,88.16067248350713,0.9393033946163348,1.0639810341503695,0.07704992234239327,-0.12284879701088991,1.0740236940215924,0.0,0.0
B136,band,0.05,10,pub,0,1,1.5856984530018434,0.08029579058622494,1.085581066266357,-0.13138174764123567,1.2128271890249849,0.9605512903642321,0.08965357503307625,0.07102253044487594,0.08118123379499553,1.0753507740599273,-0.08130478025848109,0.07956562764974429,1.094510781406514,-0.13138174764123567,87.11832304745691,0.9605512903642321,1.085581066266357,0.08029579058622494,-0.13138174764123567,1.094510781406514,0.0,0.0
B136,band,0.05,25,pub,0,1,1.5856984530018434,0.07772971765975711,1.0532332825891224,-0.13173932906809027,1.18355893974461,0.9251790491585857,0.08733550802768497,0.06821305693200364,0.07880311412189633,1.0460003560423048,-0.08214894788150773,0.0768447051725556,1.0595878215120564,-0.13173932906809038,87.11832304745691,0.9251790491585857,1.0532332825891224,0.07772971765975711,-0.13173932906809027,1.0595878215120564,0.0,0.0
B136,band,0.08,10,pub,0,1,1.22795288648511,0.08571634987801202,1.12403930450294,-0.14813995230211796,1.27134528130942,0.9820926464091694,0.09612753073273161,0.07540867901055837,0.08824388141501749,1.1411863398422468,-0.08816347128586777,0.08363493461181792,1.1094642338971092,-0.14813995230211774,87.5735262821877,0.9820926464091694,1.12403930450294,0.08571634987801202,-0.14813995230211796,1.1094642338971092,0.0,0.0
B136,band,0.08,25,pub,0,1,1.22795288648511,0.08371820365924232,1.0995815189292153,-0.1483809403374018,1.249113171679713,0.955491870733472,0.09432714527401886,0.07321681977480776,0.08640447443415389,1.1190108375910581,-0.08887596260386654,0.08150637071722855,1.08308168702519,-0.14838094033740212,87.5735262821877,0.955491870733472,1.0995815189292153,0.08371820365924232,-0.1483809403374018,1.08308168702519,0.0,0.0
B136,band,0.12,10,pub,0,1,1.0184605022914925,0.08736191506405855,1.1114871597856628,-0.14811189906576272,1.2693460947608637,0.9572030087047988,0.09969767617369096,0.07516999266008151,0.09134577164005986,1.1357416996886076,-0.09795632792748465,0.08408520554101062,1.0908389797670264,-0.1481118990657625,88.15939561608853,0.9572030087047988,1.1114871597856628,0.08736191506405855,-0.14811189906576272,1.0908389797670264,0.0,0.0
B136,band,0.12,25,pub,0,1,1.0184605022914925,0.08570120827838656,1.091713996881932,-0.14826105756132513,1.2516525263972862,0.9354293929209571,0.09820733464000408,0.07334303615818438,0.08982745867345909,1.1181712396585897,-0.09845871300593678,0.0823078023095003,1.0691739058376721,-0.1482610575613249,88.15939561608853,0.9354293929209571,1.091713996881932,0.08570120827838656,-0.14826105756132513,1.0691739058376721,0.0,0.0
B136,band,0.16,10,pub,0,1,0.8894673631303303,0.08481582241915975,1.063297459085319,-0.14747125393597726,1.2079737214290984,0.9248565908707569,0.0953119235827089,0.07442496294515433,0.087636600552909,1.0824839582168977,-0.10545418698126541,0.08249349509483217,1.046999529745189,-0.14747125393597682,84.32070653330496,0.9248565908707569,1.063297459085319,0.08481582241915975,-0.14747125393597726,1.046999529745189,0.0,0.0
B136,band,0.16,25,pub,0,1,0.8894673631303303,0.08336887305876806,1.0463811468502202,-0.14808596229088644,1.1925357369469674,0.9065520570139183,0.09399944265160465,0.07284632134041158,0.08630172219987164,1.0672126891630653,-0.1058502238849901,0.0809545134343157,1.0286948470648296,-0.14808596229088644,84.32070653330496,0.9065520570139183,1.0463811468502202,0.08336887305876806,-0.14808596229088644,1.0286948470648296,0.0,0.0
B136,band,0.2,10,pub,0,1,0.8078025253829967,0.08396835877768982,1.0378238033494112,-0.15869467004932014,1.194586473504341,0.8970313602139631,0.09310324112147339,0.07491387846470632,0.08560242566657683,1.0698680517620478,-0.10174249058223006,0.08262170305571459,1.0119644889246107,-0.15869467004932003,83.1406682272824,0.8970313602139631,1.0378238033494112,0.08396835877768982,-0.15869467004932014,1.0119644889246107,0.0,0.0
B136,band,0.2,25,pub,0,1,0.8078025253829967,0.0826551467920138,1.022706356010417,-0.15927020576126993,1.1808466942572728,0.8806742795437562,0.09194808955077227,0.07344542361175765,0.0844303107356652,1.0563163159993256,-0.10206287549829207,0.0811923873164071,0.995596486777249,-0.15927020576127038,83.1406682272824,0.8806742795437562,1.022706356010417,0.0826551467920138,-0.15927020576126993,0.995596486777249,0.0,0.0
B136,band,0.25,10,pub,0,1,0.7024073046728139,0.07633252101459331,1.0065286882825553,-0.15622104774593704,1.1426302239026984,0.8990220510348863,0.07957065774551397,0.07310554903133015,0.07260387415195857,1.0161328145119628,-0.08805025613209727,0.07941933459172934,1.0016056848226909,-0.15622104774593648,73.17088742285593,0.8990220510348863,1.0065286882825553,0.07633252101459331,-0.15622104774593704,1.0016056848226909,0.0,0.0
B136,band,0.25,25,pub,0,1,0.7024073046728139,0.075198639976922,0.9925425936769278,-0.15666028128143794,1.1296240293379247,0.8841407431741444,0.07860509856159026,0.0718044668727782,0.07162479376555186,1.0033095630260762,-0.08829798438165237,0.0781569195091214,0.9867306329101673,-0.1566602812814376,73.17088742285593,0.8841407431741444,0.9925425936769278,0.075198639976922,-0.15666028128143794,0.9867306329101673,0.0,0.0
B136,band,0.35,10,pub,0,1,0.5011254507239526,0.05968694899505311,1.0473969186766676,-0.11122319855693341,1.1744148718506706,0.9907210976530539,0.053786185660055885,0.0656180737933787,0.04832486289701676,1.031999727245357,-0.06272815152284739,0.06915616090082044,1.0760766048588255,-0.11122319855693386,48.414981911044904,0.9907210976530539,1.0473969186766676,0.05968694899505311,-0.11122319855693341,1.0760766048588255,0.0,0.0
B136,band,0.35,25,pub,0,1,0.5011254507239526,0.058890780024951184,1.0341615073570796,-0.111416506942836,1.1610684938796338,0.9771832465436632,0.05314694992094826,0.06466332829644461,0.04768004931814951,1.0188446361610708,-0.06305605692302763,0.06823268969334606,1.062548204358894,-0.11141650694283634,48.414981911044904,0.9771832465436632,1.0341615073570796,0.058890780024951184,-0.111416506942836,1.062548204358894,0.0,0.0
B136,band,0.44999999999999996,10,hi,1,0,0.35326211246638467,0.046326448345904714,1.1436138231554627,-0.07169950520343538,1.3259729376209775,1.1453936516370067,0.03403943375515328,0.05875383028967063,0.030446497851722487,1.1660494729146376,-0.03310940713129651,0.05961547025728464,1.2049657591237026,-0.07169950520343538,31.666099170036176,1.1453936516370067,1.1436138231554627,0.046326448345904714,-0.07169950520343538,1.2049657591237026,1.0,0.0
B136,band,0.44999999999999996,25,hi,1,0,0.35326211246638467,0.04577225427516507,1.1304722899653392,-0.07180950625447158,1.3114500300123777,1.1318507634661952,0.03365822621233927,0.05802270058548231,0.03006589573507701,1.1517903713585143,-0.03319493497644921,0.058914084290258684,1.1914760586941262,-0.0718095062544718,31.666099170036176,1.1318507634661952,1.1304722899653392,0.04577225427516507,-0.07180950625447158,1.1914760586941262,1.0,0.0
B136,band,0.5499999999999999,10,hi,2,0,0.2657716860140294,0.03395271707371372,1.096366572773768,-0.05776774604468471,1.1855236733895487,1.1271368007402383,0.024290649750930537,0.0437015120671993,0.02187711801955583,1.042833346488627,-0.029359781517968364,0.04402546343661795,1.1790223051731907,-0.057767746044683155,22.582464354117896,1.1271368007402383,1.096366572773768,0.03395271707371372,-0.05776774604468471,1.1790223051731907,0.0,0.0
B136,band,0.5499999999999999,25,hi,2,0,0.2657716860140294,0.03354068716587277,1.0834921797766128,-0.058242505739825035,1.1714620677587557,1.1139485678737076,0.023997490231445928,0.0431684634658982,0.021582030014861475,1.0290138835983422,-0.029515259891409573,0.04351488866587272,1.1658919040192668,-0.058242505739825035,22.582464354117896,1.1139485678737076,1.0834921797766128,0.03354068716587277,-0.058242505739825035,1.1658919040192668,0.0,0.0
B136,band,0.6499999999999999,10,hi,3,0,0.15148256298806495,0.019679880670361527,1.109543912012905,-0.03307005095035498,1.1060657991335603,1.1876531755528565,0.013100471289307247,0.026299026305014683,0.011102139469614913,0.9343938697695463,-0.01696927342947374,0.026813412126660108,1.2508909456819743,-0.03307005095035509,11.418386890827836,1.1060657991335603,1.109543912012905,0.019679880670361527,-0.03307005095035498,1.2508909456819743,0.0,0.0
B136,band,0.6499999999999999,25,hi,3,0,0.15148256298806495,0.01944824512361576,1.0967666098472673,-0.033338706465366186,1.0919190025346943,1.174708645423341,0.012931102147847762,0.0260043550208251,0.010934577235733656,0.9204408406499275,-0.01705461559577659,0.026528094120477963,1.237938823405029,-0.033338706465366186,11.418386890827836,1.0919190025346943,1.0967666098472673,0.01944824512361576,-0.033338706465366186,1.237938823405029,0.0,0.0
B136,gross,0.25,10,pub,0,1,0.6866897233861399,0.026642328288666084,1.1055813705348285,-0.041615518500660476,1.226617161971267,0.9861568136006243,0.02942625358309736,0.023867180630150253,0.026813281945626377,1.0887065837552121,-0.026678754610123256,0.026501270781664976,1.1202829150490405,-0.041615518500660476,88.16067248350713,0.9861568136006243,1.1055813705348285,0.026642328288666084,-0.041615518500660476,1.1202829150490405,0.0,0.0
B136,gross,0.25,25,pub,0,1,0.6866897233861399,0.025585484427753213,1.0627132486764093,-0.04177839841802977,1.1870300253975585,0.9400581613323274,0.028455198691661243,0.022725064829267394,0.025809953448097778,1.0488908588545742,-0.02706923899058178,0.02540027910071907,1.0747840670844353,-0.04177839841802988,88.16067248350713,0.9400581613323274,1.0627132486764093,0.025585484427753213,-0.04177839841802977,1.0747840670844353,0.0,0.0
B136,gross,0.5,10,pub,0,1,1.3544526006697921,0.05342200830227117,1.1057465852553034,-0.08241955543826529,1.2279010434300024,0.9853305410100207,0.059185242949092,0.047692707437540616,0.05378226553049803,1.0899913660174032,-0.05300310636670402,0.05312479996926611,1.1194592105221277,-0.08241955543826551,88.16067248350713,0.9853305410100207,1.1057465852553034,0.05342200830227117,-0.08241955543826529,1.1194592105221277,0.0,0.0
B136,gross,0.5,25,pub,0,1,1.3544526006697921,0.05128429713481619,1.0634877829065137,-0.08272849884527289,1.1889533346021164,0.939813486039288,0.05722049557425013,0.045384081391873776,0.051757455153083054,1.050820981907382,-0.05375075848354438,0.050893985355156435,1.0745415900510085,-0.08272849884527256,88.16067248350713,0.939813486039288,1.0634877829065137,0.05128429713481619,-0.08272849884527289,1.0745415900510085,0.0,0.0
B136,gross,0.75,10,pub,0,1,2.0110891272076903,0.0803031894255104,1.1057901818007876,-0.12240793860208032,1.229067725847855,0.9843850631086558,0.0892473890081733,0.07143641325459016,0.0808727653598118,1.0911618922065958,-0.07897348036179963,0.07983337481604336,1.1185082795688426,-0.12240793860208021,88.16067248350713,0.9843850631086558,1.1057901818007876,0.0803031894255104,-0.12240793860208032,1.1185082795688426,0.0,0.0
B136,gross,0.75,25,pub,0,1,2.0110891272076903,0.07704992234239327,1.0639810341503695,-0.12284879701088991,1.1905864581466725,0.9393033946163348,0.086254463645691,0.06792747070742289,0.07779649910370745,1.0524638689243497,-0.08005274897715198,0.07643420182382155,1.0740236940215924,-0.12284879701089035,88.16067248350713,0.9393033946163348,1.0639810341503695,0.07704992234239327,-0.12284879701088991,1.0740236940215924,0.0,0.0
B136,gross,1.0,10,pub,0,1,2.6662718736434665,0.10724582624809265,1.1056928857688249,-0.16157734777304533,1.230097256892346,0.9833022070744003,0.11957871070931247,0.09505426029374298,0.1080464253684923,1.092198222552401,-0.10459015546040396,0.10658557013582604,1.1174115114630112,-0.1615773477730451,88.16067248350713,0.9833022070744003,1.1056928857688249,0.10724582624809265,-0.16157734777304533,1.1174115114630112,0.0,1.0
B136,gross,1.0,25,pub,0,1,2.6662718736434665,0.10282753695878122,1.0641457890567152,-0.1621397754998275,1.1918793013904943,0.9384838764119501,0.11550668605673331,0.09029811669533028,0.10387238317495351,1.0537694407469826,-0.10598265326374601,0.10196602593399073,1.0731857152180366,-0.16213977549982772,88.16067248350713,0.9384838764119501,1.0641457890567152,0.10282753695878122,-0.1621397754998275,1.0731857152180366,0.0,0.0
B136,gross,0.125,10,lo,1,0,0.3461521681514604,0.013301883785914459,1.105457141555082,-0.02090890626490305,1.2259370110024304,0.9865273660986734,0.014669841209929313,0.01193638556600174,0.013385196967736102,1.088027702896568,-0.013383689362194029,0.013233135015254804,1.1206489798262227,-0.020908906264902605,88.16067248350713,0.9865273660986734,1.105457141555082,0.013301883785914459,-0.02090890626490305,1.1206489798262227,0.0,0.0
B136,gross,0.125,25,lo,1,0,0.3461521681514604,0.012775908425511906,1.0622301608813343,-0.020992579499293895,1.1859739566323786,0.9400858141748606,0.014186558073718825,0.011367854976968239,0.012885228778226177,1.047834036285376,-0.013583574202070459,0.012685701050320075,1.0748062526607733,-0.020992579499293673,88.16067248350713,0.9400858141748606,1.0622301608813343,0.012775908425511906,-0.020992579499293895,1.0748062526607733,0.0,0.0
B136,gross,0.0625,10,lo,2,0,0.17383065134087516,0.006645867248103787,1.105385028040282,-0.01047970388140218,1.2255881252605316,0.9867020374536544,0.0073238994360671494,0.005968596556899186,0.006687000740912552,1.0876798210603427,-0.006702907967339633,0.006611923234294936,1.1208207346931982,-0.010479703881402513,88.16067248350713,0.9867020374536544,1.105385028040282,0.006645867248103787,-0.01047970388140218,1.1208207346931982,0.0,0.0
B136,gross,0.0625,25,lo,2,0,0.17383065134087516,0.006383428472992447,1.0619656308793075,-0.010522115738313187,1.1854241934213874,0.9400759940516062,0.007082756955895775,0.005684900295690021,0.006437379542718835,1.0472844078222143,-0.006804047843113614,0.006338907708333785,1.0747929060173156,-0.010522115738313298,88.16067248350713,0.9400759940516062,1.0619656308793075,0.006383428472992447,-0.010522115738313187,1.0747929060173156,0.0,0.0
B136,gross,0.03125,10,lo,3,0,0.08711015489038018,0.003321633973232929,1.1053466047870255,-0.005246160609711947,1.2254117159120514,0.9867867514479725,0.0036591705880388847,0.0029843628408579015,0.0033420724896000564,1.0875040175347852,-0.0033542180913208597,0.0033047674683972517,1.1209038269028604,-0.005246160609712058,88.16067248350713,0.9867867514479725,1.1053466047870255,0.003321633973232929,-0.005246160609711947,1.1209038269028604,0.0,0.0
