run,vintage,NAMED,ECHOED,SUM,MAXLEG,CTRL,n_head,n_narrative
2026-09-11_how-many-published-PANEL-ORDERING-claims-survive-a-draw-level-noise-floor_B,2026-09-11,7,192,199,192,3,30,1
2026-09-06_is-n20-a-constant-or-a-grid-edge_C,2026-09-06,1,198,199,198,2,29,1
2026-09-09_does-the-Q-CADENCE-SIGN-FLIP-replicate-off-SMALL439_cloud,2026-09-09,0,197,197,197,1,7,1
2026-09-10_does-a-BASE-RATE-ADJUSTED-4b-change-the-records-KEEP-set_cloud,2026-09-10,0,197,197,197,2,17,1
2026-09-07_census-how-many-band-rows-are-CONCENTRATION-changes_C,2026-09-07,1,194,195,194,2,11,1
2026-09-04_broad-H2-binding-bar_cloud,2026-09-04,5,190,195,190,3,14,2
2026-09-07_price-the-VOLCAP-target-as-a-standalone-4b-arm_C,2026-09-07,1,192,193,192,2,17,1
2026-09-11_restate-the-58529-v1-EXPOSED-rows-of-the-PRE-2026-09-06-record_C,2026-09-11,0,192,192,192,1,48,1
2026-09-11_which-of-the-188541-UNIDENTIFIED-4a-ROWS-quote-a-comparand-that-can-be-REBUILT-AT-ALL_cloud,2026-09-11,0,191,191,191,1,29,1
2026-09-07_book-size-floor-INSTRUMENT-CLASS-replication_cloud,2026-09-07,1,188,189,188,1,17,1
2026-09-04_gross-exposure-is-the-error_B,2026-09-04,56,132,188,132,3,8,1
2026-09-07_does-the-T-6,2026-09-07,1,187,188,187,3,19,1
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C,2026-09-07,0,187,187,187,2,19,2
2026-09-08_adopt-the-T1-DEGREE-DETECTOR-as-the-PROTOCOL-corpus-gate_cloud,2026-09-08,2,185,187,185,1,4,1
2026-09-08_back-fill-the-EWall-column-on-panel-ORDERING-claims_C,2026-09-08,1,186,187,186,2,42,1
2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_B,2026-09-11,2,185,187,185,1,240,1
2026-09-10_price-the-EW-ALL-control-for-the-top-20-book-on-the-1000-draw-grid_cloud,2026-09-10,1,185,186,185,3,47,1
2026-09-09_does-the-uncompensated-residual-finding-replicate-off-SMALL439_B,2026-09-09,8,178,186,178,3,43,1
2026-09-07_correlation-as-the-sleeve-design-variable_B,2026-09-07,2,183,185,183,1,9,1
2026-09-09_how-many-published-4a-passes-are-GRID-EDGE-points-held-by-the-DD-LEG_C,2026-09-09,1,182,183,182,2,46,1
2026-09-05_sleeve-G-is-2013_cloud,2026-09-05,2,181,183,181,3,21,2
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B,2026-09-06,0,182,182,182,2,8,1
2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud,2026-09-06,0,180,180,180,1,25,1
2026-09-06_can-a-panel-property-choose-the-cadence_cloud,2026-09-06,4,174,178,174,3,50,1
2026-09-04_sharpe-bound-book-change_cloud,2026-09-04,1,176,177,176,2,16,2
2026-09-09_is-the-vol-cap-the-real-universe-clause-not-the-trend-leg_B,2026-09-09,6,171,177,171,3,22,1
2026-09-05_fixed-gross-S4-blend_cloud,2026-09-05,1,175,176,175,2,15,2
2026-09-09_does-de-lagging-the-breadth-gate-turn-it-into-a-real-bear-defence_cloud,2026-09-09,0,176,176,176,1,29,1
2026-09-07_the-SCORED-vs-PRICED-denominator-is-a-5-point-sign-stability-gap_cloud,2026-09-07,0,176,176,176,1,12,1
2026-09-11_is-the-MA-residual-DRIFT-a-regime-not-a-panel_B,2026-09-11,1,175,176,175,1,87,1
2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C,2026-09-08,2,173,175,173,2,13,1
2026-09-10_is-the-STALENESS-TAX-a-DRAWDOWN-tax-on-every-gate-family_C,2026-09-10,1,172,173,172,2,5,1
2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C,2026-09-06,0,172,172,172,2,33,1
2026-09-04_sector-only-universe_C,2026-09-04,35,137,172,137,3,18,2
2026-09-04_lookback-blend_C,2026-09-04,1,171,172,171,2,19,2
2026-09-09_can-SMALL439-clear-a-4b-SHARPE-leg-under-ANY-unlevered-book-form_C,2026-09-09,1,170,171,170,2,19,1
2026-09-07_qqq-core-plus-sleeve-h1_B,2026-09-07,5,165,170,165,3,18,1
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B,2026-09-08,1,166,167,166,2,63,1
2026-09-09_how-many-of-the-record-s-PUBLISHED-HEADLINE-NUMBERS-are-CADENCE-MEANS_cloud,2026-09-09,0,166,166,166,1,16,1
2026-09-07_top40-band3rw-u56_PARK_MEMO,2026-09-07,1,163,164,163,0,9,1
2026-09-04_trend-gate-lookback-primary_cloud,2026-09-04,6,156,162,156,2,17,2
2026-09-06_locate-the-band-width-ceiling_cloud,2026-09-06,0,160,160,160,1,21,2
2026-09-04_exit-schedule-vs-entry-schedule_cloud,2026-09-04,1,159,160,159,3,13,1
2026-09-06_quote-every-n-argmax-with-its-saturation-share_cloud,2026-09-06,1,158,159,158,2,12,1
2026-09-10_does-the-record-quote-a-WINDOW-STAMP-beside-any-metric-it-publishes_C,2026-09-10,1,155,156,155,3,36,1
2026-09-09_is-the-MA-threshold-edge-a-CONSTANT-GROSS-effect_cloud,2026-09-09,2,153,155,153,2,10,1
2026-09-04_small-cap-momentum-clean_cloud,2026-09-04,154,0,154,154,3,0,1
2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud,2026-09-11,0,153,153,153,1,54,1
2026-09-11_is-the-MA-GATE-worse-than-MOMENTUM-at-matched-daily-depth-a-book-level-fact_cloud,2026-09-11,2,150,152,150,2,22,1
2026-09-07_breadth-gate-on-v2_B,2026-09-07,2,150,152,150,2,8,1
2026-09-04_position-count,2026-09-04,2,150,152,150,2,12,2
2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C,2026-09-09,1,150,151,150,1,55,1
2026-09-07_is-the-ENTRY-buffer-just-n-in-disguise_cloud,2026-09-07,0,151,151,151,2,23,2
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud,2026-09-07,0,150,150,150,2,16,1
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud,2026-09-05,1,148,149,148,2,4,1
2026-09-09_pre-register-the-quantile-family-as-a-dial_cloud,2026-09-09,1,148,149,148,2,172,1
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B,2026-09-09,2,146,148,146,3,40,1
2026-09-06_drawdown-budget-T070-L252_PARK_MEMO,2026-09-06,1,147,148,147,2,16,1
2026-09-05_selectivity-as-the-book-parameter_B,2026-09-05,3,145,148,145,3,47,2
2026-09-04_vol-cap-as-a-satellite-clause_B,2026-09-04,0,147,147,147,2,11,1
2026-09-04_crypto-sleeve_C,2026-09-04,4,141,145,141,3,11,1
2026-09-07_book-size-floor-for-any-quoted-price_cloud,2026-09-07,2,143,145,143,1,16,1
2026-09-04_momentum-plus-quality-proxy_cloud,2026-09-04,0,144,144,144,2,11,1
2026-09-09_restate-idea-298s-MA-RESIDUAL-BAND-with-its-cadence-domain_C,2026-09-09,7,136,143,136,3,54,1
2026-09-04_core-sleeve-walk-forward-repair_B,2026-09-04,0,142,142,142,1,11,2
2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C,2026-09-07,10,130,140,130,3,6,1
2026-09-09_is-the-FAMILY-constant-really-a-c_sd-constant_cloud,2026-09-09,5,134,139,134,2,79,1
2026-09-08_how-many-published-count-dials-are-gross-dials_B,2026-09-08,2,137,139,137,2,15,1
2026-09-07_sleeve-f-plateau-width_B,2026-09-07,11,127,138,127,3,25,1
2026-09-05_is-the-value-cost-parallelism-general_cloud,2026-09-05,3,128,131,128,3,52,1
2026-09-09_is-the-n-vs-cadence-disagreement-ordering-PANEL-driven-or-DIAL-driven_cloud,2026-09-09,1,130,131,130,3,12,1
2026-09-04_monthly-seasonality_cloud,2026-09-04,0,130,130,130,1,9,1
2026-09-10_does-a-ROLLING-breadth-quantile-fire-at-its-own-nominal-rate_cloud,2026-09-10,11,119,130,119,3,30,1
2026-09-05_is-the-defensive-class-one-book_cloud,2026-09-05,13,116,129,116,1,15,1
2026-09-04_turnover-budget_B,2026-09-04,0,127,127,127,1,15,1
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C,2026-09-07,1,126,127,126,2,14,1
2026-09-06_is-breadth-a-small-cap-dummy-everywhere-in-the-record_cloud,2026-09-06,14,112,126,112,2,28,1
2026-09-05_V1u-small-negative-price_cloud,2026-09-05,1,123,124,123,3,6,1
2026-09-09_does-the-no-signal-shape-appear-on-any-panel-that-passes_cloud,2026-09-09,0,123,123,123,1,9,1
2026-09-04_asset-class-dispersion_B,2026-09-04,31,89,120,89,3,5,1
2026-09-09_which-published-residualisations-are-IN-SAMPLE-fits_cloud,2026-09-09,6,112,118,112,3,42,1
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B,2026-09-10,0,116,116,116,2,17,1
2026-09-04_spy-tlt-gld-riskparity_C,2026-09-04,0,115,115,115,2,7,1
2026-09-04_defensive-sleeve_cloud,2026-09-04,1,113,114,113,1,6,1
2026-09-06_is-the-vol20-half-the-whole-small-panel-inversion_cloud,2026-09-06,0,112,112,112,2,13,1
2026-09-04_selectability-pre-test_cloud,2026-09-04,1,111,112,111,3,7,1
2026-09-04_interior-4b-selection_cloud,2026-09-04,0,112,112,112,1,5,1
2026-09-07_price-c-star-as-a-required-LEADERBOARD-column_C,2026-09-07,2,109,111,109,2,32,1
2026-09-04_prox-inverted-signal_cloud,2026-09-04,3,106,109,106,2,5,1
2026-09-06_band-width-and-rebalance-frequency_cloud,2026-09-06,0,106,106,106,2,15,1
2026-09-04_52w-high-proximity_C,2026-09-04,1,102,103,102,3,6,1
2026-09-04_drawdown-control_C,2026-09-04,1,100,101,100,2,5,1
2026-09-03_composite-vs-equal-weight,2026-09-03,0,101,101,101,1,9,1
2026-09-06_holding-period-as-the-hidden-variable_cloud,2026-09-06,1,99,100,99,2,16,1
2026-09-11_does-the-B136-SPY-SERIES-gap-ever-reach-a-published-verdict_cloud,2026-09-11,1,98,99,98,2,30,1
2026-09-04_third-universe-portability_B,2026-09-04,20,79,99,79,3,3,1
2026-09-08_locate-the-n-ceiling-above-60_cloud,2026-09-08,0,99,99,99,1,17,1
2026-09-06_every-published-reach-is-a-ladder-edge_C,2026-09-06,1,98,99,98,1,8,1
2026-09-11_does-any-published-COUNT-FORM-selector-claim-in-the-record-quote-its-FIXED-POLICY-twin_cloud,2026-09-11,1,97,98,97,2,11,1
2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud,2026-09-06,0,96,96,96,1,17,1
2026-09-10_is-the-TWIN-WIN-RATE-a-SWITCHING-COST-statistic_C,2026-09-10,1,94,95,94,1,28,1
2026-09-04_cost-sensitivity_cloud,2026-09-04,0,94,94,94,2,5,1
2026-09-10_is-H2-CUSHION-AT-ZERO-COST-a-publishable-panel-column_cloud,2026-09-10,0,93,93,93,1,81,1
2026-09-09_does-the-TIMING-RESIDUAL-constant-survive-a-fourth-panel_cloud,2026-09-09,1,92,93,92,3,36,1
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud,2026-09-06,0,93,93,93,1,13,1
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10,8,82,90,82,3,32,1
2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud,2026-09-10,5,83,88,83,3,8,1
2026-09-05_gross-as-the-missing-third-bar_B,2026-09-05,3,83,86,83,3,7,2
2026-09-09_price-the-14-breadth-files-on-their-own-books_B,2026-09-09,9,76,85,76,2,36,1
2026-09-10_is-FLIP1-already-dead-at-10-bps_C,2026-09-10,2,82,84,82,3,16,1
2026-09-10_does-a-ROLLING-breadth-quantile-fire-at-its-own-nominal-rate_B,2026-09-10,0,83,83,83,1,8,1
2026-09-05_pin-m-or-let-the-screen-choose_cloud,2026-09-05,1,82,83,82,2,6,2
2026-09-05_2011-the-opposite-outlier_C,2026-09-05,1,80,81,80,3,7,1
2026-09-06_persistence-vs-cost-as-a-required-column_cloud,2026-09-06,1,80,81,80,1,5,2
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud,2026-09-05,5,76,81,76,2,7,2
2026-09-09_hold-the-ratio-fixed-DAY-BY-DAY-not-at-the-median_cloud,2026-09-09,1,80,81,80,3,25,1
2026-09-04_vol-scaler-replacement_B,2026-09-04,0,79,79,79,1,7,2
2026-09-06_where-selectivity-and-cost-cross_B,2026-09-06,17,60,77,60,3,12,1
2026-09-04_one-year-leverage-audit_cloud,2026-09-04,2,75,77,75,3,3,1
2026-09-06_monthly-drawdown-cost_cloud,2026-09-06,0,76,76,76,2,17,1
2026-09-06_drawdown-instrument-exchange-rate_cloud,2026-09-06,4,71,75,71,2,10,1
2026-09-06_audit-gross-normalisation-across-the-book_cloud,2026-09-06,1,73,74,73,1,9,1
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud,2026-09-05,1,72,73,72,2,26,1
2026-09-05_cagr-floor-constrained-selector_cloud,2026-09-05,0,70,70,70,2,9,1
2026-09-03_core-plus-trend-sleeve,2026-09-03,1,66,67,66,1,11,1
2026-09-11_is-n_elig-the-variable-the-record-keeps-mislabelling_B,2026-09-11,4,60,64,60,3,21,1
2026-09-09_is-the-4b-footprint-a-monotone-function-of-cap-mix_cloud,2026-09-09,2,62,64,62,1,6,1
2026-09-05_which-asset-carries-S4_C,2026-09-05,4,59,63,59,2,7,2
2026-09-06_is-6W-a-grid-edge-or-a-real-optimum_B,2026-09-06,3,58,61,58,1,38,1
2026-09-06_why-is-MONTHLY-the-least-negative-cadence_cloud,2026-09-06,1,60,61,60,3,9,1
2026-09-05_price-list-tier-bar_B,2026-09-05,4,57,61,57,3,5,2
2026-09-04_insider-cluster-buying,2026-09-04,1,60,61,60,1,6,1
2026-09-04_lookback-candidate-cost-and-lag_cloud,2026-09-04,5,54,59,54,3,16,1
2026-09-04_earnings-season-avoidance_cloud,2026-09-04,1,55,56,55,3,2,1
2026-09-09_why-does-the-MA-SLICE-flip-from-better-to-worse-at-the-panel-boundary_C,2026-09-09,4,51,55,51,3,34,1
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B2,2026-09-09,1,51,52,51,3,42,1
2026-09-10_price-the-three-free-lunch-cells_cloud,2026-09-10,1,51,52,51,2,21,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C,2026-09-05,2,49,51,49,2,4,1
2026-09-05_band-width-at-g085_cloud,2026-09-05,2,45,47,45,2,6,1
2026-09-10_is-regret-the-only-column-whose-VALUES-its-source-does-not-contain_cloud,2026-09-10,1,45,46,45,2,28,1
2026-09-07_exit-buffer-cap-convention_MEMO,2026-09-07,0,46,46,46,0,10,1
2026-09-06_daily-plus-buffer30_PARK_MEMO,2026-09-06,1,45,46,45,1,18,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,2026-09-05,2,43,45,43,1,4,1
2026-09-07_is-DDCTRL-retirable-as-a-family_C,2026-09-07,0,43,43,43,2,13,1
2026-09-05_post-trigger-short-term-reversal_cloud,2026-09-05,0,42,42,42,1,5,1
2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud,2026-09-07,2,40,42,40,2,26,1
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud,2026-09-05,0,40,40,40,1,2,1
2026-09-09_price-the-14-breadth-files-on-their-own-books_cloud,2026-09-09,0,40,40,40,1,26,1
2026-09-07_cadence-as-a-pre-registered-rule-parameter_cloud,2026-09-07,1,36,37,36,3,14,1
2026-09-10_which-MATCHED-GROSS-claims-in-the-record-are-SHARPE-claims_cloud,2026-09-10,0,36,36,36,2,3,1
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud,2026-09-07,1,34,35,34,2,24,1
2026-09-03_macro-trend-ensemble,2026-09-03,2,31,33,31,1,5,1
2026-09-06_is-within-stratum-CORR-a-SECTOR-concentration-proxy_C,2026-09-06,1,32,33,32,1,41,1
2026-09-05_de-gross-vs-reweight-across-gates_cloud,2026-09-05,0,33,33,33,1,1,1
2026-09-06_re-quote-every-de-gross-claim-with-its-replay_cloud,2026-09-06,1,32,33,32,3,19,1
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_cloud,2026-09-09,1,31,32,31,3,14,1
2026-09-07_sleeve-f-plateau-width_B_MEMO,2026-09-07,1,30,31,30,0,8,1
2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud,2026-09-06,0,31,31,31,1,14,1
2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C,2026-09-10,0,30,30,30,1,6,1
2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud,2026-09-07,2,24,26,24,1,20,1
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_B,2026-09-08,0,23,23,23,1,11,1
2026-09-10_census-the-record-for-MaxDD-comparisons-that-are-EXACT-TIES_cloud,2026-09-10,1,21,22,21,3,9,1
2026-09-09_how-many-published-clause-KILLS-are-0-bps-WASHES_cloud,2026-09-09,0,21,21,21,1,5,1
2026-09-03_full-exposure-v1,2026-09-03,0,20,20,20,1,5,1
2026-09-03_broad-momentum-top10,2026-09-03,0,19,19,19,1,2,1
2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B,2026-09-07,0,19,19,19,2,14,1
2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B,2026-09-11,5,13,18,13,1,16,1
2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C,2026-09-07,3,15,18,15,2,6,1
2026-09-08_is-phi-a-standalone-de-grossing-instrument_cloud,2026-09-08,0,18,18,18,1,14,1
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud,2026-09-05,9,7,16,9,2,3,1
2026-09-09_why-do-capQ-and-advQ-disagree-in-SIGN_cloud,2026-09-09,1,15,16,15,2,20,1
2026-09-09_why-is-evol-the-one-characteristic-that-never-reverses_C,2026-09-09,4,11,15,11,1,1,1
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_cloud,2026-09-08,0,14,14,14,1,22,1
2026-09-06_trend-filter-by-market-cap_cloud,2026-09-06,2,12,14,12,3,10,1
2026-09-09_stop-summarising-the-DD-LEG-with-PATH-statistics_C,2026-09-09,5,9,14,9,3,17,1
2026-09-07_amihud-illiquidity-premium_MEMO,2026-09-07,0,14,14,14,1,10,1
2026-09-04_is-window-has-no-crash_C,2026-09-04,0,13,13,13,2,1,1
2026-09-09_publish-BOTH-beside-every-SELECTION-LEVEL-TIMING-split_cloud,2026-09-09,0,9,9,9,2,4,1
2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B,2026-09-08,0,9,9,9,1,14,1
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud,2026-09-05,4,4,8,4,2,1,1
2026-09-10_publish-step_delta-beside-every-adopted-constant_B,2026-09-10,2,5,7,5,2,5,1
2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_cloud,2026-09-07,0,4,4,4,2,3,1
2026-09-11_is-the-c_sd-vs-TURNOVER-correlation-SIGN-FLIP-a-property-of-every-published-pooled-rho_B,2026-09-11,1,3,4,3,3,5,1
2026-09-05_stop-as-negative-insurance_cloud,2026-09-05,1,3,4,3,3,9,2
2026-09-10_is-the-SELECTION-vs-TRADING-dial-split-a-record-wide-law_C,2026-09-10,1,2,3,2,3,1,1
2026-09-04_insider-cluster-smallcap,2026-09-04,3,0,3,3,3,0,1
2026-09-09_restate-the-26-characteristic-files-under-the-SIGN-FLIP_cloud,2026-09-09,2,0,2,2,1,2,1
2026-09-04_no-vol-scaling,2026-09-04,0,2,2,2,1,2,1
2026-09-04_spinoff-calendar,2026-09-04,1,0,1,1,1,0,1
2026-09-04_smallcap-eligible-equal-weight_C,2026-09-04,1,0,1,1,2,0,1
2026-09-09_is-every-published-BAND-a-band-on-a-MEAN-quoted-as-a-CELL-expectation_cloud,2026-09-09,1,0,1,1,1,2,1
2026-09-05_execution-lag-sensitivity-of-the-price-list_C,2026-09-05,0,1,1,1,1,6,1
2026-09-03_RECOMMENDATION,2026-09-03,1,0,1,1,1,0,1
2026-09-07_S3-arm-cost-breakeven_B_MEMO,2026-09-07,0,0,0,0,0,0,1
2026-09-04_small-cap-pead,2026-09-04,0,0,0,0,1,0,1
2026-09-03_vol-target,2026-09-03,0,0,0,0,1,0,1
2026-09-03_dual-momentum-classes,2026-09-03,0,0,0,0,1,0,1
2026-09-03_inverse-vol-weights,2026-09-03,0,0,0,0,1,0,1
PUTWRITE_PAPER,,0,0,0,0,0,0,1
