panel,kind,q,k,draw,arm,n,Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b,is525
q0.50_k60_d1,ladder,0.5,60,1,CAND5,5.0,32.380264741275575,0.5396710790212595,0.08628261167957607,0.5392741436584749,-0.31722125502796483,0.6267244128194606,0.47461480087193475,0.06215705416597417,0.4043349854653496,-0.3172212550279654,0.8083961369889168,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9069103438292672,0.9896961082043608,0.8362328148797329,-0.12189005938185415,0.9522219189586524,False,False,True
q0.50_k60_d1,ladder,0.5,60,1,CAND10,10.0,32.380264741275575,0.5396710790212595,0.0997331411230602,0.7201242373327903,-0.2604162070478402,0.645090429626108,0.788150915142048,0.11346152105523521,0.7605111400739512,-0.2604162070478404,0.6497117709838311,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9069103438292672,0.9896961082043608,0.8362328148797329,-0.12189005938185415,0.9522219189586524,False,False,True
q0.50_k60_d1,ladder,0.5,60,1,CAND15,15.0,32.380264741275575,0.5396710790212595,0.1046964058735882,0.8297576976414867,-0.24630731925719074,0.7300795920840354,0.918623243562478,0.12631466393365476,0.9270593276646116,-0.24630731925719096,0.6491091507800401,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9069103438292672,0.9896961082043608,0.8362328148797329,-0.12189005938185415,0.9522219189586524,False,False,True
q0.50_k60_d1,ladder,0.5,60,1,CAND20,20.0,32.380264741275575,0.5396710790212595,0.0941280909832587,0.8199491121516995,-0.21356369421500954,0.7024335221945908,0.9238075142273612,0.11827815523164853,0.9560585849042063,-0.21356369421500954,0.5669867376402288,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9069103438292672,0.9896961082043608,0.8362328148797329,-0.12189005938185415,0.9522219189586524,False,False,True
q0.50_k60_d1,ladder,0.5,60,1,CAND30,30.0,32.380264741275575,0.5396710790212595,0.08677888064362249,0.8756957918995424,-0.16663711930265346,0.831096879950557,0.9185734630878185,0.09779274827921558,0.9351163617202652,-0.16663711930265335,0.7703468723285345,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9069103438292672,0.9896961082043608,0.8362328148797329,-0.12189005938185415,0.9522219189586524,False,False,True
q0.50_k60_d1,ladder,0.5,60,1,EWall,,32.380264741275575,0.5396710790212595,0.08507368344773347,0.756625722870469,-0.34175072026607456,0.8865496095828047,0.6659616685813105,0.08900110758467017,0.7490442652003761,-0.34175072026607445,0.7786073340705304,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9069103438292672,0.9896961082043608,0.8362328148797329,-0.12189005938185415,0.9522219189586524,False,False,True
q0.50_k60_d2,ladder,0.5,60,2,CAND5,5.0,32.080625752105895,0.5346770958684316,0.12766868306266033,0.7989717283284843,-0.33255386506582874,0.5826636374424048,0.9891851617989503,0.17633427282776415,1.0211902476090648,-0.19270530167921585,0.40541251594849426,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8784026530339126,0.9352178546497288,0.8230145956010804,-0.11207415337770665,0.8918319238208193,False,False,True
q0.50_k60_d2,ladder,0.5,60,2,CAND10,10.0,32.080625752105895,0.5346770958684316,0.11131279124169668,0.8381799696280923,-0.27461199546177884,0.6274226707814172,1.028179373849674,0.14785155616123813,1.0456214195969935,-0.16822623318938035,0.4737385005610237,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8784026530339126,0.9352178546497288,0.8230145956010804,-0.11207415337770665,0.8918319238208193,False,False,True
q0.50_k60_d2,ladder,0.5,60,2,CAND15,15.0,32.080625752105895,0.5346770958684316,0.09516879599717143,0.7931296702957863,-0.24033462020351626,0.7022843105962608,0.8763477271695327,0.11728813227465906,0.9285209557223245,-0.1927319535183416,0.5555930649593279,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8784026530339126,0.9352178546497288,0.8230145956010804,-0.11207415337770665,0.8918319238208193,False,False,True
q0.50_k60_d2,ladder,0.5,60,2,CAND20,20.0,32.080625752105895,0.5346770958684316,0.10017241461183302,0.8857708132371129,-0.19731193099153854,0.848539123907896,0.9214695388035463,0.11469607390805203,0.9748984503863557,-0.1825851589116091,0.7310432010786534,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8784026530339126,0.9352178546497288,0.8230145956010804,-0.11207415337770665,0.8918319238208193,False,False,True
q0.50_k60_d2,ladder,0.5,60,2,CAND30,30.0,32.080625752105895,0.5346770958684316,0.08955508874800233,0.900513832353161,-0.1597026272198645,0.9688715212819559,0.8387210304208578,0.09507912337546776,0.9341874359360973,-0.1597026272198644,0.8434512378106571,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8784026530339126,0.9352178546497288,0.8230145956010804,-0.11207415337770665,0.8918319238208193,False,False,True
q0.50_k60_d2,ladder,0.5,60,2,EWall,,32.080625752105895,0.5346770958684316,0.09198665959658303,0.802541073763332,-0.27026793591412956,0.8988476559063843,0.7286118469982432,0.09654969153602155,0.8120347480141293,-0.2702679359141298,0.7879195085585379,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8784026530339126,0.9352178546497288,0.8230145956010804,-0.11207415337770665,0.8918319238208193,False,False,True
q0.50_k80_d0,ladder,0.5,80,0,CAND5,5.0,43.014440433213,0.5376805054151624,0.05804029361028107,0.40070035788107883,-0.4124359813721924,0.8197140171203665,0.04841437624718276,0.0169394594186294,0.18373693212278397,-0.4124359813721916,0.7793609391335657,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7158624850578352,0.8930252410304566,0.5426366562435279,-0.11952719601477813,0.6510222206920545,False,False,True
q0.50_k80_d0,ladder,0.5,80,0,CAND10,10.0,43.014440433213,0.5376805054151624,0.04333976490730285,0.36340749115753146,-0.36662320293560013,0.6985402325604257,0.06924531401176065,0.014256204467780309,0.16966741587870707,-0.3666232029356018,0.6972835060892376,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7158624850578352,0.8930252410304566,0.5426366562435279,-0.11952719601477813,0.6510222206920545,False,False,True
q0.50_k80_d0,ladder,0.5,80,0,CAND15,15.0,43.014440433213,0.5376805054151624,0.04865761352804365,0.4255215150909698,-0.2696022650546068,0.7117116651216638,0.17303166604761105,0.033951111195333894,0.3150665190951883,-0.2696022650546078,0.6150263833157164,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7158624850578352,0.8930252410304566,0.5426366562435279,-0.11952719601477813,0.6510222206920545,False,False,True
q0.50_k80_d0,ladder,0.5,80,0,CAND20,20.0,43.014440433213,0.5376805054151624,0.0562542435296689,0.5030841084339096,-0.22206983257489155,0.8039916521844208,0.23533277886614726,0.03871282174128665,0.3633084666429704,-0.222069832574891,0.7430610820320043,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7158624850578352,0.8930252410304566,0.5426366562435279,-0.11952719601477813,0.6510222206920545,False,False,True
q0.50_k80_d0,ladder,0.5,80,0,CAND30,30.0,43.014440433213,0.5376805054151624,0.06885445921901967,0.6538000386470258,-0.19637600841543235,0.9109331878039554,0.42251553695145355,0.05747702029952939,0.5485341665724917,-0.19637600841543223,0.834912679906148,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7158624850578352,0.8930252410304566,0.5426366562435279,-0.11952719601477813,0.6510222206920545,False,False,True
q0.50_k80_d0,ladder,0.5,80,0,EWall,,43.014440433213,0.5376805054151624,0.06122070470080665,0.5680639990775267,-0.31926485363772217,0.8974456307942675,0.3037778245480403,0.047217334960708346,0.4409428865567323,-0.3192648536377223,0.801757241213867,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7158624850578352,0.8930252410304566,0.5426366562435279,-0.11952719601477813,0.6510222206920545,False,False,True
q0.50_k80_d1,ladder,0.5,80,1,CAND5,5.0,41.57400722021661,0.5196750902527075,0.1021662705469577,0.6170979731351407,-0.2790398509220462,0.9655366773513782,0.34917451315179815,0.08394698114170707,0.5017451301335502,-0.2790398509220475,0.8678640032279417,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8800338327418202,1.134168432489613,0.6433945608968545,-0.10440010093269181,0.8111585610551123,False,False,True
q0.50_k80_d1,ladder,0.5,80,1,CAND10,10.0,41.57400722021661,0.5196750902527075,0.09393750606782025,0.6794085811235109,-0.20989268355410928,0.9058004929375119,0.5015355932717246,0.09407784301682964,0.6445139854752323,-0.20989268355410962,0.7590859587828737,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8800338327418202,1.134168432489613,0.6433945608968545,-0.10440010093269181,0.8111585610551123,False,False,True
q0.50_k80_d1,ladder,0.5,80,1,CAND15,15.0,41.57400722021661,0.5196750902527075,0.08891819400596357,0.7076861323857039,-0.21030277534172004,0.8411288428231688,0.6013716149341223,0.09751932300476196,0.7297044542908842,-0.21030277534171993,0.6722323442957695,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8800338327418202,1.134168432489613,0.6433945608968545,-0.10440010093269181,0.8111585610551123,False,False,True
q0.50_k80_d1,ladder,0.5,80,1,CAND20,20.0,41.57400722021661,0.5196750902527075,0.07349337992513383,0.6415351802169723,-0.22039123795840743,0.7836339961739156,0.5248125227508635,0.0772277674202615,0.6407974145242752,-0.22039123795840665,0.6480763042483993,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8800338327418202,1.134168432489613,0.6433945608968545,-0.10440010093269181,0.8111585610551123,False,False,True
q0.50_k80_d1,ladder,0.5,80,1,CAND30,30.0,41.57400722021661,0.5196750902527075,0.07585569576124773,0.7281009945443846,-0.16218873979395332,0.8836494869568178,0.596283335907702,0.07424362424902631,0.6871765930139497,-0.16218873979395332,0.8075206923461078,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8800338327418202,1.134168432489613,0.6433945608968545,-0.10440010093269181,0.8111585610551123,False,False,True
q0.50_k80_d1,ladder,0.5,80,1,EWall,,41.57400722021661,0.5196750902527075,0.07723751265239232,0.7008904223783929,-0.30592317798740676,0.9875430621326177,0.48648326578975554,0.06758323212388828,0.59377043613497,-0.30592317798740654,0.915239873826495,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8800338327418202,1.134168432489613,0.6433945608968545,-0.10440010093269181,0.8111585610551123,False,False,True
q0.50_k80_d2,ladder,0.5,80,2,CAND5,5.0,44.285198555956676,0.5535649819494585,0.06186919940305824,0.4096253971351321,-0.30235583971593316,0.5118968524717102,0.32560093932862777,0.061937108950081754,0.39998462558547887,-0.3023558397159327,0.4298648625392598,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8668148841575031,1.0652152857869728,0.6738294363524687,-0.12674425890570473,0.7746221096268587,False,False,True
q0.50_k80_d2,ladder,0.5,80,2,CAND10,10.0,44.285198555956676,0.5535649819494585,0.054711172903830985,0.4213346762354425,-0.3184479939507211,0.5113433090453164,0.34454004848896264,0.05597072916418955,0.41866871614570456,-0.318447993950721,0.42764322201538985,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8668148841575031,1.0652152857869728,0.6738294363524687,-0.12674425890570473,0.7746221096268587,False,False,True
q0.50_k80_d2,ladder,0.5,80,2,CAND15,15.0,44.285198555956676,0.5535649819494585,0.08330242987004999,0.6417975947717423,-0.2379118337828059,0.7119035324120635,0.582841198768915,0.08290651907589619,0.6214523847331804,-0.23791183378280345,0.6802219492668656,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8668148841575031,1.0652152857869728,0.6738294363524687,-0.12674425890570473,0.7746221096268587,False,False,True
q0.50_k80_d2,ladder,0.5,80,2,CAND20,20.0,44.285198555956676,0.5535649819494585,0.08528556747893767,0.6939940893449047,-0.21753434518935955,0.7891270870417615,0.6122438771661174,0.08388915607025482,0.6662024876804944,-0.21753434518935955,0.745004417676429,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8668148841575031,1.0652152857869728,0.6738294363524687,-0.12674425890570473,0.7746221096268587,False,False,True
q0.50_k80_d2,ladder,0.5,80,2,CAND30,30.0,44.285198555956676,0.5535649819494585,0.08305571608604101,0.7484748724054463,-0.19647927455925107,0.904872546214018,0.6105968366242993,0.07527284803015322,0.6694693345844108,-0.1964792745592514,0.8888357263632019,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8668148841575031,1.0652152857869728,0.6738294363524687,-0.12674425890570473,0.7746221096268587,False,False,True
q0.50_k80_d2,ladder,0.5,80,2,EWall,,44.285198555956676,0.5535649819494585,0.09215431806056418,0.8024452452586266,-0.22812808011245256,0.9666467574045439,0.6651808165941289,0.08559722734109543,0.7382545519292449,-0.22812808011245245,0.9134101264313804,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8668148841575031,1.0652152857869728,0.6738294363524687,-0.12674425890570473,0.7746221096268587,False,False,True
q0.50_k100_d0,ladder,0.5,100,0,CAND5,5.0,51.11672683513839,0.5111672683513839,0.08963176659548622,0.5398471591482716,-0.36892877364177956,0.7264559349293159,0.3922533341515371,0.05896451518799317,0.3819009949692676,-0.36892877364177845,0.847051830111638,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8964597920587383,1.027126646577927,0.7769466029254017,-0.10771360188594503,0.8760541417780086,False,False,True
q0.50_k100_d0,ladder,0.5,100,0,CAND10,10.0,51.11672683513839,0.5111672683513839,0.09569247044031082,0.6492690749134808,-0.2617142630865711,0.905605752737243,0.446483525113816,0.0844404050944858,0.56090192495315,-0.261714263086571,0.8258763735664306,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8964597920587383,1.027126646577927,0.7769466029254017,-0.10771360188594503,0.8760541417780086,False,False,True
q0.50_k100_d0,ladder,0.5,100,0,CAND15,15.0,51.11672683513839,0.5111672683513839,0.1064677455393237,0.7758124034849412,-0.2350014765671069,0.9787535205176587,0.6147700857186446,0.09626216813562682,0.6809096115849989,-0.23500147656710668,0.9629787700709233,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8964597920587383,1.027126646577927,0.7769466029254017,-0.10771360188594503,0.8760541417780086,False,False,True
q0.50_k100_d0,ladder,0.5,100,0,CAND20,20.0,51.11672683513839,0.5111672683513839,0.09578948915182073,0.7481994579301674,-0.22215289960495666,0.9693796023850574,0.5663180980880836,0.0858960939800455,0.6547555636059762,-0.22215289960495643,0.9270697662701408,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8964597920587383,1.027126646577927,0.7769466029254017,-0.10771360188594503,0.8760541417780086,False,False,True
q0.50_k100_d0,ladder,0.5,100,0,CAND30,30.0,51.11672683513839,0.5111672683513839,0.09181092586420458,0.7946251577600179,-0.1982534163051236,0.9720744000265407,0.6475492616139845,0.08870167011951713,0.7423946099765245,-0.19825341630512372,0.8946676148927863,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8964597920587383,1.027126646577927,0.7769466029254017,-0.10771360188594503,0.8760541417780086,False,False,True
q0.50_k100_d0,ladder,0.5,100,0,EWall,,51.11672683513839,0.5111672683513839,0.10555643173687423,0.9173410466747363,-0.21956612921283292,1.0283492537984558,0.8342026023109853,0.10910196050589627,0.9143479291881611,-0.21956612921283314,0.9256654654987344,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8964597920587383,1.027126646577927,0.7769466029254017,-0.10771360188594503,0.8760541417780086,False,False,True
q0.50_k100_d1,ladder,0.5,100,1,CAND5,5.0,50.383874849578824,0.5038387484957882,0.06825245394274093,0.43275059562800317,-0.32276254969933893,0.17375810413354964,0.6482356514098255,0.10603043460858008,0.5848527007414959,-0.2929871669815085,0.1432500037380974,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8832435516816729,0.9462065232401174,0.8259640300546186,-0.10361766763904712,0.8471550282221456,False,False,True
q0.50_k100_d1,ladder,0.5,100,1,CAND10,10.0,50.383874849578824,0.5038387484957882,0.11070210980188122,0.7446153302395028,-0.24878444136338917,0.7456392642481946,0.7490766124577102,0.11606088567170936,0.7458059757081639,-0.2487844413633895,0.746881529332,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8832435516816729,0.9462065232401174,0.8259640300546186,-0.10361766763904712,0.8471550282221456,False,False,True
q0.50_k100_d1,ladder,0.5,100,1,CAND15,15.0,50.383874849578824,0.5038387484957882,0.10282804191951866,0.7692244761191165,-0.22112341907590616,0.7705680824727286,0.7723549463150537,0.10576751794642236,0.7646589682304237,-0.22112341907590616,0.7798404506813555,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8832435516816729,0.9462065232401174,0.8259640300546186,-0.10361766763904712,0.8471550282221456,False,False,True
q0.50_k100_d1,ladder,0.5,100,1,CAND20,20.0,50.383874849578824,0.5038387484957882,0.09819085853401432,0.7864538774628947,-0.21738464844623417,0.8201403080738057,0.760853786152261,0.10066996055460464,0.7836380099299046,-0.2173846484462333,0.7929273176797517,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8832435516816729,0.9462065232401174,0.8259640300546186,-0.10361766763904712,0.8471550282221456,False,False,True
q0.50_k100_d1,ladder,0.5,100,1,CAND30,30.0,50.383874849578824,0.5038387484957882,0.08702812600483156,0.7782234276639909,-0.1813529345578666,0.8681548737574146,0.7008981201496578,0.08572661257695668,0.7518105659763974,-0.18135293455786672,0.8249709085353043,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8832435516816729,0.9462065232401174,0.8259640300546186,-0.10361766763904712,0.8471550282221456,False,False,True
q0.50_k100_d1,ladder,0.5,100,1,EWall,,50.383874849578824,0.5038387484957882,0.08118690345468349,0.7267477902843055,-0.29441261187735757,0.9284183594790932,0.5704073102692991,0.07284256386342913,0.6396916971150346,-0.29441261187735734,0.8871842039558918,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8832435516816729,0.9462065232401174,0.8259640300546186,-0.10361766763904712,0.8471550282221456,False,False,True
q0.50_k100_d2,ladder,0.5,100,2,CAND5,5.0,50.63778580024067,0.5063778580024068,0.0969281337519996,0.5718505802045944,-0.23744999494347696,0.7421164742948708,0.43417221272709633,0.08913101894445252,0.5199501151419115,-0.23744999494347696,0.6709127808161537,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9096565221074292,1.0818777077996864,0.7430875550350754,-0.11492664856675017,0.8562089592171238,False,False,True
q0.50_k100_d2,ladder,0.5,100,2,CAND10,10.0,50.63778580024067,0.5063778580024068,0.09176765831387734,0.6486177761490025,-0.2385561152363177,0.8377896442351274,0.48563101550788096,0.08138295157745001,0.5696647994778368,-0.23855611523631748,0.7941249523950034,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9096565221074292,1.0818777077996864,0.7430875550350754,-0.11492664856675017,0.8562089592171238,False,False,True
q0.50_k100_d2,ladder,0.5,100,2,CAND15,15.0,50.63778580024067,0.5063778580024068,0.08922056219599006,0.6953038342196234,-0.20438513730478747,0.9464498471677896,0.4743471528822448,0.07373075826669084,0.5749310228777197,-0.20438513730478758,0.912000319523429,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9096565221074292,1.0818777077996864,0.7430875550350754,-0.11492664856675017,0.8562089592171238,False,False,True
q0.50_k100_d2,ladder,0.5,100,2,CAND20,20.0,50.63778580024067,0.5063778580024068,0.08274458482163549,0.685453043574832,-0.1988366977328776,0.9582685172223652,0.4402362573387931,0.06846562089573416,0.5682602081601372,-0.19883669773287804,0.8933716473068001,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9096565221074292,1.0818777077996864,0.7430875550350754,-0.11492664856675017,0.8562089592171238,False,False,True
q0.50_k100_d2,ladder,0.5,100,2,CAND30,30.0,50.63778580024067,0.5063778580024068,0.08867398593605147,0.7958599055147428,-0.18836809591825776,1.0889173969725423,0.5247428725264877,0.07970967393199624,0.7133172381273464,-0.18836809591825754,0.9366227881873316,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9096565221074292,1.0818777077996864,0.7430875550350754,-0.11492664856675017,0.8562089592171238,False,False,True
