window,W,panel,anchor,ladder,chooser,keying,rung,L,f,clamped,obs_rung,P_pick,RESOLVED
WFULL,2007,B136,A,CADENCE,CH_ISDD,FRAC,f0.01,20,0.009965122072745391,False,D,0.19,False
WFULL,2007,B136,A,CADENCE,CH_ISDD,FRAC,f0.02,40,0.019930244145490782,False,D,0.325,False
WFULL,2007,B136,A,CADENCE,CH_ISDD,FRAC,f0.04,80,0.039860488290981565,False,D,0.467,False
WFULL,2007,B136,A,CADENCE,CH_ISDD,FRAC,f0.08,161,0.0802192326856004,False,D,0.599,False
WFULL,2007,B136,A,CADENCE,CH_ISDD,FRAC,f0.15,301,0.14997508719481814,False,D,0.704,False
WFULL,2007,B136,A,CADENCE,CH_ISDD,FRAC,f0.3,602,0.2999501743896363,False,D,0.819,False
WFULL,2007,B136,A,CADENCE,CH_ISDD,FRAC,f0.6,1204,0.5999003487792726,False,D,0.938,True
WFULL,2007,B136,A,CADENCE,CH_ISDD,FRAC,f1,2007,1.0,False,D,1.0,True
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,1,1,0.0004982561036372695,False,5,0.444,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,2,2,0.000996512207274539,False,5,0.455,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,5,5,0.002491280518186348,False,5,0.432,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,10,10,0.004982561036372696,False,5,0.449,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,21,21,0.01046337817638266,False,5,0.474,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,42,42,0.02092675635276532,False,5,0.441,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,63,63,0.03139013452914798,False,5,0.439,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,126,126,0.06278026905829596,False,5,0.428,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,252,252,0.12556053811659193,False,5,0.346,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,504,504,0.25112107623318386,False,5,0.344,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,1008,1008,0.5022421524663677,False,5,0.112,False
WFULL,2007,B136,B,N,CH_ISSHARPE,ABS,T,2007,1.0,False,5,1.0,True
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.0006,1,0.0004982561036372695,False,5,0.444,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.002,4,0.001993024414549078,False,5,0.412,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.005,10,0.004982561036372696,False,5,0.449,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.01,20,0.009965122072745391,False,5,0.514,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.02,40,0.019930244145490782,False,5,0.495,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.04,80,0.039860488290981565,False,5,0.434,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.08,161,0.0802192326856004,False,5,0.4,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.15,301,0.14997508719481814,False,5,0.341,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.3,602,0.2999501743896363,False,5,0.259,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f0.6,1204,0.5999003487792726,False,5,0.039,False
WFULL,2007,B136,B,N,CH_ISSHARPE,FRAC,f1,2007,1.0,False,5,1.0,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,1,1,0.0004982561036372695,False,5,0.875,False
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,2,2,0.000996512207274539,False,5,0.897,False
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,5,5,0.002491280518186348,False,5,0.921,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,10,10,0.004982561036372696,False,5,0.911,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,21,21,0.01046337817638266,False,5,0.931,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,42,42,0.02092675635276532,False,5,0.91,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,63,63,0.03139013452914798,False,5,0.916,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,126,126,0.06278026905829596,False,5,0.932,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,252,252,0.12556053811659193,False,5,0.941,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,504,504,0.25112107623318386,False,5,0.944,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,1008,1008,0.5022421524663677,False,5,1.0,True
WFULL,2007,B136,B,N,CH_ISCAGR,ABS,T,2007,1.0,False,5,1.0,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.0006,1,0.0004982561036372695,False,5,0.875,False
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.002,4,0.001993024414549078,False,5,0.907,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.005,10,0.004982561036372696,False,5,0.911,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.01,20,0.009965122072745391,False,5,0.921,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.02,40,0.019930244145490782,False,5,0.912,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.04,80,0.039860488290981565,False,5,0.914,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.08,161,0.0802192326856004,False,5,0.924,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.15,301,0.14997508719481814,False,5,0.936,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.3,602,0.2999501743896363,False,5,0.954,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f0.6,1204,0.5999003487792726,False,5,0.995,True
WFULL,2007,B136,B,N,CH_ISCAGR,FRAC,f1,2007,1.0,False,5,1.0,True
WFULL,2007,B136,B,N,CH_ISDD,ABS,1,1,0.0004982561036372695,False,40,0.388,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,2,2,0.000996512207274539,False,40,0.38,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,5,5,0.002491280518186348,False,40,0.447,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,10,10,0.004982561036372696,False,40,0.378,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,21,21,0.01046337817638266,False,40,0.372,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,42,42,0.02092675635276532,False,40,0.334,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,63,63,0.03139013452914798,False,40,0.299,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,126,126,0.06278026905829596,False,40,0.299,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,252,252,0.12556053811659193,False,40,0.348,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,504,504,0.25112107623318386,False,40,0.689,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,1008,1008,0.5022421524663677,False,40,0.839,False
WFULL,2007,B136,B,N,CH_ISDD,ABS,T,2007,1.0,False,40,1.0,True
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.0006,1,0.0004982561036372695,False,40,0.388,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.002,4,0.001993024414549078,False,40,0.419,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.005,10,0.004982561036372696,False,40,0.378,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.01,20,0.009965122072745391,False,40,0.368,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.02,40,0.019930244145490782,False,40,0.385,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.04,80,0.039860488290981565,False,40,0.29,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.08,161,0.0802192326856004,False,40,0.3,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.15,301,0.14997508719481814,False,40,0.401,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.3,602,0.2999501743896363,False,40,0.716,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f0.6,1204,0.5999003487792726,False,40,0.858,False
WFULL,2007,B136,B,N,CH_ISDD,FRAC,f1,2007,1.0,False,40,1.0,True
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,1,1,0.0004982561036372695,False,63,0.532,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,2,2,0.000996512207274539,False,63,0.509,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,5,5,0.002491280518186348,False,63,0.536,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,10,10,0.004982561036372696,False,63,0.539,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,21,21,0.01046337817638266,False,63,0.52,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,42,42,0.02092675635276532,False,63,0.558,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,63,63,0.03139013452914798,False,63,0.59,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,126,126,0.06278026905829596,False,63,0.599,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,252,252,0.12556053811659193,False,63,0.465,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,504,504,0.25112107623318386,False,63,0.277,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,1008,1008,0.5022421524663677,False,63,0.026,False
WFULL,2007,B136,B,H,CH_ISSHARPE,ABS,T,2007,1.0,False,63,1.0,True
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.0006,1,0.0004982561036372695,False,63,0.532,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.002,4,0.001993024414549078,False,63,0.486,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.005,10,0.004982561036372696,False,63,0.539,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.01,20,0.009965122072745391,False,63,0.52,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.02,40,0.019930244145490782,False,63,0.572,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.04,80,0.039860488290981565,False,63,0.619,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.08,161,0.0802192326856004,False,63,0.565,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.15,301,0.14997508719481814,False,63,0.391,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.3,602,0.2999501743896363,False,63,0.252,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f0.6,1204,0.5999003487792726,False,63,0.048,False
WFULL,2007,B136,B,H,CH_ISSHARPE,FRAC,f1,2007,1.0,False,63,1.0,True
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,1,1,0.0004982561036372695,False,21,0.495,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,2,2,0.000996512207274539,False,21,0.497,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,5,5,0.002491280518186348,False,21,0.492,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,10,10,0.004982561036372696,False,21,0.487,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,21,21,0.01046337817638266,False,21,0.485,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,42,42,0.02092675635276532,False,21,0.485,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,63,63,0.03139013452914798,False,21,0.467,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,126,126,0.06278026905829596,False,21,0.431,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,252,252,0.12556053811659193,False,21,0.533,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,504,504,0.25112107623318386,False,21,0.721,False
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,1008,1008,0.5022421524663677,False,21,0.997,True
WFULL,2007,B136,B,H,CH_ISCAGR,ABS,T,2007,1.0,False,21,1.0,True
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.0006,1,0.0004982561036372695,False,21,0.495,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.002,4,0.001993024414549078,False,21,0.484,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.005,10,0.004982561036372696,False,21,0.487,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.01,20,0.009965122072745391,False,21,0.465,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.02,40,0.019930244145490782,False,21,0.468,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.04,80,0.039860488290981565,False,21,0.442,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.08,161,0.0802192326856004,False,21,0.473,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.15,301,0.14997508719481814,False,21,0.606,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.3,602,0.2999501743896363,False,21,0.742,False
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f0.6,1204,0.5999003487792726,False,21,0.918,True
WFULL,2007,B136,B,H,CH_ISCAGR,FRAC,f1,2007,1.0,False,21,1.0,True
WFULL,2007,B136,B,H,CH_ISDD,ABS,1,1,0.0004982561036372695,False,63,0.368,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,2,2,0.000996512207274539,False,63,0.351,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,5,5,0.002491280518186348,False,63,0.412,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,10,10,0.004982561036372696,False,63,0.442,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,21,21,0.01046337817638266,False,63,0.5,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,42,42,0.02092675635276532,False,63,0.544,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,63,63,0.03139013452914798,False,63,0.599,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,126,126,0.06278026905829596,False,63,0.726,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,252,252,0.12556053811659193,False,63,0.845,False
WFULL,2007,B136,B,H,CH_ISDD,ABS,504,504,0.25112107623318386,False,63,0.907,True
WFULL,2007,B136,B,H,CH_ISDD,ABS,1008,1008,0.5022421524663677,False,63,0.956,True
WFULL,2007,B136,B,H,CH_ISDD,ABS,T,2007,1.0,False,63,1.0,True
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.0006,1,0.0004982561036372695,False,63,0.368,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.002,4,0.001993024414549078,False,63,0.372,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.005,10,0.004982561036372696,False,63,0.442,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.01,20,0.009965122072745391,False,63,0.447,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.02,40,0.019930244145490782,False,63,0.577,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.04,80,0.039860488290981565,False,63,0.647,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.08,161,0.0802192326856004,False,63,0.783,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.15,301,0.14997508719481814,False,63,0.853,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.3,602,0.2999501743896363,False,63,0.885,False
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f0.6,1204,0.5999003487792726,False,63,0.987,True
WFULL,2007,B136,B,H,CH_ISDD,FRAC,f1,2007,1.0,False,63,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,1,1,0.0004982561036372695,False,0.75,0.878,False
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,2,2,0.000996512207274539,False,0.75,0.901,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,5,5,0.002491280518186348,False,0.75,0.912,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,10,10,0.004982561036372696,False,0.75,0.955,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,21,21,0.01046337817638266,False,0.75,0.961,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,42,42,0.02092675635276532,False,0.75,0.979,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,63,63,0.03139013452914798,False,0.75,0.987,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,126,126,0.06278026905829596,False,0.75,0.994,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,252,252,0.12556053811659193,False,0.75,0.999,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,504,504,0.25112107623318386,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,1008,1008,0.5022421524663677,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,ABS,T,2007,1.0,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.0006,1,0.0004982561036372695,False,0.75,0.878,False
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.002,4,0.001993024414549078,False,0.75,0.929,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.005,10,0.004982561036372696,False,0.75,0.955,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.01,20,0.009965122072745391,False,0.75,0.953,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.02,40,0.019930244145490782,False,0.75,0.981,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.04,80,0.039860488290981565,False,0.75,0.992,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.08,161,0.0802192326856004,False,0.75,0.995,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.15,301,0.14997508719481814,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.3,602,0.2999501743896363,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f0.6,1204,0.5999003487792726,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISSHARPE,FRAC,f1,2007,1.0,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,1,1,0.0004982561036372695,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,2,2,0.000996512207274539,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,5,5,0.002491280518186348,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,10,10,0.004982561036372696,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,21,21,0.01046337817638266,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,42,42,0.02092675635276532,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,63,63,0.03139013452914798,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,126,126,0.06278026905829596,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,252,252,0.12556053811659193,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,504,504,0.25112107623318386,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,1008,1008,0.5022421524663677,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,ABS,T,2007,1.0,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.0006,1,0.0004982561036372695,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.002,4,0.001993024414549078,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.005,10,0.004982561036372696,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.01,20,0.009965122072745391,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.02,40,0.019930244145490782,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.04,80,0.039860488290981565,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.08,161,0.0802192326856004,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.15,301,0.14997508719481814,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.3,602,0.2999501743896363,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f0.6,1204,0.5999003487792726,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISCAGR,FRAC,f1,2007,1.0,False,0.75,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,1,1,0.0004982561036372695,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,2,2,0.000996512207274539,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,5,5,0.002491280518186348,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,10,10,0.004982561036372696,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,21,21,0.01046337817638266,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,42,42,0.02092675635276532,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,63,63,0.03139013452914798,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,126,126,0.06278026905829596,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,252,252,0.12556053811659193,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,504,504,0.25112107623318386,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,1008,1008,0.5022421524663677,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,ABS,T,2007,1.0,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.0006,1,0.0004982561036372695,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.002,4,0.001993024414549078,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.005,10,0.004982561036372696,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.01,20,0.009965122072745391,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.02,40,0.019930244145490782,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.04,80,0.039860488290981565,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.08,161,0.0802192326856004,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.15,301,0.14997508719481814,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.3,602,0.2999501743896363,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f0.6,1204,0.5999003487792726,False,0.3,1.0,True
WFULL,2007,B136,B,GROSS,CH_ISDD,FRAC,f1,2007,1.0,False,0.3,1.0,True
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,1,1,0.0004982561036372695,False,D,0.382,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,2,2,0.000996512207274539,False,D,0.388,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,5,5,0.002491280518186348,False,D,0.329,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,10,10,0.004982561036372696,False,D,0.364,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,21,21,0.01046337817638266,False,D,0.358,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,42,42,0.02092675635276532,False,D,0.308,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,63,63,0.03139013452914798,False,D,0.302,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,126,126,0.06278026905829596,False,D,0.264,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,252,252,0.12556053811659193,False,D,0.259,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,504,504,0.25112107623318386,False,D,0.158,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,1008,1008,0.5022421524663677,False,D,0.101,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,ABS,T,2007,1.0,False,D,1.0,True
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.0006,1,0.0004982561036372695,False,D,0.382,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.002,4,0.001993024414549078,False,D,0.377,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.005,10,0.004982561036372696,False,D,0.364,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.01,20,0.009965122072745391,False,D,0.357,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.02,40,0.019930244145490782,False,D,0.333,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.04,80,0.039860488290981565,False,D,0.317,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.08,161,0.0802192326856004,False,D,0.268,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.15,301,0.14997508719481814,False,D,0.264,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.3,602,0.2999501743896363,False,D,0.108,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f0.6,1204,0.5999003487792726,False,D,0.055,False
WFULL,2007,B136,B,CADENCE,CH_ISSHARPE,FRAC,f1,2007,1.0,False,D,1.0,True
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,1,1,0.0004982561036372695,False,D,0.369,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,2,2,0.000996512207274539,False,D,0.415,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,5,5,0.002491280518186348,False,D,0.397,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,10,10,0.004982561036372696,False,D,0.383,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,21,21,0.01046337817638266,False,D,0.365,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,42,42,0.02092675635276532,False,D,0.338,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,63,63,0.03139013452914798,False,D,0.32,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,126,126,0.06278026905829596,False,D,0.278,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,252,252,0.12556053811659193,False,D,0.288,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,504,504,0.25112107623318386,False,D,0.166,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,1008,1008,0.5022421524663677,False,D,0.143,False
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,ABS,T,2007,1.0,False,D,1.0,True
WFULL,2007,B136,B,CADENCE,CH_ISCAGR,FRAC,f0.0006,1,0.0004982561036372695,False,D,0.369,False
