panel,fold,SET,DELTA,HFORM,call,named,V,widest,sp_DEG,sp_N,sp_GROSS
B136,2022,NG,0.1,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,
B136,2022,NG,0.1,H_NARROWEST,TIE,,1.8098100258639844,N,,0.12373942543072647,
B136,2022,NG,0.1,H_ANY,TIE,,,N,,0.12373942543072647,
B136,2022,NG,0.3,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,
B136,2022,NG,0.3,H_NARROWEST,TIE,,1.8098100258639844,N,,0.12373942543072647,
B136,2022,NG,0.3,H_ANY,TIE,,,N,,0.12373942543072647,
B136,2022,NG,1.0,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,
B136,2022,NG,1.0,H_NARROWEST,TIE,,1.8098100258639844,N,,0.12373942543072647,
B136,2022,NG,1.0,H_ANY,TIE,,,N,,0.12373942543072647,
B136,2022,NG_D,0.0,H_RUNNERUP,TIE,,1.593285676494441,N,0.0,0.12373942543072647,
B136,2022,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.12373942543072647,
B136,2022,NG_D,0.0,H_ANY,W,N,,N,0.0,0.12373942543072647,
B136,2022,NG_D,0.01,H_RUNNERUP,TIE,,1.593285676494441,N,0.0012552936522096658,0.12373942543072647,
B136,2022,NG_D,0.01,H_NARROWEST,W,N,98.57408679866315,N,0.0012552936522096658,0.12373942543072647,
B136,2022,NG_D,0.01,H_ANY,W,N,,N,0.0012552936522096658,0.12373942543072647,
B136,2022,NG_D,0.03,H_RUNNERUP,TIE,,1.593285676494441,N,0.0037723855796683026,0.12373942543072647,
B136,2022,NG_D,0.03,H_NARROWEST,W,N,32.801372716944435,N,0.0037723855796683026,0.12373942543072647,
B136,2022,NG_D,0.03,H_ANY,W,N,,N,0.0037723855796683026,0.12373942543072647,
B136,2022,NG_D,0.1,H_RUNNERUP,TIE,,1.593285676494441,N,0.012508647757539348,0.12373942543072647,
B136,2022,NG_D,0.1,H_NARROWEST,W,N,9.892310330358843,N,0.012508647757539348,0.12373942543072647,
B136,2022,NG_D,0.1,H_ANY,W,N,,N,0.012508647757539348,0.12373942543072647,
B136,2022,NG_D,0.3,H_RUNNERUP,TIE,,1.593285676494441,N,0.03673012775912654,0.12373942543072647,
B136,2022,NG_D,0.3,H_NARROWEST,W,N,3.3688808882506605,N,0.03673012775912654,0.12373942543072647,
B136,2022,NG_D,0.3,H_ANY,W,N,,N,0.03673012775912654,0.12373942543072647,
B136,2022,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.12373942543072647,0.12373942543072647,
B136,2022,NG_D,1.0,H_NARROWEST,TIE,,1.8098100258639844,N,0.12373942543072647,0.12373942543072647,
B136,2022,NG_D,1.0,H_ANY,W,N,,N,0.12373942543072647,0.12373942543072647,
B136,2022,ALL4,0.0,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.0,H_NARROWEST,W,N,66.56397914925816,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.0,H_ANY,W,N,,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.01,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.01,H_NARROWEST,W,N,66.56397914925816,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.01,H_ANY,W,N,,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.03,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.03,H_NARROWEST,W,N,66.56397914925816,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.03,H_ANY,W,N,,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.1,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.1,H_NARROWEST,W,N,66.56397914925816,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.1,H_ANY,W,N,,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.3,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.3,H_NARROWEST,W,N,66.56397914925816,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,0.3,H_ANY,W,N,,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,1.0,H_RUNNERUP,TIE,,1.593285676494441,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,1.0,H_NARROWEST,W,N,66.56397914925816,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4,1.0,H_ANY,W,N,,N,,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.0,H_RUNNERUP,TIE,,1.593285676494441,N,0.0,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.01,H_RUNNERUP,TIE,,1.593285676494441,N,0.0012552936522096658,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.01,H_NARROWEST,W,N,98.57408679866315,N,0.0012552936522096658,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.01,H_ANY,W,N,,N,0.0012552936522096658,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.03,H_RUNNERUP,TIE,,1.593285676494441,N,0.0037723855796683026,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.03,H_NARROWEST,W,N,66.56397914925816,N,0.0037723855796683026,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.03,H_ANY,W,N,,N,0.0037723855796683026,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.1,H_RUNNERUP,TIE,,1.593285676494441,N,0.012508647757539348,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.1,H_NARROWEST,W,N,66.56397914925816,N,0.012508647757539348,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.1,H_ANY,W,N,,N,0.012508647757539348,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.3,H_RUNNERUP,TIE,,1.593285676494441,N,0.03673012775912654,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.3,H_NARROWEST,W,N,66.56397914925816,N,0.03673012775912654,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,0.3,H_ANY,W,N,,N,0.03673012775912654,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.12373942543072647,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,1.0,H_NARROWEST,W,N,66.56397914925816,N,0.12373942543072647,0.12373942543072647,0.002257304767500301
B136,2022,ALL4_D,1.0,H_ANY,W,N,,N,0.12373942543072647,0.12373942543072647,0.002257304767500301
B136,2023,NG,0.0,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,
B136,2023,NG,0.0,H_NARROWEST,TIE,,3.3508338552291943,N,,0.09351327180821467,
B136,2023,NG,0.0,H_ANY,TIE,,,N,,0.09351327180821467,
B136,2023,NG,0.01,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,
B136,2023,NG,0.01,H_NARROWEST,TIE,,3.3508338552291943,N,,0.09351327180821467,
B136,2023,NG,0.01,H_ANY,TIE,,,N,,0.09351327180821467,
B136,2023,NG,0.03,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,
B136,2023,NG,0.03,H_NARROWEST,TIE,,3.3508338552291943,N,,0.09351327180821467,
B136,2023,NG,0.03,H_ANY,TIE,,,N,,0.09351327180821467,
B136,2023,NG,0.1,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,
B136,2023,NG,0.1,H_NARROWEST,TIE,,3.3508338552291943,N,,0.09351327180821467,
B136,2023,NG,0.1,H_ANY,TIE,,,N,,0.09351327180821467,
B136,2023,NG,0.3,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,
B136,2023,NG,0.3,H_NARROWEST,TIE,,3.3508338552291943,N,,0.09351327180821467,
B136,2023,NG,0.3,H_ANY,TIE,,,N,,0.09351327180821467,
B136,2023,NG,1.0,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,
B136,2023,NG,1.0,H_NARROWEST,TIE,,3.3508338552291943,N,,0.09351327180821467,
B136,2023,NG,1.0,H_ANY,TIE,,,N,,0.09351327180821467,
B136,2023,NG_D,0.0,H_RUNNERUP,TIE,,1.192064436976747,N,0.0,0.09351327180821467,
B136,2023,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.09351327180821467,
B136,2023,NG_D,0.0,H_ANY,W,N,,N,0.0,0.09351327180821467,
B136,2023,NG_D,0.01,H_RUNNERUP,TIE,,1.192064436976747,N,0.0007162798841180429,0.09351327180821467,
B136,2023,NG_D,0.01,H_NARROWEST,W,N,130.5540946795648,N,0.0007162798841180429,0.09351327180821467,
B136,2023,NG_D,0.01,H_ANY,W,N,,N,0.0007162798841180429,0.09351327180821467,
B136,2023,NG_D,0.03,H_RUNNERUP,TIE,,1.192064436976747,N,0.00202348068005076,0.09351327180821467,
B136,2023,NG_D,0.03,H_NARROWEST,W,N,46.21406704306604,N,0.00202348068005076,0.09351327180821467,
B136,2023,NG_D,0.03,H_ANY,W,N,,N,0.00202348068005076,0.09351327180821467,
B136,2023,NG_D,0.1,H_RUNNERUP,TIE,,1.192064436976747,N,0.006534281777667017,0.09351327180821467,
B136,2023,NG_D,0.1,H_NARROWEST,W,N,14.311178334522697,N,0.006534281777667017,0.09351327180821467,
B136,2023,NG_D,0.1,H_ANY,W,N,,N,0.006534281777667017,0.09351327180821467,
B136,2023,NG_D,0.3,H_RUNNERUP,TIE,,1.192064436976747,N,0.018882032990373943,0.09351327180821467,
B136,2023,NG_D,0.3,H_NARROWEST,W,N,4.9525001813039795,N,0.018882032990373943,0.09351327180821467,
B136,2023,NG_D,0.3,H_ANY,W,N,,N,0.018882032990373943,0.09351327180821467,
B136,2023,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.09351327180821467,0.09351327180821467,
B136,2023,NG_D,1.0,H_NARROWEST,TIE,,3.3508338552291943,N,0.09351327180821467,0.09351327180821467,
B136,2023,NG_D,1.0,H_ANY,W,N,,N,0.09351327180821467,0.09351327180821467,
B136,2023,ALL4,0.0,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.0,H_NARROWEST,W,N,48.82323066641849,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.0,H_ANY,W,N,,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.01,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.01,H_NARROWEST,W,N,48.82323066641849,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.01,H_ANY,W,N,,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.03,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.03,H_NARROWEST,W,N,48.82323066641849,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.03,H_ANY,W,N,,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.1,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.1,H_NARROWEST,W,N,48.82323066641849,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.1,H_ANY,W,N,,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.3,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.3,H_NARROWEST,W,N,48.82323066641849,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,0.3,H_ANY,W,N,,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,1.0,H_RUNNERUP,TIE,,1.192064436976747,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,1.0,H_NARROWEST,W,N,48.82323066641849,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4,1.0,H_ANY,W,N,,N,,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.0,H_RUNNERUP,TIE,,1.192064436976747,N,0.0,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.01,H_RUNNERUP,TIE,,1.192064436976747,N,0.0007162798841180429,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.01,H_NARROWEST,W,N,130.5540946795648,N,0.0007162798841180429,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.01,H_ANY,W,N,,N,0.0007162798841180429,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.03,H_RUNNERUP,TIE,,1.192064436976747,N,0.00202348068005076,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.03,H_NARROWEST,W,N,48.82323066641849,N,0.00202348068005076,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.03,H_ANY,W,N,,N,0.00202348068005076,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.1,H_RUNNERUP,TIE,,1.192064436976747,N,0.006534281777667017,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.1,H_NARROWEST,W,N,48.82323066641849,N,0.006534281777667017,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.1,H_ANY,W,N,,N,0.006534281777667017,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.3,H_RUNNERUP,TIE,,1.192064436976747,N,0.018882032990373943,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.3,H_NARROWEST,W,N,48.82323066641849,N,0.018882032990373943,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,0.3,H_ANY,W,N,,N,0.018882032990373943,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.09351327180821467,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,1.0,H_NARROWEST,W,N,48.82323066641849,N,0.09351327180821467,0.09351327180821467,0.002325777250784533
B136,2023,ALL4_D,1.0,H_ANY,W,N,,N,0.09351327180821467,0.09351327180821467,0.002325777250784533
B136,2024,NG,0.0,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,
B136,2024,NG,0.0,H_NARROWEST,TIE,,2.131611095745787,N,,0.12858113299297802,
B136,2024,NG,0.0,H_ANY,TIE,,,N,,0.12858113299297802,
B136,2024,NG,0.01,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,
B136,2024,NG,0.01,H_NARROWEST,TIE,,2.131611095745787,N,,0.12858113299297802,
B136,2024,NG,0.01,H_ANY,TIE,,,N,,0.12858113299297802,
B136,2024,NG,0.03,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,
B136,2024,NG,0.03,H_NARROWEST,TIE,,2.131611095745787,N,,0.12858113299297802,
B136,2024,NG,0.03,H_ANY,TIE,,,N,,0.12858113299297802,
B136,2024,NG,0.1,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,
B136,2024,NG,0.1,H_NARROWEST,TIE,,2.131611095745787,N,,0.12858113299297802,
B136,2024,NG,0.1,H_ANY,TIE,,,N,,0.12858113299297802,
B136,2024,NG,0.3,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,
B136,2024,NG,0.3,H_NARROWEST,TIE,,2.131611095745787,N,,0.12858113299297802,
B136,2024,NG,0.3,H_ANY,TIE,,,N,,0.12858113299297802,
B136,2024,NG,1.0,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,
B136,2024,NG,1.0,H_NARROWEST,TIE,,2.131611095745787,N,,0.12858113299297802,
B136,2024,NG,1.0,H_ANY,TIE,,,N,,0.12858113299297802,
B136,2024,NG_D,0.0,H_RUNNERUP,TIE,,2.2477147273320304,N,0.0,0.12858113299297802,
B136,2024,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.12858113299297802,
B136,2024,NG_D,0.0,H_ANY,W,N,,N,0.0,0.12858113299297802,
B136,2024,NG_D,0.01,H_RUNNERUP,TIE,,2.2477147273320304,N,0.000717682258124297,0.12858113299297802,
B136,2024,NG_D,0.01,H_NARROWEST,W,N,179.16164366252005,N,0.000717682258124297,0.12858113299297802,
B136,2024,NG_D,0.01,H_ANY,W,N,,N,0.000717682258124297,0.12858113299297802,
B136,2024,NG_D,0.03,H_RUNNERUP,TIE,,2.2477147273320304,N,0.002073958519995811,0.12858113299297802,
B136,2024,NG_D,0.03,H_NARROWEST,W,N,61.99792896206898,N,0.002073958519995811,0.12858113299297802,
B136,2024,NG_D,0.03,H_ANY,W,N,,N,0.002073958519995811,0.12858113299297802,
B136,2024,NG_D,0.1,H_RUNNERUP,TIE,,2.2477147273320304,N,0.006337046948950764,0.12858113299297802,
B136,2024,NG_D,0.1,H_NARROWEST,W,N,20.29038667833563,N,0.006337046948950764,0.12858113299297802,
B136,2024,NG_D,0.1,H_ANY,W,N,,N,0.006337046948950764,0.12858113299297802,
B136,2024,NG_D,0.3,H_RUNNERUP,TIE,,2.2477147273320304,N,0.022270086919735865,0.12858113299297802,
B136,2024,NG_D,0.3,H_NARROWEST,W,N,5.773714914378209,N,0.022270086919735865,0.12858113299297802,
B136,2024,NG_D,0.3,H_ANY,W,N,,N,0.022270086919735865,0.12858113299297802,
B136,2024,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.12858113299297802,0.12858113299297802,
B136,2024,NG_D,1.0,H_NARROWEST,TIE,,2.131611095745787,N,0.12858113299297802,0.12858113299297802,
B136,2024,NG_D,1.0,H_ANY,W,N,,N,0.12858113299297802,0.12858113299297802,
B136,2024,ALL4,0.0,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.0,H_NARROWEST,W,N,69.66627810649871,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.0,H_ANY,W,N,,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.01,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.01,H_NARROWEST,W,N,69.66627810649871,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.01,H_ANY,W,N,,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.03,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.03,H_NARROWEST,W,N,69.66627810649871,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.03,H_ANY,W,N,,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.1,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.1,H_NARROWEST,W,N,69.66627810649871,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.1,H_ANY,W,N,,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.3,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.3,H_NARROWEST,W,N,69.66627810649871,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,0.3,H_ANY,W,N,,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,1.0,H_RUNNERUP,TIE,,2.2477147273320304,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,1.0,H_NARROWEST,W,N,69.66627810649871,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4,1.0,H_ANY,W,N,,N,,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.0,H_RUNNERUP,TIE,,2.2477147273320304,N,0.0,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.01,H_RUNNERUP,TIE,,2.2477147273320304,N,0.000717682258124297,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.01,H_NARROWEST,W,N,179.16164366252005,N,0.000717682258124297,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.01,H_ANY,W,N,,N,0.000717682258124297,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.03,H_RUNNERUP,TIE,,2.2477147273320304,N,0.002073958519995811,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.03,H_NARROWEST,W,N,69.66627810649871,N,0.002073958519995811,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.03,H_ANY,W,N,,N,0.002073958519995811,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.1,H_RUNNERUP,TIE,,2.2477147273320304,N,0.006337046948950764,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.1,H_NARROWEST,W,N,69.66627810649871,N,0.006337046948950764,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.1,H_ANY,W,N,,N,0.006337046948950764,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.3,H_RUNNERUP,TIE,,2.2477147273320304,N,0.022270086919735865,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.3,H_NARROWEST,W,N,69.66627810649871,N,0.022270086919735865,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,0.3,H_ANY,W,N,,N,0.022270086919735865,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.12858113299297802,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,1.0,H_NARROWEST,W,N,69.66627810649871,N,0.12858113299297802,0.12858113299297802,0.0022411762869070095
B136,2024,ALL4_D,1.0,H_ANY,W,N,,N,0.12858113299297802,0.12858113299297802,0.0022411762869070095
B136,2025,NG,0.0,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,
B136,2025,NG,0.0,H_NARROWEST,TIE,,1.5396190927798077,N,,0.07342118885525473,
B136,2025,NG,0.0,H_ANY,TIE,,,N,,0.07342118885525473,
B136,2025,NG,0.01,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,
B136,2025,NG,0.01,H_NARROWEST,TIE,,1.5396190927798077,N,,0.07342118885525473,
B136,2025,NG,0.01,H_ANY,TIE,,,N,,0.07342118885525473,
B136,2025,NG,0.03,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,
B136,2025,NG,0.03,H_NARROWEST,TIE,,1.5396190927798077,N,,0.07342118885525473,
B136,2025,NG,0.03,H_ANY,TIE,,,N,,0.07342118885525473,
B136,2025,NG,0.1,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,
B136,2025,NG,0.1,H_NARROWEST,TIE,,1.5396190927798077,N,,0.07342118885525473,
B136,2025,NG,0.1,H_ANY,TIE,,,N,,0.07342118885525473,
B136,2025,NG,0.3,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,
B136,2025,NG,0.3,H_NARROWEST,TIE,,1.5396190927798077,N,,0.07342118885525473,
B136,2025,NG,0.3,H_ANY,TIE,,,N,,0.07342118885525473,
B136,2025,NG,1.0,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,
B136,2025,NG,1.0,H_NARROWEST,TIE,,1.5396190927798077,N,,0.07342118885525473,
B136,2025,NG,1.0,H_ANY,TIE,,,N,,0.07342118885525473,
B136,2025,NG_D,0.0,H_RUNNERUP,TIE,,1.533606926719876,N,0.0,0.07342118885525473,
B136,2025,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.07342118885525473,
B136,2025,NG_D,0.0,H_ANY,W,N,,N,0.0,0.07342118885525473,
B136,2025,NG_D,0.01,H_RUNNERUP,TIE,,1.533606926719876,N,0.0008456401607332964,0.07342118885525473,
B136,2025,NG_D,0.01,H_NARROWEST,W,N,86.82320479148908,N,0.0008456401607332964,0.07342118885525473,
B136,2025,NG_D,0.01,H_ANY,W,N,,N,0.0008456401607332964,0.07342118885525473,
B136,2025,NG_D,0.03,H_RUNNERUP,TIE,,1.533606926719876,N,0.0023655650618039648,0.07342118885525473,
B136,2025,NG_D,0.03,H_NARROWEST,W,N,31.037484464394396,N,0.0023655650618039648,0.07342118885525473,
B136,2025,NG_D,0.03,H_ANY,W,N,,N,0.0023655650618039648,0.07342118885525473,
B136,2025,NG_D,0.1,H_RUNNERUP,TIE,,1.533606926719876,N,0.0064533350503879205,0.07342118885525473,
B136,2025,NG_D,0.1,H_NARROWEST,W,N,11.377247311967981,N,0.0064533350503879205,0.07342118885525473,
B136,2025,NG_D,0.1,H_ANY,W,N,,N,0.0064533350503879205,0.07342118885525473,
B136,2025,NG_D,0.3,H_RUNNERUP,TIE,,1.533606926719876,N,0.01429908552728043,0.07342118885525473,
B136,2025,NG_D,0.3,H_NARROWEST,W,N,5.134677229196127,N,0.01429908552728043,0.07342118885525473,
B136,2025,NG_D,0.3,H_ANY,W,N,,N,0.01429908552728043,0.07342118885525473,
B136,2025,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.07342118885525473,0.07342118885525473,
B136,2025,NG_D,1.0,H_NARROWEST,TIE,,1.5396190927798077,N,0.07342118885525473,0.07342118885525473,
B136,2025,NG_D,1.0,H_ANY,W,N,,N,0.07342118885525473,0.07342118885525473,
B136,2025,ALL4,0.0,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.0,H_NARROWEST,W,N,50.76531859249348,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.0,H_ANY,W,N,,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.01,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.01,H_NARROWEST,W,N,50.76531859249348,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.01,H_ANY,W,N,,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.03,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.03,H_NARROWEST,W,N,50.76531859249348,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.03,H_ANY,W,N,,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.1,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.1,H_NARROWEST,W,N,50.76531859249348,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.1,H_ANY,W,N,,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.3,H_RUNNERUP,TIE,,1.533606926719876,N,,0.07342118885525473,0.0017562068872734038
B136,2025,ALL4,0.3,H_NARROWEST,W,N,50.76531859249348,N,,0.07342118885525473,0.0017562068872734038
