panel,char,flavour,level,seed,K,n_from_B,n_from_S,cvol,mrho
cvol~POOL~L0.472186~2~k28,cvol,POOL,0.472186,2,28,3,25,0.46580719372074403,0.23058213773298633
cvol~POOL~L0.472186~3~k28,cvol,POOL,0.472186,3,28,1,27,0.47471028700479423,0.2122311999116746
cvol~POOL~L0.472186~4~k28,cvol,POOL,0.472186,4,28,2,26,0.4367511658250052,0.23843675540087342
cvol~POOL~L0.472186~5~k28,cvol,POOL,0.472186,5,28,4,24,0.46465367047667777,0.18913272657404137
cvol~POOL~L0.515932~0~k28,cvol,POOL,0.515932,0,28,6,22,0.4850129659898868,0.19698507858148076
cvol~POOL~L0.515932~1~k28,cvol,POOL,0.515932,1,28,3,25,0.5165349105466717,0.19165760772536256
cvol~POOL~L0.515932~2~k28,cvol,POOL,0.515932,2,28,3,25,0.4738895784871771,0.19825527720156033
cvol~POOL~L0.515932~3~k28,cvol,POOL,0.515932,3,28,0,28,0.5366998582263535,0.19433198837779586
cvol~POOL~L0.515932~4~k28,cvol,POOL,0.515932,4,28,3,25,0.4903771306507164,0.21111195188004914
cvol~POOL~L0.515932~5~k28,cvol,POOL,0.515932,5,28,2,26,0.49116652432069763,0.15714549953689075
cvol~POOL~L0.571754~0~k28,cvol,POOL,0.571754,0,28,2,26,0.5281817023401957,0.17080166432196955
cvol~POOL~L0.571754~1~k28,cvol,POOL,0.571754,1,28,2,26,0.5565487396106542,0.17156305538989552
cvol~POOL~L0.571754~2~k28,cvol,POOL,0.571754,2,28,0,28,0.5575225125327745,0.18432296043224336
cvol~POOL~L0.571754~3~k28,cvol,POOL,0.571754,3,28,1,27,0.5496277955310808,0.19842789637565306
cvol~POOL~L0.571754~4~k28,cvol,POOL,0.571754,4,28,1,27,0.5245165654377401,0.21024155578609433
cvol~POOL~L0.571754~5~k28,cvol,POOL,0.571754,5,28,0,28,0.5346859828701852,0.16910805674147084
cvol~POOL~L0.653302~0~k28,cvol,POOL,0.653302,0,28,0,28,0.6269999976374584,0.1736596825912605
cvol~POOL~L0.653302~1~k28,cvol,POOL,0.653302,1,28,1,27,0.6043570422528924,0.14695931059091688
cvol~POOL~L0.653302~2~k28,cvol,POOL,0.653302,2,28,2,26,0.606814796906753,0.16544388663102488
cvol~POOL~L0.653302~3~k28,cvol,POOL,0.653302,3,28,0,28,0.6267630250720017,0.16233895035203863
cvol~POOL~L0.653302~4~k28,cvol,POOL,0.653302,4,28,1,27,0.6438011332325039,0.15778588627222798
cvol~POOL~L0.653302~5~k28,cvol,POOL,0.653302,5,28,0,28,0.6031241563339476,0.19213800087446734
cvol~POOL~L0.763602~0~k28,cvol,POOL,0.763602,0,28,0,28,0.7032856697812271,0.15462992104345324
cvol~POOL~L0.763602~1~k28,cvol,POOL,0.763602,1,28,0,28,0.697746950953534,0.16713901965663813
cvol~POOL~L0.763602~2~k28,cvol,POOL,0.763602,2,28,0,28,0.6838196961229993,0.16580449131633507
cvol~POOL~L0.763602~3~k28,cvol,POOL,0.763602,3,28,0,28,0.7048631190127891,0.15014616397245592
cvol~POOL~L0.763602~4~k28,cvol,POOL,0.763602,4,28,0,28,0.7214598157252503,0.14149022240982603
cvol~POOL~L0.763602~5~k28,cvol,POOL,0.763602,5,28,0,28,0.7401803334156691,0.1380281122749428
cvol~BONLY~L0.247206~0~k28,cvol,BONLY,0.247206,0,28,28,0,0.26616149634822767,0.40826976340168913
cvol~BONLY~L0.247206~1~k28,cvol,BONLY,0.247206,1,28,28,0,0.2585877850725058,0.4194799033306307
cvol~BONLY~L0.247206~2~k28,cvol,BONLY,0.247206,2,28,28,0,0.24222527668736435,0.36687296825225546
cvol~BONLY~L0.247206~3~k28,cvol,BONLY,0.247206,3,28,28,0,0.2453068801282078,0.38117195290279837
cvol~BONLY~L0.247206~4~k28,cvol,BONLY,0.247206,4,28,28,0,0.25134971102301557,0.4503696534428057
cvol~BONLY~L0.247206~5~k28,cvol,BONLY,0.247206,5,28,28,0,0.26156567889205945,0.3230823350191225
cvol~BONLY~L0.313730~0~k28,cvol,BONLY,0.31373,0,28,28,0,0.2823987797828155,0.4106981246397437
cvol~BONLY~L0.313730~1~k28,cvol,BONLY,0.31373,1,28,28,0,0.2689262219677562,0.3852647126723655
cvol~BONLY~L0.313730~2~k28,cvol,BONLY,0.31373,2,28,28,0,0.2748699974022966,0.350757300624115
cvol~BONLY~L0.313730~3~k28,cvol,BONLY,0.31373,3,28,28,0,0.26011960661254524,0.35434948546632283
cvol~BONLY~L0.313730~4~k28,cvol,BONLY,0.31373,4,28,28,0,0.2960507166664092,0.3342497125180728
cvol~BONLY~L0.313730~5~k28,cvol,BONLY,0.31373,5,28,28,0,0.26929325814609656,0.2969254192304416
cvol~BONLY~L0.378049~0~k28,cvol,BONLY,0.378049,0,28,28,0,0.28983524455764725,0.3541144662749638
cvol~BONLY~L0.378049~1~k28,cvol,BONLY,0.378049,1,28,28,0,0.3111378179194294,0.34744357161602074
cvol~BONLY~L0.378049~2~k28,cvol,BONLY,0.378049,2,28,28,0,0.2992325471007728,0.3304422844741415
cvol~BONLY~L0.378049~3~k28,cvol,BONLY,0.378049,3,28,28,0,0.29622868241434813,0.43919970964618016
cvol~BONLY~L0.378049~4~k28,cvol,BONLY,0.378049,4,28,28,0,0.3153673643309138,0.3285656223517173
cvol~BONLY~L0.378049~5~k28,cvol,BONLY,0.378049,5,28,28,0,0.3240159756483723,0.3226675697753084
cvol~SONLY~L0.313730~0~k28,cvol,SONLY,0.31373,0,28,0,28,0.38718956524696396,0.21874261796196554
cvol~SONLY~L0.313730~1~k28,cvol,SONLY,0.31373,1,28,0,28,0.4191129506397106,0.24529045026192225
cvol~SONLY~L0.313730~2~k28,cvol,SONLY,0.31373,2,28,0,28,0.3927262364165181,0.2056708294517391
cvol~SONLY~L0.313730~3~k28,cvol,SONLY,0.31373,3,28,0,28,0.40020166839746113,0.25569120594254874
cvol~SONLY~L0.313730~4~k28,cvol,SONLY,0.31373,4,28,0,28,0.4014308586050476,0.2034421307420347
cvol~SONLY~L0.313730~5~k28,cvol,SONLY,0.31373,5,28,0,28,0.4125126058400256,0.2074174452849929
cvol~SONLY~L0.378049~0~k28,cvol,SONLY,0.378049,0,28,0,28,0.4243037518140576,0.2132681739717605
cvol~SONLY~L0.378049~1~k28,cvol,SONLY,0.378049,1,28,0,28,0.4277703813859839,0.21476995395736956
cvol~SONLY~L0.378049~2~k28,cvol,SONLY,0.378049,2,28,0,28,0.4311269091449183,0.19935224937228152
cvol~SONLY~L0.378049~3~k28,cvol,SONLY,0.378049,3,28,0,28,0.44076406980945776,0.21694254571516067
cvol~SONLY~L0.378049~4~k28,cvol,SONLY,0.378049,4,28,0,28,0.40387370407794343,0.25445787013643123
cvol~SONLY~L0.378049~5~k28,cvol,SONLY,0.378049,5,28,0,28,0.42607182707014574,0.22794414784629555
cvol~SONLY~L0.433143~0~k28,cvol,SONLY,0.433143,0,28,0,28,0.46191125394550225,0.2510191292547913
cvol~SONLY~L0.433143~1~k28,cvol,SONLY,0.433143,1,28,0,28,0.46134867259063933,0.19979092582272623
cvol~SONLY~L0.433143~2~k28,cvol,SONLY,0.433143,2,28,0,28,0.4709400574473003,0.17897091395980724
cvol~SONLY~L0.433143~3~k28,cvol,SONLY,0.433143,3,28,0,28,0.4720530319077487,0.21332984038405353
cvol~SONLY~L0.433143~4~k28,cvol,SONLY,0.433143,4,28,0,28,0.48212994895714223,0.1860280707175116
cvol~SONLY~L0.433143~5~k28,cvol,SONLY,0.433143,5,28,0,28,0.4348568254798401,0.20192356906049122
cvol~SONLY~L0.472186~0~k28,cvol,SONLY,0.472186,0,28,0,28,0.4782568379785422,0.20153182431071476
cvol~SONLY~L0.472186~1~k28,cvol,SONLY,0.472186,1,28,0,28,0.4646451728812296,0.2624651846847623
cvol~SONLY~L0.472186~2~k28,cvol,SONLY,0.472186,2,28,0,28,0.47930420028518117,0.1988663410660541
cvol~SONLY~L0.472186~3~k28,cvol,SONLY,0.472186,3,28,0,28,0.4932776619425176,0.1902151903994213
cvol~SONLY~L0.472186~4~k28,cvol,SONLY,0.472186,4,28,0,28,0.45654743841800666,0.20821694960105633
cvol~SONLY~L0.472186~5~k28,cvol,SONLY,0.472186,5,28,0,28,0.4876990317798784,0.22012487916695073
cvol~SONLY~L0.515932~0~k28,cvol,SONLY,0.515932,0,28,0,28,0.4859015057179429,0.22004990968436575
cvol~SONLY~L0.515932~1~k28,cvol,SONLY,0.515932,1,28,0,28,0.5006247329502914,0.20558670100542342
cvol~SONLY~L0.515932~2~k28,cvol,SONLY,0.515932,2,28,0,28,0.48358260276378434,0.20264208265482955
cvol~SONLY~L0.515932~3~k28,cvol,SONLY,0.515932,3,28,0,28,0.5027978466941094,0.20667319154311334
cvol~SONLY~L0.515932~4~k28,cvol,SONLY,0.515932,4,28,0,28,0.5017286926310557,0.19458683406142527
cvol~SONLY~L0.515932~5~k28,cvol,SONLY,0.515932,5,28,0,28,0.5151688259955371,0.18660906409007358
cvol~SONLY~L0.571754~0~k28,cvol,SONLY,0.571754,0,28,0,28,0.5683307738746147,0.18259594316110822
cvol~SONLY~L0.571754~1~k28,cvol,SONLY,0.571754,1,28,0,28,0.535693198843931,0.18393651111692474
cvol~SONLY~L0.571754~2~k28,cvol,SONLY,0.571754,2,28,0,28,0.5270458215846041,0.17986607308805214
cvol~SONLY~L0.571754~3~k28,cvol,SONLY,0.571754,3,28,0,28,0.5330453857637709,0.15896907914490796
cvol~SONLY~L0.571754~4~k28,cvol,SONLY,0.571754,4,28,0,28,0.5472721201116808,0.19808852457474863
cvol~SONLY~L0.571754~5~k28,cvol,SONLY,0.571754,5,28,0,28,0.5482452380588005,0.1754466812589061
cvol~SONLY~L0.653302~0~k28,cvol,SONLY,0.653302,0,28,0,28,0.576300532637643,0.20179392443750163
cvol~SONLY~L0.653302~1~k28,cvol,SONLY,0.653302,1,28,0,28,0.6351012249495689,0.18017578711087567
cvol~SONLY~L0.653302~2~k28,cvol,SONLY,0.653302,2,28,0,28,0.6208760033574787,0.1920992682590652
cvol~SONLY~L0.653302~3~k28,cvol,SONLY,0.653302,3,28,0,28,0.6449074659081183,0.18410020528230892
cvol~SONLY~L0.653302~4~k28,cvol,SONLY,0.653302,4,28,0,28,0.5948232396150461,0.17663686200546075
cvol~SONLY~L0.653302~5~k28,cvol,SONLY,0.653302,5,28,0,28,0.6350276905284755,0.1695819541940849
cvol~SONLY~L0.763602~0~k28,cvol,SONLY,0.763602,0,28,0,28,0.7166749258485907,0.14982778162677993
cvol~SONLY~L0.763602~1~k28,cvol,SONLY,0.763602,1,28,0,28,0.6914289986430037,0.161975118812917
cvol~SONLY~L0.763602~2~k28,cvol,SONLY,0.763602,2,28,0,28,0.7240094066540887,0.15446384363750165
cvol~SONLY~L0.763602~3~k28,cvol,SONLY,0.763602,3,28,0,28,0.666830800448552,0.15045747276478186
cvol~SONLY~L0.763602~4~k28,cvol,SONLY,0.763602,4,28,0,28,0.6990515469286287,0.12086870944338272
cvol~SONLY~L0.763602~5~k28,cvol,SONLY,0.763602,5,28,0,28,0.7068105662374788,0.13552259891662954
mrho~POOL~L0.114289~0~k36,mrho,POOL,0.114289,0,36,2,34,0.6343127081019602,0.11062070054267255
mrho~POOL~L0.114289~1~k36,mrho,POOL,0.114289,1,36,3,33,0.6155113810236655,0.0963382082499599
mrho~POOL~L0.114289~2~k36,mrho,POOL,0.114289,2,36,2,34,0.6655240134206709,0.10577586720666254
mrho~POOL~L0.114289~3~k36,mrho,POOL,0.114289,3,36,2,34,0.6176648771839115,0.1026428765714151
mrho~POOL~L0.114289~4~k36,mrho,POOL,0.114289,4,36,2,34,0.6138118373227521,0.10703210573723836
mrho~POOL~L0.114289~5~k36,mrho,POOL,0.114289,5,36,3,33,0.5933733310346638,0.11131459990939305
mrho~POOL~L0.148271~0~k36,mrho,POOL,0.148271,0,36,4,32,0.5483148502008548,0.14244744484765465
mrho~POOL~L0.148271~1~k36,mrho,POOL,0.148271,1,36,3,33,0.5598528813965334,0.13234806249936654
mrho~POOL~L0.148271~2~k36,mrho,POOL,0.148271,2,36,5,31,0.5122536486478386,0.12743875573652644
mrho~POOL~L0.148271~3~k36,mrho,POOL,0.148271,3,36,3,33,0.5703848110765831,0.1374958530208435
mrho~POOL~L0.148271~4~k36,mrho,POOL,0.148271,4,36,5,31,0.5066564485808774,0.12287142402433829
mrho~POOL~L0.148271~5~k36,mrho,POOL,0.148271,5,36,1,35,0.5865024828933476,0.15020624736225213
mrho~POOL~L0.163402~0~k36,mrho,POOL,0.163402,0,36,4,32,0.5332384203624799,0.15835193399055683
mrho~POOL~L0.163402~1~k36,mrho,POOL,0.163402,1,36,4,32,0.5553674072045696,0.14338850393846264
mrho~POOL~L0.163402~2~k36,mrho,POOL,0.163402,2,36,6,30,0.4691303641839622,0.17447941176583984
mrho~POOL~L0.163402~3~k36,mrho,POOL,0.163402,3,36,6,30,0.5056514611662758,0.15491649368949054
mrho~POOL~L0.163402~4~k36,mrho,POOL,0.163402,4,36,6,30,0.5412369746730312,0.1503367157799476
mrho~POOL~L0.163402~5~k36,mrho,POOL,0.163402,5,36,2,34,0.5459012091516583,0.1533813074569333
mrho~POOL~L0.180327~0~k36,mrho,POOL,0.180327,0,36,9,27,0.4664438919229508,0.1668560857424899
mrho~POOL~L0.180327~1~k36,mrho,POOL,0.180327,1,36,6,30,0.4992276344660271,0.17869997655634073
mrho~POOL~L0.180327~2~k36,mrho,POOL,0.180327,2,36,3,33,0.5122651112511166,0.1756018226010562
mrho~POOL~L0.180327~3~k36,mrho,POOL,0.180327,3,36,3,33,0.525695533006677,0.1775352333082268
mrho~POOL~L0.180327~4~k36,mrho,POOL,0.180327,4,36,3,33,0.5687320683506314,0.1763112166093011
mrho~POOL~L0.180327~5~k36,mrho,POOL,0.180327,5,36,6,30,0.5495983128384828,0.1809219662157406
mrho~POOL~L0.194679~0~k36,mrho,POOL,0.194679,0,36,4,32,0.47725597972137035,0.18226667708471242
mrho~POOL~L0.194679~1~k36,mrho,POOL,0.194679,1,36,4,32,0.5347420088206568,0.1790709248544231
mrho~POOL~L0.194679~2~k36,mrho,POOL,0.194679,2,36,9,27,0.501500047376685,0.20248739444440347
mrho~POOL~L0.194679~3~k36,mrho,POOL,0.194679,3,36,3,33,0.5035541795960555,0.1779571700926819
mrho~POOL~L0.194679~4~k36,mrho,POOL,0.194679,4,36,10,26,0.4827151190275937,0.20124893935532112
mrho~POOL~L0.194679~5~k36,mrho,POOL,0.194679,5,36,4,32,0.515870787595183,0.1973923943134238
mrho~POOL~L0.210029~0~k36,mrho,POOL,0.210029,0,36,6,30,0.5013157715688695,0.20893784181262942
mrho~POOL~L0.210029~1~k36,mrho,POOL,0.210029,1,36,5,31,0.48094403746613945,0.2197623266024783
mrho~POOL~L0.210029~2~k36,mrho,POOL,0.210029,2,36,4,32,0.5013889708379,0.21921764394209925
mrho~POOL~L0.210029~3~k36,mrho,POOL,0.210029,3,36,7,29,0.5197986545029285,0.21046811152135472
mrho~POOL~L0.210029~4~k36,mrho,POOL,0.210029,4,36,6,30,0.5085422945716114,0.19944378447105068
mrho~POOL~L0.210029~5~k36,mrho,POOL,0.210029,5,36,3,33,0.4967950468041249,0.22180316057401783
mrho~POOL~L0.226987~0~k36,mrho,POOL,0.226987,0,36,6,30,0.46340036570321214,0.25203754453215726
mrho~POOL~L0.226987~1~k36,mrho,POOL,0.226987,1,36,13,23,0.44364864861011344,0.24154859757130798
mrho~POOL~L0.226987~2~k36,mrho,POOL,0.226987,2,36,8,28,0.42951655577136916,0.2712351334718406
mrho~POOL~L0.226987~3~k36,mrho,POOL,0.226987,3,36,8,28,0.4780863904147689,0.2413186614397752
mrho~POOL~L0.226987~4~k36,mrho,POOL,0.226987,4,36,7,29,0.4551499696071954,0.2553097642363139
mrho~POOL~L0.226987~5~k36,mrho,POOL,0.226987,5,36,6,30,0.508467512834891,0.22885084515624238
mrho~POOL~L0.250883~0~k36,mrho,POOL,0.250883,0,36,8,28,0.44833035547205696,0.2926466629595346
mrho~POOL~L0.250883~1~k36,mrho,POOL,0.250883,1,36,12,24,0.4156455265963497,0.2931041935431277
mrho~POOL~L0.250883~2~k36,mrho,POOL,0.250883,2,36,10,26,0.4208179030201578,0.2958950324486385
mrho~POOL~L0.250883~3~k36,mrho,POOL,0.250883,3,36,11,25,0.42295030387607213,0.3002837639431301
mrho~POOL~L0.250883~4~k36,mrho,POOL,0.250883,4,36,10,26,0.4368556462450873,0.28443494752982973
mrho~POOL~L0.250883~5~k36,mrho,POOL,0.250883,5,36,12,24,0.44028288387639897,0.29340104412967943
mrho~POOL~L0.278135~0~k36,mrho,POOL,0.278135,0,36,13,23,0.43305898378681645,0.3271898677825653
mrho~POOL~L0.278135~1~k36,mrho,POOL,0.278135,1,36,14,22,0.384270723409075,0.3622525905943597
mrho~POOL~L0.278135~2~k36,mrho,POOL,0.278135,2,36,14,22,0.3930261829810272,0.35394223727717133
mrho~POOL~L0.278135~3~k36,mrho,POOL,0.278135,3,36,16,20,0.37943038220061975,0.36576845026647237
mrho~POOL~L0.278135~4~k36,mrho,POOL,0.278135,4,36,15,21,0.38518926120174846,0.32663805861655165
mrho~POOL~L0.278135~5~k36,mrho,POOL,0.278135,5,36,14,22,0.38611819773788586,0.35739399890686757
mrho~BONLY~L0.148271~0~k36,mrho,BONLY,0.148271,0,36,36,0,0.29744818423177155,0.23225711485612166
mrho~BONLY~L0.148271~1~k36,mrho,BONLY,0.148271,1,36,36,0,0.2988412230076157,0.22835707824102683
mrho~BONLY~L0.148271~2~k36,mrho,BONLY,0.148271,2,36,36,0,0.2781987620644828,0.2423148963029612
mrho~BONLY~L0.148271~3~k36,mrho,BONLY,0.148271,3,36,36,0,0.2914784823703239,0.22941928907504072
mrho~BONLY~L0.148271~4~k36,mrho,BONLY,0.148271,4,36,36,0,0.28327232691786086,0.2422869262691797
mrho~BONLY~L0.148271~5~k36,mrho,BONLY,0.148271,5,36,36,0,0.2709552011078524,0.25035212481495794
mrho~BONLY~L0.163402~0~k36,mrho,BONLY,0.163402,0,36,36,0,0.2791671854249081,0.2596623405789855
mrho~BONLY~L0.163402~1~k36,mrho,BONLY,0.163402,1,36,36,0,0.2966771814245334,0.26163174867561223
mrho~BONLY~L0.163402~2~k36,mrho,BONLY,0.163402,2,36,36,0,0.2766476600296884,0.26315922541742987
mrho~BONLY~L0.163402~3~k36,mrho,BONLY,0.163402,3,36,36,0,0.29084341898312105,0.27231617281624965
mrho~BONLY~L0.163402~4~k36,mrho,BONLY,0.163402,4,36,36,0,0.2855914075404128,0.2489495473943924
mrho~BONLY~L0.163402~5~k36,mrho,BONLY,0.163402,5,36,36,0,0.29020281940492093,0.27301269971388303
mrho~BONLY~L0.180327~0~k36,mrho,BONLY,0.180327,0,36,36,0,0.3015301383626505,0.2664272768960109
mrho~BONLY~L0.180327~1~k36,mrho,BONLY,0.180327,1,36,36,0,0.27886187165538323,0.2967538829994526
mrho~BONLY~L0.180327~2~k36,mrho,BONLY,0.180327,2,36,36,0,0.3093433890586687,0.2617521394810804
mrho~BONLY~L0.180327~3~k36,mrho,BONLY,0.180327,3,36,36,0,0.2776047227686329,0.28350657185677636
mrho~BONLY~L0.180327~4~k36,mrho,BONLY,0.180327,4,36,36,0,0.29257933073976233,0.28207346470122396
mrho~BONLY~L0.180327~5~k36,mrho,BONLY,0.180327,5,36,36,0,0.28645357585421116,0.2831450313229089
mrho~BONLY~L0.194679~0~k36,mrho,BONLY,0.194679,0,36,36,0,0.2685315347261036,0.30910994391971647
mrho~BONLY~L0.194679~1~k36,mrho,BONLY,0.194679,1,36,36,0,0.33292533627275384,0.2692717903098316
mrho~BONLY~L0.194679~2~k36,mrho,BONLY,0.194679,2,36,36,0,0.3096171643714928,0.2809386607838442
mrho~BONLY~L0.194679~3~k36,mrho,BONLY,0.194679,3,36,36,0,0.29996707201780937,0.2839078646688094
mrho~BONLY~L0.194679~4~k36,mrho,BONLY,0.194679,4,36,36,0,0.29937408543459165,0.29275392534801886
mrho~BONLY~L0.194679~5~k36,mrho,BONLY,0.194679,5,36,36,0,0.284360926071759,0.30279321614322896
mrho~BONLY~L0.210029~0~k36,mrho,BONLY,0.210029,0,36,36,0,0.32451597852769765,0.29948052814179105
mrho~BONLY~L0.210029~1~k36,mrho,BONLY,0.210029,1,36,36,0,0.30490999665526863,0.2831735368076384
mrho~BONLY~L0.210029~2~k36,mrho,BONLY,0.210029,2,36,36,0,0.3004359920820845,0.3167213886760825
mrho~BONLY~L0.210029~3~k36,mrho,BONLY,0.210029,3,36,36,0,0.3034595419594078,0.33303820778436816
mrho~BONLY~L0.210029~4~k36,mrho,BONLY,0.210029,4,36,36,0,0.31421528844339186,0.2989537004587154
mrho~BONLY~L0.210029~5~k36,mrho,BONLY,0.210029,5,36,36,0,0.2884522519932029,0.29498023644744387
mrho~BONLY~L0.226987~0~k36,mrho,BONLY,0.226987,0,36,36,0,0.30311478570844724,0.32439146551045916
mrho~BONLY~L0.226987~1~k36,mrho,BONLY,0.226987,1,36,36,0,0.27801853642216195,0.34561631848507124
mrho~BONLY~L0.226987~2~k36,mrho,BONLY,0.226987,2,36,36,0,0.2875677916724924,0.361199947116194
mrho~BONLY~L0.226987~3~k36,mrho,BONLY,0.226987,3,36,36,0,0.31494047307877143,0.3288719679055546
mrho~BONLY~L0.226987~4~k36,mrho,BONLY,0.226987,4,36,36,0,0.3074217735823482,0.3363363967478851
mrho~BONLY~L0.226987~5~k36,mrho,BONLY,0.226987,5,36,36,0,0.32300801344860336,0.3361930015005416
mrho~BONLY~L0.250883~0~k36,mrho,BONLY,0.250883,0,36,36,0,0.27891482563035286,0.37803420186995007
mrho~BONLY~L0.250883~1~k36,mrho,BONLY,0.250883,1,36,36,0,0.29240040349004465,0.3646444876237374
mrho~BONLY~L0.250883~2~k36,mrho,BONLY,0.250883,2,36,36,0,0.29713719184666876,0.4076460989738414
mrho~BONLY~L0.250883~3~k36,mrho,BONLY,0.250883,3,36,36,0,0.2987163082494318,0.40323713201651623
mrho~BONLY~L0.250883~4~k36,mrho,BONLY,0.250883,4,36,36,0,0.30809224179506906,0.39834081638725966
mrho~BONLY~L0.250883~5~k36,mrho,BONLY,0.250883,5,36,36,0,0.30152977657348373,0.38743417645133144
mrho~BONLY~L0.278135~0~k36,mrho,BONLY,0.278135,0,36,36,0,0.30729113400876007,0.41568855878915884
mrho~BONLY~L0.278135~1~k36,mrho,BONLY,0.278135,1,36,36,0,0.311532893268344,0.437669978988697
mrho~BONLY~L0.278135~2~k36,mrho,BONLY,0.278135,2,36,36,0,0.29052050703915705,0.4208618759635577
mrho~BONLY~L0.278135~3~k36,mrho,BONLY,0.278135,3,36,36,0,0.29487892868820087,0.420053367182717
mrho~BONLY~L0.278135~4~k36,mrho,BONLY,0.278135,4,36,36,0,0.2865793630223926,0.44172289118214575
mrho~BONLY~L0.278135~5~k36,mrho,BONLY,0.278135,5,36,36,0,0.2873566412936819,0.44701435695380337
mrho~SONLY~L0.114289~0~k36,mrho,SONLY,0.114289,0,36,0,36,0.6574173060146129,0.09924383110538762
mrho~SONLY~L0.114289~1~k36,mrho,SONLY,0.114289,1,36,0,36,0.6107766670673656,0.10070786855883994
mrho~SONLY~L0.114289~2~k36,mrho,SONLY,0.114289,2,36,0,36,0.643240465174487,0.10014674575736576
mrho~SONLY~L0.114289~3~k36,mrho,SONLY,0.114289,3,36,0,36,0.6646408742911772,0.10762962361974134
mrho~SONLY~L0.114289~4~k36,mrho,SONLY,0.114289,4,36,0,36,0.6755952575613879,0.1070761285694667
mrho~SONLY~L0.114289~5~k36,mrho,SONLY,0.114289,5,36,0,36,0.6421464887785076,0.10218500759058011
mrho~SONLY~L0.148271~0~k36,mrho,SONLY,0.148271,0,36,0,36,0.5817413139659237,0.13518722412099413
mrho~SONLY~L0.148271~1~k36,mrho,SONLY,0.148271,1,36,0,36,0.6239427434508641,0.13315820966513892
mrho~SONLY~L0.148271~2~k36,mrho,SONLY,0.148271,2,36,0,36,0.6517985223315634,0.1349019981659426
mrho~SONLY~L0.148271~3~k36,mrho,SONLY,0.148271,3,36,0,36,0.6559467626613872,0.13439336666008575
mrho~SONLY~L0.148271~4~k36,mrho,SONLY,0.148271,4,36,0,36,0.5560313026395914,0.14967428806985936
mrho~SONLY~L0.148271~5~k36,mrho,SONLY,0.148271,5,36,0,36,0.5669503045964533,0.1375771385891123
mrho~SONLY~L0.163402~0~k36,mrho,SONLY,0.163402,0,36,0,36,0.5621696905433151,0.1428271997179707
mrho~SONLY~L0.163402~1~k36,mrho,SONLY,0.163402,1,36,0,36,0.5760932289983427,0.1554012774137955
mrho~SONLY~L0.163402~2~k36,mrho,SONLY,0.163402,2,36,0,36,0.558195265415447,0.16096183261475128
mrho~SONLY~L0.163402~3~k36,mrho,SONLY,0.163402,3,36,0,36,0.6119876077966073,0.14683846675610218
mrho~SONLY~L0.163402~4~k36,mrho,SONLY,0.163402,4,36,0,36,0.6168059354351482,0.16799539075937084
mrho~SONLY~L0.163402~5~k36,mrho,SONLY,0.163402,5,36,0,36,0.56720760935032,0.1679696631238716
mrho~SONLY~L0.180327~0~k36,mrho,SONLY,0.180327,0,36,0,36,0.5564858777285411,0.173575572072699
mrho~SONLY~L0.180327~1~k36,mrho,SONLY,0.180327,1,36,0,36,0.5453685442369947,0.17448615908290668
mrho~SONLY~L0.180327~2~k36,mrho,SONLY,0.180327,2,36,0,36,0.5544219874918263,0.1842649537045099
mrho~SONLY~L0.180327~3~k36,mrho,SONLY,0.180327,3,36,0,36,0.5031954358694909,0.1788922861360941
mrho~SONLY~L0.180327~4~k36,mrho,SONLY,0.180327,4,36,0,36,0.5633775131740794,0.16819007554512477
mrho~SONLY~L0.180327~5~k36,mrho,SONLY,0.180327,5,36,0,36,0.5358938748574376,0.1642032287549399
mrho~SONLY~L0.194679~0~k36,mrho,SONLY,0.194679,0,36,0,36,0.5442516966821155,0.21093789719898476
mrho~SONLY~L0.194679~1~k36,mrho,SONLY,0.194679,1,36,0,36,0.5507075775246908,0.19152801047070167
mrho~SONLY~L0.194679~2~k36,mrho,SONLY,0.194679,2,36,0,36,0.5321583608089332,0.19239203873218946
mrho~SONLY~L0.194679~3~k36,mrho,SONLY,0.194679,3,36,0,36,0.5469554347931574,0.20842773202350645
mrho~SONLY~L0.194679~4~k36,mrho,SONLY,0.194679,4,36,0,36,0.5506745282706125,0.19521610806505998
mrho~SONLY~L0.194679~5~k36,mrho,SONLY,0.194679,5,36,0,36,0.5104373075728339,0.1945362791098177
mrho~SONLY~L0.210029~0~k36,mrho,SONLY,0.210029,0,36,0,36,0.5181688498224718,0.21289323038148256
mrho~SONLY~L0.210029~1~k36,mrho,SONLY,0.210029,1,36,0,36,0.5432285936836276,0.2104013782796162
mrho~SONLY~L0.210029~2~k36,mrho,SONLY,0.210029,2,36,0,36,0.4981113816660717,0.2269363597961112
mrho~SONLY~L0.210029~3~k36,mrho,SONLY,0.210029,3,36,0,36,0.5136152205434193,0.2024808015146445
mrho~SONLY~L0.210029~4~k36,mrho,SONLY,0.210029,4,36,0,36,0.5138294982112775,0.19939167215020506
mrho~SONLY~L0.210029~5~k36,mrho,SONLY,0.210029,5,36,0,36,0.4930809794566647,0.217556469739783
mrho~SONLY~L0.226987~0~k36,mrho,SONLY,0.226987,0,36,0,36,0.479013657216697,0.2517252494313496
mrho~SONLY~L0.226987~1~k36,mrho,SONLY,0.226987,1,36,0,36,0.49236491404973,0.24953168542360438
mrho~SONLY~L0.226987~2~k36,mrho,SONLY,0.226987,2,36,0,36,0.5038877142840781,0.22863669898900227
