item,hmult,fe,centre,n,mean
159B,4.0,STANDARDISED,0.15,84,0.029362670283422793
159B,4.0,STANDARDISED,0.2,84,0.029362670283422793
159B,4.0,STANDARDISED,0.3,96,0.026546296309499687
159B,4.0,STANDARDISED,0.4,96,0.026546296309499687
159B,4.0,STANDARDISED,0.53,84,0.016911113826145484
159B,4.0,STANDARDISED,0.7,72,0.011074255818402021
159B,4.0,STANDARDISED,0.85,48,0.006614900812584684
159B,4.0,STANDARDISED,1.0,36,0.004839031174962451
159B,5.0,NONE,0.05,84,0.029362670283422796
159B,5.0,NONE,0.1,84,0.029362670283422796
159B,5.0,NONE,0.15,84,0.029362670283422796
159B,5.0,NONE,0.2,96,0.02654629630949969
159B,5.0,NONE,0.3,96,0.02654629630949969
159B,5.0,NONE,0.4,108,0.0241445814853503
159B,5.0,NONE,0.53,120,0.022005578550884693
159B,5.0,NONE,0.7,84,0.01326315242492933
159B,5.0,NONE,0.85,60,0.008856542650682519
159B,5.0,NONE,1.0,48,0.006614900812584684
159B,5.0,WITHIN,0.05,84,0.007357091732538103
159B,5.0,WITHIN,0.1,84,0.007357091732538103
159B,5.0,WITHIN,0.15,84,0.007357091732538103
159B,5.0,WITHIN,0.2,96,0.004540717758614998
159B,5.0,WITHIN,0.3,96,0.004540717758614998
159B,5.0,WITHIN,0.4,108,0.0021390029344656035
159B,5.0,WITHIN,0.53,120,1.1564823173178714e-19
159B,5.0,WITHIN,0.7,84,-0.008742426125955362
159B,5.0,WITHIN,0.85,60,-0.013149035900202171
159B,5.0,WITHIN,1.0,48,-0.015390677738300005
159B,5.0,RECENTRED,0.05,84,0.029362670283422796
159B,5.0,RECENTRED,0.1,84,0.029362670283422796
159B,5.0,RECENTRED,0.15,84,0.029362670283422796
159B,5.0,RECENTRED,0.2,96,0.02654629630949969
159B,5.0,RECENTRED,0.3,96,0.02654629630949969
159B,5.0,RECENTRED,0.4,108,0.024144581485350296
159B,5.0,RECENTRED,0.53,120,0.022005578550884693
159B,5.0,RECENTRED,0.7,84,0.01326315242492933
159B,5.0,RECENTRED,0.85,60,0.008856542650682522
159B,5.0,RECENTRED,1.0,48,0.006614900812584687
159B,5.0,STANDARDISED,0.05,84,0.029362670283422793
159B,5.0,STANDARDISED,0.1,84,0.029362670283422793
159B,5.0,STANDARDISED,0.15,84,0.029362670283422793
159B,5.0,STANDARDISED,0.2,96,0.026546296309499687
159B,5.0,STANDARDISED,0.3,96,0.026546296309499687
159B,5.0,STANDARDISED,0.4,108,0.0241445814853503
159B,5.0,STANDARDISED,0.53,120,0.02200557855088469
159B,5.0,STANDARDISED,0.7,84,0.013263152424929332
159B,5.0,STANDARDISED,0.85,60,0.008856542650682517
159B,5.0,STANDARDISED,1.0,48,0.006614900812584684
159c,1.0,NONE,0.03,12,0.0340330122598713
159c,1.0,NONE,0.05,12,0.0340330122598713
159c,1.0,NONE,0.075,15,0.03127865731181497
159c,1.0,NONE,0.1,15,0.03127865731181497
159c,1.0,NONE,0.15,12,0.02565427489923111
159c,1.0,NONE,0.2,9,0.018262456088621256
159c,1.0,NONE,0.27,9,0.014860956266178041
159c,1.0,NONE,0.35,6,0.012974382006784949
159c,1.0,NONE,0.45,6,0.007759146264568349
159c,1.0,NONE,0.53,3,
159c,1.0,NONE,0.65,3,
159c,1.0,NONE,0.75,3,
159c,1.0,NONE,0.9,3,
159c,1.0,NONE,1.0,3,
159c,1.0,WITHIN,0.03,12,0.017428832876359088
159c,1.0,WITHIN,0.05,12,0.017428832876359088
159c,1.0,WITHIN,0.075,15,0.014674477928302761
159c,1.0,WITHIN,0.1,15,0.014674477928302761
159c,1.0,WITHIN,0.15,12,0.009050095515718897
159c,1.0,WITHIN,0.2,9,0.0016582767051090438
159c,1.0,WITHIN,0.27,9,-0.0017432231173341677
159c,1.0,WITHIN,0.35,6,-0.0036297973767272624
159c,1.0,WITHIN,0.45,6,-0.008845033118943862
159c,1.0,WITHIN,0.53,3,
159c,1.0,WITHIN,0.65,3,
159c,1.0,WITHIN,0.75,3,
159c,1.0,WITHIN,0.9,3,
159c,1.0,WITHIN,1.0,3,
159c,1.0,RECENTRED,0.03,12,0.0340330122598713
159c,1.0,RECENTRED,0.05,12,0.0340330122598713
159c,1.0,RECENTRED,0.075,15,0.03127865731181497
159c,1.0,RECENTRED,0.1,15,0.03127865731181497
159c,1.0,RECENTRED,0.15,12,0.02565427489923111
159c,1.0,RECENTRED,0.2,9,0.018262456088621256
159c,1.0,RECENTRED,0.27,9,0.014860956266178048
159c,1.0,RECENTRED,0.35,6,0.012974382006784952
159c,1.0,RECENTRED,0.45,6,0.007759146264568352
159c,1.0,RECENTRED,0.53,3,
159c,1.0,RECENTRED,0.65,3,
159c,1.0,RECENTRED,0.75,3,
159c,1.0,RECENTRED,0.9,3,
159c,1.0,RECENTRED,1.0,3,
159c,1.0,STANDARDISED,0.03,12,0.0340330122598713
159c,1.0,STANDARDISED,0.05,12,0.0340330122598713
159c,1.0,STANDARDISED,0.075,15,0.03127865731181497
159c,1.0,STANDARDISED,0.1,15,0.03127865731181497
159c,1.0,STANDARDISED,0.15,12,0.025654274899231104
159c,1.0,STANDARDISED,0.2,9,0.018262456088621256
159c,1.0,STANDARDISED,0.27,9,0.014860956266178043
159c,1.0,STANDARDISED,0.35,6,0.012974382006784949
159c,1.0,STANDARDISED,0.45,6,0.007759146264568349
159c,1.0,STANDARDISED,0.53,3,
159c,1.0,STANDARDISED,0.65,3,
159c,1.0,STANDARDISED,0.75,3,
159c,1.0,STANDARDISED,0.9,3,
159c,1.0,STANDARDISED,1.0,3,
159c,2.0,NONE,0.03,15,0.03127865731181497
159c,2.0,NONE,0.05,18,0.02917123189067318
159c,2.0,NONE,0.075,18,0.02917123189067318
159c,2.0,NONE,0.1,18,0.02917123189067318
159c,2.0,NONE,0.15,21,0.027274202472192706
159c,2.0,NONE,0.2,21,0.022652880049207576
159c,2.0,NONE,0.27,12,0.01621102657953095
159c,2.0,NONE,0.35,12,0.013103118970148068
159c,2.0,NONE,0.45,9,0.008525010193798912
159c,2.0,NONE,0.53,9,0.006976851484833067
159c,2.0,NONE,0.65,9,0.005813077345051923
159c,2.0,NONE,0.75,9,0.004339820256051245
159c,2.0,NONE,0.9,9,0.0035172671856875887
159c,2.0,NONE,1.0,6,0.0031067584471740333
159c,2.0,WITHIN,0.03,15,0.014674477928302761
159c,2.0,WITHIN,0.05,18,0.012567052507160972
159c,2.0,WITHIN,0.075,18,0.012567052507160972
159c,2.0,WITHIN,0.1,18,0.012567052507160972
159c,2.0,WITHIN,0.15,21,0.010670023088680498
159c,2.0,WITHIN,0.2,21,0.006048700665695363
159c,2.0,WITHIN,0.27,12,-0.0003931528039812621
159c,2.0,WITHIN,0.35,12,-0.0035010604133641453
159c,2.0,WITHIN,0.45,9,-0.008079169189713301
159c,2.0,WITHIN,0.53,9,-0.009627327898679146
159c,2.0,WITHIN,0.65,9,-0.01079110203846029
159c,2.0,WITHIN,0.75,9,-0.012264359127460968
159c,2.0,WITHIN,0.9,9,-0.013086912197824624
159c,2.0,WITHIN,1.0,6,-0.013497420936338178
159c,2.0,RECENTRED,0.03,15,0.03127865731181497
159c,2.0,RECENTRED,0.05,18,0.02917123189067319
159c,2.0,RECENTRED,0.075,18,0.02917123189067319
159c,2.0,RECENTRED,0.1,18,0.02917123189067319
159c,2.0,RECENTRED,0.15,21,0.027274202472192716
159c,2.0,RECENTRED,0.2,21,0.02265288004920758
159c,2.0,RECENTRED,0.27,12,0.016211026579530954
159c,2.0,RECENTRED,0.35,12,0.01310311897014807
159c,2.0,RECENTRED,0.45,9,0.008525010193798914
159c,2.0,RECENTRED,0.53,9,0.006976851484833069
159c,2.0,RECENTRED,0.65,9,0.005813077345051925
159c,2.0,RECENTRED,0.75,9,0.004339820256051248
159c,2.0,RECENTRED,0.9,9,0.0035172671856875926
159c,2.0,RECENTRED,1.0,6,0.0031067584471740368
159c,2.0,STANDARDISED,0.03,15,0.03127865731181497
159c,2.0,STANDARDISED,0.05,18,0.02917123189067318
159c,2.0,STANDARDISED,0.075,18,0.02917123189067318
159c,2.0,STANDARDISED,0.1,18,0.02917123189067318
159c,2.0,STANDARDISED,0.15,21,0.027274202472192706
159c,2.0,STANDARDISED,0.2,21,0.022652880049207576
159c,2.0,STANDARDISED,0.27,12,0.016211026579530947
159c,2.0,STANDARDISED,0.35,12,0.013103118970148066
159c,2.0,STANDARDISED,0.45,9,0.00852501019379891
159c,2.0,STANDARDISED,0.53,9,0.006976851484833066
159c,2.0,STANDARDISED,0.65,9,0.005813077345051922
159c,2.0,STANDARDISED,0.75,9,0.004339820256051244
159c,2.0,STANDARDISED,0.9,9,0.0035172671856875887
159c,2.0,STANDARDISED,1.0,6,0.0031067584471740333
159c,3.0,NONE,0.03,18,0.02917123189067318
159c,3.0,NONE,0.05,21,0.027274202472192706
159c,3.0,NONE,0.075,21,0.027274202472192706
159c,3.0,NONE,0.1,21,0.027274202472192706
159c,3.0,NONE,0.15,24,0.025122019419701127
159c,3.0,NONE,0.2,24,0.025122019419701127
159c,3.0,NONE,0.27,24,0.0207999709283139
159c,3.0,NONE,0.35,18,0.013393733141210083
159c,3.0,NONE,0.45,15,0.00937586369361382
159c,3.0,NONE,0.53,15,0.007065115433894787
159c,3.0,NONE,0.65,12,0.006317209779303476
159c,3.0,NONE,0.75,12,0.005177036553808075
159c,3.0,NONE,0.9,9,0.0035172671856875887
159c,3.0,NONE,1.0,6,0.0031067584471740333
159c,3.0,WITHIN,0.03,18,0.012567052507160972
159c,3.0,WITHIN,0.05,21,0.010670023088680498
159c,3.0,WITHIN,0.075,21,0.010670023088680498
159c,3.0,WITHIN,0.1,21,0.010670023088680498
159c,3.0,WITHIN,0.15,24,0.008517840036188913
159c,3.0,WITHIN,0.2,24,0.008517840036188913
159c,3.0,WITHIN,0.27,24,0.004195791544801684
159c,3.0,WITHIN,0.35,18,-0.003210446242302129
159c,3.0,WITHIN,0.45,15,-0.007228315689898392
159c,3.0,WITHIN,0.53,15,-0.009539063949617425
159c,3.0,WITHIN,0.65,12,-0.010286969604208739
159c,3.0,WITHIN,0.75,12,-0.011427142829704135
159c,3.0,WITHIN,0.9,9,-0.013086912197824624
159c,3.0,WITHIN,1.0,6,-0.013497420936338178
159c,3.0,RECENTRED,0.03,18,0.02917123189067319
159c,3.0,RECENTRED,0.05,21,0.027274202472192716
159c,3.0,RECENTRED,0.075,21,0.027274202472192716
159c,3.0,RECENTRED,0.1,21,0.027274202472192716
159c,3.0,RECENTRED,0.15,24,0.02512201941970113
159c,3.0,RECENTRED,0.2,24,0.02512201941970113
159c,3.0,RECENTRED,0.27,24,0.0207999709283139
159c,3.0,RECENTRED,0.35,18,0.013393733141210085
159c,3.0,RECENTRED,0.45,15,0.009375863693613824
159c,3.0,RECENTRED,0.53,15,0.0070651154338947884
159c,3.0,RECENTRED,0.65,12,0.006317209779303477
159c,3.0,RECENTRED,0.75,12,0.005177036553808078
159c,3.0,RECENTRED,0.9,9,0.0035172671856875926
159c,3.0,RECENTRED,1.0,6,0.0031067584471740368
159c,3.0,STANDARDISED,0.03,18,0.02917123189067318
159c,3.0,STANDARDISED,0.05,21,0.027274202472192706
159c,3.0,STANDARDISED,0.075,21,0.027274202472192706
159c,3.0,STANDARDISED,0.1,21,0.027274202472192706
159c,3.0,STANDARDISED,0.15,24,0.025122019419701123
159c,3.0,STANDARDISED,0.2,24,0.025122019419701123
159c,3.0,STANDARDISED,0.27,24,0.020799970928313895
159c,3.0,STANDARDISED,0.35,18,0.013393733141210083
159c,3.0,STANDARDISED,0.45,15,0.009375863693613819
159c,3.0,STANDARDISED,0.53,15,0.007065115433894787
159c,3.0,STANDARDISED,0.65,12,0.006317209779303475
159c,3.0,STANDARDISED,0.75,12,0.005177036553808075
159c,3.0,STANDARDISED,0.9,9,0.0035172671856875887
159c,3.0,STANDARDISED,1.0,6,0.0031067584471740333
159c,4.0,NONE,0.03,21,0.027274202472192706
159c,4.0,NONE,0.05,24,0.025122019419701127
159c,4.0,NONE,0.075,24,0.025122019419701127
159c,4.0,NONE,0.1,24,0.025122019419701127
159c,4.0,NONE,0.15,27,0.023200640271074126
159c,4.0,NONE,0.2,27,0.023200640271074126
159c,4.0,NONE,0.27,30,0.02164944478867457
159c,4.0,NONE,0.35,30,0.017950071479895226
159c,4.0,NONE,0.45,24,0.011264118179417212
159c,4.0,NONE,0.53,18,0.008536267188463967
159c,4.0,NONE,0.65,18,0.006432415224925079
159c,4.0,NONE,0.75,18,0.005247059335260327
159c,4.0,NONE,0.9,12,0.003991015870606318
159c,4.0,NONE,1.0,9,0.0035172671856875887
159c,4.0,WITHIN,0.03,21,0.010670023088680498
159c,4.0,WITHIN,0.05,24,0.008517840036188913
159c,4.0,WITHIN,0.075,24,0.008517840036188913
159c,4.0,WITHIN,0.1,24,0.008517840036188913
159c,4.0,WITHIN,0.15,27,0.006596460887561913
159c,4.0,WITHIN,0.2,27,0.006596460887561913
159c,4.0,WITHIN,0.27,30,0.005045265405162357
159c,4.0,WITHIN,0.35,30,0.0013458920963830112
159c,4.0,WITHIN,0.45,24,-0.005340061204094999
159c,4.0,WITHIN,0.53,18,-0.008067912195048245
159c,4.0,WITHIN,0.65,18,-0.010171764158587136
159c,4.0,WITHIN,0.75,18,-0.011357120048251883
159c,4.0,WITHIN,0.9,12,-0.012613163512905897
159c,4.0,WITHIN,1.0,9,-0.013086912197824624
159c,4.0,RECENTRED,0.03,21,0.027274202472192716
159c,4.0,RECENTRED,0.05,24,0.02512201941970113
159c,4.0,RECENTRED,0.075,24,0.02512201941970113
159c,4.0,RECENTRED,0.1,24,0.02512201941970113
159c,4.0,RECENTRED,0.15,27,0.023200640271074126
159c,4.0,RECENTRED,0.2,27,0.023200640271074126
159c,4.0,RECENTRED,0.27,30,0.021649444788674574
159c,4.0,RECENTRED,0.35,30,0.017950071479895226
159c,4.0,RECENTRED,0.45,24,0.011264118179417216
159c,4.0,RECENTRED,0.53,18,0.00853626718846397
159c,4.0,RECENTRED,0.65,18,0.006432415224925081
159c,4.0,RECENTRED,0.75,18,0.005247059335260331
159c,4.0,RECENTRED,0.9,12,0.00399101587060632
159c,4.0,RECENTRED,1.0,9,0.0035172671856875926
159c,4.0,STANDARDISED,0.03,21,0.027274202472192706
159c,4.0,STANDARDISED,0.05,24,0.025122019419701123
159c,4.0,STANDARDISED,0.075,24,0.025122019419701123
159c,4.0,STANDARDISED,0.1,24,0.025122019419701123
159c,4.0,STANDARDISED,0.15,27,0.023200640271074123
159c,4.0,STANDARDISED,0.2,27,0.023200640271074123
159c,4.0,STANDARDISED,0.27,30,0.021649444788674567
159c,4.0,STANDARDISED,0.35,30,0.017950071479895226
159c,4.0,STANDARDISED,0.45,24,0.011264118179417212
159c,4.0,STANDARDISED,0.53,18,0.008536267188463967
159c,4.0,STANDARDISED,0.65,18,0.006432415224925077
159c,4.0,STANDARDISED,0.75,18,0.005247059335260327
159c,4.0,STANDARDISED,0.9,12,0.003991015870606317
159c,4.0,STANDARDISED,1.0,9,0.0035172671856875887
159c,5.0,NONE,0.03,24,0.025122019419701127
159c,5.0,NONE,0.05,24,0.025122019419701127
159c,5.0,NONE,0.075,27,0.023200640271074126
159c,5.0,NONE,0.1,27,0.023200640271074126
159c,5.0,NONE,0.15,30,0.02164944478867457
159c,5.0,NONE,0.2,30,0.02164944478867457
159c,5.0,NONE,0.27,33,0.020173337255646205
159c,5.0,NONE,0.35,33,0.020173337255646205
159c,5.0,NONE,0.45,30,0.015383470272770823
159c,5.0,NONE,0.53,27,0.010375762179490473
159c,5.0,NONE,0.65,24,0.007178890003141483
159c,5.0,NONE,0.75,18,0.005247059335260327
159c,5.0,NONE,0.9,15,0.004730549785900765
159c,5.0,NONE,1.0,12,0.003991015870606318
159c,5.0,WITHIN,0.03,24,0.008517840036188913
159c,5.0,WITHIN,0.05,24,0.008517840036188913
159c,5.0,WITHIN,0.075,27,0.006596460887561913
159c,5.0,WITHIN,0.1,27,0.006596460887561913
159c,5.0,WITHIN,0.15,30,0.005045265405162357
159c,5.0,WITHIN,0.2,30,0.005045265405162357
159c,5.0,WITHIN,0.27,33,0.0035691578721339873
159c,5.0,WITHIN,0.35,33,0.0035691578721339873
159c,5.0,WITHIN,0.45,30,-0.0012207091107413889
159c,5.0,WITHIN,0.53,27,-0.006228417204021742
159c,5.0,WITHIN,0.65,24,-0.00942528938037073
159c,5.0,WITHIN,0.75,18,-0.011357120048251883
159c,5.0,WITHIN,0.9,15,-0.011873629597611448
159c,5.0,WITHIN,1.0,12,-0.012613163512905897
159c,5.0,RECENTRED,0.03,24,0.02512201941970113
159c,5.0,RECENTRED,0.05,24,0.02512201941970113
159c,5.0,RECENTRED,0.075,27,0.023200640271074126
159c,5.0,RECENTRED,0.1,27,0.023200640271074126
159c,5.0,RECENTRED,0.15,30,0.021649444788674574
159c,5.0,RECENTRED,0.2,30,0.021649444788674574
159c,5.0,RECENTRED,0.27,33,0.0201733372556462
159c,5.0,RECENTRED,0.35,33,0.0201733372556462
159c,5.0,RECENTRED,0.45,30,0.015383470272770827
159c,5.0,RECENTRED,0.53,27,0.010375762179490475
159c,5.0,RECENTRED,0.65,24,0.0071788900031414865
159c,5.0,RECENTRED,0.75,18,0.005247059335260331
159c,5.0,RECENTRED,0.9,15,0.00473054978590077
159c,5.0,RECENTRED,1.0,12,0.00399101587060632
159c,5.0,STANDARDISED,0.03,24,0.025122019419701123
159c,5.0,STANDARDISED,0.05,24,0.025122019419701123
159c,5.0,STANDARDISED,0.075,27,0.023200640271074123
159c,5.0,STANDARDISED,0.1,27,0.023200640271074123
159c,5.0,STANDARDISED,0.15,30,0.021649444788674567
159c,5.0,STANDARDISED,0.2,30,0.021649444788674567
159c,5.0,STANDARDISED,0.27,33,0.020173337255646198
159c,5.0,STANDARDISED,0.35,33,0.020173337255646198
159c,5.0,STANDARDISED,0.45,30,0.015383470272770821
159c,5.0,STANDARDISED,0.53,27,0.010375762179490471
159c,5.0,STANDARDISED,0.65,24,0.007178890003141483
159c,5.0,STANDARDISED,0.75,18,0.005247059335260327
159c,5.0,STANDARDISED,0.9,15,0.004730549785900766
159c,5.0,STANDARDISED,1.0,12,0.003991015870606317
168B,1.0,NONE,-1.0,108,-0.07781413552967775
168B,1.0,NONE,-0.75,162,-0.06768995212334633
168B,1.0,NONE,-0.5,162,-0.03904337666739068
168B,1.0,NONE,-0.25,162,-0.016981372400723144
168B,1.0,NONE,0.0,162,-0.0007838012269376877
168B,1.0,NONE,0.25,162,-0.0041693245006247555
168B,1.0,NONE,0.5,162,-0.010677378762233883
168B,1.0,NONE,0.75,162,-0.019911012795646582
168B,1.0,NONE,1.0,108,-0.02303696833719627
168B,1.0,WITHIN,-1.0,108,-0.048352546814367556
168B,1.0,WITHIN,-0.75,162,-0.03822836340803611
168B,1.0,WITHIN,-0.5,162,-0.00958178795208049
168B,1.0,WITHIN,-0.25,162,0.01248021631458705
168B,1.0,WITHIN,0.0,162,0.028677787488372505
168B,1.0,WITHIN,0.25,162,0.02529226421468544
168B,1.0,WITHIN,0.5,162,0.01878420995307631
168B,1.0,WITHIN,0.75,162,0.009550575919663613
168B,1.0,WITHIN,1.0,108,0.006424620378113925
168B,1.0,RECENTRED,-1.0,108,-0.07781413552967774
168B,1.0,RECENTRED,-0.75,162,-0.0676899521233463
168B,1.0,RECENTRED,-0.5,162,-0.039043376667390675
168B,1.0,RECENTRED,-0.25,162,-0.016981372400723147
168B,1.0,RECENTRED,0.0,162,-0.0007838012269376885
168B,1.0,RECENTRED,0.25,162,-0.004169324500624756
168B,1.0,RECENTRED,0.5,162,-0.010677378762233885
168B,1.0,RECENTRED,0.75,162,-0.01991101279564658
168B,1.0,RECENTRED,1.0,108,-0.023036968337196265
168B,1.0,STANDARDISED,-1.0,108,-0.07781413552967772
168B,1.0,STANDARDISED,-0.75,162,-0.0676899521233463
168B,1.0,STANDARDISED,-0.5,162,-0.039043376667390675
168B,1.0,STANDARDISED,-0.25,162,-0.016981372400723137
168B,1.0,STANDARDISED,0.0,162,-0.0007838012269376867
168B,1.0,STANDARDISED,0.25,162,-0.004169324500624758
168B,1.0,STANDARDISED,0.5,162,-0.010677378762233885
168B,1.0,STANDARDISED,0.75,162,-0.01991101279564658
168B,1.0,STANDARDISED,1.0,108,-0.02303696833719627
168B,2.0,NONE,-1.0,162,-0.06768995212334633
168B,2.0,NONE,-0.75,216,-0.051643097065381234
168B,2.0,NONE,-0.5,270,-0.04131447765230498
168B,2.0,NONE,-0.25,270,-0.023195800358299823
168B,2.0,NONE,0.0,270,-0.012690418140808742
168B,2.0,NONE,0.25,270,-0.007106933635637526
168B,2.0,NONE,0.5,270,-0.01171638203525336
168B,2.0,NONE,0.75,216,-0.014645477544066705
168B,2.0,NONE,1.0,162,-0.019911012795646582
168B,2.0,WITHIN,-1.0,162,-0.03822836340803611
168B,2.0,WITHIN,-0.75,216,-0.02218150835007104
168B,2.0,WITHIN,-0.5,270,-0.011852888936994785
168B,2.0,WITHIN,-0.25,270,0.00626578835701037
168B,2.0,WITHIN,0.0,270,0.01677117057450146
168B,2.0,WITHIN,0.25,270,0.022354655079672665
168B,2.0,WITHIN,0.5,270,0.01774520668005684
168B,2.0,WITHIN,0.75,216,0.014816111171243493
168B,2.0,WITHIN,1.0,162,0.009550575919663613
168B,2.0,RECENTRED,-1.0,162,-0.0676899521233463
168B,2.0,RECENTRED,-0.75,216,-0.051643097065381234
168B,2.0,RECENTRED,-0.5,270,-0.04131447765230498
168B,2.0,RECENTRED,-0.25,270,-0.023195800358299823
168B,2.0,RECENTRED,0.0,270,-0.012690418140808738
168B,2.0,RECENTRED,0.25,270,-0.007106933635637528
168B,2.0,RECENTRED,0.5,270,-0.01171638203525336
168B,2.0,RECENTRED,0.75,216,-0.014645477544066702
168B,2.0,RECENTRED,1.0,162,-0.01991101279564658
168B,2.0,STANDARDISED,-1.0,162,-0.0676899521233463
168B,2.0,STANDARDISED,-0.75,216,-0.05164309706538124
168B,2.0,STANDARDISED,-0.5,270,-0.04131447765230498
168B,2.0,STANDARDISED,-0.25,270,-0.023195800358299823
168B,2.0,STANDARDISED,0.0,270,-0.01269041814080874
168B,2.0,STANDARDISED,0.25,270,-0.007106933635637527
168B,2.0,STANDARDISED,0.5,270,-0.011716382035253367
168B,2.0,STANDARDISED,0.75,216,-0.014645477544066704
168B,2.0,STANDARDISED,1.0,162,-0.01991101279564658
168B,3.0,NONE,-1.0,216,-0.051643097065381234
168B,3.0,NONE,-0.75,270,-0.04131447765230498
168B,3.0,NONE,-0.5,324,-0.034236876675142
168B,3.0,NONE,-0.25,378,-0.031297194537628456
168B,3.0,NONE,0.0,378,-0.02130889518412481
168B,3.0,NONE,0.25,378,-0.015646575339776606
168B,3.0,NONE,0.5,324,-0.010347407011292137
168B,3.0,NONE,0.75,270,-0.01171638203525336
168B,3.0,NONE,1.0,216,-0.014645477544066705
168B,3.0,WITHIN,-1.0,216,-0.02218150835007104
168B,3.0,WITHIN,-0.75,270,-0.011852888936994785
168B,3.0,WITHIN,-0.5,324,-0.004775287959831805
168B,3.0,WITHIN,-0.25,378,-0.0018356058223182627
168B,3.0,WITHIN,0.0,378,0.008152693531185381
168B,3.0,WITHIN,0.25,378,0.013815013375533584
168B,3.0,WITHIN,0.5,324,0.019114181704018057
168B,3.0,WITHIN,0.75,270,0.01774520668005684
168B,3.0,WITHIN,1.0,216,0.014816111171243493
168B,3.0,RECENTRED,-1.0,216,-0.051643097065381234
168B,3.0,RECENTRED,-0.75,270,-0.04131447765230498
168B,3.0,RECENTRED,-0.5,324,-0.034236876675142
168B,3.0,RECENTRED,-0.25,378,-0.031297194537628456
168B,3.0,RECENTRED,0.0,378,-0.02130889518412481
168B,3.0,RECENTRED,0.25,378,-0.01564657533977661
168B,3.0,RECENTRED,0.5,324,-0.010347407011292132
168B,3.0,RECENTRED,0.75,270,-0.01171638203525336
168B,3.0,RECENTRED,1.0,216,-0.014645477544066702
168B,3.0,STANDARDISED,-1.0,216,-0.05164309706538124
168B,3.0,STANDARDISED,-0.75,270,-0.04131447765230498
168B,3.0,STANDARDISED,-0.5,324,-0.034236876675142004
168B,3.0,STANDARDISED,-0.25,378,-0.03129719453762845
168B,3.0,STANDARDISED,0.0,378,-0.02130889518412481
168B,3.0,STANDARDISED,0.25,378,-0.015646575339776606
168B,3.0,STANDARDISED,0.5,324,-0.010347407011292135
168B,3.0,STANDARDISED,0.75,270,-0.011716382035253367
168B,3.0,STANDARDISED,1.0,216,-0.014645477544066704
168B,4.0,NONE,-1.0,270,-0.04131447765230498
168B,4.0,NONE,-0.75,324,-0.034236876675142
168B,4.0,NONE,-0.5,378,-0.031297194537628456
168B,4.0,NONE,-0.25,432,-0.02982556556852832
168B,4.0,NONE,0.0,486,-0.029461588715310193
168B,4.0,NONE,0.25,432,-0.021964005022304858
168B,4.0,NONE,0.5,378,-0.015646575339776606
168B,4.0,NONE,0.75,324,-0.010347407011292137
168B,4.0,NONE,1.0,270,-0.01171638203525336
168B,4.0,WITHIN,-1.0,270,-0.011852888936994785
168B,4.0,WITHIN,-0.75,324,-0.004775287959831805
168B,4.0,WITHIN,-0.5,378,-0.0018356058223182627
168B,4.0,WITHIN,-0.25,432,-0.0003639768532181324
168B,4.0,WITHIN,0.0,486,7.995433304913679e-19
168B,4.0,WITHIN,0.25,432,0.007497583693005334
168B,4.0,WITHIN,0.5,378,0.013815013375533584
168B,4.0,WITHIN,0.75,324,0.019114181704018057
168B,4.0,WITHIN,1.0,270,0.01774520668005684
168B,4.0,RECENTRED,-1.0,270,-0.04131447765230498
168B,4.0,RECENTRED,-0.75,324,-0.034236876675142
168B,4.0,RECENTRED,-0.5,378,-0.031297194537628456
168B,4.0,RECENTRED,-0.25,432,-0.02982556556852832
168B,4.0,RECENTRED,0.0,486,-0.029461588715310193
168B,4.0,RECENTRED,0.25,432,-0.021964005022304858
168B,4.0,RECENTRED,0.5,378,-0.01564657533977661
168B,4.0,RECENTRED,0.75,324,-0.010347407011292132
168B,4.0,RECENTRED,1.0,270,-0.01171638203525336
168B,4.0,STANDARDISED,-1.0,270,-0.04131447765230498
168B,4.0,STANDARDISED,-0.75,324,-0.034236876675142004
168B,4.0,STANDARDISED,-0.5,378,-0.03129719453762845
168B,4.0,STANDARDISED,-0.25,432,-0.02982556556852832
168B,4.0,STANDARDISED,0.0,486,-0.02946158871531019
168B,4.0,STANDARDISED,0.25,432,-0.021964005022304854
168B,4.0,STANDARDISED,0.5,378,-0.015646575339776606
168B,4.0,STANDARDISED,0.75,324,-0.010347407011292135
168B,4.0,STANDARDISED,1.0,270,-0.011716382035253367
168B,5.0,NONE,-1.0,324,-0.034236876675142
168B,5.0,NONE,-0.75,378,-0.031297194537628456
168B,5.0,NONE,-0.5,432,-0.02982556556852832
168B,5.0,NONE,-0.25,486,-0.029461588715310193
168B,5.0,NONE,0.0,486,-0.029461588715310193
168B,5.0,NONE,0.25,486,-0.029461588715310193
168B,5.0,NONE,0.5,432,-0.021964005022304858
168B,5.0,NONE,0.75,378,-0.015646575339776606
168B,5.0,NONE,1.0,324,-0.010347407011292137
168B,5.0,WITHIN,-1.0,324,-0.004775287959831805
168B,5.0,WITHIN,-0.75,378,-0.0018356058223182627
168B,5.0,WITHIN,-0.5,432,-0.0003639768532181324
168B,5.0,WITHIN,-0.25,486,7.995433304913679e-19
168B,5.0,WITHIN,0.0,486,7.995433304913679e-19
168B,5.0,WITHIN,0.25,486,7.995433304913679e-19
168B,5.0,WITHIN,0.5,432,0.007497583693005334
168B,5.0,WITHIN,0.75,378,0.013815013375533584
168B,5.0,WITHIN,1.0,324,0.019114181704018057
