panel,k,q,book,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,pub_keep4b,pub_keep4a,p4b_B_SPY,fail_B_SPY,p4b_B_LARGE,fail_B_LARGE,p4b_B_SMALL,fail_B_SMALL,p4b_B_MATCH,fail_B_MATCH,p4b_B_HALF,fail_B_HALF,p4b_B_OWN,fail_B_OWN
k40~q0.500~s118,40,0.5,CAND10,0.1157961215351812,0.8196691882867423,-0.2113506102597523,1.0500458947747398,0.6163887355818494,0.774926656851086,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,H2,False,"H2,OOS",False,"H2,OOS,DD",False,"H2,OOS"
k40~q0.500~s118,40,0.5,CAND20,0.1031507601223382,0.8234445158562125,-0.2014391932067808,0.9416957213280824,0.7236730962300287,0.8482707951222694,False,False,False,"H2,OOS",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H2,OOS,CAGR"
k40~q0.500~s119,40,0.5,EWall,0.1068468816009287,0.8751350823415833,-0.2821104009957703,1.0774243263993684,0.7401172427259727,0.8594445597059408,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s119,40,0.5,CAND10,0.1005540718768613,0.7259889263296568,-0.2794964640536498,0.9628998665485572,0.5469348682066131,0.6746648015858454,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s119,40,0.5,CAND20,0.1033617058060611,0.8309689081596566,-0.2797243497026884,1.021563883589829,0.6986778917086428,0.8280076008443392,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s120,40,0.5,EWall,0.1061816044451919,0.8852019727833588,-0.2161216560284166,0.9392916925892464,0.8478471741407007,0.8394967385343964,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k40~q0.500~s120,40,0.5,CAND10,0.1152670026074651,0.8350433255962967,-0.2088442165967434,0.925553251177762,0.7693167910860332,0.7528806318612333,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS",False,"H1,H2,OOS",False,"H1,H2,OOS,CAGR"
k40~q0.500~s120,40,0.5,CAND20,0.1056772697121182,0.8698360731833441,-0.2197836184073249,0.9946341117283564,0.773752907224195,0.7710707948966697,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k40~q0.500~s121,40,0.5,EWall,0.0902882356369967,0.7881093312557984,-0.2125755413089968,0.9987348370313192,0.6163677628217393,0.6988764603539299,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,CAGR"
k40~q0.500~s121,40,0.5,CAND10,0.1061290041689455,0.7943054531179194,-0.2294740371021612,0.8459679538958175,0.7578468856483737,0.7984709847389391,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS"
k40~q0.500~s121,40,0.5,CAND20,0.0915581259014874,0.7799562126143412,-0.2201631122887886,0.9763067754551984,0.6218133594306533,0.6850659923877078,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR"
k40~q0.500~s122,40,0.5,EWall,0.1001434322643826,0.7845488899010751,-0.2788668168120511,0.809442907639909,0.769476215074923,0.8052248235188615,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s122,40,0.5,CAND10,0.1201199866644737,0.8295605363210719,-0.2727397342374111,0.887891242174023,0.7820637121139244,0.7793202294923218,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s122,40,0.5,CAND20,0.098778994400644,0.765030282603996,-0.2790077520755777,0.8427262986648056,0.7047566470901702,0.728703169624573,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s123,40,0.5,EWall,0.1061352977453329,0.8607844309878253,-0.273877782512562,1.1550981869035688,0.6162354413446225,0.73857160714727,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k40~q0.500~s123,40,0.5,CAND10,0.1071681751228568,0.7669762592083013,-0.2767706268367367,1.2808183889652418,0.3208685907454407,0.5397900020060068,False,False,False,"H2,OOS,DD",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H2,OOS,DD,CAGR"
k40~q0.500~s123,40,0.5,CAND20,0.104513558635702,0.8341534493834789,-0.2718939911144757,1.1458364967097068,0.5715981767677257,0.6940955386474962,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,H2,False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k40~q0.500~s124,40,0.5,EWall,0.0688264682998653,0.603639025776067,-0.3002722955098661,0.8307072990606493,0.4207120307770423,0.5405579883238042,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k40~q0.500~s124,40,0.5,CAND10,0.0703338972303346,0.5629022832551928,-0.3119303975867217,0.806610550684379,0.3555776462433977,0.5236335868485477,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s124,40,0.5,CAND20,0.0729570821900549,0.6264327504641893,-0.3034990646577882,0.8541289568349649,0.4433376875488976,0.5751655609068558,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k40~q0.500~s125,40,0.5,EWall,0.1089756901300837,0.8984966818223123,-0.2289362983184902,0.968179659327909,0.8524940497338805,0.9040801636058834,False,False,False,"H2,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,DD,CAGR"
k40~q0.500~s125,40,0.5,CAND10,0.1165695189215454,0.837787853459662,-0.2188668345174085,0.8963660575289858,0.7998978262329771,0.83388527129075,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS",False,"H1,H2,OOS,DD",False,"H1,OOS,DD"
k40~q0.500~s125,40,0.5,CAND20,0.1065464720498441,0.8629528608352359,-0.2304633618467387,0.9061977973267886,0.8379969366764513,0.8835246258102724,False,False,False,"H2,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,DD,CAGR"
k40~q0.500~s126,40,0.5,EWall,0.0673622873979788,0.5927706859746862,-0.2721996403893343,0.7256611568989858,0.4881974054718678,0.5597386033484972,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s126,40,0.5,CAND10,0.0724968043060803,0.5671455579337743,-0.2663135308422221,0.7324797848874737,0.4363154825910197,0.5843426724208509,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s126,40,0.5,CAND20,0.0713940514731537,0.6122835457540596,-0.2737804493018294,0.73449822841477,0.5158362302932982,0.5727089724807898,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s127,40,0.5,EWall,0.108346983250986,0.8729940781808614,-0.1849706843027401,0.9328409457789332,0.823718393435907,0.8112186328816444,False,False,False,"H2,OOS",False,"H1,H2,OOS,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS",False,"H1,OOS,CAGR"
k40~q0.500~s127,40,0.5,CAND10,0.1248950246389524,0.871171585762159,-0.2003286249372988,0.9935309245458446,0.7629655023997004,0.7652459898504709,False,False,False,"H2,OOS",False,"H1,H2,OOS,DD",True,-,False,"H1,H2,OOS",False,"H2,OOS",False,OOS
k40~q0.500~s127,40,0.5,CAND20,0.1068938757287976,0.8435743412592261,-0.1882957720346419,0.9428482993311972,0.7584747479955242,0.7542412651496736,False,False,False,"H2,OOS",False,"H1,H2,OOS,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS",False,"H1,OOS,CAGR"
k40~q0.500~s128,40,0.5,EWall,0.1171520117241273,0.9405349317607202,-0.1902818885000187,1.0932612124802512,0.8074357535085979,0.8672890623567789,False,False,False,"H2,OOS",False,"H1,H2,OOS,CAGR",True,-,False,"H2,OOS",False,"H2,OOS",True,-
k40~q0.500~s128,40,0.5,CAND10,0.1265117076379069,0.905217408579505,-0.2253203906753528,1.053176801359692,0.777937657414386,0.7894511740886119,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD",True,-,False,"H2,OOS,DD",False,"H2,OOS,DD",True,-
k40~q0.500~s128,40,0.5,CAND20,0.1166259552429487,0.9282442701636694,-0.1929090866791282,1.081931367479525,0.7964009742451051,0.8268542906428336,False,False,False,"H2,OOS",False,"H1,H2,OOS,CAGR",True,-,False,"H2,OOS",False,"H2,OOS",True,-
k40~q0.500~s129,40,0.5,EWall,0.0758467419699955,0.652043110099535,-0.2629023110987969,0.8167646026754076,0.5109379879261478,0.6031492518550741,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s129,40,0.5,CAND10,0.0980349782940317,0.7118123231676337,-0.301797590361853,0.9297533966677,0.5223769477479996,0.6535273174108516,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k40~q0.500~s129,40,0.5,CAND20,0.0712981456721459,0.5997925140019563,-0.271493579441951,0.7807712741002655,0.4431536268914882,0.5176982453676355,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s130,40,0.5,EWall,0.1094234574136732,0.8588176777378714,-0.1975373127651259,0.7936558914914267,0.9202868293479802,0.8820861355418662,False,False,False,H1,False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,OOS,CAGR",False,"H1,OOS",False,"H1,OOS,CAGR"
k40~q0.500~s130,40,0.5,CAND10,0.1220595893590861,0.84756804482508,-0.1896200429781986,0.8592237088949448,0.8451788252090674,0.8488428977638981,False,False,False,"H1,H2,OOS",False,"H1,H2,OOS,CAGR",False,H1,False,"H1,H2,OOS",False,"H1,H2,OOS",False,"H1,H2,OOS"
k40~q0.500~s130,40,0.5,CAND20,0.1103973644779947,0.851477170568524,-0.2029167472981667,0.8062149606623861,0.8965574962274223,0.9012041646771038,False,False,False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,CAGR",False,"H1,OOS",False,"H1,OOS,CAGR"
k40~q0.500~s131,40,0.5,EWall,0.0926626827343588,0.7570517169750561,-0.239159328091754,0.836466461823454,0.6810915192085079,0.8225185776264571,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s131,40,0.5,CAND10,0.1105980915436113,0.779177901355178,-0.2628524225668017,0.8592658221200002,0.7018679956349235,0.8823097757142684,False,False,False,"H1,H2,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,H2,DD,CAGR"
k40~q0.500~s131,40,0.5,CAND20,0.0985194911358904,0.7826563546601571,-0.2350936613883211,0.8446441542195038,0.7225535596448079,0.8720410796418165,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR"
k40~q0.500~s132,40,0.5,EWall,0.0910377090532783,0.7676118703245306,-0.2593446126467504,0.7110536358019788,0.8202221080890938,0.7940527659819302,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,OOS,DD,CAGR"
k40~q0.500~s132,40,0.5,CAND10,0.1057171188882701,0.7681042183139283,-0.3221153345161884,0.7556863660734618,0.7817671155522444,0.7321897667306555,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,OOS,DD,CAGR"
k40~q0.500~s132,40,0.5,CAND20,0.0950964808536627,0.77922828160304,-0.261352740503905,0.7103145433192969,0.8429319772201775,0.8132957690526772,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,OOS,DD,CAGR"
k40~q0.500~s133,40,0.5,EWall,0.0871527156068445,0.7103152588014661,-0.3059981533396012,0.9035881806049714,0.5537073890579296,0.6152648420980678,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s133,40,0.5,CAND10,0.0897836555882063,0.6620688818821756,-0.2919733566065947,0.8081181973000576,0.5389243295403853,0.5475161471555419,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s133,40,0.5,CAND20,0.0891637458056577,0.7159827104944155,-0.3129510586186348,0.924142838096453,0.5464817173624652,0.5795317041792597,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s134,40,0.5,EWall,0.0881126324046606,0.7805128805843595,-0.2919249284109201,0.882539416438914,0.706362544220606,0.8818373771128794,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s134,40,0.5,CAND10,0.0712035845539089,0.5602289367775555,-0.2922725342955242,0.5682937590608621,0.5572892663287858,0.7320843476746018,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s134,40,0.5,CAND20,0.0903525494175265,0.7803422049150213,-0.2939654309515084,0.8523504646318691,0.7294944216713701,0.8832541823856785,False,False,False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s135,40,0.5,EWall,0.0855422553248619,0.6743124939735543,-0.2379460861640047,0.7051176326473229,0.6527883183791988,0.6935282924189536,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s135,40,0.5,CAND10,0.1088023201814343,0.7548206575633242,-0.2873212984936465,0.7343551633240128,0.776967740164179,0.8180322024741492,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,DD"
k40~q0.500~s135,40,0.5,CAND20,0.0869354257735657,0.6740526789009235,-0.2402242661507083,0.6986820295579234,0.6572710002404457,0.6745262555311407,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s136,40,0.5,EWall,0.0892124080931913,0.7303026609282496,-0.3289539503313341,0.9057811780080812,0.6043091456386507,0.6541392022020904,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s136,40,0.5,CAND10,0.095787277915688,0.6799354225282338,-0.3427985982556691,0.7554145899200468,0.62404591189416,0.6888174713650657,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s136,40,0.5,CAND20,0.0867616097415608,0.6947649207144393,-0.3334407355144713,0.8171398513986414,0.6081254737510213,0.6608837079659892,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s137,40,0.5,EWall,0.0762979757715611,0.6734760999297791,-0.2979513157582676,0.9709421548467756,0.4301219818417066,0.6108194536406498,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s137,40,0.5,CAND10,0.0888724343381996,0.6788459644463135,-0.3554051026975403,0.973762901735955,0.4411827905294732,0.6556337044547728,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s137,40,0.5,CAND20,0.0785113706735936,0.6768229775659553,-0.3055768475244736,0.9956313115160428,0.4170074947547502,0.5885432531474315,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s138,40,0.5,EWall,0.0654605030960271,0.5891562791024404,-0.2119546149425686,0.7011411123758903,0.4837392105703219,0.6026585657870455,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k40~q0.500~s138,40,0.5,CAND10,0.0639909962763398,0.5154299359164689,-0.2484923016502369,0.5432315651938736,0.4894203400646216,0.5923201038434888,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s138,40,0.5,CAND20,0.0743361497756465,0.6452677696145932,-0.2180089855244669,0.7200185877538193,0.5740430809761718,0.6891269962038467,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k40~q0.500~s139,40,0.5,EWall,0.1080875731728998,0.8569299660894302,-0.2454316351509359,0.968516701522087,0.7707173492372952,0.9048094850327172,False,False,False,"H2,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,H2,DD,CAGR"
k40~q0.500~s139,40,0.5,CAND10,0.0948876989005536,0.6759920827998585,-0.237582516985025,0.7781796846938908,0.5927958835319778,0.7014360961476798,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s139,40,0.5,CAND20,0.1086535831398893,0.8438333857887238,-0.2457823582671935,0.8914328099849462,0.8103237439148853,0.9222061986120396,False,False,False,"H2,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,DD,CAGR",False,"H1,H2,DD",False,"H1,H2,DD,CAGR"
k40~q0.500~s140,40,0.5,EWall,0.0797438090429081,0.679874145019823,-0.3324938750670682,1.0325779797057464,0.4218409253840439,0.5861819397535653,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k40~q0.500~s140,40,0.5,CAND10,0.0622741061743254,0.5002156882204762,-0.3178295205621427,0.894969978407697,0.1963441466366668,0.3323067894587203,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k40~q0.500~s140,40,0.5,CAND20,0.0734657010596504,0.6243320021799078,-0.3316843895579854,1.0006468773116832,0.3450171764632934,0.4942411696033328,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k40~q0.500~s141,40,0.5,EWall,0.0800214599468387,0.6996756636923266,-0.2157860847109575,0.7756910120088891,0.6374644666985543,0.6968803189069589,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k40~q0.500~s141,40,0.5,CAND10,0.0974620928506697,0.7388207831280753,-0.2302592795369717,0.6519902566496939,0.8188516852381169,0.8182498400802233,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s141,40,0.5,CAND20,0.0844701606501305,0.7186535705814295,-0.2146976734840741,0.8074460116010331,0.6437674394598129,0.7257902161094586,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k40~q0.500~s142,40,0.5,EWall,0.1203743573279936,0.9503259391523436,-0.291767279157392,0.8738439156439171,1.021942453342615,1.0712635218696045,False,False,False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,DD",False,"H1,DD",False,"H1,DD"
k40~q0.500~s142,40,0.5,CAND10,0.1451772252223591,0.971549316130192,-0.2883251033399073,1.001610042631507,0.9546671330961732,1.0518465451500365,False,False,False,DD,False,"H1,H2,OOS,DD",False,DD,False,"H1,DD",False,DD,False,"H1,DD"
k40~q0.500~s142,40,0.5,CAND20,0.1207512535083918,0.9346019307166576,-0.2915467204541906,0.8962869960978294,0.9760121156614124,1.036131691536059,False,False,False,DD,False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,DD",False,"H1,DD",False,"H1,DD"
k40~q0.500~s143,40,0.5,EWall,0.0921249740733696,0.7903690214807167,-0.3264621301899969,0.9067459547159804,0.6989820651991719,0.7795367777542095,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
