panel,book,gross,cadence,rung,draws,distinct,degenerate,null_turn_yr,null_drag_bp,base4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
B136,BAND03,1.0,M,25.0,200,200,False,4.047022065317357,101.17555163293392,0.0,1.0,0.885,1.0,0.0,0.11
B136,BAND03,1.0,M,50.0,200,200,False,4.047022065317357,202.35110326586783,0.0,1.0,0.0,0.505,0.0,0.0
B136,BAND03,0.5,Q,0.0,200,200,False,0.8079945961684802,0.0,0.0,1.0,0.015,0.8,1.0,0.0
B136,BAND03,0.5,Q,5.0,200,200,False,0.8079945961684802,4.039972980842402,0.0,1.0,0.0,0.71,1.0,0.0
B136,BAND03,0.5,Q,10.0,200,200,False,0.8079945961684802,8.079945961684803,0.0,1.0,0.0,0.635,1.0,0.0
B136,BAND03,0.5,Q,25.0,200,200,False,0.8079945961684802,20.199864904212006,0.0,1.0,0.0,0.255,1.0,0.0
B136,BAND03,0.5,Q,50.0,200,200,False,0.8079945961684802,40.39972980842401,0.0,1.0,0.0,0.01,1.0,0.0
B136,BAND03,0.75,Q,0.0,200,200,False,1.206092298424223,0.0,0.0,1.0,0.0,0.69,0.0,0.0
B136,BAND03,0.75,Q,5.0,200,200,False,1.206092298424223,6.030461492121115,0.0,1.0,0.0,0.61,0.0,0.0
B136,BAND03,0.75,Q,10.0,200,200,False,1.206092298424223,12.06092298424223,0.0,1.0,0.0,0.455,0.0,0.0
B136,BAND03,0.75,Q,25.0,200,200,False,1.206092298424223,30.152307460605577,0.0,1.0,0.0,0.12,0.0,0.0
B136,BAND03,0.75,Q,50.0,200,200,False,1.206092298424223,60.304614921211154,0.0,1.0,0.0,0.0,0.0,0.0
B136,BAND03,1.0,Q,0.0,200,200,False,1.6037034275813316,0.0,0.0,1.0,0.0,0.58,0.0,0.155
B136,BAND03,1.0,Q,5.0,200,200,False,1.6037034275813316,8.018517137906658,0.0,1.0,0.0,0.385,0.0,0.08
B136,BAND03,1.0,Q,10.0,200,200,False,1.6037034275813316,16.037034275813316,0.0,1.0,0.0,0.31,0.0,0.015
B136,BAND03,1.0,Q,25.0,200,200,False,1.6037034275813316,40.09258568953329,0.0,1.0,0.0,0.05,0.0,0.0
B136,BAND03,1.0,Q,50.0,200,200,False,1.6037034275813316,80.18517137906657,0.0,1.0,0.0,0.0,0.0,0.0
