panel,kind,q,k,seed,arm,keep4a,keep4b,fails4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
k20~q0.250~s34,k20q0.250,0.25,20,34,EWall,False,False,"H2,OOS,DD",0.11605576950147034,0.8739146555145167,-0.2614794841172724,0.9554929294372916,0.818498320325484,0.8529236051221254,0.1182685431762629,-0.26147948411727295
k20~q0.250~s34,k20q0.250,0.25,20,34,CAND10,False,False,"H2,OOS,DD",0.11662702016755899,0.8526430428706213,-0.2735097547695391,0.9149196323981054,0.8108694018101098,0.8265717304335931,0.11799852605152061,-0.2735097547695394
k20~q0.250~s34,k20q0.250,0.25,20,34,CAND20,False,False,"H2,OOS,DD",0.11616634935620151,0.8749700226384973,-0.2614794841172716,0.9432100176821314,0.8302310435287118,0.8629421461197739,0.11983196021669706,-0.2614794841172723
k20~q0.250~s35,k20q0.250,0.25,20,35,EWall,False,False,"H2,DD",0.12390113962476512,0.9191535189203518,-0.21435781556927191,1.068566498520533,0.8068439492760787,0.9022701113687005,0.1271019137689846,-0.21435781556927203
k20~q0.250~s35,k20q0.250,0.25,20,35,CAND10,False,False,"H2,OOS,DD",0.12179191071119355,0.8682687311518241,-0.20638510791275744,1.074998325670999,0.7122788289709113,0.8631060910170681,0.12772614736613064,-0.20638510791275744
k20~q0.250~s35,k20q0.250,0.25,20,35,CAND20,False,False,"H2,DD",0.12369544297088653,0.9178135721695756,-0.2143578155692718,1.0655518737851504,0.8068439492760787,0.9022701113687005,0.1271019137689846,-0.21435781556927203
k20~q0.250~s36,k20q0.250,0.25,20,36,EWall,False,False,"H2,OOS,DD,CAGR",0.08096402314121409,0.6759783291916762,-0.2999943439452719,0.9498401334486577,0.4643509806210206,0.6359820938878203,0.07904048477140546,-0.2999943439452719
k20~q0.250~s36,k20q0.250,0.25,20,36,CAND10,False,False,"H2,OOS,DD,CAGR",0.08717573183363281,0.6966614793374329,-0.29882721492521125,1.0297966018993479,0.4344059266301638,0.6514664715499625,0.08472996359443541,-0.29882721492521147
k20~q0.250~s36,k20q0.250,0.25,20,36,CAND20,False,False,"H2,OOS,DD,CAGR",0.0809373196887968,0.6754879978702109,-0.2999943439452717,0.9485814805705634,0.46472543635245395,0.6361455908376086,0.07912198750802002,-0.2999943439452718
k20~q0.250~s37,k20q0.250,0.25,20,37,EWall,False,False,DD,0.13298961438680368,1.0037818993714578,-0.206328994986543,1.140148783272632,0.8844172915646492,0.9182701914512733,0.12223833323232625,-0.206328994986543
k20~q0.250~s37,k20q0.250,0.25,20,37,CAND10,False,False,DD,0.14623815501722803,1.0463908474754386,-0.22366669647390947,1.1393313024677545,0.9657416597515099,0.9778655922646176,0.13832855223470575,-0.2236666964739097
k20~q0.250~s37,k20q0.250,0.25,20,37,CAND20,False,False,DD,0.13134303537831826,0.9958266463984184,-0.20632899498654322,1.126586352172241,0.8804470939643154,0.91528706839977,0.12115347817605526,-0.20632899498654267
k20~q0.250~s38,k20q0.250,0.25,20,38,EWall,False,False,"H1,DD,CAGR",0.09173645078632253,0.803884035369166,-0.2063500439956878,0.7418703175680101,0.8627212179678854,0.9081163019182809,0.10531152319386172,-0.20635004399568768
k20~q0.250~s38,k20q0.250,0.25,20,38,CAND10,False,False,"H1,DD,CAGR",0.09498340511827208,0.78013842353838,-0.20877269209306115,0.6373439818930113,0.9139877925597346,0.8970523962659696,0.11231243161339877,-0.20877269209306148
k20~q0.250~s38,k20q0.250,0.25,20,38,CAND20,False,False,"H1,DD,CAGR",0.09290427392363032,0.8127825791562536,-0.2063500439956879,0.7387595402691767,0.8829082829290043,0.9249177493759303,0.10753064371483134,-0.20635004399568768
k20~q0.250~s39,k20q0.250,0.25,20,39,EWall,False,False,"H2,OOS,DD,CAGR",0.08050488238153197,0.6764630697744416,-0.2275213364966735,0.9402410917571143,0.4552248877157672,0.5826139118233381,0.0692097619683103,-0.22752133649667405
k20~q0.250~s39,k20q0.250,0.25,20,39,CAND10,False,False,"H2,OOS,DD,CAGR",0.0820696455728882,0.6683222769949674,-0.22195486065749004,0.9677778309617272,0.4163259932523421,0.5687425859093329,0.06968208896014572,-0.22195486065749037
k20~q0.250~s39,k20q0.250,0.25,20,39,CAND20,False,False,"H2,OOS,DD,CAGR",0.07951714101729568,0.6689997841367178,-0.22752133649667394,0.9229052971179448,0.45657748838098905,0.5815158986748534,0.06911845373848124,-0.2275213364966736
k20~q0.250~s40,k20q0.250,0.25,20,40,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07311999306738315,0.6506266331206878,-0.26469044646187523,0.7993341633239249,0.5167251132664152,0.6095293659026604,0.06874483214876559,-0.26469044646187534
k20~q0.250~s40,k20q0.250,0.25,20,40,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06672886567358027,0.5761642308638294,-0.260263502482568,0.7151044821017074,0.4518806609147101,0.5104355907004383,0.05903167101355189,-0.2602635024825687
k20~q0.250~s40,k20q0.250,0.25,20,40,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07084319418492435,0.6330395066141548,-0.2646904464618749,0.7790230069478298,0.5013977513964737,0.5968194364320842,0.06705370341251027,-0.26469044646187534
k20~q0.250~s41,k20q0.250,0.25,20,41,EWall,False,False,"H1,DD",0.12505098026774597,0.9601808654314751,-0.20320187218753416,0.8751444943421418,1.038531943517722,1.0162921395127331,0.13896540144024683,-0.20320187218753272
k20~q0.250~s41,k20q0.250,0.25,20,41,CAND10,False,False,"H1,DD",0.11844146554069535,0.8652838547352505,-0.2353033230337107,0.7538766716340878,0.9646169407304276,0.8923079249754797,0.12756100764997647,-0.2353033230337117
k20~q0.250~s41,k20q0.250,0.25,20,41,CAND20,False,False,"H1,DD",0.12421902590386735,0.9554049740177376,-0.20320187218753205,0.8644529214737373,1.038531943517722,1.0162921395127331,0.13896540144024683,-0.20320187218753272
k20~q0.250~s42,k20q0.250,0.25,20,42,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07632039962875403,0.6895921902576191,-0.21001499489423936,0.8010111230648094,0.5974005613394083,0.6946751099387104,0.0786750140198178,-0.21001499489423947
k20~q0.250~s42,k20q0.250,0.25,20,42,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06901848949967282,0.6149403234437993,-0.22251299283037496,0.6545216227021382,0.5835934998599288,0.676978431179406,0.07869071839178376,-0.22251299283037473
k20~q0.250~s42,k20q0.250,0.25,20,42,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07645443136115904,0.6909330585231035,-0.21001499489423936,0.8010111230648094,0.5997834369614934,0.6967863639232476,0.07889230623295429,-0.21001499489423947
k20~q0.250~s43,k20q0.250,0.25,20,43,EWall,False,False,"H2,OOS,DD",0.10902121463014303,0.9048590300774761,-0.2666820465984582,1.2201440552247742,0.6259017028069362,0.8346883605089348,0.10125410279352742,-0.2666820465984584
k20~q0.250~s43,k20q0.250,0.25,20,43,CAND10,False,False,"H2,OOS,DD",0.10289421064527215,0.8272465114542824,-0.265542447263836,1.02258266124351,0.6489936223681454,0.8085140135811267,0.10172051634271617,-0.2655424472638358
k20~q0.250~s43,k20q0.250,0.25,20,43,CAND20,False,False,"H2,OOS,DD",0.10833456397499219,0.8997356560593922,-0.2666820465984585,1.2179399195107008,0.6180857636718394,0.8281383427219348,0.10035320390825819,-0.2666820465984584
k20~q0.250~s44,k20q0.250,0.25,20,44,EWall,False,False,"H2,OOS",0.11373550988629977,0.9395168991568857,-0.17143668950312596,1.0860030005984995,0.8125678083755389,0.8474048608086504,0.10307661032045123,-0.17143668950312607
k20~q0.250~s44,k20q0.250,0.25,20,44,CAND10,False,False,"H2,OOS",0.11629498535122718,0.9239697772490356,-0.17510166359604562,1.0961940098451697,0.7734009571745867,0.8317473879398248,0.10493200443914974,-0.1751016635960455
k20~q0.250~s44,k20q0.250,0.25,20,44,CAND20,False,False,"H2,OOS",0.11168771946941569,0.9257338239365888,-0.17143668950312607,1.065845628643491,0.8040782022700924,0.8404071168488401,0.10191354012781417,-0.17143668950312607
k20~q0.250~s45,k20q0.250,0.25,20,45,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07368273091253053,0.6117271142759636,-0.26098060876271656,0.7981168409147081,0.4552076538695803,0.5517315997068906,0.06631083927366177,-0.26098060876271634
k20~q0.250~s45,k20q0.250,0.25,20,45,CAND10,False,False,"H2,OOS,DD,CAGR",0.07755981695199243,0.6153366636113541,-0.2640533841733794,0.8917060476656059,0.3750773076962746,0.46898197279976295,0.05666087252037366,-0.2640533841733794
k20~q0.250~s45,k20q0.250,0.25,20,45,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07377803025510854,0.6125385848026549,-0.26098060876271656,0.7981168409147081,0.4566250485224011,0.552992658647008,0.06646394112728715,-0.26098060876271634
k20~q0.250~s46,k20q0.250,0.25,20,46,EWall,False,True,-,0.11922416438739347,1.0105140841265003,-0.18037534255769871,0.9456260492642785,1.0719794715154372,1.1281049665311695,0.1405585453153717,-0.18037534255769871
k20~q0.250~s46,k20q0.250,0.25,20,46,CAND10,False,True,-,0.12619454630646443,1.0087874674071717,-0.1916939983155398,0.9881349644975053,1.0337491135597112,1.0841646128503901,0.14390978896114004,-0.19169399831554035
k20~q0.250~s46,k20q0.250,0.25,20,46,CAND20,False,True,-,0.11923317274943002,1.0121314135541926,-0.18037534255769905,0.9432086989516688,1.0769191764357806,1.1325333315311898,0.14079450980678243,-0.18037534255769871
k20~q0.250~s47,k20q0.250,0.25,20,47,EWall,False,True,-,0.12772539311995046,0.9688735230684316,-0.18552451053798957,1.0025313148488015,0.942184415503771,1.0085948960018558,0.1369885507579962,-0.18552451053798957
k20~q0.250~s47,k20q0.250,0.25,20,47,CAND10,False,True,-,0.13406555262971542,0.9686163816965647,-0.18056177360003312,1.0348456704709634,0.9098472565368636,0.9713884993609279,0.13712880451314602,-0.18056177360003256
k20~q0.250~s47,k20q0.250,0.25,20,47,CAND20,False,True,-,0.12817460044627826,0.9721466501933487,-0.18552451053798957,1.0045832332327111,0.9464594087610207,1.0122355564191872,0.137457350917763,-0.18552451053798957
k20~q0.250~s48,k20q0.250,0.25,20,48,EWall,False,True,-,0.14868654238830237,1.1710539381549796,-0.1899087418027775,1.295483827135551,1.0690864591460822,1.1952473599157136,0.15802880190442536,-0.18990874180277773
k20~q0.250~s48,k20q0.250,0.25,20,48,CAND10,False,True,-,0.15031751713702746,1.0973569388890205,-0.1984681315426844,1.1924939045098872,1.0157471038873047,1.0722897702422498,0.1526167891671466,-0.19846813154268428
k20~q0.250~s48,k20q0.250,0.25,20,48,CAND20,False,True,-,0.14611916591478735,1.150489011031743,-0.18990874180277728,1.2498765907408662,1.0690864591460822,1.1727260237820274,0.1548623106215914,-0.1899087418027774
k20~q0.250~s49,k20q0.250,0.25,20,49,EWall,False,False,"H2,DD",0.13378552174783942,0.9996939834651717,-0.22697117324820382,1.2963095793632198,0.748459124850131,0.9602197597049341,0.1320867463538027,-0.22697117324820382
k20~q0.250~s49,k20q0.250,0.25,20,49,CAND10,False,False,"H2,DD",0.14562958646882418,1.0143929286159319,-0.24665458825108955,1.312853649603452,0.7657870542905021,1.0033365128593255,0.1506063210812394,-0.24665458825108888
k20~q0.250~s49,k20q0.250,0.25,20,49,CAND20,False,False,"H2,DD",0.13182613309342672,0.9883070671274924,-0.23846571231328662,1.2797005283555212,0.7406268470699348,0.9542607422316648,0.13082417072129804,-0.2384657123132875
k20~q0.250~s50,k20q0.250,0.25,20,50,EWall,False,False,"H2,OOS,CAGR",0.09647266095287543,0.8744361690856476,-0.19841996739004042,0.9632290049212402,0.7978145632649575,0.8755723607074509,0.0983794787553165,-0.19841996739004109
k20~q0.250~s50,k20q0.250,0.25,20,50,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09232580766544163,0.8108587327282932,-0.20711054633246118,0.8450405883910849,0.7834315433942595,0.8347054165055262,0.09723256712634876,-0.2071105463324605
k20~q0.250~s50,k20q0.250,0.25,20,50,CAND20,False,False,"H2,CAGR",0.09796564618329917,0.8869521914916347,-0.19841996739004075,0.9632290049212402,0.821406570727154,0.8954391764174647,0.10079974663109681,-0.19841996739004042
k20~q0.250~s51,k20q0.250,0.25,20,51,EWall,False,False,"H2,OOS,DD",0.1033321739785451,0.8222620194695063,-0.2707702066812482,0.9736197139008388,0.6880312056464016,0.7570837216992734,0.09557016436672083,-0.2707702066812482
k20~q0.250~s51,k20q0.250,0.25,20,51,CAND10,False,False,"H2,OOS,DD",0.10921572972026516,0.8217169366733835,-0.2692408352738498,1.003668978184054,0.6553116983912923,0.7217420353271827,0.09531706109097215,-0.26924083527384957
k20~q0.250~s51,k20q0.250,0.25,20,51,CAND20,False,False,"H2,OOS,DD",0.10256046358137838,0.8163956724837836,-0.2707702066812482,0.9609223099960622,0.6880312056464016,0.7496680564220042,0.09458316786662668,-0.27077020668124796
k20~q0.250~s52,k20q0.250,0.25,20,52,EWall,False,False,"H1,DD",0.11455454936531995,0.900207564856794,-0.2639390886268742,0.7789158610337283,1.012956124115424,1.026719445188924,0.1341655307400751,-0.263939088626874
k20~q0.250~s52,k20q0.250,0.25,20,52,CAND10,False,False,"H1,DD",0.11531557963778094,0.8606180971943784,-0.2737286275641737,0.7475652318983711,0.9652995054107175,0.9577397460827568,0.13256429438360495,-0.2737286275641738
k20~q0.250~s52,k20q0.250,0.25,20,52,CAND20,False,False,"H1,DD",0.11287380804428482,0.8897686374703722,-0.263939088626874,0.773747905784731,0.997729877038154,1.0140829068401447,0.1320612209267138,-0.263939088626874
k20~q0.250~s53,k20q0.250,0.25,20,53,EWall,False,False,"H1,H2,CAGR",0.09678452451703579,0.7903478902836509,-0.1868260211221049,0.7422804092267035,0.8357046333449705,0.9087987907530285,0.11727155312944815,-0.1868260211221049
k20~q0.250~s53,k20q0.250,0.25,20,53,CAND10,False,False,"H1,H2,OOS,CAGR",0.09676224757769969,0.7453631523114351,-0.19381521149317227,0.7768008437699042,0.7235595876999641,0.7918858988017102,0.10817175210640273,-0.19381521149317193
k20~q0.250~s53,k20q0.250,0.25,20,53,CAND20,False,False,"H1,H2,CAGR",0.09523714511188719,0.7797131838121113,-0.18682602112210456,0.7422804092267035,0.815848842380523,0.8922607393727685,0.1147228705952077,-0.18682602112210456
k20~q0.250~s54,k20q0.250,0.25,20,54,EWall,False,False,"H2,OOS,DD,CAGR",0.08882383090337775,0.7476559568210561,-0.2625213119657617,1.1477321407493053,0.3888883067280328,0.5538348818054482,0.06401783323867849,-0.2625213119657618
k20~q0.250~s54,k20q0.250,0.25,20,54,CAND10,False,False,"H2,OOS,DD,CAGR",0.09591748121920785,0.7738674503075104,-0.268133715340367,1.1138544397332117,0.4653041913666578,0.5969920823108901,0.07235318835074911,-0.268133715340367
k20~q0.250~s54,k20q0.250,0.25,20,54,CAND20,False,False,"H2,OOS,DD,CAGR",0.0882603451392181,0.74076633408818,-0.262521311965762,1.1127625246726265,0.40583602964687476,0.5675527854109704,0.06600593099618779,-0.2625213119657617
k20~q0.250~s55,k20q0.250,0.25,20,55,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.08187438674883851,0.6700096587720682,-0.2902874263239307,0.8661861187003698,0.5179029234177179,0.6010037284937957,0.07460941628651763,-0.290287426323931
k20~q0.250~s55,k20q0.250,0.25,20,55,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08069366367504527,0.646297577362546,-0.2917943041803128,0.8160295563559751,0.5150047600210362,0.6011288034639306,0.07666839216657406,-0.29179430418031294
k20~q0.250~s55,k20q0.250,0.25,20,55,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08193425642751495,0.670680162142341,-0.2902874263239309,0.8646641596828804,0.5203446168391274,0.603786480048067,0.07501819793505327,-0.2902874263239309
k20~q0.250~s56,k20q0.250,0.25,20,56,EWall,False,False,"H1,H2,OOS,DD",0.1085431710014042,0.7795806067969752,-0.3089194314931598,0.8461960082338975,0.7307143711571038,0.8389852815027753,0.12255939141001182,-0.3089194314931599
k20~q0.250~s56,k20q0.250,0.25,20,56,CAND10,False,False,"H1,H2,OOS,DD",0.11144719363774258,0.7745962582168505,-0.31628095621549224,0.8758693893886966,0.6950122363164679,0.8415706453442992,0.12732660573830312,-0.31628095621549257
k20~q0.250~s56,k20q0.250,0.25,20,56,CAND20,False,False,"H1,H2,OOS,DD",0.10867967984269233,0.7808029687991381,-0.30891943149316003,0.8491227674165613,0.7307143711571038,0.8389852815027753,0.12255939141001182,-0.3089194314931599
k20~q0.250~s57,k20q0.250,0.25,20,57,EWall,False,False,H1,0.12196642450793083,1.0128844537255153,-0.16579775260387275,0.8350082768186107,1.17058891988187,1.1201634986655598,0.14045870779863523,-0.16579775260387275
k20~q0.250~s57,k20q0.250,0.25,20,57,CAND10,False,False,H1,0.12760054072492766,0.9814843230846072,-0.17646772291983082,0.8782615698182782,1.0755729681494794,1.0430583255187011,0.1411035008562629,-0.17646772291983126
k20~q0.250~s57,k20q0.250,0.25,20,57,CAND20,False,False,H1,0.12273169796644279,1.017556554770233,-0.16579775260387242,0.8454014829911467,1.17058891988187,1.1201634986655598,0.14045870779863523,-0.16579775260387275
k20~q0.250~s58,k20q0.250,0.25,20,58,EWall,False,False,"H2,OOS,DD,CAGR",0.0989014918145763,0.7917878588576706,-0.28071475657994027,0.9136511430399717,0.6813751220155101,0.7736542978992605,0.09652613279691935,-0.2807147565799404
k20~q0.250~s58,k20q0.250,0.25,20,58,CAND10,False,False,"H2,OOS,DD",0.1000249973290781,0.7703929695949724,-0.27245996705007425,0.896122907139808,0.6525962602998227,0.6884160903646841,0.08752581690814076,-0.272459967050074
k20~q0.250~s58,k20q0.250,0.25,20,58,CAND20,False,False,"H2,OOS,DD",0.09895100950552438,0.7920158230051036,-0.28071475657994027,0.9140664112241038,0.6813751220155101,0.7736542978992605,0.09652613279691935,-0.2807147565799404
k20~q0.250~s59,k20q0.250,0.25,20,59,EWall,False,False,"H2,DD",0.11166613959567928,0.9088042347127699,-0.21173535357427342,0.9955245170673876,0.8332247736363764,0.8888201969070528,0.11189250348760038,-0.2117353535742723
k20~q0.250~s59,k20q0.250,0.25,20,59,CAND10,False,False,"H2,OOS,DD",0.12020975343334328,0.9282793968333717,-0.2151581454212449,1.039892828578488,0.8311811176124192,0.8443898784541793,0.11148542924773852,-0.21515814542124545
k20~q0.250~s59,k20q0.250,0.25,20,59,CAND20,False,False,"H2,DD",0.11083771332383074,0.9043368158294167,-0.21173535357427387,0.992593583252416,0.8273997341053749,0.8841127886126603,0.11105491388842581,-0.21173535357427375
k20~q0.500~s00,k20q0.500,0.5,20,0,EWall,False,False,"H1,H2,OOS,DD",0.10065321591551979,0.7657207113706259,-0.2795342253633636,0.8255302005927647,0.7145504194696098,0.8167928831837215,0.11084458795276997,-0.27869040599603545
k20~q0.500~s00,k20q0.500,0.5,20,0,CAND10,False,False,"H1,H2,OOS,DD",0.10901635652556663,0.8064476550686689,-0.2795342253633629,0.8682838177124261,0.7528066988666802,0.8681140684225861,0.12110844036009016,-0.27869040599603534
k20~q0.500~s00,k20q0.500,0.5,20,0,CAND20,False,False,"H1,H2,OOS,DD",0.10108061177230643,0.7685790773549579,-0.2795342253633636,0.8316169687553449,0.7145504194696098,0.8175242264256155,0.11096076267864041,-0.2786904059960357
k20~q0.500~s01,k20q0.500,0.5,20,1,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06190975025206735,0.4786135485615224,-0.342339880972254,0.7201323551098202,0.3185557690229281,0.4454487094672174,0.06037351820178993,-0.3423398809722541
k20~q0.500~s01,k20q0.500,0.5,20,1,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06040916897950388,0.4641067606351709,-0.3423398809722541,0.6933427920338382,0.30896353287268086,0.42431695006014875,0.05734316303565645,-0.3423398809722543
k20~q0.500~s01,k20q0.500,0.5,20,1,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.062711260031725,0.48370463695782073,-0.3423398809722542,0.7143491423858943,0.331638648279167,0.4566920369478276,0.06230855425714932,-0.3423398809722541
k20~q0.500~s02,k20q0.500,0.5,20,2,EWall,False,False,"H2,OOS,DD,CAGR",0.08607119797971374,0.7538170987861027,-0.26208205369456417,1.1044568818900107,0.4567170965158146,0.6118177867043995,0.06890637751814377,-0.2620820536945646
k20~q0.500~s02,k20q0.500,0.5,20,2,CAND10,False,False,"H2,OOS,DD,CAGR",0.08848075404304323,0.7567799277631059,-0.2765781257113582,1.0222355334838316,0.530526653608164,0.6527706310513722,0.07569154618545926,-0.2765781257113593
k20~q0.500~s02,k20q0.500,0.5,20,2,CAND20,False,False,"H2,OOS,DD,CAGR",0.08702475916038144,0.7601995910907281,-0.25605923792719554,1.1051456531114559,0.46663629533508355,0.6203104358953031,0.06999588072465701,-0.2560592379271963
