selector,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,book,family,m,cost,dOOS
S2LF IS-argmax (leak-free),MOM/POS,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
RANDOM (same pool),REBASED/POS,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
C-MOM/POS,MOM/POS,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
C-R3/POS,R3/POS,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
C-R3/NEG,R3/NEG,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,1.3516360178490874,0.116495021400991,-0.12136198854167579,U56k20d05,U56,1.0,10.0,0.0
S0 do-nothing,-,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
RANDOM (same pool),MOM/POS,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
C-MOM/POS,MOM/POS,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
C-R3/POS,R3/POS,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
C-R3/NEG,R3/NEG,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,1.2929775633416771,0.11098345922680508,-0.12186686002447844,U56k20d05,U56,1.0,25.0,0.0
S0 do-nothing,-,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
RANDOM (same pool),MOM/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
C-MOM/POS,MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
C-R3/POS,R3/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
C-R3/NEG,R3/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.2,10.0,0.0
S0 do-nothing,-,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
RANDOM (same pool),MOM/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
C-MOM/POS,MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
C-R3/POS,R3/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
C-R3/NEG,R3/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.2,25.0,0.0
S0 do-nothing,-,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
RANDOM (same pool),MOM/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
C-MOM/POS,MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
C-R3/POS,R3/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
C-R3/NEG,R3/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,0.5,10.0,0.0
S0 do-nothing,-,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
RANDOM (same pool),R3/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
C-MOM/POS,MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
C-R3/POS,R3/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
C-R3/NEG,R3/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,0.5,25.0,0.0
S0 do-nothing,-,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
RANDOM (same pool),R3/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
C-MOM/POS,MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
C-R3/POS,R3/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
C-R3/NEG,R3/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,1.2571907335663466,0.07550433940404133,-0.09821987074198968,U56k20d06,U56,1.0,10.0,0.0
S0 do-nothing,-,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
RANDOM (same pool),MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
C-MOM/POS,MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
C-R3/POS,R3/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
C-R3/NEG,R3/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,1.1748692860974996,0.0702772802141014,-0.09894370746250825,U56k20d06,U56,1.0,25.0,0.0
S0 do-nothing,-,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
RANDOM (same pool),MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
C-MOM/POS,MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
C-R3/POS,R3/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
C-R3/NEG,R3/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.2,10.0,0.0
S0 do-nothing,-,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
RANDOM (same pool),R3/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
C-MOM/POS,MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
C-R3/POS,R3/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
C-R3/NEG,R3/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.2,25.0,0.0
S0 do-nothing,-,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
RANDOM (same pool),R3/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
C-MOM/POS,MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
C-R3/POS,R3/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
C-R3/NEG,R3/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,0.5,10.0,0.0
S0 do-nothing,-,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
RANDOM (same pool),R3/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
C-MOM/POS,MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
C-R3/POS,R3/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
C-R3/NEG,R3/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,0.5,25.0,0.0
S0 do-nothing,-,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
RANDOM (same pool),MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
C-MOM/POS,MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
C-R3/POS,R3/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
C-R3/NEG,R3/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,1.0470435359427022,0.06776880410783348,-0.10670630374375467,U56k20d07,U56,1.0,10.0,0.0
S0 do-nothing,-,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
RANDOM (same pool),R3/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
C-MOM/POS,MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
C-R3/POS,R3/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
C-R3/NEG,R3/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,0.9707060402014367,0.062499556054972594,-0.10807954527994579,U56k20d07,U56,1.0,25.0,0.0
S0 do-nothing,-,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
RANDOM (same pool),MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
C-MOM/POS,MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
C-R3/POS,R3/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
C-R3/NEG,R3/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.2,10.0,0.0
S0 do-nothing,-,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
RANDOM (same pool),MOM/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
C-MOM/POS,MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
C-R3/POS,R3/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
C-R3/NEG,R3/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.2,25.0,0.0
S0 do-nothing,-,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
RANDOM (same pool),R3/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
C-MOM/POS,MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
C-R3/POS,R3/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
C-R3/NEG,R3/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,0.5,10.0,0.0
S0 do-nothing,-,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
RANDOM (same pool),R3/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
C-MOM/POS,MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
C-R3/POS,R3/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
C-R3/NEG,R3/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,0.5,25.0,0.0
S0 do-nothing,-,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
RANDOM (same pool),REBASED/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
C-MOM/POS,MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
C-R3/POS,R3/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
C-R3/NEG,R3/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,1.1394061118111212,0.08405996909313829,-0.12279973871986405,U56k20d08,U56,1.0,10.0,0.0
S0 do-nothing,-,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
RANDOM (same pool),MOM/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
C-MOM/POS,MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
C-R3/POS,R3/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
C-R3/NEG,R3/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,1.0706790776218702,0.0786302498362963,-0.12346770917199812,U56k20d08,U56,1.0,25.0,0.0
S0 do-nothing,-,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
RANDOM (same pool),MOM/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
C-MOM/POS,MOM/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
C-R3/POS,R3/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
C-R3/NEG,R3/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,1.282132373166947,0.09018064982752838,-0.10441418684726311,U56k20d09,U56,0.2,10.0,0.0
