leg,window,char,k,n_B,n_S,n_min,rep,n_overlap,reach_lo_B,reach_hi_B,reach_lo_S,reach_hi_S,reach_w_B,reach_w_S,abs_resid,mean_resid,abs_resid_sd_units,worst_rung
ASYM_S,IS,momac,24,130,84,84,3,3,0.7314718459893101,0.924532208258262,0.6807242164478303,0.9146472202002238,0.19306036226895185,0.2339230037523935,0.007111851695256706,0.0002611350081208978,0.061359292624860215,0.010276075030703713
ASYM_S,IS,momac,24,130,110,110,3,4,0.7314718459893101,0.924532208258262,0.6046313977631885,0.9180287007696352,0.19306036226895185,0.31339730300644664,0.004977162991883333,-0.0008868228534069655,0.04294172791374143,0.008180680276952734
ASYM_S,IS,momac,24,130,134,130,3,3,0.7314718459893101,0.924532208258262,0.6056451846447918,0.9156657485156283,0.19306036226895185,0.31002056387083654,0.004254576994107325,-0.001273196572023072,0.03670743513261724,0.008291660349195595
ASYM_S,IS,momac,24,130,200,130,3,4,0.7314718459893101,0.924532208258262,0.5220470204303923,0.9246029918752406,0.19306036226895185,0.40255597144484834,0.007155192924851006,0.0041227824628473075,0.061733230004793437,0.016849105192320857
ASYM_S,IS,momac,24,130,330,130,3,4,0.7314718459893101,0.924532208258262,0.49157898624289054,0.9394222655059794,0.19306036226895185,0.44784327926308887,0.009972816715714095,-0.008612507013696702,0.086042989276861,0.019711925799549723
ASYM_S,IS,momac,24,130,465,130,3,4,0.7314718459893101,0.924532208258262,0.40944710297265413,0.9460994185008812,0.19306036226895185,0.536652315528227,0.007444200968411391,-0.0030324158383796262,0.06422671972809396,0.010674539964279806
ASYM_B,IS,momac,24,36,465,36,3,2,0.8065756220289092,0.8762932090325943,0.40944710297265413,0.9460994185008812,0.06971758700368513,0.536652315528227,0.020079558950932164,-0.020079558950932164,0.17324145472129474,0.030491541081446805
ASYM_B,IS,momac,24,48,465,48,3,3,0.80432450615487,0.9020677522821758,0.40944710297265413,0.9460994185008812,0.0977432461273059,0.536652315528227,0.008060849414679475,-0.008060849414679475,0.06954700958825294,0.011579615239046048
ASYM_B,IS,momac,24,64,465,64,3,3,0.7774231899844543,0.9129421817269261,0.40944710297265413,0.9460994185008812,0.13551899174247184,0.536652315528227,0.0018403439527854653,0.00014587187085198425,0.015878031203135107,0.0025417081229002214
ASYM_B,IS,momac,24,84,465,84,3,3,0.76295179675268,0.9157681798862498,0.40944710297265413,0.9460994185008812,0.15281638313356982,0.536652315528227,0.00587963997177506,-0.00587963997177506,0.05072807547401317,0.01189570136215734
ASYM_B,IS,momac,24,110,465,110,3,4,0.7479870238715561,0.921526068649538,0.40944710297265413,0.9460994185008812,0.17353904477798188,0.536652315528227,0.006402900704338493,-0.006402900704338493,0.05524263930130338,0.011000248497930243
ASYM_B,IS,momac,24,130,465,130,3,4,0.7314718459893101,0.924532208258262,0.40944710297265413,0.9460994185008812,0.19306036226895185,0.536652315528227,0.007584070285466787,-0.007584070285466787,0.06543347750682624,0.009740950672071258
SYM,IS,momac,24,36,36,36,4,2,0.7976172333108843,0.8800044391680526,0.8046538893763215,0.8833650257353196,0.0823872058571683,0.07871113635899807,0.01635750844801681,-0.01635750844801681,0.14112852608342502,0.019136929269991332
SYM,IS,momac,24,48,48,48,4,3,0.787982283341872,0.9074211909895712,0.7211537095314577,0.892007843265373,0.11943890764769916,0.17085413373391523,0.010379425734779235,-0.00748680853942126,0.08955111105073958,0.013536779207191985
SYM,IS,momac,24,64,64,64,4,3,0.7707489784800412,0.912517669017369,0.720874854671686,0.904923069236322,0.14176869053732777,0.18404821456463605,0.011377844887569951,-0.011377844887569951,0.0981652238842805,0.022655331465393225
SYM,IS,momac,24,84,84,84,4,3,0.7524597515462194,0.9185361298092047,0.6733034537803952,0.9159804967522888,0.16607637826298538,0.24267704297189352,0.006192529740842612,0.006192529740842612,0.05342761080211142,0.010175411753361008
SYM,IS,momac,24,110,110,110,4,4,0.7444482792833477,0.9229264881103253,0.6145729524267359,0.9255500578704576,0.17847820882697762,0.3109771054437217,0.004529111436848643,-0.003210086136273993,0.039076050217631254,0.008905598725546637
SYM,IS,momac,24,134,134,134,4,4,0.7314718459893101,0.924532208258262,0.6265792256086103,0.9264225760921089,0.19306036226895185,0.2998433504834985,0.005928211515922321,-0.004599530858755085,0.051147138710745305,0.008359316104622483
ASYM_S,IS,momac,24,130,36,36,4,3,0.7314718459893101,0.924532208258262,0.8046538893763215,0.8833650257353196,0.19306036226895185,0.07871113635899807,0.016939392685958305,-0.016939392685958305,0.14614887897597184,0.020904361723762643
ASYM_S,IS,momac,24,130,48,48,4,3,0.7314718459893101,0.924532208258262,0.7211537095314577,0.892007843265373,0.19306036226895185,0.17085413373391523,0.0040171020060768186,-0.003530252193244654,0.03465855983177718,0.010367228104414039
ASYM_S,IS,momac,24,130,64,64,4,3,0.7314718459893101,0.924532208258262,0.720874854671686,0.904923069236322,0.19306036226895185,0.18404821456463605,0.006796170201219254,-0.005494937917397524,0.058635670986094034,0.012684507785115096
ASYM_S,IS,momac,24,130,84,84,4,3,0.7314718459893101,0.924532208258262,0.6733034537803952,0.9159804967522888,0.19306036226895185,0.24267704297189352,0.006873660483184385,-0.001825960025131838,0.05930423792061724,0.00788813881709216
ASYM_S,IS,momac,24,130,110,110,4,4,0.7314718459893101,0.924532208258262,0.6145729524267359,0.9255500578704576,0.19306036226895185,0.3109771054437217,0.009809967910412082,-0.009809967910412082,0.08463797017265225,0.013510644118170823
ASYM_S,IS,momac,24,130,134,130,4,4,0.7314718459893101,0.924532208258262,0.6265792256086103,0.9264225760921089,0.19306036226895185,0.2998433504834985,0.0018376295144348354,0.0004957032208286472,0.015854611702250474,0.004160484809159648
ASYM_S,IS,momac,24,130,200,130,4,4,0.7314718459893101,0.924532208258262,0.5595903518426993,0.9320929030961688,0.19306036226895185,0.3725025512534694,0.002578947692049166,-0.002578947692049166,0.022250521085274238,0.0075358723248061255
ASYM_S,IS,momac,24,130,330,130,4,4,0.7314718459893101,0.924532208258262,0.4567862317584006,0.9417979258791848,0.19306036226895185,0.48501169412078415,0.005084019609980145,0.0011315727038934409,0.04386366031329895,0.007479728854553613
ASYM_S,IS,momac,24,130,465,130,4,4,0.7314718459893101,0.924532208258262,0.40944710297265413,0.9460994185008812,0.19306036226895185,0.536652315528227,0.007492791692967571,-0.006780061413049154,0.06464594844863732,0.014402930576687845
ASYM_B,IS,momac,24,36,465,36,4,2,0.7976172333108843,0.8800044391680526,0.40944710297265413,0.9460994185008812,0.0823872058571683,0.536652315528227,0.005073723378174355,0.005073723378174355,0.043774826978834704,0.00994713308996964
ASYM_B,IS,momac,24,48,465,48,4,3,0.787982283341872,0.9074211909895712,0.40944710297265413,0.9460994185008812,0.11943890764769916,0.536652315528227,0.007835671942161984,-0.007835671942161984,0.0676042342013671,0.011669884079141823
ASYM_B,IS,momac,24,64,465,64,4,3,0.7707489784800412,0.912517669017369,0.40944710297265413,0.9460994185008812,0.14176869053732777,0.536652315528227,0.012306225339892932,-0.012306225339892932,0.10617506018039996,0.023697990433873883
ASYM_B,IS,momac,24,84,465,84,4,4,0.7524597515462194,0.9185361298092047,0.40944710297265413,0.9460994185008812,0.16607637826298538,0.536652315528227,0.0026620665087193907,-0.0016034732845234545,0.02296764962130684,0.0068600751635430335
ASYM_B,IS,momac,24,110,465,110,4,4,0.7444482792833477,0.9229264881103253,0.40944710297265413,0.9460994185008812,0.17847820882697762,0.536652315528227,0.006111415943838461,-0.002748960086201957,0.05272778107849518,0.015747430466485635
ASYM_B,IS,momac,24,130,465,130,4,4,0.7314718459893101,0.924532208258262,0.40944710297265413,0.9460994185008812,0.19306036226895185,0.536652315528227,0.010166918707908035,-0.009105874978422746,0.0877176531265079,0.01679970602533787
SYM,IS,momac,24,36,36,36,5,1,0.8236859010239287,0.8829354121124631,0.7449581150593668,0.8597852469410449,0.05924951108853438,0.11482713188167804,0.0008777275373547111,0.0008777275373547111,0.007572815508141956,0.0008777275373547111
SYM,IS,momac,24,48,48,48,5,3,0.7748275348334964,0.8963489900007122,0.7652438088890009,0.8853957564447358,0.1215214551672158,0.12015194755573488,0.011114707880078512,-0.011114707880078512,0.0958949430439382,0.022138626712615683
SYM,IS,momac,24,64,64,64,5,3,0.7791448256150736,0.9141530123546747,0.7250948912102965,0.9103325603114758,0.13500818673960113,0.18523766910117934,0.005605109900191548,-0.005605109900191548,0.048359498102264635,0.007986408106873788
SYM,IS,momac,24,84,84,84,5,3,0.7559183342876447,0.9145994859299899,0.6827419707013774,0.9109915689250264,0.1586811516423452,0.228249598223649,0.012415430146595888,-0.012415430146595888,0.10711725216887985,0.016302895842092657
SYM,IS,momac,24,110,110,110,5,3,0.7389574735410891,0.9194687919595556,0.6287169359698394,0.9147792339707875,0.18051131841846646,0.2860622980009482,0.014580795263045121,-0.014580795263045121,0.1257994853639967,0.01863076428814514
SYM,IS,momac,24,134,134,134,5,4,0.7314718459893101,0.924532208258262,0.620682844026562,0.9303438191823945,0.19306036226895185,0.30966097515583246,0.0076845490784788195,-0.004892657619358198,0.06630038361330903,0.015855559403904818
ASYM_S,IS,momac,24,130,36,36,5,2,0.7314718459893101,0.924532208258262,0.7449581150593668,0.8597852469410449,0.19306036226895185,0.11482713188167804,0.0023357778681471486,-0.0023357778681471486,0.020152512152904194,0.00315531552656112
ASYM_S,IS,momac,24,130,48,48,5,3,0.7314718459893101,0.924532208258262,0.7652438088890009,0.8853957564447358,0.19306036226895185,0.12015194755573488,0.005736872590221154,-0.005736872590221154,0.049496313913533256,0.006991106456288643
ASYM_S,IS,momac,24,130,64,64,5,3,0.7314718459893101,0.924532208258262,0.7250948912102965,0.9103325603114758,0.19306036226895185,0.18523766910117934,0.01267714417774927,-0.01267714417774927,0.10937525592228806,0.013993733288504062
ASYM_S,IS,momac,24,130,84,84,5,3,0.7314718459893101,0.924532208258262,0.6827419707013774,0.9109915689250264,0.19306036226895185,0.228249598223649,0.014925120096142885,-0.014925120096142885,0.12877023462837509,0.020309057067966263
ASYM_S,IS,momac,24,130,110,110,5,3,0.7314718459893101,0.924532208258262,0.6287169359698394,0.9147792339707875,0.19306036226895185,0.2860622980009482,0.010435285962544949,-0.010435285962544949,0.09003305924207403,0.013109131726423806
ASYM_S,IS,momac,24,130,134,130,5,4,0.7314718459893101,0.924532208258262,0.620682844026562,0.9303438191823945,0.19306036226895185,0.30966097515583246,0.004541491252564561,-0.0009266548996638979,0.039182860197324934,0.007346625409258678
ASYM_S,IS,momac,24,130,200,130,5,4,0.7314718459893101,0.924532208258262,0.5418861729154111,0.9362135970307278,0.19306036226895185,0.39432742411531674,0.007683214429939689,-0.005582730784120971,0.066288868596718,0.012001584195061032
ASYM_S,IS,momac,24,130,330,130,5,4,0.7314718459893101,0.924532208258262,0.5334413341362259,0.9360252282041905,0.19306036226895185,0.4025838940679647,0.006002141708078279,-0.006002141708078279,0.05178499007332856,0.009038530657865973
ASYM_S,IS,momac,24,130,465,130,5,4,0.7314718459893101,0.924532208258262,0.40944710297265413,0.9460994185008812,0.19306036226895185,0.536652315528227,0.00639919185032381,-0.006168536596334956,0.05521064022869313,0.009429966215798946
ASYM_B,IS,momac,24,36,465,36,5,2,0.8236859010239287,0.8829354121124631,0.40944710297265413,0.9460994185008812,0.05924951108853438,0.536652315528227,0.004634640167739346,0.004634640167739346,0.03998652593570217,0.006155696330668925
ASYM_B,IS,momac,24,48,465,48,5,3,0.7748275348334964,0.8963489900007122,0.40944710297265413,0.9460994185008812,0.1215214551672158,0.536652315528227,0.019724148148491178,-0.019724148148491178,0.17017505846284103,0.028751919282545058
ASYM_B,IS,momac,24,64,465,64,5,3,0.7791448256150736,0.9141530123546747,0.40944710297265413,0.9460994185008812,0.13500818673960113,0.536652315528227,0.006663312794819613,0.0031317182512805943,0.057489410233484056,0.014692546569150311
ASYM_B,IS,momac,24,84,465,84,5,3,0.7559183342876447,0.9145994859299899,0.40944710297265413,0.9460994185008812,0.1586811516423452,0.536652315528227,0.005280659400595448,-0.005280659400595448,0.04556021965832901,0.010271235025842484
ASYM_B,IS,momac,24,110,465,110,5,4,0.7389574735410891,0.9194687919595556,0.40944710297265413,0.9460994185008812,0.18051131841846646,0.536652315528227,0.00549096923006917,-0.00549096923006917,0.047374720708339556,0.007511298058828775
ASYM_B,IS,momac,24,130,465,130,5,4,0.7314718459893101,0.924532208258262,0.40944710297265413,0.9460994185008812,0.19306036226895185,0.536652315528227,0.007716351249507952,-0.007716351249507952,0.06657476485773008,0.018678224803585164
SYM,IS,momac,36,36,36,36,0,0,0.8398424826486368,0.8398424826486368,0.8126948583497949,0.8126948583497949,0.0,0.0,,,,
SYM,IS,momac,36,48,48,48,0,1,0.8134852365775541,0.8745542664210406,0.7791053350847194,0.8661231122257109,0.0610690298434865,0.08701777714099157,0.0005332212915309942,-0.0005332212915309942,0.004600501059756026,0.0005332212915309942
SYM,IS,momac,36,64,64,64,0,3,0.7975115599200113,0.8932115192080813,0.7657657272515334,0.8891641124325993,0.09569995928806996,0.12339838518106594,0.015975891691265526,-0.015975891691265526,0.13783603135048939,0.023702053476856944
SYM,IS,momac,36,84,84,84,0,3,0.7895105437684008,0.9069140857925273,0.7087278418436378,0.8968462108133721,0.1174035420241265,0.18811836896973433,0.006563129495606261,0.0036703419425691366,0.05662505357421121,0.00913399018223593
SYM,IS,momac,36,110,110,110,0,3,0.7618898929118734,0.9139003241002237,0.7000876740866047,0.9011741146546205,0.15201043118835034,0.20108644056801583,0.00466001344128586,-0.0011071125497009726,0.040205440247066335,0.008309987826759957
SYM,IS,momac,36,134,134,134,0,3,0.7556712966677066,0.917384358397277,0.667217367905812,0.914498646634812,0.16171306172957045,0.24728127872899996,0.005468513198465678,-0.003961795705591446,0.047180975636958104,0.009940889408625253
ASYM_S,IS,momac,36,130,36,36,0,0,0.7556712966677066,0.917384358397277,0.8126948583497949,0.8126948583497949,0.16171306172957045,0.0,,,,
ASYM_S,IS,momac,36,130,48,48,0,2,0.7556712966677066,0.917384358397277,0.7791053350847194,0.8661231122257109,0.16171306172957045,0.08701777714099157,0.00995169984341171,-0.008946248157149173,0.08586079813980622,0.018897948000560882
ASYM_S,IS,momac,36,130,64,64,0,3,0.7556712966677066,0.917384358397277,0.7657657272515334,0.8891641124325993,0.16171306172957045,0.12339838518106594,0.015102905517008361,-0.015102905517008361,0.1303041231472533,0.016803228997102848
ASYM_S,IS,momac,36,130,84,84,0,3,0.7556712966677066,0.917384358397277,0.7087278418436378,0.8968462108133721,0.16171306172957045,0.18811836896973433,0.006873379015860381,-0.006873379015860381,0.05930180949035211,0.013245478746644168
ASYM_S,IS,momac,36,130,110,110,0,3,0.7556712966677066,0.917384358397277,0.7000876740866047,0.9011741146546205,0.16171306172957045,0.20108644056801583,0.012252425786289711,-0.012252425786289711,0.10571089097467418,0.015230460149156189
ASYM_S,IS,momac,36,130,134,130,0,3,0.7556712966677066,0.917384358397277,0.667217367905812,0.914498646634812,0.16171306172957045,0.24728127872899996,0.010175494021836077,-0.010175494021836077,0.0877916388083257,0.017404273947324578
ASYM_S,IS,momac,36,130,200,130,0,4,0.7556712966677066,0.917384358397277,0.5997685019695413,0.9181055118747837,0.16171306172957045,0.3183370099052424,0.00441116478469139,-0.0032008304633917017,0.03805843575462631,0.013691786335140899
ASYM_S,IS,momac,36,130,330,130,0,4,0.7556712966677066,0.917384358397277,0.5475473214354727,0.9324227768355775,0.16171306172957045,0.3848754554001048,0.005562473720523348,-0.0041468755179634165,0.04799164371823522,0.012274056686363721
ASYM_S,IS,momac,36,130,465,130,0,4,0.7556712966677066,0.917384358397277,0.48516220536263077,0.9386379347223178,0.16171306172957045,0.45347572935968705,0.009124567403680395,-0.0070330397698166736,0.0787245045859294,0.013756884550390258
ASYM_B,IS,momac,36,36,465,36,0,0,0.8398424826486368,0.8398424826486368,0.48516220536263077,0.9386379347223178,0.0,0.45347572935968705,,,,
ASYM_B,IS,momac,36,48,465,48,0,1,0.8134852365775541,0.8745542664210406,0.48516220536263077,0.9386379347223178,0.0610690298434865,0.45347572935968705,0.004206302660546779,-0.004206302660546779,0.03629093615511646,0.004206302660546779
ASYM_B,IS,momac,36,64,465,64,0,3,0.7975115599200113,0.8932115192080813,0.48516220536263077,0.9386379347223178,0.09569995928806996,0.45347572935968705,0.00719929501198698,-0.005127311148236354,0.06211373187489684,0.00925287842756517
ASYM_B,IS,momac,36,84,465,84,0,3,0.7895105437684008,0.9069140857925273,0.48516220536263077,0.9386379347223178,0.1174035420241265,0.45347572935968705,0.003667652185491699,0.003667652185491699,0.031643593446399915,0.00615977730982431
ASYM_B,IS,momac,36,110,465,110,0,3,0.7618898929118734,0.9139003241002237,0.48516220536263077,0.9386379347223178,0.15201043118835034,0.45347572935968705,0.004205476072234131,-0.004205476072234131,0.03628380455615611,0.00672802247306814
ASYM_B,IS,momac,36,130,465,130,0,4,0.7556712966677066,0.917384358397277,0.48516220536263077,0.9386379347223178,0.16171306172957045,0.45347572935968705,0.004461653649323577,-0.004461653649323577,0.03849404115699001,0.0065778783648102745
SYM,IS,momac,36,36,36,36,1,0,0.8382907327763398,0.8382907327763398,0.8236321950412742,0.8236321950412742,0.0,0.0,,,,
SYM,IS,momac,36,48,48,48,1,1,0.8232193272094137,0.8854831004530542,0.7922812019881963,0.8677736594656631,0.06226377324364052,0.0754924574774668,0.007083830625763898,-0.007083830625763898,0.06111753378674813,0.007083830625763898
SYM,IS,momac,36,64,64,64,1,2,0.7897651880069113,0.8867739312796258,0.7362338401045065,0.8720847775216819,0.09700874327271447,0.13585093741717535,0.016461743806413187,-0.016461743806413187,0.14202784290438267,0.019147523894666008
SYM,IS,momac,36,84,84,84,1,3,0.779093595864341,0.9039906697997585,0.692358391696144,0.8949723019581294,0.12489707393541749,0.20261391026198539,0.012176535336124727,-0.012176535336124727,0.10505612699215029,0.019811462603599006
SYM,IS,momac,36,110,110,110,1,3,0.76974717228902,0.9156541417539736,0.7170798890523575,0.9035040042540816,0.14590696946495363,0.18642411520172408,0.004959997681826238,-0.004959997681826238,0.042793629875716784,0.005432492763097541
SYM,IS,momac,36,134,134,134,1,3,0.7556712966677066,0.917384358397277,0.6328937173038323,0.9095696876317128,0.16171306172957045,0.2766759703278805,0.003248386823753354,-0.0008133080049612292,0.02802627588682131,0.003652618228188187
ASYM_S,IS,momac,36,130,36,36,1,0,0.7556712966677066,0.917384358397277,0.8236321950412742,0.8236321950412742,0.16171306172957045,0.0,,,,
ASYM_S,IS,momac,36,130,48,48,1,2,0.7556712966677066,0.917384358397277,0.7922812019881963,0.8677736594656631,0.16171306172957045,0.0754924574774668,0.013109903406531065,-0.013109903406531065,0.11310899522011976,0.017556893581933464
ASYM_S,IS,momac,36,130,64,64,1,2,0.7556712966677066,0.917384358397277,0.7362338401045065,0.8720847775216819,0.16171306172957045,0.13585093741717535,0.0015008280016978182,-0.0006684342874355709,0.012948771780094973,0.002169262289133389
ASYM_S,IS,momac,36,130,84,84,1,3,0.7556712966677066,0.917384358397277,0.692358391696144,0.8949723019581294,0.16171306172957045,0.20261391026198539,0.013648359586091341,-0.013648359586091341,0.11775466159549412,0.015292684112834354
ASYM_S,IS,momac,36,130,110,110,1,3,0.7556712966677066,0.917384358397277,0.7170798890523575,0.9035040042540816,0.16171306172957045,0.18642411520172408,0.004978440626462577,-0.0023467351092411417,0.04295275102802652,0.006641569495331012
ASYM_S,IS,momac,36,130,134,130,1,3,0.7556712966677066,0.917384358397277,0.6328937173038323,0.9095696876317128,0.16171306172957045,0.2766759703278805,0.002575463840045774,0.0018418732927036885,0.02222046327421493,0.004731088996044908
ASYM_S,IS,momac,36,130,200,130,1,4,0.7556712966677066,0.917384358397277,0.6215616113462648,0.9203954905673774,0.16171306172957045,0.2988338792211126,0.003533948742415416,-0.0016638877373506,0.03049003329916841,0.004662423724176801
ASYM_S,IS,momac,36,130,330,130,1,4,0.7556712966677066,0.917384358397277,0.5300531604303332,0.9250784449754411,0.16171306172957045,0.3950252845451079,0.0029155218045941733,-4.195910918355916e-05,0.025154399054970328,0.005914961827555465
ASYM_S,IS,momac,36,130,465,130,1,4,0.7556712966677066,0.917384358397277,0.48516220536263077,0.9386379347223178,0.16171306172957045,0.45347572935968705,0.0063244123932392204,-0.0063244123932392204,0.05456546161893081,0.009436820789932465
ASYM_B,IS,momac,36,36,465,36,1,0,0.8382907327763398,0.8382907327763398,0.48516220536263077,0.9386379347223178,0.0,0.45347572935968705,,,,
ASYM_B,IS,momac,36,48,465,48,1,2,0.8232193272094137,0.8854831004530542,0.48516220536263077,0.9386379347223178,0.06226377324364052,0.45347572935968705,0.010194361294387888,-0.010194361294387888,0.08795442095665308,0.014609959882629697
ASYM_B,IS,momac,36,64,465,64,1,3,0.7897651880069113,0.8867739312796258,0.48516220536263077,0.9386379347223178,0.09700874327271447,0.45347572935968705,0.013104926650118568,-0.013104926650118568,0.11306605700007213,0.014831628389137652
ASYM_B,IS,momac,36,84,465,84,1,3,0.779093595864341,0.9039906697997585,0.48516220536263077,0.9386379347223178,0.12489707393541749,0.45347572935968705,0.0031173735845146564,-0.0005330081138325005,0.026895926151106257,0.004324670545106324
ASYM_B,IS,momac,36,110,465,110,1,3,0.76974717228902,0.9156541417539736,0.48516220536263077,0.9386379347223178,0.14590696946495363,0.45347572935968705,0.006175992256610881,-0.006175992256610881,0.05328492948960169,0.007119060554866552
ASYM_B,IS,momac,36,130,465,130,1,4,0.7556712966677066,0.917384358397277,0.48516220536263077,0.9386379347223178,0.16171306172957045,0.45347572935968705,0.00786184159344877,-0.00786184159344877,0.06783001946236564,0.009844871626247809
SYM,IS,momac,36,36,36,36,2,0,0.8371446869454265,0.8371446869454265,0.8294354291861712,0.8294354291861712,0.0,0.0,,,,
SYM,IS,momac,36,48,48,48,2,1,0.8198288015570677,0.8776794527974306,0.7592676139318102,0.8600379433638657,0.05785065124036293,0.10077032943205555,0.023055082648634206,-0.023055082648634206,0.19891353522900218,0.023055082648634206
SYM,IS,momac,36,64,64,64,2,1,0.8211303860329475,0.8967929307629094,0.7195275793133391,0.8800500568959271,0.07566254472996192,0.16052247758258797,0.008837989905665644,-0.008837989905665644,0.07625198500679993,0.008837989905665644
SYM,IS,momac,36,84,84,84,2,3,0.7809397928232019,0.9078769836829171,0.719885275795556,0.9035163141303015,0.12693719085971522,0.1836310383347456,0.01824869135111784,-0.01824869135111784,0.1574451831413757,0.022898471853618374
SYM,IS,momac,36,110,110,110,2,3,0.7573215886390098,0.9085007590348957,0.7311490553934925,0.9063252855008049,0.1511791703958859,0.17517623010731243,0.005897601546696533,-0.005897601546696533,0.050883043487806985,0.010188296989892542
SYM,IS,momac,36,134,134,134,2,3,0.7556712966677066,0.917384358397277,0.6513679462119335,0.9069741745853785,0.16171306172957045,0.25560622837344504,0.008894289398153066,-0.0072336769534629974,0.07673772306521175,0.014873225620841368
ASYM_S,IS,momac,36,130,36,36,2,0,0.7556712966677066,0.917384358397277,0.8294354291861712,0.8294354291861712,0.16171306172957045,0.0,,,,
ASYM_S,IS,momac,36,130,48,48,2,2,0.7556712966677066,0.917384358397277,0.7592676139318102,0.8600379433638657,0.16171306172957045,0.10077032943205555,0.00410962035996798,-0.00410962035996798,0.03545678524378407,0.006248804588852908
ASYM_S,IS,momac,36,130,64,64,2,2,0.7556712966677066,0.917384358397277,0.7195275793133391,0.8800500568959271,0.16171306172957045,0.16052247758258797,0.0035695881667262563,-0.0035695881667262563,0.030797521413231433,0.00708149015172066
ASYM_S,IS,momac,36,130,84,84,2,3,0.7556712966677066,0.917384358397277,0.719885275795556,0.9035163141303015,0.16171306172957045,0.1836310383347456,0.005891319140936324,-0.005891319140936324,0.050828840448999824,0.008144758469947555
ASYM_S,IS,momac,36,130,110,110,2,3,0.7556712966677066,0.917384358397277,0.7311490553934925,0.9063252855008049,0.16171306172957045,0.17517623010731243,0.002280251027541036,-0.0017040964168495432,0.019673440343299837,0.004815601421014337
ASYM_S,IS,momac,36,130,134,130,2,3,0.7556712966677066,0.917384358397277,0.6513679462119335,0.9069741745853785,0.16171306172957045,0.25560622837344504,0.003042212430357146,0.0026995029247485203,0.026247454353663012,0.004395370896330353
ASYM_S,IS,momac,36,130,200,130,2,4,0.7556712966677066,0.917384358397277,0.6049680157807088,0.9227646142934982,0.16171306172957045,0.3177965985127894,0.005303763556496144,0.0024752551651360255,0.045759556585406196,0.009696489706423783
ASYM_S,IS,momac,36,130,330,130,2,4,0.7556712966677066,0.917384358397277,0.5350273421802245,0.9306077422379399,0.16171306172957045,0.39558040005771533,0.006764707920493579,-0.002123242999011593,0.05836422223091545,0.009282929842963972
ASYM_S,IS,momac,36,130,465,130,2,4,0.7556712966677066,0.917384358397277,0.48516220536263077,0.9386379347223178,0.16171306172957045,0.45347572935968705,0.00940008688006036,0.0013974219228600482,0.08110161829688065,0.013296790487824728
ASYM_B,IS,momac,36,36,465,36,2,0,0.8371446869454265,0.8371446869454265,0.48516220536263077,0.9386379347223178,0.0,0.45347572935968705,,,,
ASYM_B,IS,momac,36,48,465,48,2,1,0.8198288015570677,0.8776794527974306,0.48516220536263077,0.9386379347223178,0.05785065124036293,0.45347572935968705,0.019005696132704974,-0.019005696132704974,0.16397643265306097,0.019005696132704974
ASYM_B,IS,momac,36,64,465,64,2,2,0.8211303860329475,0.8967929307629094,0.48516220536263077,0.9386379347223178,0.07566254472996192,0.45347572935968705,0.006749979080695301,-0.006749979080695301,0.05823714545401781,0.007781383448377421
ASYM_B,IS,momac,36,84,465,84,2,3,0.7809397928232019,0.9078769836829171,0.48516220536263077,0.9386379347223178,0.12693719085971522,0.45347572935968705,0.005859781098368673,-0.005859781098368673,0.05055673803943826,0.0076377441910328026
ASYM_B,IS,momac,36,110,465,110,2,3,0.7573215886390098,0.9085007590348957,0.48516220536263077,0.9386379347223178,0.1511791703958859,0.45347572935968705,0.007642325513428694,-0.007642325513428694,0.0659360891658723,0.014122556708768164
ASYM_B,IS,momac,36,130,465,130,2,4,0.7556712966677066,0.917384358397277,0.48516220536263077,0.9386379347223178,0.16171306172957045,0.45347572935968705,0.002383236880253853,-0.002383236880253853,0.020561976739108128,0.005544118224482419
SYM,IS,momac,36,36,36,36,3,0,0.8381758372059763,0.8381758372059763,0.8183396698061125,0.8183396698061125,0.0,0.0,,,,
SYM,IS,momac,36,48,48,48,3,1,0.8291384396709929,0.8804401673595694,0.809772420047289,0.880447192826964,0.05130172768857655,0.07067477277967504,0.022374283210740753,-0.022374283210740753,0.19303976652311003,0.022374283210740753
SYM,IS,momac,36,64,64,64,3,2,0.803676215465223,0.8970260996996546,0.7197443020183353,0.8786733741210584,0.09334988423443158,0.1589290721027231,0.002853049368914007,-0.002853049368914007,0.024615402373635745,0.0030053130981707588
SYM,IS,momac,36,84,84,84,3,3,0.78777703847442,0.9040529301759145,0.7263876872161308,0.9020138409851979,0.11627589170149444,0.1756261537690671,0.00944049558513449,-0.00944049558513449,0.08145025458254573,0.011722279406196079
SYM,IS,momac,36,110,110,110,3,3,0.7725358196120715,0.9141809066026398,0.6672604128523297,0.9077578471339474,0.14164508699056833,0.24049743428161763,0.0073565984926968015,-0.0073565984926968015,0.06347090729381348,0.01181761156423411
SYM,IS,momac,36,134,134,134,3,3,0.7556712966677066,0.917384358397277,0.659667319856517,0.9073825104963298,0.16171306172957045,0.24771519063981273,0.0037477542463656053,-0.0032893418808985775,0.03233469416160387,0.0076116314131237095
ASYM_S,IS,momac,36,130,36,36,3,0,0.7556712966677066,0.917384358397277,0.8183396698061125,0.8183396698061125,0.16171306172957045,0.0,,,,
ASYM_S,IS,momac,36,130,48,48,3,1,0.7556712966677066,0.917384358397277,0.809772420047289,0.880447192826964,0.16171306172957045,0.07067477277967504,0.013554717708737729,-0.013554717708737729,0.11694674270169693,0.013554717708737729
