[b] PREMISE AUDIT — idea 133's published grid, re-derived here (the queue's two rows)
panel  book       arm   cost  CAGR  Sharpe  MaxDD  OOS_Sharpe  OOS_MaxDD  gross  m_CAGR  floor_only  pass4b
  u56 S3-50  vol60-dg 10.000 0.086   1.196 -0.092       1.199     -0.092  0.731  -0.021        True   False
  u56 S3-50  vol60-dg 25.000 0.072   1.010 -0.093       1.029     -0.093  0.731  -0.035        True   False
  u56 S3-50 ebud-0.10 10.000 0.099   1.291 -0.111       1.277     -0.111  0.730  -0.007        True   False
  u56 S3-50 ebud-0.10 25.000 0.087   1.136 -0.112       1.136     -0.112  0.730  -0.020        True   False
  u56 S4-50  vol60-dg 10.000 0.088   1.177 -0.099       1.227     -0.099  0.731  -0.019        True   False
  u56 S4-50  vol60-dg 25.000 0.074   0.997 -0.100       1.060     -0.100  0.731  -0.033        True   False
  u56 S4-50 ebud-0.10 10.000 0.101   1.264 -0.118       1.298     -0.118  0.732  -0.005        True   False
  u56 S4-50 ebud-0.10 25.000 0.088   1.113 -0.119       1.158     -0.119  0.732  -0.018        True   False
broad S3-50  vol60-dg 10.000 0.083   1.039 -0.101       0.964     -0.101  0.728  -0.024        True   False
broad S3-50  vol60-dg 25.000 0.065   0.831 -0.102       0.768     -0.102  0.728  -0.041       False   False
broad S3-50 ebud-0.10 10.000 0.095   1.138 -0.119       1.019     -0.119  0.708  -0.011        True   False
broad S3-50 ebud-0.10 25.000 0.081   0.972 -0.120       0.866     -0.120  0.708  -0.026       False   False
broad S4-50  vol60-dg 10.000 0.085   1.029 -0.108       1.002     -0.108  0.728  -0.022        True   False
broad S4-50  vol60-dg 25.000 0.067   0.825 -0.109       0.807     -0.109  0.728  -0.040       False   False
broad S4-50 ebud-0.10 10.000 0.096   1.108 -0.128       1.035     -0.128  0.709  -0.011        True   False
broad S4-50 ebud-0.10 25.000 0.081   0.945 -0.129       0.883     -0.129  0.709  -0.026       False   False
    NOTE: the queue's label 'SLV50' is not a book name in that file; the f=0.50 sleeve
    books there are S3-50 and S4-50.  The queue's 8.7%/1.292/-13.6% headline is closest
    to u56/S3-50/ebud-0.10 @10bps (9.94%/1.291/-11.1%, OOS 1.277); nothing below
    depends on resolving the label — this run re-derives every f=0.50 row itself.
    idea 133 sleeve rows in the 4b-defensive class: 101; CAGR-floor shortfall (m_CAGR) min -4.10 median -1.29 max -0.06 pp/yr — the queue's '2.0-3.0 pp/yr' is the tail, not the median.

[panel] u56: 56 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] broad: 136 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[c] reproduction of idea 133's f=0.50 sleeve rows: 136 matched, max|diff| CAGR 9.71e-17 Sharpe 2.22e-16 MaxDD 9.71e-17 OOS_Sharpe 2.22e-16 gross 0.00e+00  EXACT
broad  S4-5 0.050           abs12-rw 10.000 0.140   0.976 -0.246 1.138 0.860     0.144       0.936     -0.246  0.750 13.111   0.034 -0.044   False   False                DD       False   False
broad  S4-5 0.050           abs12-rw 25.000 0.118   0.840 -0.248 0.987 0.735     0.122       0.809     -0.248  0.750 13.111   0.012 -0.046    True   False         H2,OOS,DD       False   False
broad  S4-5 0.050           vol60-dg 10.000 0.117   0.923 -0.176 1.052 0.807     0.116       0.892     -0.176  0.712 13.276   0.011  0.026    True   False                H2       False   False
broad  S4-5 0.050           vol60-dg 25.000 0.095   0.768 -0.177 0.894 0.655     0.093       0.739     -0.177  0.712 13.276  -0.011  0.025    True   False    H1,H2,OOS,CAGR       False   False
broad  S4-5 0.050           vol60-rw 10.000 0.127   0.949 -0.197 1.089 0.827     0.124       0.905     -0.197  0.750 13.867   0.020  0.005    True   False                H2       False   False
broad  S4-5 0.050           vol60-rw 25.000 0.104   0.795 -0.200 0.932 0.675     0.100       0.752     -0.200  0.750 13.867  -0.003  0.002    True   False    H1,H2,OOS,CAGR       False   False
broad  S4-5 0.050          v1gate-dg 10.000 0.117   0.930 -0.176 1.092 0.786     0.112       0.873     -0.176  0.699 13.115   0.010  0.026    True   False            H2,OOS       False   False
broad  S4-5 0.050          v1gate-dg 25.000 0.095   0.776 -0.177 0.935 0.634     0.090       0.720     -0.177  0.699 13.115  -0.012  0.025    True   False    H1,H2,OOS,CAGR       False   False
broad  S4-5 0.050          v1gate-rw 10.000 0.127   0.953 -0.194 1.112 0.814     0.122       0.895     -0.194  0.750 14.071   0.021  0.008    True   False                H2       False   False
broad  S4-5 0.050          v1gate-rw 25.000 0.104   0.797 -0.195 0.954 0.659     0.098       0.738     -0.195  0.750 14.071  -0.003  0.007    True   False    H1,H2,OOS,CAGR       False   False
broad  S4-5 0.050             stop15 10.000 0.128   0.922 -0.276 1.113 0.771     0.125       0.855     -0.276  0.744 14.345   0.022 -0.074   False   False         H2,OOS,DD       False   False
broad  S4-5 0.050             stop15 25.000 0.104   0.770 -0.279 0.954 0.624     0.100       0.707     -0.279  0.744 14.345  -0.002 -0.077   False   False H1,H2,OOS,DD,CAGR       False   False
broad  S4-5 0.050             stop25 10.000 0.139   0.968 -0.269 1.138 0.837     0.139       0.916     -0.269  0.749 13.294   0.032 -0.067   False   False                DD       False   False
broad  S4-5 0.050             stop25 25.000 0.117   0.831 -0.272 0.991 0.706     0.116       0.783     -0.272  0.749 13.294   0.010 -0.070   False   False         H2,OOS,DD       False   False
broad  S4-5 0.050 ddctl-8/.5/recover 10.000 0.097   0.847 -0.177 0.985 0.734     0.102       0.843     -0.177  0.570 10.165  -0.009  0.025    True   False       H2,OOS,CAGR       False   False
broad  S4-5 0.050 ddctl-8/.5/recover 25.000 0.070   0.647 -0.191 0.760 0.556     0.077       0.668     -0.191  0.552  9.894  -0.037  0.011    True   False    H1,H2,OOS,CAGR       False   False
broad  S4-5 0.050    ddctl-8/.5/high 10.000 0.085   0.803 -0.133 0.912 0.723     0.097       0.839     -0.133  0.516  9.201  -0.022  0.069    True   False    H1,H2,OOS,CAGR       False   False
broad  S4-5 0.050    ddctl-8/.5/high 25.000 0.069   0.683 -0.149 0.837 0.566     0.075       0.685     -0.149  0.504  8.991  -0.038  0.054    True   False    H1,H2,OOS,CAGR       False   False
broad  S4-5 0.050          ebud-0.10 10.000 0.128   0.976 -0.220 1.232 0.781     0.120       0.865     -0.220  0.666 10.048   0.022 -0.017   False   False         H2,OOS,DD       False   False
broad  S4-5 0.050          ebud-0.10 25.000 0.111   0.862 -0.221 1.104 0.678     0.103       0.759     -0.221  0.666 10.048   0.005 -0.019    True   False         H2,OOS,DD       False   False
broad  S4-5 0.050          ebud-0.20 10.000 0.142   0.980 -0.246 1.154 0.849     0.142       0.926     -0.246  0.746 12.956   0.035 -0.044   False   False                DD       False   False
broad  S4-5 0.050          ebud-0.20 25.000 0.120   0.847 -0.248 1.008 0.725     0.120       0.800     -0.248  0.746 12.956   0.013 -0.046    True   False         H2,OOS,DD       False   False
broad S4-10 0.100            control 10.000 0.139   0.994 -0.235 1.154 0.874     0.140       0.948     -0.235  0.750 12.856   0.032 -0.033   False   False                DD       False   False
broad S4-10 0.100            control 25.000 0.117   0.857 -0.237 1.004 0.745     0.118       0.818     -0.237  0.750 12.856   0.010 -0.034    True   False         H2,OOS,DD       False   False
broad S4-10 0.100            g200-dg 10.000 0.137   1.004 -0.212 1.194 0.857     0.134       0.936     -0.212  0.731 12.681   0.030 -0.010   False   False                DD       False   False
broad S4-10 0.100            g200-dg 25.000 0.115   0.865 -0.213 1.044 0.726     0.112       0.802     -0.213  0.731 12.681   0.009 -0.011    True   False         H2,OOS,DD       False   False
broad S4-10 0.100            g200-rw 10.000 0.142   1.013 -0.220 1.184 0.880     0.141       0.956     -0.220  0.750 13.135   0.035 -0.018   False   False                DD       False   False
broad S4-10 0.100            g200-rw 25.000 0.119   0.872 -0.222 1.032 0.747     0.118       0.822     -0.222  0.750 13.135   0.013 -0.020    True   False         H2,OOS,DD       False   False
broad S4-10 0.100           band3-dg 10.000 0.136   0.999 -0.196 1.177 0.860     0.134       0.938     -0.196  0.730 12.496   0.029  0.006    True    True                 -       False   False
broad S4-10 0.100           band3-dg 25.000 0.115   0.862 -0.198 1.031 0.730     0.113       0.806     -0.198  0.730 12.496   0.008  0.004    True   False            H2,OOS       False   False
broad S4-10 0.100           band3-rw 10.000 0.142   1.012 -0.201 1.180 0.881     0.141       0.957     -0.201  0.750 12.897   0.035  0.001    True    True                 -       False   False
broad S4-10 0.100           band3-rw 25.000 0.120   0.875 -0.203 1.033 0.750     0.118       0.824     -0.203  0.750 12.897   0.013 -0.001    True   False         H2,OOS,DD       False   False
broad S4-10 0.100           abs12-dg 10.000 0.134   0.989 -0.232 1.165 0.865     0.138       0.941     -0.232  0.718 12.346   0.028 -0.030   False   False                DD       False   False
broad S4-10 0.100           abs12-dg 25.000 0.113   0.853 -0.234 1.017 0.738     0.116       0.811     -0.234  0.718 12.346   0.007 -0.032    True   False         H2,OOS,DD       False   False
broad S4-10 0.100           abs12-rw 10.000 0.137   0.987 -0.234 1.145 0.873     0.141       0.949     -0.234  0.750 12.959   0.031 -0.032   False   False                DD       False   False
broad S4-10 0.100           abs12-rw 25.000 0.115   0.849 -0.236 0.990 0.746     0.119       0.819     -0.236  0.750 12.959   0.009 -0.034    True   False         H2,OOS,DD       False   False
broad S4-10 0.100           vol60-dg 10.000 0.114   0.933 -0.169 1.062 0.818     0.112       0.902     -0.169  0.714 13.023   0.008  0.033    True   False                H2       False   False
broad S4-10 0.100           vol60-dg 25.000 0.093   0.776 -0.170 0.900 0.663     0.090       0.746     -0.170  0.714 13.023  -0.014  0.032    True   False    H1,H2,OOS,CAGR       False   False
broad S4-10 0.100           vol60-rw 10.000 0.123   0.959 -0.188 1.099 0.836     0.120       0.913     -0.188  0.750 13.590   0.017  0.015    True    True                 -       False   False
broad S4-10 0.100           vol60-rw 25.000 0.101   0.802 -0.190 0.938 0.682     0.097       0.758     -0.190  0.750 13.590  -0.006  0.012    True   False    H1,H2,OOS,CAGR       False   False
broad S4-10 0.100          v1gate-dg 10.000 0.113   0.939 -0.169 1.101 0.795     0.108       0.881     -0.169  0.696 12.849   0.007  0.033    True   False            H2,OOS       False   False
broad S4-10 0.100          v1gate-dg 25.000 0.092   0.781 -0.170 0.940 0.640     0.087       0.724     -0.170  0.696 12.849  -0.014  0.033    True   False    H1,H2,OOS,CAGR       False   False
broad S4-10 0.100          v1gate-rw 10.000 0.125   0.963 -0.188 1.119 0.826     0.120       0.905     -0.188  0.750 13.860   0.018  0.015    True   False                H2       False   False
broad S4-10 0.100          v1gate-rw 25.000 0.102   0.804 -0.189 0.958 0.669     0.096       0.746     -0.189  0.750 13.860  -0.005  0.013    True   False       H2,OOS,CAGR       False   False
broad S4-10 0.100             stop15 10.000 0.125   0.933 -0.263 1.123 0.781     0.121       0.865     -0.263  0.744 14.054   0.018 -0.061   False   False         H2,OOS,DD       False   False
broad S4-10 0.100             stop15 25.000 0.101   0.778 -0.267 0.960 0.632     0.097       0.714     -0.267  0.744 14.054  -0.005 -0.065    True   False    H2,OOS,DD,CAGR       False   False
broad S4-10 0.100             stop25 10.000 0.135   0.979 -0.257 1.149 0.848     0.135       0.926     -0.257  0.749 13.039   0.029 -0.054   False   False                DD       False   False
broad S4-10 0.100             stop25 25.000 0.113   0.839 -0.259 0.997 0.715     0.112       0.791     -0.259  0.749 13.039   0.007 -0.057    True   False         H2,OOS,DD       False   False
broad S4-10 0.100 ddctl-8/.5/recover 10.000 0.089   0.808 -0.168 0.936 0.706     0.096       0.815     -0.168  0.568 10.001  -0.018  0.034    True   False    H1,H2,OOS,CAGR       False   False
broad S4-10 0.100 ddctl-8/.5/recover 25.000 0.064   0.621 -0.170 0.747 0.524     0.071       0.636     -0.170  0.549  9.679  -0.042  0.033    True   False    H1,H2,OOS,CAGR       False   False
broad S4-10 0.100    ddctl-8/.5/high 10.000 0.082   0.803 -0.125 0.927 0.710     0.092       0.826     -0.125  0.518  9.065  -0.025  0.077    True   False    H1,H2,OOS,CAGR       False   False
broad S4-10 0.100    ddctl-8/.5/high 25.000 0.067   0.683 -0.140 0.841 0.562     0.072       0.679     -0.140  0.506  8.868  -0.040  0.062    True   False    H1,H2,OOS,CAGR       False   False
broad S4-10 0.100          ebud-0.10 10.000 0.125   0.988 -0.210 1.238 0.798     0.118       0.881     -0.210  0.673 10.015   0.019 -0.007    True   False         H2,OOS,DD       False   False
broad S4-10 0.100          ebud-0.10 25.000 0.109   0.871 -0.211 1.106 0.691     0.101       0.771     -0.211  0.673 10.015   0.002 -0.009    True   False         H2,OOS,DD       False   False
broad S4-10 0.100          ebud-0.20 10.000 0.138   0.993 -0.234 1.164 0.863     0.138       0.939     -0.234  0.747 12.737   0.031 -0.032   False   False                DD       False   False
broad S4-10 0.100          ebud-0.20 25.000 0.116   0.856 -0.236 1.014 0.736     0.116       0.809     -0.236  0.747 12.737   0.010 -0.034    True   False         H2,OOS,DD       False   False
broad S4-15 0.150            control 10.000 0.135   1.006 -0.222 1.165 0.885     0.136       0.959     -0.222  0.750 12.624   0.028 -0.020   False   False                DD       False   False
broad S4-15 0.150            control 25.000 0.113   0.865 -0.224 1.010 0.754     0.114       0.826     -0.224  0.750 12.624   0.007 -0.022    True   False         H2,OOS,DD       False   False
broad S4-15 0.150            g200-dg 10.000 0.132   1.014 -0.202 1.202 0.867     0.130       0.944     -0.202  0.726 12.436   0.026  0.001    True    True                 -       False   False
broad S4-15 0.150            g200-dg 25.000 0.111   0.871 -0.203 1.048 0.732     0.108       0.808     -0.203  0.726 12.436   0.005 -0.001    True   False         H2,OOS,DD       False   False
broad S4-15 0.150            g200-rw 10.000 0.138   1.024 -0.211 1.191 0.893     0.138       0.968     -0.211  0.750 12.971   0.032 -0.008    True   False                DD       False   False
broad S4-15 0.150            g200-rw 25.000 0.116   0.880 -0.212 1.037 0.757     0.115       0.830     -0.212  0.750 12.971   0.010 -0.010    True   False         H2,OOS,DD       False   False
broad S4-15 0.150           band3-dg 10.000 0.131   1.008 -0.186 1.182 0.870     0.130       0.947     -0.186  0.724 12.190   0.025  0.016    True    True                 -       False   False
broad S4-15 0.150           band3-dg 25.000 0.111   0.868 -0.188 1.033 0.738     0.109       0.812     -0.188  0.724 12.190   0.004  0.015    True   False            H2,OOS       False   False
broad S4-15 0.150           band3-rw 10.000 0.139   1.026 -0.191 1.190 0.896     0.138       0.971     -0.191  0.750 12.661   0.032  0.011    True    True                 -       False   False
broad S4-15 0.150           band3-rw 25.000 0.117   0.886 -0.193 1.040 0.763     0.116       0.836     -0.193  0.750 12.661   0.011  0.009    True   False            H2,OOS       False   False
broad S4-15 0.150           abs12-dg 10.000 0.130   0.997 -0.220 1.169 0.876     0.133       0.950     -0.220  0.713 12.112   0.023 -0.017   False   False                DD       False   False
broad S4-15 0.150           abs12-dg 25.000 0.109   0.858 -0.221 1.016 0.745     0.112       0.818     -0.221  0.713 12.112   0.003 -0.019    True   False         H2,OOS,DD       False   False
broad S4-15 0.150           abs12-rw 10.000 0.134   0.999 -0.222 1.150 0.887     0.138       0.963     -0.222  0.750 12.828   0.027 -0.019   False   False                DD       False   False
broad S4-15 0.150           abs12-rw 25.000 0.112   0.856 -0.224 0.992 0.756     0.116       0.829     -0.224  0.750 12.828   0.006 -0.021    True   False         H2,OOS,DD       False   False
broad S4-15 0.150           vol60-dg 10.000 0.111   0.945 -0.162 1.072 0.829     0.109       0.912     -0.162  0.715 12.782   0.004  0.041    True   False                H2       False   False
broad S4-15 0.150           vol60-dg 25.000 0.090   0.783 -0.162 0.905 0.672     0.088       0.753     -0.162  0.715 12.782  -0.017  0.040    True   False    H1,H2,OOS,CAGR       False   False
broad S4-15 0.150           vol60-rw 10.000 0.120   0.969 -0.178 1.109 0.845     0.117       0.922     -0.178  0.750 13.326   0.013  0.024    True    True                 -       False   False
broad S4-15 0.150           vol60-rw 25.000 0.097   0.808 -0.181 0.944 0.689     0.094       0.764     -0.181  0.750 13.326  -0.009  0.022    True   False    H1,H2,OOS,CAGR       False   False
broad S4-15 0.150          v1gate-dg 10.000 0.110   0.948 -0.161 1.109 0.804     0.105       0.888     -0.161  0.693 12.595   0.003  0.041    True   False                H2       False   False
broad S4-15 0.150          v1gate-dg 25.000 0.089   0.787 -0.162 0.944 0.645     0.084       0.729     -0.162  0.693 12.595  -0.017  0.040    True   False    H1,H2,OOS,CAGR       False   False
broad S4-15 0.150          v1gate-rw 10.000 0.122   0.973 -0.181 1.126 0.838     0.117       0.916     -0.181  0.750 13.667   0.015  0.021    True    True                 -       False   False
broad S4-15 0.150          v1gate-rw 25.000 0.099   0.811 -0.182 0.961 0.677     0.094       0.754     -0.182  0.750 13.667  -0.008  0.020    True   False       H2,OOS,CAGR       False   False
broad S4-15 0.150             stop15 10.000 0.121   0.945 -0.251 1.134 0.792     0.117       0.875     -0.251  0.744 13.776   0.015 -0.049   False   False         H2,OOS,DD       False   False
broad S4-15 0.150             stop15 25.000 0.098   0.786 -0.254 0.966 0.640     0.094       0.721     -0.254  0.744 13.776  -0.008 -0.052    True   False    H2,OOS,DD,CAGR       False   False
broad S4-15 0.150             stop25 10.000 0.131   0.991 -0.244 1.159 0.860     0.130       0.937     -0.244  0.749 12.798   0.024 -0.041   False   False                DD       False   False
broad S4-15 0.150             stop25 25.000 0.110   0.847 -0.246 1.003 0.724     0.109       0.799     -0.246  0.749 12.798   0.003 -0.044    True   False         H2,OOS,DD       False   False
broad S4-15 0.150 ddctl-8/.5/recover 10.000 0.086   0.795 -0.159 0.886 0.719     0.094       0.826     -0.159  0.579  9.997  -0.020  0.044    True   False    H1,H2,OOS,CAGR       False   False
broad S4-15 0.150 ddctl-8/.5/recover 25.000 0.063   0.630 -0.160 0.733 0.550     0.071       0.659     -0.160  0.554  9.624  -0.043  0.042    True   False    H1,H2,OOS,CAGR       False   False
broad S4-15 0.150    ddctl-8/.5/high 10.000 0.079   0.787 -0.117 0.859 0.731     0.091       0.843     -0.117  0.525  9.061  -0.028  0.085    True   False    H1,H2,OOS,CAGR       False   False
broad S4-15 0.150    ddctl-8/.5/high 25.000 0.064   0.670 -0.132 0.783 0.579     0.071       0.693     -0.132  0.515  8.880  -0.042  0.070    True   False    H1,H2,OOS,CAGR       False   False
broad S4-15 0.150          ebud-0.10 10.000 0.123   1.002 -0.199 1.244 0.817     0.116       0.898     -0.199  0.679  9.981   0.016  0.004    True   False                H2       False   False
broad S4-15 0.150          ebud-0.10 25.000 0.106   0.880 -0.200 1.107 0.706     0.099       0.784     -0.200  0.679  9.981  -0.001  0.002    True   False       H2,OOS,CAGR       False   False
broad S4-15 0.150          ebud-0.20 10.000 0.134   1.006 -0.222 1.174 0.877     0.134       0.952     -0.222  0.748 12.530   0.027 -0.019   False   False                DD       False   False
broad S4-15 0.150          ebud-0.20 25.000 0.113   0.865 -0.224 1.019 0.747     0.113       0.819     -0.224  0.748 12.530   0.006 -0.021    True   False         H2,OOS,DD       False   False
broad S4-20 0.200            control 10.000 0.130   1.018 -0.210 1.175 0.897     0.131       0.970     -0.210  0.750 12.401   0.024 -0.008    True   False                DD       False   False
broad S4-20 0.200            control 25.000 0.109   0.873 -0.212 1.015 0.763     0.110       0.834     -0.212  0.750 12.401   0.003 -0.009    True   False         H2,OOS,DD       False   False
broad S4-20 0.200            g200-dg 10.000 0.128   1.024 -0.191 1.211 0.877     0.125       0.953     -0.191  0.721 12.199   0.021  0.011    True    True                 -       False   False
broad S4-20 0.200            g200-dg 25.000 0.107   0.877 -0.193 1.052 0.739     0.104       0.813     -0.193  0.721 12.199   0.001  0.010    True   False            H2,OOS       False   False
broad S4-20 0.200            g200-rw 10.000 0.135   1.036 -0.201 1.199 0.906     0.134       0.980     -0.201  0.750 12.817   0.028  0.001    True    True                 -       False   False
broad S4-20 0.200            g200-rw 25.000 0.113   0.888 -0.203 1.040 0.767     0.112       0.839     -0.203  0.750 12.817   0.007 -0.000    True   False         H2,OOS,DD       False   False
broad S4-20 0.200           band3-dg 10.000 0.127   1.017 -0.176 1.187 0.882     0.125       0.956     -0.176  0.718 11.891   0.020  0.026    True    True                 -       False   False
broad S4-20 0.200           band3-dg 25.000 0.107   0.874 -0.178 1.034 0.747     0.105       0.819     -0.178  0.718 11.891   0.000  0.024    True   False            H2,OOS       False   False
broad S4-20 0.200           band3-rw 10.000 0.136   1.040 -0.181 1.200 0.912     0.135       0.985     -0.181  0.750 12.429   0.029  0.021    True    True                 -       False   False
broad S4-20 0.200           band3-rw 25.000 0.115   0.897 -0.183 1.047 0.776     0.113       0.848     -0.183  0.750 12.429   0.008  0.019    True   False            H2,OOS       False   False
broad S4-20 0.200           abs12-dg 10.000 0.125   1.005 -0.207 1.172 0.886     0.128       0.959     -0.207  0.707 11.886   0.018 -0.005    True   False                DD       False   False
broad S4-20 0.200           abs12-dg 25.000 0.105   0.862 -0.209 1.014 0.753     0.108       0.824     -0.209  0.707 11.886  -0.002 -0.007    True   False    H2,OOS,DD,CAGR       False   False
broad S4-20 0.200           abs12-rw 10.000 0.131   1.010 -0.209 1.155 0.902     0.135       0.976     -0.209  0.750 12.707   0.024 -0.007    True   False                DD       False   False
broad S4-20 0.200           abs12-rw 25.000 0.109   0.863 -0.211 0.991 0.767     0.113       0.839     -0.211  0.750 12.707   0.003 -0.009    True   False         H2,OOS,DD       False   False
broad S4-20 0.200           vol60-dg 10.000 0.107   0.956 -0.154 1.082 0.841     0.105       0.923     -0.154  0.717 12.549   0.001  0.048    True    True                 -       False   False
broad S4-20 0.200           vol60-dg 25.000 0.087   0.790 -0.155 0.910 0.680     0.085       0.760     -0.155  0.717 12.549  -0.020  0.047    True   False    H1,H2,OOS,CAGR       False   False
broad S4-20 0.200           vol60-rw 10.000 0.116   0.980 -0.169 1.119 0.856     0.113       0.932     -0.169  0.750 13.070   0.009  0.034    True    True                 -       False   False
broad S4-20 0.200           vol60-rw 25.000 0.094   0.815 -0.171 0.948 0.696     0.091       0.770     -0.171  0.750 13.070  -0.012  0.031    True   False    H1,H2,OOS,CAGR       False   False
broad S4-20 0.200          v1gate-dg 10.000 0.106   0.957 -0.154 1.117 0.813     0.101       0.896     -0.154  0.690 12.348  -0.000  0.048    True   False           H2,CAGR       False   False
broad S4-20 0.200          v1gate-dg 25.000 0.086   0.792 -0.155 0.947 0.651     0.081       0.733     -0.155  0.690 12.348  -0.021  0.047    True   False    H1,H2,OOS,CAGR       False   False
broad S4-20 0.200          v1gate-rw 10.000 0.119   0.983 -0.175 1.132 0.850     0.114       0.926     -0.175  0.750 13.486   0.012  0.028    True    True                 -       False   False
broad S4-20 0.200          v1gate-rw 25.000 0.096   0.817 -0.176 0.962 0.686     0.091       0.761     -0.176  0.750 13.486  -0.010  0.026    True   False       H2,OOS,CAGR       False   False
broad S4-20 0.200             stop15 10.000 0.117   0.957 -0.238 1.144 0.804     0.114       0.886     -0.238  0.744 13.506   0.011 -0.036   False   False             H2,DD       False   False
broad S4-20 0.200             stop15 25.000 0.095   0.793 -0.242 0.971 0.648     0.091       0.728     -0.242  0.744 13.506  -0.012 -0.039    True   False    H2,OOS,DD,CAGR       False   False
broad S4-20 0.200             stop25 10.000 0.127   1.003 -0.231 1.169 0.872     0.126       0.948     -0.231  0.749 12.565   0.020 -0.028   False   False                DD       False   False
broad S4-20 0.200             stop25 25.000 0.106   0.855 -0.233 1.008 0.733     0.105       0.807     -0.233  0.749 12.565  -0.001 -0.031    True   False    H2,OOS,DD,CAGR       False   False
broad S4-20 0.200 ddctl-8/.5/recover 10.000 0.093   0.868 -0.149 0.970 0.776     0.097       0.877     -0.149  0.610 10.255  -0.013  0.053    True   False       H2,OOS,CAGR       False   False
broad S4-20 0.200 ddctl-8/.5/recover 25.000 0.070   0.691 -0.151 0.784 0.615     0.077       0.715     -0.151  0.579  9.813  -0.036  0.051    True   False    H1,H2,OOS,CAGR       False   False
broad S4-20 0.200    ddctl-8/.5/high 10.000 0.073   0.748 -0.118 0.824 0.686     0.083       0.799     -0.118  0.540  9.220  -0.033  0.084    True   False    H1,H2,OOS,CAGR       False   False
broad S4-20 0.200    ddctl-8/.5/high 25.000 0.060   0.640 -0.123 0.788 0.526     0.064       0.639     -0.123  0.528  8.973  -0.047  0.079    True   False    H1,H2,OOS,CAGR       False   False
broad S4-20 0.200          ebud-0.10 10.000 0.119   1.016 -0.188 1.250 0.836     0.114       0.915     -0.188  0.685  9.937   0.013  0.015    True    True                 -       False   False
broad S4-20 0.200          ebud-0.10 25.000 0.103   0.890 -0.189 1.108 0.721     0.097       0.797     -0.189  0.685  9.937  -0.004  0.013    True   False       H2,OOS,CAGR       False   False
broad S4-20 0.200          ebud-0.20 10.000 0.130   1.018 -0.209 1.183 0.892     0.130       0.965     -0.209  0.748 12.323   0.023 -0.007    True   False                DD       False   False
broad S4-20 0.200          ebud-0.20 25.000 0.109   0.874 -0.211 1.023 0.758     0.109       0.829     -0.211  0.748 12.323   0.003 -0.009    True   False         H2,OOS,DD       False   False
broad S4-25 0.250            control 10.000 0.126   1.030 -0.197 1.185 0.911     0.126       0.982     -0.197  0.750 12.181   0.019  0.005    True    True                 -       False   False
broad S4-25 0.250            control 25.000 0.105   0.880 -0.199 1.019 0.773     0.106       0.842     -0.199  0.750 12.181  -0.001  0.003    True   False       H2,OOS,CAGR       False   False
broad S4-25 0.250            g200-dg 10.000 0.123   1.034 -0.181 1.218 0.887     0.120       0.961     -0.181  0.716 11.963   0.016  0.021    True    True                 -       False   False
broad S4-25 0.250            g200-dg 25.000 0.103   0.883 -0.182 1.054 0.746     0.100       0.818     -0.182  0.716 11.963  -0.004  0.020    True   False       H2,OOS,CAGR       False   False
broad S4-25 0.250            g200-rw 10.000 0.131   1.047 -0.191 1.205 0.920     0.130       0.993     -0.191  0.750 12.670   0.025  0.011    True    True                 -       False   False
broad S4-25 0.250            g200-rw 25.000 0.110   0.895 -0.193 1.042 0.776     0.109       0.847     -0.193  0.750 12.670   0.003  0.009    True   False            H2,OOS       False   False
broad S4-25 0.250           band3-dg 10.000 0.122   1.026 -0.168 1.190 0.894     0.121       0.966     -0.168  0.712 11.593   0.016  0.035    True    True                 -       False   False
broad S4-25 0.250           band3-dg 25.000 0.103   0.880 -0.169 1.033 0.756     0.101       0.826     -0.169  0.712 11.593  -0.004  0.033    True   False       H2,OOS,CAGR       False   False
broad S4-25 0.250           band3-rw 10.000 0.133   1.055 -0.171 1.208 0.929     0.131       1.001     -0.171  0.750 12.198   0.026  0.031    True    True                 -       False   False
broad S4-25 0.250           band3-rw 25.000 0.112   0.909 -0.173 1.052 0.791     0.111       0.861     -0.173  0.750 12.198   0.006  0.029    True   False            H2,OOS       False   False
broad S4-25 0.250           abs12-dg 10.000 0.120   1.013 -0.195 1.174 0.898     0.124       0.969     -0.195  0.702 11.663   0.013  0.008    True    True                 -       False   False
broad S4-25 0.250           abs12-dg 25.000 0.101   0.865 -0.196 1.011 0.761     0.104       0.830     -0.196  0.702 11.663  -0.006  0.006    True   False       H2,OOS,CAGR       False   False
broad S4-25 0.250           abs12-rw 10.000 0.127   1.021 -0.197 1.158 0.917     0.131       0.990     -0.197  0.750 12.593   0.020  0.006    True    True                 -       False   False
