
========================================================================================================================================================================================================
PANEL u56: 56 tradable names, 2008-01-02 -> 2026-09-04 | eval from 2009-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 10.66%
  regime spy200     armed 0.171 (757 days) | IS 0.177 OOS 0.165
  regime breadth20  armed 0.087 (384 days) | IS 0.031 OOS 0.132
  CHECK(a) run_cond(no instrument) == engine.backtest @0bps: max|diff| = 0.000e+00
  CHECK(a) run_cond(no instrument) == engine.backtest @10bps: max|diff| = 0.000e+00
  CHECK(a) run_cond(no instrument) == engine.backtest @25bps: max|diff| = 0.000e+00

========================================================================================================================================================================================================
PANEL broad: 136 tradable names, 2008-01-02 -> 2026-09-04 | eval from 2009-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 10.66%
  regime spy200     armed 0.171 (757 days) | IS 0.177 OOS 0.165
  regime breadth20  armed 0.081 (359 days) | IS 0.025 OOS 0.127

========================================================================================================================================================================================================
PANEL small: 439 tradable names, 2010-01-04 -> 2026-09-04 | eval from 2011-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 14.13% Sharpe 0.862 MaxDD -33.72% halves 0.891/0.858 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 9.89%
  regime spy200     armed 0.153 (603 days) | IS 0.134 OOS 0.165
  regime breadth20  armed 0.123 (484 days) | IS 0.049 OOS 0.169

========================================================================================================================================================================================================
LIVE-BASELINE CONTEXT — idea 246's imported `keep_paths` judges 4a against RULES v1 (the pre-2026-09-06 convention).  RULES v2 has been live since 2026-09-06 and is printed here so no 4a count in this file is read as a claim against the live book:
panel    cost            book   CAGR  Sharpe   MaxDD     H1     H2  OOS_CAGR  OOS_Sharpe
  u56  0.0000        RULES v1 0.0900  0.8954 -0.1359 0.8786 0.9149    0.1044      0.9780
  u56  0.0000 RULES v2 (LIVE) 0.0885  1.2307 -0.1203 1.2511 1.2158    0.0973      1.3096
  u56 10.0000        RULES v1 0.0646  0.6647 -0.1383 0.6421 0.6878    0.0773      0.7471
  u56 10.0000 RULES v2 (LIVE) 0.0866  1.2056 -0.1205 1.2259 1.1909    0.0953      1.2851
  u56 25.0000        RULES v1 0.0276  0.3174 -0.1563 0.2860 0.3460    0.0378      0.3992
  u56 25.0000 RULES v2 (LIVE) 0.0837  1.1681 -0.1209 1.1881 1.1534    0.0924      1.2483
broad  0.0000        RULES v1 0.0956  0.9118 -0.1835 1.0363 0.8070    0.0928      0.8569
broad  0.0000 RULES v2 (LIVE) 0.0825  1.1336 -0.1221 1.2547 1.0144    0.0821      1.1481
broad 10.0000        RULES v1 0.0639  0.6350 -0.2119 0.7562 0.5320    0.0594      0.5763
broad 10.0000 RULES v2 (LIVE) 0.0803  1.1058 -0.1224 1.2291 0.9844    0.0798      1.1185
broad 25.0000        RULES v1 0.0179  0.2195 -0.2672 0.3350 0.1198    0.0111      0.1554
broad 25.0000 RULES v2 (LIVE) 0.0770  1.0640 -0.1228 1.1906 0.9393    0.0764      1.0740
small  0.0000        RULES v1 0.1182  0.8281 -0.2930 0.9329 0.7359    0.1157      0.8010
small  0.0000 RULES v2 (LIVE) 0.0409  0.6113 -0.1433 0.6095 0.6153    0.0414      0.6071
small 10.0000        RULES v1 0.0815  0.6027 -0.3284 0.6894 0.5263    0.0792      0.5807
small 10.0000 RULES v2 (LIVE) 0.0380  0.5710 -0.1470 0.5682 0.5757    0.0384      0.5665
small 25.0000        RULES v1 0.0286  0.2645 -0.4304 0.3240 0.2115    0.0267      0.2501
small 25.0000 RULES v2 (LIVE) 0.0337  0.5106 -0.1527 0.5064 0.5164    0.0339      0.5056

========================================================================================================================================================================================================
GRID: 1107 runs written to 2026-09-08_do-de-grossing-instruments-belong-armed-only-in-crashes-after-all_B.grid.csv (25 arm labels x 3 panels x 3 books x 3 cost rungs)
GROSS MATCH QUALITY: max |achieved - target| mean gross over all 432 matched controls = 8.63e-05 (tolerance 0.0001); mu range 0.8262 - 1.0571

----- FULL GRID (every point) -----
panel  book    cost                        arm            regime  armed_frac  mean_gross  turnover   CAGR  Sharpe   MaxDD     H1      H2  OOS_Sharpe  pass4a  pass4b
broad TOP20 25.0000                    ddctl08         breadth20      0.0809      0.7193   13.0721 0.1181  0.8449 -0.2186 0.9797  0.7317      0.8140    True   False
broad TOP20 25.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0809      0.7604   13.4019 0.1265  0.8462 -0.2655 0.9982  0.7322      0.8068    True   False
broad TOP20 25.0000                    ddctl12            always      1.0000      0.6214   11.1033 0.0805  0.6605 -0.2214 0.8008  0.5334      0.6425    True   False
broad TOP20 25.0000                    ddctl12            spy200      0.1705      0.7149   12.9200 0.1054  0.7651 -0.2120 0.9193  0.6412      0.7279    True   False
broad TOP20 25.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7558   13.3213 0.1257  0.8461 -0.2641 0.9981  0.7322      0.8067    True   False
broad TOP20 25.0000                    ddctl12         breadth20      0.0809      0.7314   13.0512 0.1182  0.8337 -0.2120 0.9980  0.6973      0.7797    True   False
broad TOP20 25.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0809      0.7732   13.6265 0.1285  0.8463 -0.2695 0.9984  0.7324      0.8069   False   False
broad TOP20 25.0000                    ddctl16            always      1.0000      0.7101   12.5093 0.1117  0.8072 -0.2120 0.9980  0.6405      0.7299    True   False
broad TOP20 25.0000                    ddctl16            spy200      0.1705      0.7363   13.0821 0.1182  0.8300 -0.2120 0.9980  0.6925      0.7743    True   False
broad TOP20 25.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7783   13.7166 0.1294  0.8464 -0.2711 0.9984  0.7324      0.8070   False   False
broad TOP20 25.0000                    ddctl16         breadth20      0.0809      0.7410   13.1394 0.1212  0.8455 -0.2120 0.9980  0.7223      0.8016    True   False
broad TOP20 25.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0809      0.7833   13.8031 0.1302  0.8465 -0.2726 0.9985  0.7325      0.8071   False   False
broad EWall  0.0000                    CONTROL              none      1.0000      0.7502    0.8657 0.1426  1.1289 -0.2536 1.2379  1.0312      1.1094   False   False
broad EWall  0.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
broad EWall  0.0000                    gross00            spy200      0.1705      0.6194    2.8875 0.0958  1.1310 -0.1456 1.1470  1.1146      1.2489    True   False
broad EWall  0.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6199    0.7305 0.1176  1.1289 -0.2131 1.2369  1.0319      1.1103   False   False
broad EWall  0.0000                    gross00         breadth20      0.0809      0.6909    1.9415 0.1226  1.1263 -0.2011 1.2331  1.0083      1.1254   False    True
broad EWall  0.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0809      0.6914    0.8046 0.1313  1.1289 -0.2355 1.2375  1.0315      1.1098   False   False
broad EWall  0.0000                    gross25            always      1.0000      0.1877    0.2486 0.0353  1.1287 -0.0683 1.2335  1.0342      1.1128    True   False
broad EWall  0.0000                    gross25            spy200      0.1705      0.6521    2.3694 0.1081  1.2220 -0.1310 1.2588  1.1852      1.3088    True    True
broad EWall  0.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6527    0.7645 0.1238  1.1289 -0.2234 1.2372  1.0317      1.1101   False   False
broad EWall  0.0000                    gross25         breadth20      0.0809      0.7057    1.6621 0.1279  1.1594 -0.1997 1.2386  1.0744      1.1844   False    True
broad EWall  0.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0809      0.7063    0.8200 0.1341  1.1289 -0.2401 1.2376  1.0314      1.1097   False   False
broad EWall  0.0000                    gross50            always      1.0000      0.3753    0.4691 0.0709  1.1288 -0.1332 1.2350  1.0333      1.1118    True   False
broad EWall  0.0000                    gross50            spy200      0.1705      0.6849    1.8454 0.1200  1.2306 -0.1730 1.2954  1.1681      1.2766    True    True
broad EWall  0.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.6854    0.7983 0.1301  1.1289 -0.2336 1.2374  1.0316      1.1099   False   False
broad EWall  0.0000                    gross50         breadth20      0.0809      0.7206    1.3805 0.1330  1.1682 -0.2044 1.2412  1.0905      1.1906   False   False
broad EWall  0.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0809      0.7211    0.8354 0.1370  1.1289 -0.2447 1.2377  1.0314      1.1096   False   False
broad EWall  0.0000                    gross75            always      1.0000      0.5628    0.6710 0.1066  1.1289 -0.1949 1.2365  1.0323      1.1106   False    True
broad EWall  0.0000                    gross75            spy200      0.1705      0.7175    1.3184 0.1315  1.1890 -0.2138 1.2794  1.1052      1.1979   False   False
broad EWall  0.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7181    0.8323 0.1364  1.1289 -0.2437 1.2377  1.0314      1.1096   False   False
broad EWall  0.0000                    gross75         breadth20      0.0809      0.7354    1.0982 0.1379  1.1562 -0.2290 1.2410  1.0704      1.1595   False   False
broad EWall  0.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0809      0.7359    0.8508 0.1398  1.1289 -0.2492 1.2378  1.0313      1.1095   False   False
broad EWall  0.0000                    ddctl04            always      1.0000      0.6011    1.3202 0.1027  1.2050 -0.1730 1.3073  1.1100      1.2394    True   False
broad EWall  0.0000                    ddctl04            spy200      0.1705      0.6869    1.7668 0.1212  1.2392 -0.1730 1.3234  1.1581      1.2668    True    True
broad EWall  0.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.6874    0.8004 0.1305  1.1289 -0.2343 1.2375  1.0315      1.1098   False   False
broad EWall  0.0000                    ddctl04         breadth20      0.0809      0.7210    1.3811 0.1327  1.1654 -0.2044 1.2412  1.0847      1.1850   False   False
broad EWall  0.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0809      0.7215    0.8358 0.1371  1.1289 -0.2448 1.2377  1.0314      1.1096   False   False
broad EWall  0.0000                    ddctl08            always      1.0000      0.6566    1.0934 0.1051  1.0837 -0.1730 1.1731  0.9951      1.1140    True   False
broad EWall  0.0000                    ddctl08            spy200      0.1705      0.7049    1.3439 0.1206  1.1646 -0.1730 1.2328  1.0973      1.2018    True    True
broad EWall  0.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7054    0.8191 0.1340  1.1289 -0.2398 1.2376  1.0314      1.1097   False   False
broad EWall  0.0000                    ddctl08         breadth20      0.0809      0.7316    1.1140 0.1328  1.1441 -0.2044 1.2323  1.0507      1.1485   False   False
broad EWall  0.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0809      0.7321    0.8468 0.1391  1.1289 -0.2480 1.2378  1.0313      1.1096   False   False
broad EWall  0.0000                    ddctl12            always      1.0000      0.6989    0.8956 0.1218  1.1167 -0.2015 1.2412  1.0003      1.0997   False    True
broad EWall  0.0000                    ddctl12            spy200      0.1705      0.7256    1.0060 0.1318  1.1648 -0.2015 1.2966  1.0409      1.1343   False    True
broad EWall  0.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7261    0.8406 0.1379  1.1289 -0.2462 1.2378  1.0313      1.1096   False   False
broad EWall  0.0000                    ddctl12         breadth20      0.0809      0.7379    0.9650 0.1367  1.1481 -0.2015 1.2379  1.0558      1.1470   False    True
broad EWall  0.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0809      0.7384    0.8534 0.1403  1.1289 -0.2500 1.2379  1.0313      1.1095   False   False
broad EWall  0.0000                    ddctl16            always      1.0000      0.6967    0.8550 0.1186  1.0734 -0.2471 1.2587  0.9310      1.0240   False   False
broad EWall  0.0000                    ddctl16            spy200      0.1705      0.7381    0.8995 0.1323  1.1253 -0.2471 1.2966  0.9798      1.0668   False   False
broad EWall  0.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7387    0.8537 0.1403  1.1289 -0.2501 1.2379  1.0313      1.1095   False   False
broad EWall  0.0000                    ddctl16         breadth20      0.0809      0.7469    0.9360 0.1358  1.1067 -0.2471 1.2379  0.9810      1.0676   False   False
broad EWall  0.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0809      0.7475    0.8628 0.1420  1.1289 -0.2527 1.2379  1.0312      1.1095   False   False
broad EWall 10.0000                    CONTROL              none      1.0000      0.7502    0.8657 0.1416  1.1220 -0.2537 1.2312  1.0240      1.1022   False   False
broad EWall 10.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
broad EWall 10.0000                    gross00            spy200      0.1705      0.6194    2.8875 0.0927  1.0964 -0.1509 1.1124  1.0801      1.2158    True   False
broad EWall 10.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6199    0.7305 0.1168  1.1218 -0.2133 1.2300  1.0246      1.1029   False   False
broad EWall 10.0000                    gross00         breadth20      0.0809      0.6909    1.9415 0.1204  1.1080 -0.2024 1.2222  0.9811      1.0991    True   False
broad EWall 10.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0809      0.6914    0.8046 0.1304  1.1219 -0.2356 1.2307  1.0243      1.1025   False   False
broad EWall 10.0000                    gross25            always      1.0000      0.1877    0.2486 0.0350  1.1207 -0.0683 1.2257  1.0260      1.1045    True   False
broad EWall 10.0000                    gross25            spy200      0.1705      0.6521    2.3694 0.1055  1.1946 -0.1315 1.2313  1.1580      1.2825    True   False
broad EWall 10.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6527    0.7645 0.1230  1.1218 -0.2236 1.2303  1.0245      1.1027   False   False
broad EWall 10.0000                    gross25         breadth20      0.0809      0.7057    1.6621 0.1260  1.1439 -0.2006 1.2287  1.0522      1.1628    True    True
broad EWall 10.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0809      0.7063    0.8200 0.1332  1.1219 -0.2402 1.2308  1.0242      1.1024   False   False
broad EWall 10.0000                    gross50            always      1.0000      0.3753    0.4691 0.0704  1.1213 -0.1333 1.2276  1.0255      1.1039    True   False
broad EWall 10.0000                    gross50            spy200      0.1705      0.6849    1.8454 0.1179  1.2112 -0.1733 1.2757  1.1489      1.2579    True    True
broad EWall 10.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.6854    0.7983 0.1292  1.1219 -0.2338 1.2306  1.0243      1.1026   False   False
broad EWall 10.0000                    gross50         breadth20      0.0809      0.7206    1.3805 0.1315  1.1557 -0.2053 1.2324  1.0740      1.1745    True   False
broad EWall 10.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0809      0.7211    0.8354 0.1360  1.1219 -0.2448 1.2309  1.0242      1.1024   False   False
broad EWall 10.0000                    gross75            always      1.0000      0.5628    0.6710 0.1059  1.1217 -0.1951 1.2295  1.0249      1.1032    True   False
broad EWall 10.0000                    gross75            spy200      0.1705      0.7175    1.3184 0.1300  1.1768 -0.2140 1.2671  1.0931      1.1859   False   False
broad EWall 10.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7181    0.8323 0.1354  1.1219 -0.2439 1.2309  1.0242      1.1024   False   False
broad EWall 10.0000                    gross75         breadth20      0.0809      0.7354    1.0982 0.1367  1.1467 -0.2295 1.2332  1.0593      1.1485   False   False
broad EWall 10.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0809      0.7359    0.8508 0.1389  1.1219 -0.2493 1.2311  1.0241      1.1023   False   False
broad EWall 10.0000                    ddctl04            always      1.0000      0.5962    1.3557 0.0993  1.1747 -0.1733 1.2829  1.0730      1.2053    True   False
broad EWall 10.0000                    ddctl04            spy200      0.1705      0.6860    1.7656 0.1193  1.2225 -0.1733 1.3054  1.1423      1.2516    True    True
broad EWall 10.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.6866    0.7996 0.1294  1.1219 -0.2341 1.2306  1.0243      1.1026   False   False
broad EWall 10.0000                    ddctl04         breadth20      0.0809      0.7210    1.3811 0.1312  1.1530 -0.2053 1.2324  1.0682      1.1688    True   False
broad EWall 10.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0809      0.7215    0.8358 0.1361  1.1219 -0.2449 1.2309  1.0242      1.1024   False   False
broad EWall 10.0000                    ddctl08            always      1.0000      0.6550    1.0918 0.1032  1.0677 -0.1733 1.1569  0.9797      1.0988    True   False
broad EWall 10.0000                    ddctl08            spy200      0.1705      0.7049    1.3439 0.1191  1.1514 -0.1733 1.2194  1.0843      1.1890    True    True
broad EWall 10.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7054    0.8191 0.1330  1.1219 -0.2400 1.2308  1.0242      1.1025   False   False
broad EWall 10.0000                    ddctl08         breadth20      0.0809      0.7316    1.1140 0.1316  1.1342 -0.2053 1.2248  1.0381      1.1361    True   False
broad EWall 10.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0809      0.7321    0.8468 0.1381  1.1219 -0.2482 1.2310  1.0241      1.1023   False   False
broad EWall 10.0000                    ddctl12            always      1.0000      0.6974    0.8942 0.1205  1.1062 -0.2018 1.2337  0.9867      1.0865    True    True
broad EWall 10.0000                    ddctl12            spy200      0.1705      0.7256    1.0060 0.1307  1.1557 -0.2018 1.2892  1.0303      1.1237    True    True
broad EWall 10.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7261    0.8406 0.1370  1.1219 -0.2463 1.2310  1.0241      1.1023   False   False
broad EWall 10.0000                    ddctl12         breadth20      0.0809      0.7379    0.9650 0.1356  1.1398 -0.2018 1.2312  1.0460      1.1372    True    True
broad EWall 10.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0809      0.7384    0.8534 0.1393  1.1219 -0.2501 1.2311  1.0241      1.1023   False   False
broad EWall 10.0000                    ddctl16            always      1.0000      0.6967    0.8550 0.1177  1.0655 -0.2475 1.2511  0.9230      1.0159   False   False
broad EWall 10.0000                    ddctl16            spy200      0.1705      0.7381    0.8995 0.1313  1.1175 -0.2475 1.2892  0.9718      1.0587   False   False
broad EWall 10.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7387    0.8537 0.1394  1.1219 -0.2502 1.2311  1.0241      1.1023   False   False
broad EWall 10.0000                    ddctl16         breadth20      0.0809      0.7469    0.9360 0.1347  1.0990 -0.2475 1.2312  0.9724      1.0590   False   False
broad EWall 10.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0809      0.7475    0.8628 0.1410  1.1220 -0.2529 1.2312  1.0240      1.1022   False   False
broad EWall 25.0000                    CONTROL              none      1.0000      0.7502    0.8657 0.1401  1.1115 -0.2539 1.2210  1.0133      1.0914    True   False
broad EWall 25.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
broad EWall 25.0000                    gross00            spy200      0.1705      0.6194    2.8875 0.0879  1.0441 -0.1588 1.0601  1.0279      1.1656    True   False
broad EWall 25.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6199    0.7305 0.1155  1.1111 -0.2135 1.2196  1.0136      1.0918    True   False
broad EWall 25.0000                    gross00         breadth20      0.0809      0.6909    1.9415 0.1171  1.0804 -0.2042 1.2057  0.9401      1.0594    True   False
broad EWall 25.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0809      0.6914    0.8046 0.1290  1.1114 -0.2358 1.2204  1.0135      1.0916    True   False
broad EWall 25.0000                    gross25            always      1.0000      0.1877    0.2486 0.0347  1.1086 -0.0684 1.2140  1.0137      1.0921    True   False
broad EWall 25.0000                    gross25            spy200      0.1705      0.6521    2.3694 0.1015  1.1533 -0.1323 1.1897  1.1168      1.2428    True   False
broad EWall 25.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6527    0.7645 0.1217  1.1112 -0.2238 1.2200  1.0136      1.0917    True   False
broad EWall 25.0000                    gross25         breadth20      0.0809      0.7057    1.6621 0.1232  1.1206 -0.2019 1.2138  1.0189      1.1304    True    True
broad EWall 25.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0809      0.7063    0.8200 0.1318  1.1114 -0.2404 1.2206  1.0134      1.0915    True   False
broad EWall 25.0000                    gross50            always      1.0000      0.3753    0.4691 0.0696  1.1099 -0.1335 1.2166  1.0139      1.0922    True   False
broad EWall 25.0000                    gross50            spy200      0.1705      0.6849    1.8454 0.1148  1.1820 -0.1739 1.2461  1.1200      1.2298    True    True
broad EWall 25.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.6854    0.7983 0.1279  1.1113 -0.2340 1.2204  1.0135      1.0916    True   False
broad EWall 25.0000                    gross50         breadth20      0.0809      0.7206    1.3805 0.1291  1.1370 -0.2067 1.2191  1.0492      1.1501    True   False
broad EWall 25.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0809      0.7211    0.8354 0.1346  1.1114 -0.2450 1.2207  1.0134      1.0915    True   False
broad EWall 25.0000                    gross75            always      1.0000      0.5628    0.6710 0.1048  1.1109 -0.1953 1.2190  1.0138      1.0920    True   False
broad EWall 25.0000                    gross75            spy200      0.1705      0.7175    1.3184 0.1277  1.1585 -0.2144 1.2486  1.0749      1.1679    True   False
broad EWall 25.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7181    0.8323 0.1340  1.1114 -0.2441 1.2207  1.0134      1.0915    True   False
broad EWall 25.0000                    gross75         breadth20      0.0809      0.7354    1.0982 0.1348  1.1326 -0.2302 1.2217  1.0426      1.1319    True   False
broad EWall 25.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0809      0.7359    0.8508 0.1374  1.1115 -0.2495 1.2209  1.0133      1.0914    True   False
broad EWall 25.0000                    ddctl04            always      1.0000      0.5882    1.3463 0.0935  1.1181 -0.1739 1.2618  0.9821      1.1204    True   False
broad EWall 25.0000                    ddctl04            spy200      0.1705      0.6856    1.8056 0.1154  1.1864 -0.1739 1.2620  1.1134      1.2234    True    True
broad EWall 25.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.6862    0.7991 0.1280  1.1113 -0.2342 1.2204  1.0135      1.0916    True   False
broad EWall 25.0000                    ddctl04         breadth20      0.0809      0.7210    1.3811 0.1288  1.1342 -0.2067 1.2191  1.0434      1.1445    True   False
broad EWall 25.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0809      0.7215    0.8358 0.1347  1.1114 -0.2451 1.2207  1.0134      1.0915    True   False
broad EWall 25.0000                    ddctl08            always      1.0000      0.6608    1.0553 0.1037  1.0664 -0.1739 1.1263  1.0081      1.1230    True   False
broad EWall 25.0000                    ddctl08            spy200      0.1705      0.7049    1.3439 0.1168  1.1315 -0.1739 1.1993  1.0647      1.1696    True    True
broad EWall 25.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7054    0.8191 0.1316  1.1114 -0.2402 1.2206  1.0134      1.0915    True   False
broad EWall 25.0000                    ddctl08         breadth20      0.0809      0.7316    1.1140 0.1297  1.1194 -0.2067 1.2137  1.0192      1.1173    True   False
broad EWall 25.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0809      0.7321    0.8468 0.1367  1.1115 -0.2484 1.2208  1.0133      1.0914    True   False
broad EWall 25.0000                    ddctl12            always      1.0000      0.6974    0.8942 0.1190  1.0937 -0.2024 1.2224  0.9730      1.0727    True   False
broad EWall 25.0000                    ddctl12            spy200      0.1705      0.7256    1.0060 0.1290  1.1421 -0.2024 1.2781  1.0143      1.1078    True   False
broad EWall 25.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7261    0.8406 0.1355  1.1115 -0.2465 1.2208  1.0134      1.0915    True   False
broad EWall 25.0000                    ddctl12         breadth20      0.0809      0.7379    0.9650 0.1340  1.1274 -0.2024 1.2210  1.0312      1.1225    True   False
broad EWall 25.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0809      0.7384    0.8534 0.1379  1.1115 -0.2503 1.2209  1.0133      1.0914    True   False
broad EWall 25.0000                    ddctl16            always      1.0000      0.6963    0.8547 0.1159  1.0509 -0.2480 1.2396  0.9055      0.9987    True   False
broad EWall 25.0000                    ddctl16            spy200      0.1705      0.7381    0.8995 0.1298  1.1059 -0.2480 1.2781  0.9597      1.0465    True   False
broad EWall 25.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7387    0.8537 0.1379  1.1115 -0.2504 1.2209  1.0133      1.0914    True   False
broad EWall 25.0000                    ddctl16         breadth20      0.0809      0.7469    0.9360 0.1331  1.0874 -0.2480 1.2210  0.9594      1.0460    True   False
broad EWall 25.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0809      0.7475    0.8628 0.1396  1.1115 -0.2531 1.2210  1.0133      1.0914    True   False
small   V1u  0.0000                    CONTROL              none      1.0000      0.7502   33.3113 0.1068  0.7644 -0.2802 0.8634  0.6778      0.7531   False   False
small   V1u  0.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
small   V1u  0.0000                    gross00            spy200      0.1533      0.6335   30.3845 0.1086  0.8374 -0.1946 0.8584  0.8164      0.8786   False   False
small   V1u  0.0000    MATCHED[gross00/spy200]    matched-spy200      0.1533      0.6749   29.9622 0.0966  0.7647 -0.2544 0.8629  0.6786      0.7537   False   False
small   V1u  0.0000                    gross00         breadth20      0.1230      0.6569   31.0342 0.1009  0.7752 -0.2221 0.8249  0.7247      0.8024   False   False
small   V1u  0.0000 MATCHED[gross00/breadth20] matched-breadth20      0.1230      0.6999   31.0721 0.1000  0.7646 -0.2631 0.8631  0.6783      0.7535   False   False
small   V1u  0.0000                    gross25            always      1.0000      0.1877    8.3316 0.0278  0.7660 -0.0756 0.8597  0.6837      0.7579   False   False
small   V1u  0.0000                    gross25            spy200      0.1533      0.6627   31.1078 0.1085  0.8322 -0.1910 0.8661  0.7988      0.8634   False   False
small   V1u  0.0000    MATCHED[gross25/spy200]    matched-spy200      0.1533      0.7060   31.3437 0.1008  0.7646 -0.2652 0.8631  0.6783      0.7535   False   False
small   V1u  0.0000                    gross25         breadth20      0.1230      0.6803   31.5958 0.1026  0.7838 -0.2199 0.8366  0.7306      0.8065   False   False
small   V1u  0.0000 MATCHED[gross25/breadth20] matched-breadth20      0.1230      0.7247   32.1766 0.1033  0.7645 -0.2716 0.8633  0.6781      0.7533   False   False
small   V1u  0.0000                    gross50            always      1.0000      0.3752   16.6538 0.0549  0.7655 -0.1472 0.8610  0.6818      0.7563   False   False
small   V1u  0.0000                    gross50            spy200      0.1533      0.6918   31.8323 0.1082  0.8173 -0.2015 0.8693  0.7674      0.8355   False   False
small   V1u  0.0000    MATCHED[gross50/spy200]    matched-spy200      0.1533      0.7370   32.7254 0.1050  0.7645 -0.2758 0.8633  0.6779      0.7532   False   False
small   V1u  0.0000                    gross50         breadth20      0.1230      0.7036   32.1588 0.1042  0.7844 -0.2339 0.8470  0.7231      0.7984   False   False
small   V1u  0.0000 MATCHED[gross50/breadth20] matched-breadth20      0.1230      0.7495   33.2811 0.1067  0.7644 -0.2800 0.8634  0.6778      0.7531   False   False
small   V1u  0.0000                    gross75            always      1.0000      0.5627   24.9767 0.0813  0.7650 -0.2150 0.8622  0.6798      0.7547   False   False
small   V1u  0.0000                    gross75            spy200      0.1533      0.7210   32.5587 0.1076  0.7940 -0.2406 0.8683  0.7256      0.7976   False   False
small   V1u  0.0000    MATCHED[gross75/spy200]    matched-spy200      0.1533      0.7681   34.1075 0.1091  0.7644 -0.2863 0.8636  0.6776      0.7529   False   False
