cut,stratum,n,method,rho_IS,rho_OOS,sign_survives,block,pair,strong,survives
STRATUM:EWall,book,153,pearson,0.06368185519681854,-0.0015924231699394732,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
STRATUM:R10,book,153,pearson,0.42982195535669154,-0.14096121819697505,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:R20,book,153,pearson,0.5174049991409236,-0.2410621354205998,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:R40,book,153,pearson,0.5778861096940883,0.138217969808244,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:R5,book,153,pearson,0.6434835585165231,-0.19735999045019628,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:S3-25,book,102,pearson,0.17438900372832855,-0.3349581099774497,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:S3-50,book,102,pearson,0.11794068747231858,-0.13408046789186176,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:S4-50,book,102,pearson,0.14592427048721746,-0.2052324712006659,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:V1u,book,153,pearson,0.17545322830164273,0.23528224312733054,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
POOLED,book,1224,spearman,-0.05266507124799778,-0.36840582795321974,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:EWall,book,153,spearman,-0.08573427100657675,-0.19442068606916957,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:R10,book,153,spearman,0.3534376305767392,-0.2301532720218249,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:R20,book,153,spearman,0.4087527044865379,-0.3089812815488808,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:R40,book,153,spearman,0.3431789987037424,0.06845188733140002,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:R5,book,153,spearman,0.5998113037216857,-0.35505936831795154,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:S3-25,book,102,spearman,0.1740524402284908,-0.2760482783482907,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:S3-50,book,102,spearman,0.13698684367498112,-0.12590121299903723,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:S4-50,book,102,spearman,0.16184899198243546,-0.19058631941461562,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:V1u,book,153,spearman,0.18613727001993233,0.21445338617016346,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
POOLED,kind,1224,pearson,0.05737280132684779,-0.29933228946883106,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
STRATUM:bud,kind,144,pearson,-0.011695688330249162,-0.4276673705910595,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:ctl,kind,72,pearson,-0.022704890568508957,-0.3349181201374558,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:dd,kind,144,pearson,0.2897496890444958,-0.19666940186935417,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:gate,kind,720,pearson,0.0770549007760056,-0.24009039833092952,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
STRATUM:stop,kind,144,pearson,0.15756903971936542,-0.24913576165751852,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
POOLED,kind,1224,spearman,-0.05266507124799778,-0.36840582795321974,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:bud,kind,144,spearman,-0.1621542870118622,-0.43668790064995827,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:ctl,kind,72,spearman,-0.13798315004180337,-0.3816322593092804,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:dd,kind,144,spearman,0.28307661396239864,-0.1911386592906507,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:gate,kind,720,spearman,-0.0562183101268432,-0.3003920080826254,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:stop,kind,144,spearman,0.06400046620327669,-0.30605256812153364,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
POOLED,gross,1224,pearson,0.05737280132684779,-0.29933228946883106,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
STRATUM:0.7498934888027835,gross,12,pearson,0.9999977784786824,0.9924509998466238,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7501008892339182,gross,9,pearson,0.9812568152006383,0.9999999574061055,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7501646485284116,gross,12,pearson,0.9761028469953084,0.9960998232771057,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7502196524570407,gross,9,pearson,0.9999999748285004,0.9999999673464628,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7502297496579479,gross,9,pearson,0.9999999757202875,0.9999999717704526,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7503125386437589,gross,9,pearson,0.9999996444878704,0.9383911377828921,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
POOLED,gross,1224,spearman,-0.05266507124799778,-0.36840582795321974,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:0.7498934888027835,gross,12,spearman,1.0,1.0,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7501008892339182,gross,9,spearman,1.0,1.0,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7501646485284116,gross,12,spearman,1.0,1.0,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7502196524570407,gross,9,spearman,1.0,1.0,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7502297496579479,gross,9,spearman,1.0,1.0,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.7503125386437589,gross,9,spearman,1.0,1.0,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
POOLED,cost,1224,pearson,0.05737280132684779,-0.29933228946883106,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
STRATUM:0.0,cost,408,pearson,-0.1410084156240264,-0.5656259728944284,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:10.0,cost,408,pearson,-0.03023296234438115,-0.4138459647525805,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:25.0,cost,408,pearson,0.1901186850690967,-0.12691290759090845,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
POOLED,cost,1224,spearman,-0.05266507124799778,-0.36840582795321974,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:0.0,cost,408,spearman,-0.21144920271770012,-0.5447026017305433,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:10.0,cost,408,spearman,-0.09969048067412237,-0.4073629539531061,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:25.0,cost,408,spearman,0.05539150244290132,-0.2382864985294103,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
POOLED,conv,1224,pearson,0.05737280132684779,-0.29933228946883106,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
STRATUM:dg,conv,864,pearson,0.015981721804419924,-0.3934133284938739,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
STRATUM:rw,conv,360,pearson,0.16461136787524752,-0.06306240111399268,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,True,False
POOLED,conv,1224,spearman,-0.05266507124799778,-0.36840582795321974,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:dg,conv,864,spearman,-0.0895917084355209,-0.4589382877471919,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,True
STRATUM:rw,conv,360,spearman,0.05177155115513691,-0.1387116448243762,,2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,CAGR~MaxDD,False,False
POOLED,panel,288,pearson,0.1961127055881903,-0.1635014233920927,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:broad,panel,144,pearson,0.11011522300535875,-0.3396318466661442,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:u56,panel,144,pearson,0.35943752239196225,-0.45622788479507614,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
POOLED,panel,288,spearman,0.1686395259109214,-0.21764902698401212,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:broad,panel,144,spearman,0.08857935359382536,-0.3737055796751889,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,False,False
STRATUM:u56,panel,144,spearman,0.3037305032963499,-0.4714825534651872,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
POOLED,arm,288,pearson,0.1961127055881903,-0.1635014233920927,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:band3-dg,arm,96,pearson,0.16645571373226156,-0.271815947968547,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:band3-rw,arm,96,pearson,0.21823510686100575,-0.026646274153555336,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:control,arm,96,pearson,-0.045936372507618006,-0.1264515487632746,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,False,True
POOLED,arm,288,spearman,0.1686395259109214,-0.21764902698401212,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:band3-dg,arm,96,spearman,0.13021172638436482,-0.2922502714440825,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:band3-rw,arm,96,spearman,0.12174267100977197,-0.056582519001085775,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:control,arm,96,spearman,-0.1289087947882736,-0.26178067318132464,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
POOLED,gross,288,pearson,0.1961127055881903,-0.1635014233920927,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:0.5321081075221801,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.5327528030004022,gross,8,pearson,1.0,0.9999999999999996,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7106989764937445,gross,8,pearson,1.0,0.9999999999999999,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7218158621214439,gross,8,pearson,0.9999999999999998,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7383000424276233,gross,8,pearson,0.9999999999999997,0.9999999999999999,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.742931890452351,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.747068832374747,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7476359151109826,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.750212727056559,gross,8,pearson,1.0,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7502196524570407,gross,8,pearson,1.0,0.9999999999999999,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7502297496579479,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7502480547350633,gross,8,pearson,0.9999999999999999,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
POOLED,gross,288,spearman,0.1686395259109214,-0.21764902698401212,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:0.5321081075221801,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.5327528030004022,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7106989764937445,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7218158621214439,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7383000424276233,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.742931890452351,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.747068832374747,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7476359151109826,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.750212727056559,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7502196524570407,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7502297496579479,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.7502480547350633,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
POOLED,cost,288,pearson,0.1961127055881903,-0.1635014233920927,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:10.0,cost,144,pearson,-0.048580734889941427,-0.39339293630614675,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,False,True
STRATUM:25.0,cost,144,pearson,0.20428980432622812,-0.1253273604717435,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
POOLED,cost,288,spearman,0.1686395259109214,-0.21764902698401212,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
STRATUM:10.0,cost,144,spearman,-0.10162405531435921,-0.4574368869593182,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:25.0,cost,144,spearman,0.13341775205016884,-0.22387843704775687,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~CAGR,True,False
POOLED,panel,288,pearson,0.16724481502243602,0.488188669950496,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad,panel,144,pearson,0.18786936199908416,0.4835320559583937,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,panel,144,pearson,0.10462389883775255,0.6403971238067654,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,panel,288,spearman,0.20051377923797728,0.5043059273192023,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad,panel,144,spearman,0.25562385382153996,0.5091453609905129,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,panel,144,spearman,0.12105680492338221,0.6443158063997426,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,arm,288,pearson,0.16724481502243602,0.488188669950496,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:band3-dg,arm,96,pearson,0.20856646463905434,0.597224675310976,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:band3-rw,arm,96,pearson,0.29332088816356683,0.5344400781982057,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:control,arm,96,pearson,0.3385704060753939,0.46092986837169286,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,arm,288,spearman,0.20051377923797728,0.5043059273192023,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:band3-dg,arm,96,spearman,0.27168838219326813,0.6441232356134635,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:band3-rw,arm,96,spearman,0.3457111834961997,0.5322611292073832,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:control,arm,96,spearman,0.4104643469704947,0.5756650380021716,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,gross,288,pearson,0.16724481502243602,0.488188669950496,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5321081075221801,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5327528030004022,gross,8,pearson,0.9999999999999999,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7106989764937445,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7218158621214439,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7383000424276233,gross,8,pearson,1.0,0.9999999999999999,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.742931890452351,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.747068832374747,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7476359151109826,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.750212727056559,gross,8,pearson,0.9999999999999999,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7502196524570407,gross,8,pearson,1.0,0.9999999999999999,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7502297496579479,gross,8,pearson,1.0,1.0,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7502480547350633,gross,8,pearson,1.0,0.9999999999999999,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,gross,288,spearman,0.20051377923797728,0.5043059273192023,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5321081075221801,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5327528030004022,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7106989764937445,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7218158621214439,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7383000424276233,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.742931890452351,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.747068832374747,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7476359151109826,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.750212727056559,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7502196524570407,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7502297496579479,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.7502480547350633,gross,8,spearman,0.9999999999999998,0.9999999999999998,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,cost,288,pearson,0.16724481502243602,0.488188669950496,,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,Sharpe~MaxDD,True,True
