cut,stratum,n,method,rho_IS,rho_OOS,sign_survives,block,pair,strong,survives
POOLED,arm,1060,spearman,0.711537734362929,0.48226829799464976,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:EWall,arm,106,spearman,0.9074086202987631,0.9225936468750787,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:FWD,arm,742,spearman,0.8099443249155691,0.5930729726487818,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:v1,arm,106,spearman,0.9286293674584981,0.9099982366425674,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:v2,arm,106,spearman,0.9316623422424868,0.925163110562511,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
POOLED,kind,1060,pearson,0.665316774213303,0.4850684160182088,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:MIX,kind,960,pearson,0.6529861573107792,0.46258816293750443,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:NAMED,kind,100,pearson,0.7947180787113403,0.6462672305830061,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
POOLED,kind,1060,spearman,0.711537734362929,0.48226829799464976,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:MIX,kind,960,spearman,0.6837540106922858,0.45149019530186113,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:NAMED,kind,100,spearman,0.7705850585058505,0.6553495349534952,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
POOLED,bps,1060,pearson,0.665316774213303,0.4850684160182088,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0,bps,530,pearson,0.6359498161466547,0.39982486754042695,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:10,bps,530,pearson,0.6829712335697283,0.5281841349659587,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
POOLED,bps,1060,spearman,0.711537734362929,0.48226829799464976,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0,bps,530,spearman,0.6789287118374046,0.407529074272113,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:10,bps,530,spearman,0.7314899258425459,0.5261928496826933,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
POOLED,cad,72,pearson,0.45390066319934363,0.8166493445086983,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:M,cad,24,pearson,-0.48155332900688685,0.7546542957689284,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,False
STRATUM:Q,cad,24,pearson,0.809078934893482,0.896683600870414,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:W,cad,24,pearson,0.41283128433911565,0.7651444965910265,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
POOLED,cad,72,spearman,0.5292944883915366,0.8218534954016338,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:M,cad,24,spearman,-0.21304347826086956,0.8034782608695652,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,False
STRATUM:Q,cad,24,spearman,0.8834782608695652,0.8391304347826085,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:W,cad,24,spearman,0.37478260869565216,0.8556521739130434,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
POOLED,con,72,pearson,0.45390066319934363,0.8166493445086983,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:DEGROSS,con,36,pearson,0.9182752325365592,0.9846240308760827,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:RESPREAD,con,36,pearson,0.9948347297324878,0.9986404133270826,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
POOLED,con,72,spearman,0.5292944883915366,0.8218534954016338,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:DEGROSS,con,36,spearman,0.9148005148005149,0.9814671814671815,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:RESPREAD,con,36,spearman,0.9915057915057914,0.9994851994851994,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~CAGR,True,True
POOLED,cad,72,pearson,0.24716053806505922,-0.21809931124739984,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:M,cad,24,pearson,0.6962490695941145,-0.16629503739145085,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:Q,cad,24,pearson,-0.6056709260670915,-0.46944011920402207,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:W,cad,24,pearson,0.25666078534697684,-0.0893136759698334,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
POOLED,cad,72,spearman,0.3210174287735546,-0.15216412631037368,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:M,cad,24,spearman,0.677391304347826,-0.15739130434782608,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:Q,cad,24,spearman,-0.49217391304347824,-0.5426086956521738,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:W,cad,24,spearman,0.34347826086956523,-0.17913043478260868,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
POOLED,con,72,pearson,0.24716053806505922,-0.21809931124739984,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:DEGROSS,con,36,pearson,0.6919572606504965,-0.29301183653166785,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:RESPREAD,con,36,pearson,0.7800258944289924,0.5287852931073487,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,True
POOLED,con,72,spearman,0.3210174287735546,-0.15216412631037368,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:DEGROSS,con,36,spearman,0.6743886743886744,-0.297039897039897,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:RESPREAD,con,36,spearman,0.7474903474903476,0.5392535392535392,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,Sharpe~MaxDD,True,True
POOLED,cad,72,pearson,-0.7307811215373553,-0.6696286400200724,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:M,cad,24,pearson,-0.9581547685978447,-0.7282087759777359,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:Q,cad,24,pearson,-0.954302034429718,-0.7645545661220038,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:W,cad,24,pearson,-0.751365087515578,-0.6308603725523465,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
POOLED,cad,72,spearman,-0.5865972088237187,-0.5841533217570263,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:M,cad,24,spearman,-0.7521739130434782,-0.6269565217391303,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:Q,cad,24,spearman,-0.7469565217391304,-0.7686956521739129,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:W,cad,24,spearman,-0.6730434782608695,-0.5313043478260869,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
POOLED,con,72,pearson,-0.7307811215373553,-0.6696286400200724,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:DEGROSS,con,36,pearson,0.3769113259536572,-0.38600755438197537,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:RESPREAD,con,36,pearson,0.7295308140510609,0.5074159195377014,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
POOLED,con,72,spearman,-0.5865972088237187,-0.5841533217570263,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
STRATUM:DEGROSS,con,36,spearman,0.39433719433719444,-0.41621621621621624,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,False
STRATUM:RESPREAD,con,36,spearman,0.7248391248391248,0.5346203346203346,,2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.grid.csv,CAGR~MaxDD,True,True
POOLED,panel,216,pearson,0.7417941294060593,0.7923010643454914,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:B136,panel,72,pearson,0.47015224559400265,0.5763535471022599,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:SMALL439,panel,72,pearson,0.5441527066081939,0.8145692869592346,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:U56,panel,72,pearson,0.48832814047439005,0.3408303588310525,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,panel,216,spearman,0.7356624870503339,0.7544517081651364,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:B136,panel,72,spearman,0.5386841597530388,0.5759534375200979,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:SMALL439,panel,72,spearman,0.6051514566853176,0.8012090809698373,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:U56,panel,72,spearman,0.5592321049585184,0.3882886359251399,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,cad,216,pearson,0.7417941294060593,0.7923010643454914,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:M,cad,72,pearson,0.6258002766256427,0.7775996081998999,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:Q,cad,72,pearson,0.8146753327403856,0.8415561970538672,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:W,cad,72,pearson,0.7476696702860463,0.7826234384271414,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,cad,216,spearman,0.7356624870503339,0.7544517081651364,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:M,cad,72,spearman,0.5253070937037753,0.7325551482410445,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:Q,cad,72,spearman,0.8881921666988234,0.8630136986301371,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:W,cad,72,spearman,0.7115248569039812,0.7228439127918195,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,con,216,pearson,0.7417941294060593,0.7923010643454914,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:DEGROSS,con,108,pearson,0.979460439712063,0.9735152609800282,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:RESPREAD,con,108,pearson,0.9483230029704002,0.9458898668512263,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,con,216,spearman,0.7356624870503339,0.7544517081651364,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:DEGROSS,con,108,spearman,0.9164689854906779,0.8714929454018882,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:RESPREAD,con,108,spearman,0.8829727438147227,0.9178694256290071,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,panel,216,pearson,0.48390337163984526,0.44722995273206684,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:B136,panel,72,pearson,-0.2861786035530015,0.0328290833156805,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,False
STRATUM:SMALL439,panel,72,pearson,-0.002657004397200934,-0.2390972022826858,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,False,True
STRATUM:U56,panel,72,pearson,-0.08752422580462285,0.2780637265353736,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,False,False
POOLED,panel,216,spearman,0.270292653607656,0.3242872172134187,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:B136,panel,72,spearman,-0.2933950736381761,-0.13565290093773077,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:SMALL439,panel,72,spearman,0.09273908289922182,-0.19782622676699468,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,False,False
STRATUM:U56,panel,72,spearman,-0.10503975368332287,0.22442138097532846,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,False
POOLED,cad,216,pearson,0.48390337163984526,0.44722995273206684,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:M,cad,72,pearson,0.40993425876282724,0.45589156334703934,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:Q,cad,72,pearson,0.5131953651340002,0.37914691427866454,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:W,cad,72,pearson,0.5140089918186562,0.48540081927790135,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,cad,216,spearman,0.270292653607656,0.3242872172134187,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:M,cad,72,spearman,0.2218792205286514,0.2746478873239437,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:Q,cad,72,spearman,0.2805669220532656,0.1465230324170421,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:W,cad,72,spearman,0.2797285999099621,0.29796128368383823,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,con,216,pearson,0.48390337163984526,0.44722995273206684,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:DEGROSS,con,108,pearson,0.4635323271148172,0.31359662096833985,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:RESPREAD,con,108,pearson,0.8755879997640534,0.9291811466702958,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,con,216,spearman,0.270292653607656,0.3242872172134187,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:DEGROSS,con,108,spearman,0.4012975506587785,0.4994712623967532,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:RESPREAD,con,108,spearman,0.6182957936697484,0.7952203798444932,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,panel,216,pearson,-0.12393543048130794,-0.07077711325979238,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:B136,panel,72,pearson,-0.8876506857863311,-0.7403625463351907,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:SMALL439,panel,72,pearson,-0.8161922415476667,-0.6940198667495757,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:U56,panel,72,pearson,-0.7770840474058159,-0.7447282788348959,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,panel,216,spearman,-0.27802851844763565,-0.25117722953196886,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:B136,panel,72,spearman,-0.9230497138079621,-0.7507617110805264,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:SMALL439,panel,72,spearman,-0.678564537912406,-0.6413274165541194,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:U56,panel,72,spearman,-0.7438641059480994,-0.6879597398747925,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,cad,216,pearson,-0.12393543048130794,-0.07077711325979238,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:M,cad,72,pearson,-0.3453983354109552,-0.09035551834850357,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:Q,cad,72,pearson,-0.0009041633428537472,-0.09590618462164772,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,False,True
STRATUM:W,cad,72,pearson,-0.07538142820375722,-0.014182124102072605,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,False,True
POOLED,cad,216,spearman,-0.27802851844763565,-0.25117722953196886,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:M,cad,72,spearman,-0.5496494951443823,-0.3498617274422793,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:Q,cad,72,spearman,-0.028490807213661123,-0.2784950559086564,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,False,True
STRATUM:W,cad,72,spearman,-0.28538812785388135,-0.3175445366261497,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,con,216,pearson,-0.12393543048130794,-0.07077711325979238,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:DEGROSS,con,108,pearson,0.34764226213021343,0.13583611503073337,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:RESPREAD,con,108,pearson,0.7272927322168551,0.7772132857246892,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,con,216,spearman,-0.27802851844763565,-0.25117722953196886,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:DEGROSS,con,108,spearman,0.22593767565044248,0.1955662255756571,,2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,CAGR~MaxDD,True,True
