,NAMED@1,NAMED@2,NAMED@3,NAMED@FWD,NAMED@ALL,vintage,topic,exposure_days,CTRL,n_head,OVERTURN@1,LATENAMED@1,SURVIVE@1,OVERTURN@2,LATENAMED@2,SURVIVE@2,OVERTURN@3,LATENAMED@3,SURVIVE@3,OVERTURN@FWD,LATENAMED@FWD,SURVIVE@FWD,KEEP4B_TXT,KEEP4B_DATA,KEEP4B_COV,KEEP4B,REPRO,REPRO_ANY
2026-09-07_S3-arm-cost-breakeven_B,0,0,0,0,0,2026-09-07,GROSS,5,2,18,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8888888888888888,0.8888888888888888
2026-09-07_S3-arm-cost-breakeven_B_MEMO,0,0,0,0,0,2026-09-07,GROSS,5,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,,
2026-09-07_amihud-illiquidity-premium_MEMO,0,0,0,0,0,2026-09-07,OTHER,5,1,10,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,,
2026-09-07_b136-shy-residual-ewall-g0375_4a_cloud_MEMO,0,0,0,0,0,2026-09-07,KEEP,5,1,10,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,,
2026-09-07_back-fill-the-153-UNATTRIB-band-rows_C,0,0,0,0,0,2026-09-07,VOL,5,1,7,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,0.8571428571428571,1.0
2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B,0,0,0,0,0,2026-09-07,OTHER,5,2,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8571428571428571,0.8571428571428571
2026-09-07_book-size-floor-INSTRUMENT-CLASS-replication_cloud,0,0,0,0,1,2026-09-07,KEEP,5,1,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_book-size-floor-for-any-quoted-price_B,0,0,0,0,5,2026-09-07,KEEP,5,2,20,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_book-size-floor-for-any-quoted-price_B2,0,0,0,0,5,2026-09-07,KEEP,5,3,12,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_book-size-floor-for-any-quoted-price_cloud,0,0,0,0,2,2026-09-07,KEEP,5,1,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_breadth-adaptive-count-2022_B,0,1,1,1,2,2026-09-07,OTHER,5,2,21,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,0.8571428571428571,1.0
2026-09-07_breadth-gate-on-v2_B,0,0,0,0,2,2026-09-07,OTHER,5,2,8,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_broad-25bps-is-the-wall_cloud,1,1,16,16,22,2026-09-07,OTHER,5,3,58,5,21,0.0,5,21,0.0,0,0,1.0,5,22,0.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_cadence-as-a-pre-registered-rule-parameter_cloud,0,0,0,0,1,2026-09-07,GROSS,5,3,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9285714285714286,1.0
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud,13,14,22,22,25,2026-09-07,CENSUS,5,3,20,4,13,0.0,4,12,0.0,0,0,1.0,5,32,0.0,1.0,0.0,0,1.0,0.95,1.0
2026-09-07_census-how-many-band-rows-are-CONCENTRATION-changes_C,0,0,0,0,1,2026-09-07,CENSUS,5,2,11,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_correlation-as-the-sleeve-design-variable_B,2,2,2,2,2,2026-09-07,OTHER,5,1,9,0,0,1.0,0,0,1.0,0,0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.8888888888888888,1.0
2026-09-07_correlation-as-the-sleeve-design-variable_cloud,0,0,0,0,0,2026-09-07,OTHER,5,1,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9310344827586207,1.0
2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud,0,0,0,0,0,2026-09-07,OTHER,5,2,28,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8928571428571429,0.8928571428571429
2026-09-07_does-WIDENING-into-narrow-markets-beat-the-broad-leg_cloud,0,1,1,1,2,2026-09-07,OTHER,5,2,17,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud,0,0,0,0,1,2026-09-07,VOL,5,3,46,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9782608695652174,1.0
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C,0,0,0,0,0,2026-09-07,MATCH,5,2,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C,0,0,0,0,4,2026-09-07,VOL,5,2,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C,2,4,5,5,5,2026-09-07,KEEP,5,2,52,1,3,0.0,0,1,1.0,0,0,1.0,1,5,0.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C,0,0,0,0,2,2026-09-07,MATCH,5,3,20,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_does-the-BAND-earn-its-keep-on-a-held-out-panel_C,0,0,0,0,0,2026-09-07,MATCH,5,1,44,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_does-the-BAND-rescue-the-B136-H2-bar_C,0,0,0,0,3,2026-09-07,VOL,5,3,38,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud,0,0,0,0,1,2026-09-07,GROSS,5,1,20,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-07_does-the-EXIT-buffer-stay-name-count-NEUTRAL-under-a-flat-cap_cloud,0,0,0,0,0,2026-09-07,OTHER,5,1,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,0.9411764705882353,1.0
2026-09-07_does-the-IS-CHOOSER-ever-beat-a-coin-across-BOOKS_C,0,0,0,0,1,2026-09-07,KEEP,5,2,12,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud,0,0,0,0,0,2026-09-07,CENSUS,5,2,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B,0,0,0,0,0,2026-09-07,OTHER,5,2,7,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud,0,1,1,1,2,2026-09-07,MATCH,5,1,20,1,1,0.0,0,0,1.0,0,0,1.0,1,1,0.0,0.0,0.0,0,0.0,0.9,0.9
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C,0,0,0,0,0,2026-09-07,OTHER,5,1,24,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9583333333333334,1.0
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud,0,0,0,0,0,2026-09-07,MATCH,5,2,26,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9615384615384616,1.0
2026-09-07_does-the-T-6,0,0,0,0,1,2026-09-07,OTHER,5,3,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9473684210526315,1.0
2026-09-07_does-the-U56-band-m20-book-beat-its-PARENT-at-matched-cadence_cloud,0,0,0,0,1,2026-09-07,MATCH,5,1,25,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_does-the-c-star-EQUALITY-at-20-bps-generalise_C,0,1,1,1,6,2026-09-07,OTHER,5,3,22,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_does-the-ceiling-invert-BECAUSE-of-de-grossing_cloud,0,0,0,0,0,2026-09-07,GROSS,5,1,32,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_does-the-informative-cell-restriction-change-any-published-share_cloud,0,0,0,0,1,2026-09-07,CENSUS,5,2,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8823529411764706,0.9411764705882353
2026-09-07_eligible-equal-weight-v2_B_MEMO,0,0,0,0,0,2026-09-07,GROSS,5,0,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,,
2026-09-07_exit-buffer-cap-convention_MEMO,0,0,0,0,0,2026-09-07,OTHER,5,0,10,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,,
2026-09-07_fraction-rule-cost-and-lag_cloud,0,0,0,0,1,2026-09-07,GROSS,5,2,20,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.95,1.0
2026-09-07_h1-sharpe-diagnosis_cloud,0,1,1,1,1,2026-09-07,VOL,5,1,22,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_is-CADENCE-the-real-dial-behind-the-band_cloud,0,0,0,0,4,2026-09-07,GROSS,5,3,24,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_is-CONCENTRATION-in-narrow-markets-a-general-clause-or-one-2022_C,0,0,0,0,1,2026-09-07,OTHER,5,2,11,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_B,0,0,0,0,1,2026-09-07,OTHER,5,2,40,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.975,0.975
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud,0,0,0,0,1,2026-09-07,OTHER,5,2,24,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud_MEMO,0,0,0,0,0,2026-09-07,OTHER,5,0,35,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,,
2026-09-07_is-DDCTRL-retirable-as-a-family_C,0,0,0,0,0,2026-09-07,OTHER,5,2,13,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_is-TURNOVER-not-COUNT-the-real-n-dial_cloud,0,0,0,0,1,2026-09-07,GROSS,5,1,43,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_is-a-class-member-just-its-own-ladder-point_B,0,0,0,0,0,2026-09-07,MATCH,5,2,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2,2,3,6,6,13,2026-09-07,MATCH,5,3,27,2,5,0.0,2,4,0.0,0,0,1.0,2,8,0.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_is-a-class-member-just-its-own-ladder-point_cloud,0,0,0,0,1,2026-09-07,MATCH,5,2,21,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_is-c-star-widening-a-RISK-TIMING-property-record-wide_cloud,0,0,0,0,1,2026-09-07,CENSUS,5,2,18,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8888888888888888,1.0
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C,0,0,0,0,1,2026-09-07,KEEP,5,2,42,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9523809523809523,1.0
2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0,0,0,0,0,1,2026-09-07,GROSS,5,2,36,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7777777777777778,0.9166666666666666
2026-09-07_is-it-gold-or-any-real-asset_cloud,0,0,0,0,0,2026-09-07,OTHER,5,2,45,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9111111111111111,0.9555555555555556
2026-09-07_is-it-gold-or-any-real-asset_cloud_PARK_MEMO,0,0,0,0,0,2026-09-07,KEEP,5,0,15,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,,
2026-09-07_is-the-0-bps-to-10-bps-cliff-the-real-killer_cloud,0,0,0,0,0,2026-09-07,OTHER,5,1,30,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud,0,0,0,0,0,2026-09-07,KEEP,5,1,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C,0,0,0,0,2,2026-09-07,MATCH,5,1,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C,0,0,0,0,1,2026-09-07,GROSS,5,2,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-the-DD-cap-unreachable-on-SMALL439-by-construction_cloud,0,0,0,0,1,2026-09-07,VOL,5,2,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.5625,0.875
2026-09-07_is-the-ENTRY-buffer-just-n-in-disguise_cloud,0,0,0,0,0,2026-09-07,OTHER,5,2,23,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9130434782608695,1.0
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud,0,0,0,0,3,2026-09-07,OTHER,5,3,52,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9423076923076923,1.0
2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud,0,0,1,1,2,2026-09-07,VOL,5,2,26,0,1,1.0,0,1,1.0,0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-the-U56-6W-m20-cstar-of-104-bps-a-DRAWDOWN-CAP-artefact_C,0,1,1,1,1,2026-09-07,MATCH,5,2,22,1,1,0.0,0,0,1.0,0,0,1.0,1,1,0.0,0.0,0.0,0,0.0,0.9545454545454546,1.0
2026-09-07_is-the-priceability-floor-the-real-selector_B,0,0,0,0,0,2026-09-07,OTHER,5,2,38,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_B,0,0,0,0,0,2026-09-07,MATCH,5,2,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8421052631578947,1.0
2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_cloud,0,0,0,0,0,2026-09-07,MATCH,5,2,3,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_is-the-vol-scaler-the-records-general-instability-source_cloud,0,0,0,0,0,2026-09-07,CENSUS,5,2,49,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_position-count-broad-confirm_B,0,0,0,0,0,2026-09-07,OTHER,5,2,21,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9523809523809523,0.9523809523809523
2026-09-07_position-count-cost-and-liquidity_cloud,0,0,0,0,1,2026-09-07,GROSS,5,2,41,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.926829268292683,0.926829268292683
2026-09-07_price-c-star-as-a-required-LEADERBOARD-column_C,0,0,0,0,2,2026-09-07,OTHER,5,2,32,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.625,0.875
2026-09-07_price-the-H2-for-DD-exchange-rate-as-a-record-wide-constant_cloud,0,0,0,0,0,2026-09-07,CENSUS,5,1,22,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_price-the-MAB-half-width-PAST-the-grid-edge_cloud,0,0,0,0,0,2026-09-07,OTHER,5,2,24,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9583333333333334,1.0
2026-09-07_price-the-U56-EWALL-MA-band-at-b012-on-its-own_cloud,0,0,0,0,0,2026-09-07,VOL,5,1,69,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_price-the-U56-EWALL-MA-band-at-b012-on-its-own_cloud_MEMO,0,0,0,0,0,2026-09-07,VOL,5,0,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,,
2026-09-07_price-the-VOLCAP-target-as-a-standalone-4b-arm_C,0,0,0,0,1,2026-09-07,KEEP,5,2,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8823529411764706,1.0
2026-09-07_price-the-no-trade-BANDs-DRAWDOWN-TAX-across-the-record_B,0,0,0,0,2,2026-09-07,CENSUS,5,3,38,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_price-the-sleeve-fraction-against-the-gross-numeraire_cloud,0,0,0,0,0,2026-09-07,GROSS,5,2,54,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9444444444444444,0.9814814814814815
2026-09-07_qqq-core-plus-sleeve-h1_B,0,0,0,0,5,2026-09-07,OTHER,5,3,18,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9444444444444444,1.0
2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C,0,1,8,8,10,2026-09-07,OTHER,5,3,6,10,15,0.0,8,13,0.0,0,0,1.0,10,15,0.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_retire-the-linear-blend-normalisation-record-wide_C,0,0,0,0,0,2026-09-07,CENSUS,5,2,36,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_selection-vs-no-selection-as-the-real-question_B,0,0,0,0,0,2026-09-07,OTHER,5,2,51,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9607843137254902,1.0
2026-09-07_sleeve-f-plateau-width_B,1,3,6,6,11,2026-09-07,OTHER,5,3,25,5,7,0.0,3,4,0.0,0,0,1.0,5,8,0.0,1.0,0.0,0,1.0,0.96,1.0
2026-09-07_sleeve-f-plateau-width_B_MEMO,0,0,0,0,1,2026-09-07,OTHER,5,0,8,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,,
2026-09-07_sleeve-moves-the-frontier_cloud,0,0,0,0,0,2026-09-07,OTHER,5,1,40,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C,0,1,1,1,3,2026-09-07,VOL,5,2,6,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B,0,0,0,0,1,2026-09-07,OTHER,5,2,15,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_the-SCORED-vs-PRICED-denominator-is-a-5-point-sign-stability-gap_cloud,0,0,0,0,0,2026-09-07,OTHER,5,1,12,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8333333333333334,1.0
2026-09-07_the-SCORED-vs-PRICED-denominator_B,0,0,0,0,0,2026-09-07,OTHER,5,2,35,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_the-small-panel-has-no-defensive-class_cloud,0,0,0,0,1,2026-09-07,MATCH,5,2,9,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-07_top40-band3rw-u56_PARK_MEMO,0,0,0,0,1,2026-09-07,KEEP,5,0,9,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,,
2026-09-07_two-same-day-runs-disagree-on-D3_B,0,0,0,1,1,2026-09-07,OTHER,5,2,20,0,1,1.0,0,1,1.0,0,1,1.0,0,1,1.0,1.0,0.0,0,1.0,0.75,0.9
2026-09-07_u56-top20-band-m20_4b_B_MEMO,0,0,0,1,4,2026-09-07,KEEP,5,3,21,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1.0,0.0,0,1.0,,
2026-09-07_u56-top20-g075-4b_C_MEMO,0,0,0,2,4,2026-09-07,KEEP,5,2,14,0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,1.0,0.0,0,1.0,,
2026-09-07_volcap-g075-4b_C_MEMO,0,0,0,0,2,2026-09-07,KEEP,5,2,11,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,,
2026-09-07_why-does-the-IS-chooser-prefer-NARROW-on-B136-and-WIDE-on-U56_cloud,0,0,0,0,0,2026-09-07,OTHER,5,1,37,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8378378378378378,0.972972972972973
2026-09-07_why-does-the-grid-ORDERING-invert-on-B136-at-0-bps-only_cloud,0,0,0,0,0,2026-09-07,OTHER,5,2,18,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-07_year-composition-as-a-stated-PROTOCOL-caveat_cloud,0,0,0,0,0,2026-09-07,OTHER,5,1,15,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9333333333333333,0.9333333333333333
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_B,0,0,0,0,0,2026-09-08,OTHER,4,1,11,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B,0,0,0,0,1,2026-09-08,MATCH,4,3,70,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8714285714285714,1.0
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_cloud,0,0,0,0,0,2026-09-08,MATCH,4,2,52,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,0.9615384615384616,1.0
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C,0,0,0,0,0,2026-09-08,CENSUS,4,1,60,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7833333333333333,0.9666666666666667
2026-09-08_adopt-the-T1-DEGREE-DETECTOR-as-the-PROTOCOL-corpus-gate_cloud,0,2,2,2,2,2026-09-08,OTHER,4,1,4,0,2,1.0,0,0,1.0,0,0,1.0,0,2,1.0,1.0,0.0,0,1.0,0.5,0.75
2026-09-08_are-the-records-7-rung-ladders-two-rung-ladders_cloud,0,0,0,0,1,2026-09-08,CENSUS,4,2,27,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9259259259259259,1.0
2026-09-08_audit-every-published-key-for-the-adjustment-leak_B,0,0,0,0,0,2026-09-08,CENSUS,4,1,74,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9324324324324325,0.9594594594594594
2026-09-08_back-fill-LIFT-beside-every-published-selector-claim_cloud,0,0,0,0,0,2026-09-08,CENSUS,4,1,27,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-08_back-fill-the-EWall-column-on-panel-ORDERING-claims_C,0,0,0,0,1,2026-09-08,CENSUS,4,2,42,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.6666666666666666,0.9761904761904762
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_B,0,0,0,0,0,2026-09-08,CENSUS,4,1,39,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_cloud,0,0,0,0,0,2026-09-08,CENSUS,4,1,22,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9545454545454546,1.0
2026-09-08_back-fill-the-q95-band-over-every-committed-null-claim_B,0,0,0,0,0,2026-09-08,CENSUS,4,1,58,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_back-fill-the-split-half-distribution-over-every-single-draw-claim_cloud,0,0,0,0,0,2026-09-08,CENSUS,4,1,11,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,1,0.0,1.0,1.0
2026-09-08_band3-rw-at-075-vs-the-incumbent_B,0,0,0,0,1,2026-09-08,VOL,4,3,32,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9375,0.96875
