it,scheme,family,resid,cells,claims,survive,defined
237,FAM2,DD,partial,72,21,18,72
237,FAM2,DD,logx,72,21,14,72
237,FAM2,DD,loglog,72,21,0,72
237,FAM2,RET,partial,108,52,46,108
237,FAM2,RET,logx,108,52,43,108
237,FAM2,RET,loglog,108,52,0,0
237,FAM3,DD,partial,72,21,18,72
237,FAM3,DD,logx,72,21,14,72
237,FAM3,DD,loglog,72,21,0,72
237,FAM3,LEVEL,partial,72,35,31,72
237,FAM3,LEVEL,logx,72,35,29,72
237,FAM3,LEVEL,loglog,72,35,0,0
237,FAM3,RATIO,partial,36,17,15,36
237,FAM3,RATIO,logx,36,17,14,36
237,FAM3,RATIO,loglog,36,17,0,0
237,FAM5,CAGR,partial,36,18,16,36
237,FAM5,CAGR,logx,36,18,14,36
237,FAM5,CAGR,loglog,36,18,0,0
237,FAM5,CAGRnorm,partial,36,17,15,36
237,FAM5,CAGRnorm,logx,36,17,15,36
237,FAM5,CAGRnorm,loglog,36,17,0,0
237,FAM5,DDnorm,partial,36,11,10,36
237,FAM5,DDnorm,logx,36,11,7,36
237,FAM5,DDnorm,loglog,36,11,0,36
237,FAM5,MaxDD,partial,36,10,8,36
237,FAM5,MaxDD,logx,36,10,7,36
237,FAM5,MaxDD,loglog,36,10,0,36
237,FAM5,Sharpe,partial,36,17,15,36
237,FAM5,Sharpe,logx,36,17,14,36
237,FAM5,Sharpe,loglog,36,17,0,0
238,FAM2,DD,partial,72,14,7,72
238,FAM2,DD,logx,72,14,6,72
238,FAM2,DD,loglog,72,14,1,72
238,FAM2,RET,partial,108,41,32,108
238,FAM2,RET,logx,108,41,30,108
238,FAM2,RET,loglog,108,41,0,0
238,FAM3,DD,partial,72,14,7,72
238,FAM3,DD,logx,72,14,6,72
238,FAM3,DD,loglog,72,14,1,72
238,FAM3,LEVEL,partial,72,27,21,72
238,FAM3,LEVEL,logx,72,27,20,72
238,FAM3,LEVEL,loglog,72,27,0,0
238,FAM3,RATIO,partial,36,14,11,36
238,FAM3,RATIO,logx,36,14,10,36
238,FAM3,RATIO,loglog,36,14,0,0
238,FAM5,CAGR,partial,36,13,10,36
238,FAM5,CAGR,logx,36,13,10,36
238,FAM5,CAGR,loglog,36,13,0,0
238,FAM5,CAGRnorm,partial,36,14,11,36
238,FAM5,CAGRnorm,logx,36,14,10,36
238,FAM5,CAGRnorm,loglog,36,14,0,0
238,FAM5,DDnorm,partial,36,5,3,36
238,FAM5,DDnorm,logx,36,5,3,36
238,FAM5,DDnorm,loglog,36,5,0,36
238,FAM5,MaxDD,partial,36,9,4,36
238,FAM5,MaxDD,logx,36,9,3,36
238,FAM5,MaxDD,loglog,36,9,1,36
238,FAM5,Sharpe,partial,36,14,11,36
238,FAM5,Sharpe,logx,36,14,10,36
238,FAM5,Sharpe,loglog,36,14,0,0
239,FAM2,DD,partial,72,22,10,72
239,FAM2,DD,logx,72,22,9,72
239,FAM2,DD,loglog,72,22,0,72
239,FAM2,RET,partial,108,42,29,108
239,FAM2,RET,logx,108,42,27,108
239,FAM2,RET,loglog,108,42,0,0
239,FAM3,DD,partial,72,22,10,72
239,FAM3,DD,logx,72,22,9,72
239,FAM3,DD,loglog,72,22,0,72
239,FAM3,LEVEL,partial,72,28,19,72
239,FAM3,LEVEL,logx,72,28,18,72
239,FAM3,LEVEL,loglog,72,28,0,0
239,FAM3,RATIO,partial,36,14,10,36
239,FAM3,RATIO,logx,36,14,9,36
239,FAM3,RATIO,loglog,36,14,0,0
239,FAM5,CAGR,partial,36,14,9,36
239,FAM5,CAGR,logx,36,14,9,36
239,FAM5,CAGR,loglog,36,14,0,0
239,FAM5,CAGRnorm,partial,36,14,10,36
239,FAM5,CAGRnorm,logx,36,14,9,36
239,FAM5,CAGRnorm,loglog,36,14,0,0
239,FAM5,DDnorm,partial,36,11,6,36
239,FAM5,DDnorm,logx,36,11,5,36
239,FAM5,DDnorm,loglog,36,11,0,36
239,FAM5,MaxDD,partial,36,11,4,36
239,FAM5,MaxDD,logx,36,11,4,36
239,FAM5,MaxDD,loglog,36,11,0,36
239,FAM5,Sharpe,partial,36,14,10,36
239,FAM5,Sharpe,logx,36,14,9,36
239,FAM5,Sharpe,loglog,36,14,0,0
240,FAM2,DD,partial,72,33,19,72
240,FAM2,DD,logx,72,33,12,72
240,FAM2,DD,loglog,72,33,0,72
240,FAM2,RET,partial,108,49,42,108
240,FAM2,RET,logx,108,49,39,108
240,FAM2,RET,loglog,108,49,0,0
240,FAM3,DD,partial,72,33,19,72
240,FAM3,DD,logx,72,33,12,72
240,FAM3,DD,loglog,72,33,0,72
240,FAM3,LEVEL,partial,72,32,28,72
240,FAM3,LEVEL,logx,72,32,26,72
240,FAM3,LEVEL,loglog,72,32,0,0
240,FAM3,RATIO,partial,36,17,14,36
240,FAM3,RATIO,logx,36,17,13,36
240,FAM3,RATIO,loglog,36,17,0,0
240,FAM5,CAGR,partial,36,15,14,36
240,FAM5,CAGR,logx,36,15,12,36
240,FAM5,CAGR,loglog,36,15,0,0
240,FAM5,CAGRnorm,partial,36,17,14,36
240,FAM5,CAGRnorm,logx,36,17,14,36
240,FAM5,CAGRnorm,loglog,36,17,0,0
240,FAM5,DDnorm,partial,36,16,10,36
240,FAM5,DDnorm,logx,36,16,6,36
240,FAM5,DDnorm,loglog,36,16,0,36
240,FAM5,MaxDD,partial,36,17,9,36
240,FAM5,MaxDD,logx,36,17,6,36
240,FAM5,MaxDD,loglog,36,17,0,36
240,FAM5,Sharpe,partial,36,17,14,36
240,FAM5,Sharpe,logx,36,17,13,36
240,FAM5,Sharpe,loglog,36,17,0,0
241,FAM2,DD,partial,72,29,19,72
241,FAM2,DD,logx,72,29,17,72
241,FAM2,DD,loglog,72,29,0,72
241,FAM2,RET,partial,108,44,40,108
241,FAM2,RET,logx,108,44,36,108
241,FAM2,RET,loglog,108,44,0,0
241,FAM3,DD,partial,72,29,19,72
241,FAM3,DD,logx,72,29,17,72
241,FAM3,DD,loglog,72,29,0,72
241,FAM3,LEVEL,partial,72,29,26,72
241,FAM3,LEVEL,logx,72,29,24,72
241,FAM3,LEVEL,loglog,72,29,0,0
241,FAM3,RATIO,partial,36,15,14,36
241,FAM3,RATIO,logx,36,15,12,36
241,FAM3,RATIO,loglog,36,15,0,0
241,FAM5,CAGR,partial,36,14,12,36
241,FAM5,CAGR,logx,36,14,12,36
241,FAM5,CAGR,loglog,36,14,0,0
241,FAM5,CAGRnorm,partial,36,15,14,36
241,FAM5,CAGRnorm,logx,36,15,12,36
241,FAM5,CAGRnorm,loglog,36,15,0,0
241,FAM5,DDnorm,partial,36,14,10,36
241,FAM5,DDnorm,logx,36,14,9,36
241,FAM5,DDnorm,loglog,36,14,0,36
241,FAM5,MaxDD,partial,36,15,9,36
241,FAM5,MaxDD,logx,36,15,8,36
241,FAM5,MaxDD,loglog,36,15,0,36
241,FAM5,Sharpe,partial,36,15,14,36
241,FAM5,Sharpe,logx,36,15,12,36
241,FAM5,Sharpe,loglog,36,15,0,0
242,FAM2,DD,partial,72,17,8,72
242,FAM2,DD,logx,72,17,7,72
242,FAM2,DD,loglog,72,17,0,72
242,FAM2,RET,partial,108,44,36,108
242,FAM2,RET,logx,108,44,29,108
242,FAM2,RET,loglog,108,44,0,0
242,FAM3,DD,partial,72,17,8,72
242,FAM3,DD,logx,72,17,7,72
242,FAM3,DD,loglog,72,17,0,72
242,FAM3,LEVEL,partial,72,30,25,72
242,FAM3,LEVEL,logx,72,30,20,72
242,FAM3,LEVEL,loglog,72,30,0,0
242,FAM3,RATIO,partial,36,14,11,36
242,FAM3,RATIO,logx,36,14,9,36
242,FAM3,RATIO,loglog,36,14,0,0
242,FAM5,CAGR,partial,36,16,13,36
242,FAM5,CAGR,logx,36,16,11,36
242,FAM5,CAGR,loglog,36,16,0,0
242,FAM5,CAGRnorm,partial,36,14,12,36
242,FAM5,CAGRnorm,logx,36,14,9,36
242,FAM5,CAGRnorm,loglog,36,14,0,0
242,FAM5,DDnorm,partial,36,7,5,36
242,FAM5,DDnorm,logx,36,7,4,36
242,FAM5,DDnorm,loglog,36,7,0,36
242,FAM5,MaxDD,partial,36,10,3,36
242,FAM5,MaxDD,logx,36,10,3,36
242,FAM5,MaxDD,loglog,36,10,0,36
242,FAM5,Sharpe,partial,36,14,11,36
242,FAM5,Sharpe,logx,36,14,9,36
242,FAM5,Sharpe,loglog,36,14,0,0
243,FAM2,DD,partial,72,26,15,72
243,FAM2,DD,logx,72,26,10,72
243,FAM2,DD,loglog,72,26,0,72
243,FAM2,RET,partial,108,43,36,108
243,FAM2,RET,logx,108,43,32,108
243,FAM2,RET,loglog,108,43,0,0
243,FAM3,DD,partial,72,26,15,72
243,FAM3,DD,logx,72,26,10,72
243,FAM3,DD,loglog,72,26,0,72
243,FAM3,LEVEL,partial,72,29,24,72
243,FAM3,LEVEL,logx,72,29,21,72
243,FAM3,LEVEL,loglog,72,29,0,0
243,FAM3,RATIO,partial,36,14,12,36
243,FAM3,RATIO,logx,36,14,11,36
243,FAM3,RATIO,loglog,36,14,0,0
243,FAM5,CAGR,partial,36,14,12,36
243,FAM5,CAGR,logx,36,14,10,36
243,FAM5,CAGR,loglog,36,14,0,0
243,FAM5,CAGRnorm,partial,36,15,12,36
243,FAM5,CAGRnorm,logx,36,15,11,36
243,FAM5,CAGRnorm,loglog,36,15,0,0
243,FAM5,DDnorm,partial,36,11,8,36
243,FAM5,DDnorm,logx,36,11,5,36
243,FAM5,DDnorm,loglog,36,11,0,36
243,FAM5,MaxDD,partial,36,15,7,36
243,FAM5,MaxDD,logx,36,15,5,36
243,FAM5,MaxDD,loglog,36,15,0,36
243,FAM5,Sharpe,partial,36,14,12,36
243,FAM5,Sharpe,logx,36,14,11,36
243,FAM5,Sharpe,loglog,36,14,0,0
244,FAM2,DD,partial,72,23,17,72
244,FAM2,DD,logx,72,23,14,72
244,FAM2,DD,loglog,72,23,1,72
244,FAM2,RET,partial,108,41,33,108
244,FAM2,RET,logx,108,41,36,108
244,FAM2,RET,loglog,108,41,0,0
244,FAM3,DD,partial,72,23,17,72
244,FAM3,DD,logx,72,23,14,72
244,FAM3,DD,loglog,72,23,1,72
244,FAM3,LEVEL,partial,72,28,22,72
244,FAM3,LEVEL,logx,72,28,24,72
244,FAM3,LEVEL,loglog,72,28,0,0
244,FAM3,RATIO,partial,36,13,11,36
244,FAM3,RATIO,logx,36,13,12,36
244,FAM3,RATIO,loglog,36,13,0,0
244,FAM5,CAGR,partial,36,14,11,36
244,FAM5,CAGR,logx,36,14,11,36
244,FAM5,CAGR,loglog,36,14,0,0
244,FAM5,CAGRnorm,partial,36,14,11,36
244,FAM5,CAGRnorm,logx,36,14,13,36
244,FAM5,CAGRnorm,loglog,36,14,0,0
244,FAM5,DDnorm,partial,36,10,9,36
244,FAM5,DDnorm,logx,36,10,7,36
244,FAM5,DDnorm,loglog,36,10,0,36
244,FAM5,MaxDD,partial,36,13,8,36
244,FAM5,MaxDD,logx,36,13,7,36
244,FAM5,MaxDD,loglog,36,13,1,36
244,FAM5,Sharpe,partial,36,13,11,36
244,FAM5,Sharpe,logx,36,13,12,36
244,FAM5,Sharpe,loglog,36,13,0,0
245,FAM2,DD,partial,72,23,15,72
245,FAM2,DD,logx,72,23,10,72
245,FAM2,DD,loglog,72,23,0,72
245,FAM2,RET,partial,108,49,46,108
245,FAM2,RET,logx,108,49,42,108
245,FAM2,RET,loglog,108,49,0,0
245,FAM3,DD,partial,72,23,15,72
245,FAM3,DD,logx,72,23,10,72
245,FAM3,DD,loglog,72,23,0,72
245,FAM3,LEVEL,partial,72,33,31,72
245,FAM3,LEVEL,logx,72,33,28,72
245,FAM3,LEVEL,loglog,72,33,0,0
245,FAM3,RATIO,partial,36,16,15,36
245,FAM3,RATIO,logx,36,16,14,36
245,FAM3,RATIO,loglog,36,16,0,0
245,FAM5,CAGR,partial,36,17,16,36
245,FAM5,CAGR,logx,36,17,14,36
245,FAM5,CAGR,loglog,36,17,0,0
245,FAM5,CAGRnorm,partial,36,16,15,36
245,FAM5,CAGRnorm,logx,36,16,14,36
245,FAM5,CAGRnorm,loglog,36,16,0,0
245,FAM5,DDnorm,partial,36,9,8,36
245,FAM5,DDnorm,logx,36,9,5,36
245,FAM5,DDnorm,loglog,36,9,0,36
245,FAM5,MaxDD,partial,36,14,7,36
245,FAM5,MaxDD,logx,36,14,5,36
245,FAM5,MaxDD,loglog,36,14,0,36
245,FAM5,Sharpe,partial,36,16,15,36
245,FAM5,Sharpe,logx,36,16,14,36
245,FAM5,Sharpe,loglog,36,16,0,0
246,FAM2,DD,partial,72,14,9,72
246,FAM2,DD,logx,72,14,8,72
246,FAM2,DD,loglog,72,14,0,72
246,FAM2,RET,partial,108,40,33,108
246,FAM2,RET,logx,108,40,30,108
246,FAM2,RET,loglog,108,40,0,0
246,FAM3,DD,partial,72,14,9,72
246,FAM3,DD,logx,72,14,8,72
246,FAM3,DD,loglog,72,14,0,72
246,FAM3,LEVEL,partial,72,26,22,72
246,FAM3,LEVEL,logx,72,26,20,72
246,FAM3,LEVEL,loglog,72,26,0,0
246,FAM3,RATIO,partial,36,14,11,36
246,FAM3,RATIO,logx,36,14,10,36
246,FAM3,RATIO,loglog,36,14,0,0
246,FAM5,CAGR,partial,36,12,11,36
246,FAM5,CAGR,logx,36,12,10,36
246,FAM5,CAGR,loglog,36,12,0,0
246,FAM5,CAGRnorm,partial,36,14,11,36
246,FAM5,CAGRnorm,logx,36,14,10,36
246,FAM5,CAGRnorm,loglog,36,14,0,0
246,FAM5,DDnorm,partial,36,5,4,36
246,FAM5,DDnorm,logx,36,5,4,36
246,FAM5,DDnorm,loglog,36,5,0,36
246,FAM5,MaxDD,partial,36,9,5,36
246,FAM5,MaxDD,logx,36,9,4,36
246,FAM5,MaxDD,loglog,36,9,0,36
246,FAM5,Sharpe,partial,36,14,11,36
246,FAM5,Sharpe,logx,36,14,10,36
246,FAM5,Sharpe,loglog,36,14,0,0
247,FAM2,DD,partial,72,34,23,72
247,FAM2,DD,logx,72,34,17,72
247,FAM2,DD,loglog,72,34,0,72
247,FAM2,RET,partial,108,52,43,108
247,FAM2,RET,logx,108,52,39,108
247,FAM2,RET,loglog,108,52,0,0
247,FAM3,DD,partial,72,34,23,72
247,FAM3,DD,logx,72,34,17,72
247,FAM3,DD,loglog,72,34,0,72
247,FAM3,LEVEL,partial,72,34,29,72
247,FAM3,LEVEL,logx,72,34,25,72
247,FAM3,LEVEL,loglog,72,34,0,0
247,FAM3,RATIO,partial,36,18,14,36
247,FAM3,RATIO,logx,36,18,14,36
247,FAM3,RATIO,loglog,36,18,0,0
247,FAM5,CAGR,partial,36,16,15,36
247,FAM5,CAGR,logx,36,16,11,36
247,FAM5,CAGR,loglog,36,16,0,0
247,FAM5,CAGRnorm,partial,36,18,14,36
247,FAM5,CAGRnorm,logx,36,18,14,36
247,FAM5,CAGRnorm,loglog,36,18,0,0
247,FAM5,DDnorm,partial,36,14,12,36
247,FAM5,DDnorm,logx,36,14,9,36
247,FAM5,DDnorm,loglog,36,14,0,36
247,FAM5,MaxDD,partial,36,20,11,36
247,FAM5,MaxDD,logx,36,20,8,36
247,FAM5,MaxDD,loglog,36,20,0,36
247,FAM5,Sharpe,partial,36,18,14,36
247,FAM5,Sharpe,logx,36,18,14,36
247,FAM5,Sharpe,loglog,36,18,0,0
248,FAM2,DD,partial,72,24,12,72
248,FAM2,DD,logx,72,24,12,72
248,FAM2,DD,loglog,72,24,0,72
248,FAM2,RET,partial,108,46,34,108
248,FAM2,RET,logx,108,46,35,108
248,FAM2,RET,loglog,108,46,0,0
248,FAM3,DD,partial,72,24,12,72
248,FAM3,DD,logx,72,24,12,72
248,FAM3,DD,loglog,72,24,0,72
248,FAM3,LEVEL,partial,72,30,22,72
248,FAM3,LEVEL,logx,72,30,23,72
248,FAM3,LEVEL,loglog,72,30,0,0
248,FAM3,RATIO,partial,36,16,12,36
248,FAM3,RATIO,logx,36,16,12,36
248,FAM3,RATIO,loglog,36,16,0,0
248,FAM5,CAGR,partial,36,14,11,36
248,FAM5,CAGR,logx,36,14,11,36
248,FAM5,CAGR,loglog,36,14,0,0
248,FAM5,CAGRnorm,partial,36,16,11,36
248,FAM5,CAGRnorm,logx,36,16,12,36
248,FAM5,CAGRnorm,loglog,36,16,0,0
248,FAM5,DDnorm,partial,36,11,6,36
248,FAM5,DDnorm,logx,36,11,6,36
248,FAM5,DDnorm,loglog,36,11,0,36
248,FAM5,MaxDD,partial,36,13,6,36
248,FAM5,MaxDD,logx,36,13,6,36
248,FAM5,MaxDD,loglog,36,13,0,36
248,FAM5,Sharpe,partial,36,16,12,36
248,FAM5,Sharpe,logx,36,16,12,36
248,FAM5,Sharpe,loglog,36,16,0,0
249,FAM2,DD,partial,72,25,18,72
249,FAM2,DD,logx,72,25,18,72
249,FAM2,DD,loglog,72,25,0,72
249,FAM2,RET,partial,108,44,39,108
249,FAM2,RET,logx,108,44,39,108
249,FAM2,RET,loglog,108,44,0,0
249,FAM3,DD,partial,72,25,18,72
249,FAM3,DD,logx,72,25,18,72
249,FAM3,DD,loglog,72,25,0,72
249,FAM3,LEVEL,partial,72,29,26,72
249,FAM3,LEVEL,logx,72,29,26,72
249,FAM3,LEVEL,loglog,72,29,0,0
249,FAM3,RATIO,partial,36,15,13,36
249,FAM3,RATIO,logx,36,15,13,36
249,FAM3,RATIO,loglog,36,15,0,0
249,FAM5,CAGR,partial,36,14,13,36
249,FAM5,CAGR,logx,36,14,13,36
249,FAM5,CAGR,loglog,36,14,0,0
249,FAM5,CAGRnorm,partial,36,15,13,36
249,FAM5,CAGRnorm,logx,36,15,13,36
249,FAM5,CAGRnorm,loglog,36,15,0,0
249,FAM5,DDnorm,partial,36,11,9,36
249,FAM5,DDnorm,logx,36,11,9,36
249,FAM5,DDnorm,loglog,36,11,0,36
249,FAM5,MaxDD,partial,36,14,9,36
249,FAM5,MaxDD,logx,36,14,9,36
249,FAM5,MaxDD,loglog,36,14,0,36
249,FAM5,Sharpe,partial,36,15,13,36
249,FAM5,Sharpe,logx,36,15,13,36
249,FAM5,Sharpe,loglog,36,15,0,0
250,FAM2,DD,partial,72,25,20,72
250,FAM2,DD,logx,72,25,17,72
250,FAM2,DD,loglog,72,25,0,72
250,FAM2,RET,partial,108,45,35,108
250,FAM2,RET,logx,108,45,28,108
250,FAM2,RET,loglog,108,45,0,0
250,FAM3,DD,partial,72,25,20,72
250,FAM3,DD,logx,72,25,17,72
250,FAM3,DD,loglog,72,25,0,72
250,FAM3,LEVEL,partial,72,30,23,72
250,FAM3,LEVEL,logx,72,30,19,72
250,FAM3,LEVEL,loglog,72,30,0,0
250,FAM3,RATIO,partial,36,15,12,36
250,FAM3,RATIO,logx,36,15,9,36
250,FAM3,RATIO,loglog,36,15,0,0
250,FAM5,CAGR,partial,36,15,11,36
250,FAM5,CAGR,logx,36,15,10,36
250,FAM5,CAGR,loglog,36,15,0,0
250,FAM5,CAGRnorm,partial,36,15,12,36
250,FAM5,CAGRnorm,logx,36,15,9,36
250,FAM5,CAGRnorm,loglog,36,15,0,0
250,FAM5,DDnorm,partial,36,12,11,36
250,FAM5,DDnorm,logx,36,12,9,36
250,FAM5,DDnorm,loglog,36,12,0,36
250,FAM5,MaxDD,partial,36,13,9,36
250,FAM5,MaxDD,logx,36,13,8,36
250,FAM5,MaxDD,loglog,36,13,0,36
250,FAM5,Sharpe,partial,36,15,12,36
250,FAM5,Sharpe,logx,36,15,9,36
250,FAM5,Sharpe,loglog,36,15,0,0
251,FAM2,DD,partial,72,25,17,72
251,FAM2,DD,logx,72,25,13,72
251,FAM2,DD,loglog,72,25,0,72
251,FAM2,RET,partial,108,44,39,108
251,FAM2,RET,logx,108,44,39,108
251,FAM2,RET,loglog,108,44,0,0
251,FAM3,DD,partial,72,25,17,72
251,FAM3,DD,logx,72,25,13,72
251,FAM3,DD,loglog,72,25,0,72
251,FAM3,LEVEL,partial,72,29,26,72
251,FAM3,LEVEL,logx,72,29,26,72
251,FAM3,LEVEL,loglog,72,29,0,0
251,FAM3,RATIO,partial,36,15,13,36
251,FAM3,RATIO,logx,36,15,13,36
251,FAM3,RATIO,loglog,36,15,0,0
251,FAM5,CAGR,partial,36,14,13,36
251,FAM5,CAGR,logx,36,14,13,36
251,FAM5,CAGR,loglog,36,14,0,0
251,FAM5,CAGRnorm,partial,36,15,13,36
251,FAM5,CAGRnorm,logx,36,15,13,36
251,FAM5,CAGRnorm,loglog,36,15,0,0
251,FAM5,DDnorm,partial,36,12,9,36
251,FAM5,DDnorm,logx,36,12,6,36
251,FAM5,DDnorm,loglog,36,12,0,36
251,FAM5,MaxDD,partial,36,13,8,36
251,FAM5,MaxDD,logx,36,13,7,36
251,FAM5,MaxDD,loglog,36,13,0,36
251,FAM5,Sharpe,partial,36,15,13,36
251,FAM5,Sharpe,logx,36,15,13,36
251,FAM5,Sharpe,loglog,36,15,0,0
252,FAM2,DD,partial,72,22,14,72
252,FAM2,DD,logx,72,22,9,72
252,FAM2,DD,loglog,72,22,0,72
252,FAM2,RET,partial,108,55,48,108
252,FAM2,RET,logx,108,55,44,108
252,FAM2,RET,loglog,108,55,0,0
252,FAM3,DD,partial,72,22,14,72
252,FAM3,DD,logx,72,22,9,72
252,FAM3,DD,loglog,72,22,0,72
252,FAM3,LEVEL,partial,72,37,33,72
252,FAM3,LEVEL,logx,72,37,29,72
252,FAM3,LEVEL,loglog,72,37,0,0
252,FAM3,RATIO,partial,36,18,15,36
252,FAM3,RATIO,logx,36,18,15,36
252,FAM3,RATIO,loglog,36,18,0,0
252,FAM5,CAGR,partial,36,19,18,36
252,FAM5,CAGR,logx,36,19,15,36
252,FAM5,CAGR,loglog,36,19,0,0
252,FAM5,CAGRnorm,partial,36,18,15,36
252,FAM5,CAGRnorm,logx,36,18,14,36
252,FAM5,CAGRnorm,loglog,36,18,0,0
252,FAM5,DDnorm,partial,36,9,7,36
252,FAM5,DDnorm,logx,36,9,4,36
252,FAM5,DDnorm,loglog,36,9,0,36
252,FAM5,MaxDD,partial,36,13,7,36
252,FAM5,MaxDD,logx,36,13,5,36
252,FAM5,MaxDD,loglog,36,13,0,36
252,FAM5,Sharpe,partial,36,18,15,36
252,FAM5,Sharpe,logx,36,18,15,36
252,FAM5,Sharpe,loglog,36,18,0,0
253,FAM2,DD,partial,72,24,17,72
253,FAM2,DD,logx,72,24,13,72
253,FAM2,DD,loglog,72,24,1,72
253,FAM2,RET,partial,108,42,33,108
253,FAM2,RET,logx,108,42,32,108
253,FAM2,RET,loglog,108,42,0,0
253,FAM3,DD,partial,72,24,17,72
253,FAM3,DD,logx,72,24,13,72
253,FAM3,DD,loglog,72,24,1,72
253,FAM3,LEVEL,partial,72,28,22,72
253,FAM3,LEVEL,logx,72,28,21,72
253,FAM3,LEVEL,loglog,72,28,0,0
253,FAM3,RATIO,partial,36,14,11,36
253,FAM3,RATIO,logx,36,14,11,36
253,FAM3,RATIO,loglog,36,14,0,0
253,FAM5,CAGR,partial,36,14,11,36
253,FAM5,CAGR,logx,36,14,10,36
253,FAM5,CAGR,loglog,36,14,0,0
253,FAM5,CAGRnorm,partial,36,14,11,36
253,FAM5,CAGRnorm,logx,36,14,11,36
253,FAM5,CAGRnorm,loglog,36,14,0,0
253,FAM5,DDnorm,partial,36,12,9,36
253,FAM5,DDnorm,logx,36,12,7,36
253,FAM5,DDnorm,loglog,36,12,0,36
253,FAM5,MaxDD,partial,36,12,8,36
253,FAM5,MaxDD,logx,36,12,6,36
253,FAM5,MaxDD,loglog,36,12,1,36
253,FAM5,Sharpe,partial,36,14,11,36
253,FAM5,Sharpe,logx,36,14,11,36
253,FAM5,Sharpe,loglog,36,14,0,0
254,FAM2,DD,partial,72,23,17,72
254,FAM2,DD,logx,72,23,12,72
254,FAM2,DD,loglog,72,23,0,72
254,FAM2,RET,partial,108,42,33,108
254,FAM2,RET,logx,108,42,33,108
254,FAM2,RET,loglog,108,42,0,0
254,FAM3,DD,partial,72,23,17,72
254,FAM3,DD,logx,72,23,12,72
254,FAM3,DD,loglog,72,23,0,72
254,FAM3,LEVEL,partial,72,28,22,72
254,FAM3,LEVEL,logx,72,28,22,72
254,FAM3,LEVEL,loglog,72,28,0,0
254,FAM3,RATIO,partial,36,14,11,36
254,FAM3,RATIO,logx,36,14,11,36
254,FAM3,RATIO,loglog,36,14,0,0
254,FAM5,CAGR,partial,36,14,11,36
254,FAM5,CAGR,logx,36,14,11,36
254,FAM5,CAGR,loglog,36,14,0,0
254,FAM5,CAGRnorm,partial,36,14,11,36
254,FAM5,CAGRnorm,logx,36,14,11,36
254,FAM5,CAGRnorm,loglog,36,14,0,0
254,FAM5,DDnorm,partial,36,9,8,36
254,FAM5,DDnorm,logx,36,9,6,36
254,FAM5,DDnorm,loglog,36,9,0,36
254,FAM5,MaxDD,partial,36,14,9,36
254,FAM5,MaxDD,logx,36,14,6,36
254,FAM5,MaxDD,loglog,36,14,0,36
254,FAM5,Sharpe,partial,36,14,11,36
254,FAM5,Sharpe,logx,36,14,11,36
254,FAM5,Sharpe,loglog,36,14,0,0
255,FAM2,DD,partial,72,20,14,72
255,FAM2,DD,logx,72,20,10,72
255,FAM2,DD,loglog,72,20,1,72
255,FAM2,RET,partial,108,38,35,108
255,FAM2,RET,logx,108,38,31,108
255,FAM2,RET,loglog,108,38,0,0
255,FAM3,DD,partial,72,20,14,72
255,FAM3,DD,logx,72,20,10,72
255,FAM3,DD,loglog,72,20,1,72
255,FAM3,LEVEL,partial,72,25,23,72
255,FAM3,LEVEL,logx,72,25,20,72
255,FAM3,LEVEL,loglog,72,25,0,0
255,FAM3,RATIO,partial,36,13,12,36
255,FAM3,RATIO,logx,36,13,11,36
255,FAM3,RATIO,loglog,36,13,0,0
255,FAM5,CAGR,partial,36,12,11,36
255,FAM5,CAGR,logx,36,12,9,36
255,FAM5,CAGR,loglog,36,12,0,0
255,FAM5,CAGRnorm,partial,36,13,12,36
255,FAM5,CAGRnorm,logx,36,13,11,36
255,FAM5,CAGRnorm,loglog,36,13,0,0
255,FAM5,DDnorm,partial,36,9,8,36
255,FAM5,DDnorm,logx,36,9,5,36
255,FAM5,DDnorm,loglog,36,9,0,36
255,FAM5,MaxDD,partial,36,11,6,36
255,FAM5,MaxDD,logx,36,11,5,36
255,FAM5,MaxDD,loglog,36,11,1,36
255,FAM5,Sharpe,partial,36,13,12,36
255,FAM5,Sharpe,logx,36,13,11,36
255,FAM5,Sharpe,loglog,36,13,0,0
256,FAM2,DD,partial,72,22,17,72
256,FAM2,DD,logx,72,22,16,72
256,FAM2,DD,loglog,72,22,1,72
256,FAM2,RET,partial,108,50,45,108
256,FAM2,RET,logx,108,50,43,108
256,FAM2,RET,loglog,108,50,0,0
256,FAM3,DD,partial,72,22,17,72
256,FAM3,DD,logx,72,22,16,72
256,FAM3,DD,loglog,72,22,1,72
256,FAM3,LEVEL,partial,72,33,29,72
256,FAM3,LEVEL,logx,72,33,28,72
256,FAM3,LEVEL,loglog,72,33,0,0
256,FAM3,RATIO,partial,36,17,16,36
256,FAM3,RATIO,logx,36,17,15,36
256,FAM3,RATIO,loglog,36,17,0,0
256,FAM5,CAGR,partial,36,16,14,36
256,FAM5,CAGR,logx,36,16,13,36
256,FAM5,CAGR,loglog,36,16,0,0
256,FAM5,CAGRnorm,partial,36,17,15,36
256,FAM5,CAGRnorm,logx,36,17,15,36
256,FAM5,CAGRnorm,loglog,36,17,0,0
256,FAM5,DDnorm,partial,36,11,9,36
256,FAM5,DDnorm,logx,36,11,8,36
256,FAM5,DDnorm,loglog,36,11,0,36
256,FAM5,MaxDD,partial,36,11,8,36
256,FAM5,MaxDD,logx,36,11,8,36
