ticker,year,day,action,kind,scheme,d,seed
KRE,2021,2021-12-21,READMIT,RANDOM,ROTATE,0.1,5
ZTS,2021,2021-06-24,READMIT,RANDOM,ROTATE,0.1,5
NFLX,2021,2021-03-30,READMIT,RANDOM,ROTATE,0.1,5
CMG,2021,2021-08-04,DROP,RANDOM,ROTATE,0.1,5
CSCO,2021,2021-11-02,DROP,RANDOM,ROTATE,0.1,5
QCOM,2021,2021-02-01,DROP,RANDOM,ROTATE,0.1,5
ZTS,2021,2021-11-05,DROP,RANDOM,ROTATE,0.1,5
UNP,2021,2021-03-17,DROP,RANDOM,ROTATE,0.1,5
NVDA,2021,2021-05-04,DROP,RANDOM,ROTATE,0.1,5
ADI,2021,2021-01-14,DROP,RANDOM,ROTATE,0.1,5
V,2021,2021-08-10,DROP,RANDOM,ROTATE,0.1,5
DUK,2021,2021-09-13,DROP,RANDOM,ROTATE,0.1,5
TXN,2021,2021-12-01,DROP,RANDOM,ROTATE,0.1,5
MDLZ,2021,2021-07-20,DROP,RANDOM,ROTATE,0.1,5
PGR,2021,2021-12-22,DROP,RANDOM,ROTATE,0.1,5
CB,2021,2021-08-02,DROP,RANDOM,ROTATE,0.1,5
CMG,2022,2022-02-17,READMIT,RANDOM,ROTATE,0.1,5
CSCO,2022,2022-08-15,READMIT,RANDOM,ROTATE,0.1,5
QCOM,2022,2022-04-13,READMIT,RANDOM,ROTATE,0.1,5
ZTS,2022,2022-10-10,READMIT,RANDOM,ROTATE,0.1,5
UNP,2022,2022-04-12,READMIT,RANDOM,ROTATE,0.1,5
NVDA,2022,2022-06-24,READMIT,RANDOM,ROTATE,0.1,5
ADI,2022,2022-04-22,READMIT,RANDOM,ROTATE,0.1,5
V,2022,2022-12-27,READMIT,RANDOM,ROTATE,0.1,5
DUK,2022,2022-03-10,READMIT,RANDOM,ROTATE,0.1,5
TXN,2022,2022-08-24,READMIT,RANDOM,ROTATE,0.1,5
MDLZ,2022,2022-03-16,READMIT,RANDOM,ROTATE,0.1,5
PGR,2022,2022-11-11,READMIT,RANDOM,ROTATE,0.1,5
CB,2022,2022-11-08,READMIT,RANDOM,ROTATE,0.1,5
ABBV,2022,2022-05-06,DROP,RANDOM,ROTATE,0.1,5
C,2022,2022-03-22,DROP,RANDOM,ROTATE,0.1,5
XLU,2022,2022-03-28,DROP,RANDOM,ROTATE,0.1,5
SCHW,2022,2022-02-03,DROP,RANDOM,ROTATE,0.1,5
DUK,2022,2022-03-07,DROP,RANDOM,ROTATE,0.1,5
MS,2022,2022-09-14,DROP,RANDOM,ROTATE,0.1,5
IEF,2022,2022-09-23,DROP,RANDOM,ROTATE,0.1,5
GLD,2022,2022-09-06,DROP,RANDOM,ROTATE,0.1,5
PLTR,2022,2022-03-18,DROP,RANDOM,ROTATE,0.1,5
META,2022,2022-08-25,DROP,RANDOM,ROTATE,0.1,5
NFLX,2022,2022-06-03,DROP,RANDOM,ROTATE,0.1,5
GS,2022,2022-05-16,DROP,RANDOM,ROTATE,0.1,5
TJX,2022,2022-06-30,DROP,RANDOM,ROTATE,0.1,5
ABBV,2023,2023-01-23,READMIT,RANDOM,ROTATE,0.1,5
C,2023,2023-07-20,READMIT,RANDOM,ROTATE,0.1,5
XLU,2023,2023-06-09,READMIT,RANDOM,ROTATE,0.1,5
SCHW,2023,2023-10-11,READMIT,RANDOM,ROTATE,0.1,5
DUK,2023,2023-05-31,READMIT,RANDOM,ROTATE,0.1,5
MS,2023,2023-06-23,READMIT,RANDOM,ROTATE,0.1,5
IEF,2023,2023-09-08,READMIT,RANDOM,ROTATE,0.1,5
GLD,2023,2023-07-18,READMIT,RANDOM,ROTATE,0.1,5
PLTR,2023,2023-08-11,READMIT,RANDOM,ROTATE,0.1,5
META,2023,2023-01-09,READMIT,RANDOM,ROTATE,0.1,5
NFLX,2023,2023-12-14,READMIT,RANDOM,ROTATE,0.1,5
GS,2023,2023-07-31,READMIT,RANDOM,ROTATE,0.1,5
TJX,2023,2023-12-14,READMIT,RANDOM,ROTATE,0.1,5
GLD,2023,2023-01-25,DROP,RANDOM,ROTATE,0.1,5
MSFT,2023,2023-02-01,DROP,RANDOM,ROTATE,0.1,5
IWM,2023,2023-03-23,DROP,RANDOM,ROTATE,0.1,5
TXN,2023,2023-04-21,DROP,RANDOM,ROTATE,0.1,5
INTU,2023,2023-08-24,DROP,RANDOM,ROTATE,0.1,5
DIA,2023,2023-02-21,DROP,RANDOM,ROTATE,0.1,5
CAT,2023,2023-07-28,DROP,RANDOM,ROTATE,0.1,5
LIN,2023,2023-10-19,DROP,RANDOM,ROTATE,0.1,5
IEF,2023,2023-06-05,DROP,RANDOM,ROTATE,0.1,5
UNP,2023,2023-06-15,DROP,RANDOM,ROTATE,0.1,5
AAPL,2023,2023-02-10,DROP,RANDOM,ROTATE,0.1,5
XLU,2023,2023-05-11,DROP,RANDOM,ROTATE,0.1,5
UUP,2023,2023-10-05,DROP,RANDOM,ROTATE,0.1,5
GLD,2024,2024-07-03,READMIT,RANDOM,ROTATE,0.1,5
MSFT,2024,2024-08-21,READMIT,RANDOM,ROTATE,0.1,5
IWM,2024,2024-12-13,READMIT,RANDOM,ROTATE,0.1,5
TXN,2024,2024-08-15,READMIT,RANDOM,ROTATE,0.1,5
INTU,2024,2024-11-18,READMIT,RANDOM,ROTATE,0.1,5
DIA,2024,2024-04-24,READMIT,RANDOM,ROTATE,0.1,5
CAT,2024,2024-01-11,READMIT,RANDOM,ROTATE,0.1,5
LIN,2024,2024-03-18,READMIT,RANDOM,ROTATE,0.1,5
IEF,2024,2024-07-03,READMIT,RANDOM,ROTATE,0.1,5
UNP,2024,2024-06-13,READMIT,RANDOM,ROTATE,0.1,5
AAPL,2024,2024-07-11,READMIT,RANDOM,ROTATE,0.1,5
XLU,2024,2024-10-25,READMIT,RANDOM,ROTATE,0.1,5
UUP,2024,2024-12-13,READMIT,RANDOM,ROTATE,0.1,5
ABT,2024,2024-11-15,DROP,RANDOM,ROTATE,0.1,5
SPGI,2024,2024-06-03,DROP,RANDOM,ROTATE,0.1,5
WMT,2024,2024-06-28,DROP,RANDOM,ROTATE,0.1,5
GOOGL,2024,2024-05-29,DROP,RANDOM,ROTATE,0.1,5
ZTS,2024,2024-01-30,DROP,RANDOM,ROTATE,0.1,5
REGN,2024,2024-02-12,DROP,RANDOM,ROTATE,0.1,5
UNH,2024,2024-11-06,DROP,RANDOM,ROTATE,0.1,5
ITB,2024,2024-04-16,DROP,RANDOM,ROTATE,0.1,5
ANET,2024,2024-01-11,DROP,RANDOM,ROTATE,0.1,5
AAPL,2024,2024-08-15,DROP,RANDOM,ROTATE,0.1,5
RTX,2024,2024-04-11,DROP,RANDOM,ROTATE,0.1,5
MSFT,2024,2024-11-12,DROP,RANDOM,ROTATE,0.1,5
NVDA,2024,2024-12-11,DROP,RANDOM,ROTATE,0.1,5
ABT,2025,2025-12-09,READMIT,RANDOM,ROTATE,0.1,5
SPGI,2025,2025-04-28,READMIT,RANDOM,ROTATE,0.1,5
WMT,2025,2025-07-09,READMIT,RANDOM,ROTATE,0.1,5
GOOGL,2025,2025-10-09,READMIT,RANDOM,ROTATE,0.1,5
ZTS,2025,2025-01-23,READMIT,RANDOM,ROTATE,0.1,5
REGN,2025,2025-04-22,READMIT,RANDOM,ROTATE,0.1,5
UNH,2025,2025-02-27,READMIT,RANDOM,ROTATE,0.1,5
ITB,2025,2025-07-03,READMIT,RANDOM,ROTATE,0.1,5
ANET,2025,2025-01-02,READMIT,RANDOM,ROTATE,0.1,5
AAPL,2025,2025-09-04,READMIT,RANDOM,ROTATE,0.1,5
RTX,2025,2025-08-15,READMIT,RANDOM,ROTATE,0.1,5
MSFT,2025,2025-04-16,READMIT,RANDOM,ROTATE,0.1,5
NVDA,2025,2025-12-23,READMIT,RANDOM,ROTATE,0.1,5
MMC,2025,2025-08-21,DROP,RANDOM,ROTATE,0.1,5
UUP,2025,2025-03-05,DROP,RANDOM,ROTATE,0.1,5
COST,2025,2025-12-12,DROP,RANDOM,ROTATE,0.1,5
QQQ,2025,2025-06-25,DROP,RANDOM,ROTATE,0.1,5
MCD,2025,2025-03-18,DROP,RANDOM,ROTATE,0.1,5
TJX,2025,2025-11-17,DROP,RANDOM,ROTATE,0.1,5
BSX,2025,2025-10-21,DROP,RANDOM,ROTATE,0.1,5
JPM,2025,2025-02-11,DROP,RANDOM,ROTATE,0.1,5
MA,2025,2025-02-14,DROP,RANDOM,ROTATE,0.1,5
RTX,2025,2025-11-05,DROP,RANDOM,ROTATE,0.1,5
XLU,2025,2025-07-08,DROP,RANDOM,ROTATE,0.1,5
XLC,2025,2025-10-17,DROP,RANDOM,ROTATE,0.1,5
SBUX,2025,2025-04-02,DROP,RANDOM,ROTATE,0.1,5
MMC,2026,2026-06-30,READMIT,RANDOM,ROTATE,0.1,5
UUP,2026,2026-09-10,READMIT,RANDOM,ROTATE,0.1,5
COST,2026,2026-08-17,READMIT,RANDOM,ROTATE,0.1,5
QQQ,2026,2026-07-22,READMIT,RANDOM,ROTATE,0.1,5
MCD,2026,2026-07-31,READMIT,RANDOM,ROTATE,0.1,5
TJX,2026,2026-08-12,READMIT,RANDOM,ROTATE,0.1,5
BSX,2026,2026-05-12,READMIT,RANDOM,ROTATE,0.1,5
JPM,2026,2026-07-28,READMIT,RANDOM,ROTATE,0.1,5
MA,2026,2026-01-14,READMIT,RANDOM,ROTATE,0.1,5
RTX,2026,2026-03-12,READMIT,RANDOM,ROTATE,0.1,5
XLU,2026,2026-06-16,READMIT,RANDOM,ROTATE,0.1,5
XLC,2026,2026-04-09,READMIT,RANDOM,ROTATE,0.1,5
SBUX,2026,2026-08-06,READMIT,RANDOM,ROTATE,0.1,5
LOW,2026,2026-04-30,DROP,RANDOM,ROTATE,0.1,5
PG,2026,2026-09-15,DROP,RANDOM,ROTATE,0.1,5
XLV,2026,2026-06-17,DROP,RANDOM,ROTATE,0.1,5
UNH,2026,2026-04-22,DROP,RANDOM,ROTATE,0.1,5
ETN,2026,2026-01-16,DROP,RANDOM,ROTATE,0.1,5
CB,2026,2026-05-06,DROP,RANDOM,ROTATE,0.1,5
SBUX,2026,2026-09-08,DROP,RANDOM,ROTATE,0.1,5
MS,2026,2026-08-05,DROP,RANDOM,ROTATE,0.1,5
ABBV,2026,2026-03-17,DROP,RANDOM,ROTATE,0.1,5
INTU,2026,2026-01-06,DROP,RANDOM,ROTATE,0.1,5
ACN,2026,2026-09-10,DROP,RANDOM,ROTATE,0.1,5
QCOM,2026,2026-06-25,DROP,RANDOM,ROTATE,0.1,5
EFA,2026,2026-02-05,DROP,RANDOM,ROTATE,0.1,5
MMC,2009,2009-07-07,DROP,RANDOM,ROTATE,0.2,1
MDLZ,2009,2009-03-17,DROP,RANDOM,ROTATE,0.2,1
ISRG,2009,2009-11-17,DROP,RANDOM,ROTATE,0.2,1
MSFT,2009,2009-06-04,DROP,RANDOM,ROTATE,0.2,1
CSCO,2009,2009-04-06,DROP,RANDOM,ROTATE,0.2,1
BKNG,2009,2009-09-21,DROP,RANDOM,ROTATE,0.2,1
PANW,2009,2009-10-09,DROP,RANDOM,ROTATE,0.2,1
VTI,2009,2009-12-30,DROP,RANDOM,ROTATE,0.2,1
SHW,2009,2009-03-13,DROP,RANDOM,ROTATE,0.2,1
QQQ,2009,2009-05-27,DROP,RANDOM,ROTATE,0.2,1
WFC,2009,2009-05-20,DROP,RANDOM,ROTATE,0.2,1
XLU,2009,2009-01-07,DROP,RANDOM,ROTATE,0.2,1
BSX,2009,2009-10-26,DROP,RANDOM,ROTATE,0.2,1
DE,2009,2009-04-22,DROP,RANDOM,ROTATE,0.2,1
XLP,2009,2009-05-27,DROP,RANDOM,ROTATE,0.2,1
PG,2009,2009-01-28,DROP,RANDOM,ROTATE,0.2,1
TJX,2009,2009-07-08,DROP,RANDOM,ROTATE,0.2,1
ABT,2009,2009-09-15,DROP,RANDOM,ROTATE,0.2,1
T,2009,2009-01-02,DROP,RANDOM,ROTATE,0.2,1
XLRE,2009,2009-10-27,DROP,RANDOM,ROTATE,0.2,1
AXP,2009,2009-03-11,DROP,RANDOM,ROTATE,0.2,1
HON,2009,2009-01-20,DROP,RANDOM,ROTATE,0.2,1
CMG,2009,2009-11-19,DROP,RANDOM,ROTATE,0.2,1
QCOM,2009,2009-09-15,DROP,RANDOM,ROTATE,0.2,1
LQD,2009,2009-09-28,DROP,RANDOM,ROTATE,0.2,1
COST,2009,2009-03-18,DROP,RANDOM,ROTATE,0.2,1
WMT,2009,2009-07-13,DROP,RANDOM,ROTATE,0.2,1
MMC,2010,2010-04-12,READMIT,RANDOM,ROTATE,0.2,1
MDLZ,2010,2010-02-08,READMIT,RANDOM,ROTATE,0.2,1
ISRG,2010,2010-10-25,READMIT,RANDOM,ROTATE,0.2,1
MSFT,2010,2010-11-26,READMIT,RANDOM,ROTATE,0.2,1
CSCO,2010,2010-05-20,READMIT,RANDOM,ROTATE,0.2,1
BKNG,2010,2010-01-15,READMIT,RANDOM,ROTATE,0.2,1
PANW,2010,2010-01-15,READMIT,RANDOM,ROTATE,0.2,1
VTI,2010,2010-02-25,READMIT,RANDOM,ROTATE,0.2,1
SHW,2010,2010-08-03,READMIT,RANDOM,ROTATE,0.2,1
QQQ,2010,2010-01-27,READMIT,RANDOM,ROTATE,0.2,1
WFC,2010,2010-12-17,READMIT,RANDOM,ROTATE,0.2,1
XLU,2010,2010-03-11,READMIT,RANDOM,ROTATE,0.2,1
BSX,2010,2010-06-03,READMIT,RANDOM,ROTATE,0.2,1
DE,2010,2010-09-20,READMIT,RANDOM,ROTATE,0.2,1
XLP,2010,2010-11-04,READMIT,RANDOM,ROTATE,0.2,1
PG,2010,2010-09-08,READMIT,RANDOM,ROTATE,0.2,1
TJX,2010,2010-10-29,READMIT,RANDOM,ROTATE,0.2,1
ABT,2010,2010-03-30,READMIT,RANDOM,ROTATE,0.2,1
T,2010,2010-03-23,READMIT,RANDOM,ROTATE,0.2,1
XLRE,2010,2010-09-02,READMIT,RANDOM,ROTATE,0.2,1
AXP,2010,2010-07-28,READMIT,RANDOM,ROTATE,0.2,1
HON,2010,2010-02-22,READMIT,RANDOM,ROTATE,0.2,1
CMG,2010,2010-12-10,READMIT,RANDOM,ROTATE,0.2,1
QCOM,2010,2010-04-01,READMIT,RANDOM,ROTATE,0.2,1
LQD,2010,2010-11-22,READMIT,RANDOM,ROTATE,0.2,1
COST,2010,2010-06-17,READMIT,RANDOM,ROTATE,0.2,1
WMT,2010,2010-10-01,READMIT,RANDOM,ROTATE,0.2,1
PLTR,2010,2010-03-02,DROP,RANDOM,ROTATE,0.2,1
ANET,2010,2010-01-26,DROP,RANDOM,ROTATE,0.2,1
UUP,2010,2010-08-05,DROP,RANDOM,ROTATE,0.2,1
KLAC,2010,2010-05-20,DROP,RANDOM,ROTATE,0.2,1
AMAT,2010,2010-07-02,DROP,RANDOM,ROTATE,0.2,1
HON,2010,2010-07-12,DROP,RANDOM,ROTATE,0.2,1
NVDA,2010,2010-12-23,DROP,RANDOM,ROTATE,0.2,1
IBM,2010,2010-01-19,DROP,RANDOM,ROTATE,0.2,1
BAC,2010,2010-06-08,DROP,RANDOM,ROTATE,0.2,1
XBI,2010,2010-05-06,DROP,RANDOM,ROTATE,0.2,1
DE,2010,2010-10-07,DROP,RANDOM,ROTATE,0.2,1
EFA,2010,2010-09-13,DROP,RANDOM,ROTATE,0.2,1
CRM,2010,2010-01-07,DROP,RANDOM,ROTATE,0.2,1
WFC,2010,2010-11-01,DROP,RANDOM,ROTATE,0.2,1
PM,2010,2010-05-13,DROP,RANDOM,ROTATE,0.2,1
ITB,2010,2010-04-08,DROP,RANDOM,ROTATE,0.2,1
BKNG,2010,2010-10-14,DROP,RANDOM,ROTATE,0.2,1
CI,2010,2010-11-24,DROP,RANDOM,ROTATE,0.2,1
XLP,2010,2010-09-07,DROP,RANDOM,ROTATE,0.2,1
DHR,2010,2010-08-13,DROP,RANDOM,ROTATE,0.2,1
JNJ,2010,2010-04-27,DROP,RANDOM,ROTATE,0.2,1
JPM,2010,2010-10-13,DROP,RANDOM,ROTATE,0.2,1
GLD,2010,2010-11-24,DROP,RANDOM,ROTATE,0.2,1
RTX,2010,2010-10-07,DROP,RANDOM,ROTATE,0.2,1
ETN,2010,2010-04-23,DROP,RANDOM,ROTATE,0.2,1
META,2010,2010-10-04,DROP,RANDOM,ROTATE,0.2,1
IEF,2010,2010-08-02,DROP,RANDOM,ROTATE,0.2,1
PLTR,2011,2011-11-18,READMIT,RANDOM,ROTATE,0.2,1
ANET,2011,2011-03-10,READMIT,RANDOM,ROTATE,0.2,1
UUP,2011,2011-02-24,READMIT,RANDOM,ROTATE,0.2,1
KLAC,2011,2011-06-30,READMIT,RANDOM,ROTATE,0.2,1
AMAT,2011,2011-06-24,READMIT,RANDOM,ROTATE,0.2,1
HON,2011,2011-12-22,READMIT,RANDOM,ROTATE,0.2,1
NVDA,2011,2011-07-25,READMIT,RANDOM,ROTATE,0.2,1
IBM,2011,2011-10-31,READMIT,RANDOM,ROTATE,0.2,1
BAC,2011,2011-11-21,READMIT,RANDOM,ROTATE,0.2,1
XBI,2011,2011-05-05,READMIT,RANDOM,ROTATE,0.2,1
DE,2011,2011-03-10,READMIT,RANDOM,ROTATE,0.2,1
EFA,2011,2011-12-28,READMIT,RANDOM,ROTATE,0.2,1
CRM,2011,2011-04-28,READMIT,RANDOM,ROTATE,0.2,1
WFC,2011,2011-01-21,READMIT,RANDOM,ROTATE,0.2,1
PM,2011,2011-08-10,READMIT,RANDOM,ROTATE,0.2,1
ITB,2011,2011-11-25,READMIT,RANDOM,ROTATE,0.2,1
BKNG,2011,2011-03-21,READMIT,RANDOM,ROTATE,0.2,1
CI,2011,2011-05-10,READMIT,RANDOM,ROTATE,0.2,1
XLP,2011,2011-09-01,READMIT,RANDOM,ROTATE,0.2,1
DHR,2011,2011-04-18,READMIT,RANDOM,ROTATE,0.2,1
JNJ,2011,2011-04-12,READMIT,RANDOM,ROTATE,0.2,1
JPM,2011,2011-09-19,READMIT,RANDOM,ROTATE,0.2,1
GLD,2011,2011-09-20,READMIT,RANDOM,ROTATE,0.2,1
RTX,2011,2011-08-29,READMIT,RANDOM,ROTATE,0.2,1
ETN,2011,2011-08-01,READMIT,RANDOM,ROTATE,0.2,1
META,2011,2011-04-21,READMIT,RANDOM,ROTATE,0.2,1
IEF,2011,2011-01-10,READMIT,RANDOM,ROTATE,0.2,1
MA,2011,2011-03-09,DROP,RANDOM,ROTATE,0.2,1
XLRE,2011,2011-11-11,DROP,RANDOM,ROTATE,0.2,1
TIP,2011,2011-10-05,DROP,RANDOM,ROTATE,0.2,1
IBM,2011,2011-11-10,DROP,RANDOM,ROTATE,0.2,1
NEE,2011,2011-07-28,DROP,RANDOM,ROTATE,0.2,1
CB,2011,2011-01-10,DROP,RANDOM,ROTATE,0.2,1
DE,2011,2011-01-26,DROP,RANDOM,ROTATE,0.2,1
MDLZ,2011,2011-02-23,DROP,RANDOM,ROTATE,0.2,1
UUP,2011,2011-05-03,DROP,RANDOM,ROTATE,0.2,1
AAPL,2011,2011-12-06,DROP,RANDOM,ROTATE,0.2,1
META,2011,2011-12-20,DROP,RANDOM,ROTATE,0.2,1
HON,2011,2011-03-25,DROP,RANDOM,ROTATE,0.2,1
TSLA,2011,2011-09-26,DROP,RANDOM,ROTATE,0.2,1
CSCO,2011,2011-01-28,DROP,RANDOM,ROTATE,0.2,1
SMH,2011,2011-03-01,DROP,RANDOM,ROTATE,0.2,1
ACN,2011,2011-02-23,DROP,RANDOM,ROTATE,0.2,1
HD,2011,2011-01-26,DROP,RANDOM,ROTATE,0.2,1
GDX,2011,2011-07-19,DROP,RANDOM,ROTATE,0.2,1
CRM,2011,2011-08-17,DROP,RANDOM,ROTATE,0.2,1
XLI,2011,2011-09-19,DROP,RANDOM,ROTATE,0.2,1
HYG,2011,2011-10-17,DROP,RANDOM,ROTATE,0.2,1
UNH,2011,2011-06-20,DROP,RANDOM,ROTATE,0.2,1
MDT,2011,2011-10-19,DROP,RANDOM,ROTATE,0.2,1
ANET,2011,2011-09-14,DROP,RANDOM,ROTATE,0.2,1
RSP,2011,2011-02-15,DROP,RANDOM,ROTATE,0.2,1
PM,2011,2011-06-08,DROP,RANDOM,ROTATE,0.2,1
CAT,2011,2011-04-20,DROP,RANDOM,ROTATE,0.2,1
MA,2012,2012-10-04,READMIT,RANDOM,ROTATE,0.2,1
XLRE,2012,2012-11-30,READMIT,RANDOM,ROTATE,0.2,1
TIP,2012,2012-11-09,READMIT,RANDOM,ROTATE,0.2,1
IBM,2012,2012-07-06,READMIT,RANDOM,ROTATE,0.2,1
NEE,2012,2012-01-20,READMIT,RANDOM,ROTATE,0.2,1
CB,2012,2012-07-24,READMIT,RANDOM,ROTATE,0.2,1
DE,2012,2012-05-23,READMIT,RANDOM,ROTATE,0.2,1
MDLZ,2012,2012-07-19,READMIT,RANDOM,ROTATE,0.2,1
UUP,2012,2012-04-12,READMIT,RANDOM,ROTATE,0.2,1
AAPL,2012,2012-06-12,READMIT,RANDOM,ROTATE,0.2,1
META,2012,2012-05-25,READMIT,RANDOM,ROTATE,0.2,1
HON,2012,2012-08-28,READMIT,RANDOM,ROTATE,0.2,1
TSLA,2012,2012-03-07,READMIT,RANDOM,ROTATE,0.2,1
CSCO,2012,2012-01-24,READMIT,RANDOM,ROTATE,0.2,1
SMH,2012,2012-01-11,READMIT,RANDOM,ROTATE,0.2,1
ACN,2012,2012-11-09,READMIT,RANDOM,ROTATE,0.2,1
HD,2012,2012-08-27,READMIT,RANDOM,ROTATE,0.2,1
GDX,2012,2012-12-07,READMIT,RANDOM,ROTATE,0.2,1
CRM,2012,2012-08-30,READMIT,RANDOM,ROTATE,0.2,1
XLI,2012,2012-03-29,READMIT,RANDOM,ROTATE,0.2,1
HYG,2012,2012-02-22,READMIT,RANDOM,ROTATE,0.2,1
UNH,2012,2012-04-10,READMIT,RANDOM,ROTATE,0.2,1
MDT,2012,2012-10-10,READMIT,RANDOM,ROTATE,0.2,1
ANET,2012,2012-05-25,READMIT,RANDOM,ROTATE,0.2,1
RSP,2012,2012-09-18,READMIT,RANDOM,ROTATE,0.2,1
PM,2012,2012-11-01,READMIT,RANDOM,ROTATE,0.2,1
CAT,2012,2012-01-25,READMIT,RANDOM,ROTATE,0.2,1
GLD,2012,2012-12-14,DROP,RANDOM,ROTATE,0.2,1
V,2012,2012-02-15,DROP,RANDOM,ROTATE,0.2,1
QQQ,2012,2012-12-17,DROP,RANDOM,ROTATE,0.2,1
XLY,2012,2012-06-19,DROP,RANDOM,ROTATE,0.2,1
SHW,2012,2012-02-02,DROP,RANDOM,ROTATE,0.2,1
MSFT,2012,2012-08-23,DROP,RANDOM,ROTATE,0.2,1
REGN,2012,2012-03-06,DROP,RANDOM,ROTATE,0.2,1
IWM,2012,2012-12-17,DROP,RANDOM,ROTATE,0.2,1
QCOM,2012,2012-05-16,DROP,RANDOM,ROTATE,0.2,1
XLI,2012,2012-07-12,DROP,RANDOM,ROTATE,0.2,1
XLF,2012,2012-12-21,DROP,RANDOM,ROTATE,0.2,1
ACN,2012,2012-05-24,DROP,RANDOM,ROTATE,0.2,1
TJX,2012,2012-07-02,DROP,RANDOM,ROTATE,0.2,1
COST,2012,2012-03-06,DROP,RANDOM,ROTATE,0.2,1
AVGO,2012,2012-09-28,DROP,RANDOM,ROTATE,0.2,1
MDT,2012,2012-06-22,DROP,RANDOM,ROTATE,0.2,1
LRCX,2012,2012-01-10,DROP,RANDOM,ROTATE,0.2,1
CAT,2012,2012-12-18,DROP,RANDOM,ROTATE,0.2,1
GDX,2012,2012-04-30,DROP,RANDOM,ROTATE,0.2,1
VTI,2012,2012-06-14,DROP,RANDOM,ROTATE,0.2,1
CSCO,2012,2012-05-31,DROP,RANDOM,ROTATE,0.2,1
SO,2012,2012-10-04,DROP,RANDOM,ROTATE,0.2,1
ZTS,2012,2012-08-13,DROP,RANDOM,ROTATE,0.2,1
LIN,2012,2012-02-27,DROP,RANDOM,ROTATE,0.2,1
BSX,2012,2012-05-01,DROP,RANDOM,ROTATE,0.2,1
CVX,2012,2012-02-06,DROP,RANDOM,ROTATE,0.2,1
PLTR,2012,2012-11-29,DROP,RANDOM,ROTATE,0.2,1
GLD,2013,2013-11-26,READMIT,RANDOM,ROTATE,0.2,1
V,2013,2013-10-15,READMIT,RANDOM,ROTATE,0.2,1
QQQ,2013,2013-03-01,READMIT,RANDOM,ROTATE,0.2,1
XLY,2013,2013-11-18,READMIT,RANDOM,ROTATE,0.2,1
SHW,2013,2013-01-23,READMIT,RANDOM,ROTATE,0.2,1
MSFT,2013,2013-11-12,READMIT,RANDOM,ROTATE,0.2,1
REGN,2013,2013-06-27,READMIT,RANDOM,ROTATE,0.2,1
IWM,2013,2013-02-22,READMIT,RANDOM,ROTATE,0.2,1
QCOM,2013,2013-06-27,READMIT,RANDOM,ROTATE,0.2,1
XLI,2013,2013-03-22,READMIT,RANDOM,ROTATE,0.2,1
XLF,2013,2013-03-19,READMIT,RANDOM,ROTATE,0.2,1
ACN,2013,2013-06-14,READMIT,RANDOM,ROTATE,0.2,1
TJX,2013,2013-12-27,READMIT,RANDOM,ROTATE,0.2,1
COST,2013,2013-07-05,READMIT,RANDOM,ROTATE,0.2,1
AVGO,2013,2013-04-10,READMIT,RANDOM,ROTATE,0.2,1
MDT,2013,2013-05-13,READMIT,RANDOM,ROTATE,0.2,1
LRCX,2013,2013-05-16,READMIT,RANDOM,ROTATE,0.2,1
CAT,2013,2013-04-02,READMIT,RANDOM,ROTATE,0.2,1
GDX,2013,2013-04-03,READMIT,RANDOM,ROTATE,0.2,1
VTI,2013,2013-07-16,READMIT,RANDOM,ROTATE,0.2,1
CSCO,2013,2013-05-29,READMIT,RANDOM,ROTATE,0.2,1
SO,2013,2013-06-17,READMIT,RANDOM,ROTATE,0.2,1
ZTS,2013,2013-04-10,READMIT,RANDOM,ROTATE,0.2,1
LIN,2013,2013-10-23,READMIT,RANDOM,ROTATE,0.2,1
BSX,2013,2013-07-19,READMIT,RANDOM,ROTATE,0.2,1
CVX,2013,2013-10-01,READMIT,RANDOM,ROTATE,0.2,1
PLTR,2013,2013-06-07,READMIT,RANDOM,ROTATE,0.2,1
GE,2013,2013-01-22,DROP,RANDOM,ROTATE,0.2,1
UNP,2013,2013-07-19,DROP,RANDOM,ROTATE,0.2,1
KRE,2013,2013-06-21,DROP,RANDOM,ROTATE,0.2,1
GILD,2013,2013-06-25,DROP,RANDOM,ROTATE,0.2,1
ACN,2013,2013-11-26,DROP,RANDOM,ROTATE,0.2,1
SCHW,2013,2013-10-18,DROP,RANDOM,ROTATE,0.2,1
HD,2013,2013-06-20,DROP,RANDOM,ROTATE,0.2,1
BRK-B,2013,2013-02-27,DROP,RANDOM,ROTATE,0.2,1
SO,2013,2013-04-05,DROP,RANDOM,ROTATE,0.2,1
PGR,2013,2013-12-11,DROP,RANDOM,ROTATE,0.2,1
BKNG,2013,2013-08-30,DROP,RANDOM,ROTATE,0.2,1
SHW,2013,2013-02-11,DROP,RANDOM,ROTATE,0.2,1
PEP,2013,2013-08-08,DROP,RANDOM,ROTATE,0.2,1
DE,2013,2013-05-01,DROP,RANDOM,ROTATE,0.2,1
RSP,2013,2013-08-21,DROP,RANDOM,ROTATE,0.2,1
WMT,2013,2013-10-25,DROP,RANDOM,ROTATE,0.2,1
QQQ,2013,2013-04-29,DROP,RANDOM,ROTATE,0.2,1
TLT,2013,2013-03-14,DROP,RANDOM,ROTATE,0.2,1
PG,2013,2013-02-15,DROP,RANDOM,ROTATE,0.2,1
REGN,2013,2013-11-08,DROP,RANDOM,ROTATE,0.2,1
